model,timeframe_minutes,lookback_days,regime_mode,shift_lag_days,shift_threshold_atr,entry_tolerance_atr,retest_expiry_bars,stop_buffer_atr,reward_risk,minimum_reward_risk,maximum_hold_hours,management,train_trades,train_wins,train_losses,train_win_rate_pct,train_profit_factor,train_net_r,train_mean_r,train_return_pct,train_max_drawdown_pct,train_final_balance,validation_trades,validation_wins,validation_losses,validation_win_rate_pct,validation_profit_factor,validation_net_r,validation_mean_r,validation_return_pct,validation_max_drawdown_pct,validation_final_balance,robust_score
breakout_retest,1440,80,balanced_value,5,0.5,0.1,6,0.1,3.0,0.0,168,1,16,10,6,62.5,4.555754822438418,14.509174225345218,0.9068233890840761,15.342706586697341,2.3306781922126927,11534.270658669733,8,4,4,50.0,2.9859952949590456,7.975132188580634,0.9968915235725793,8.089161580040027,3.565680968992144,10808.916158004004,96.66011109791981
failed_auction,1440,20,migrating_value,5,0.0,0.1,0,0.1,0.0,1.5,336,0,21,11,10,52.38095238095238,3.3202733102586475,23.330870516693277,1.1109938341282513,25.342806898992578,5.279835045330574,12534.280689899257,7,2,5,28.571428571428573,2.286094548360038,6.44361084089073,0.9205158344129615,6.2923979824251575,5.986293842580955,10629.239798242515,96.47253906162936
breakout_retest,1440,80,balanced_value,5,0.5,0.1,6,0.1,3.0,0.0,336,1,16,8,8,50.0,4.542200513634251,14.475033606269696,0.904689600391856,15.262890079868253,2.906991772958501,11526.289007986825,8,4,4,50.0,2.9859952949590456,7.975132188580634,0.9968915235725793,8.089161580040027,3.565680968992144,10808.916158004004,96.4467322286978
breakout_retest,1440,80,balanced_value,5,0.5,0.1,6,0.25,3.0,0.0,168,1,16,10,6,62.5,4.422057842076141,13.80045518354653,0.8625284489716581,14.53841437325285,1.9837001143290227,11453.841437325285,7,4,3,57.142857142857146,3.522205938482328,7.592360989498063,1.0846229984997233,7.715326134354927,2.523342933938305,10771.532613435493,92.30938847529751
breakout_retest,1440,80,balanced_value,5,0.5,0.1,6,0.25,3.0,0.0,336,1,16,8,8,50.0,4.435633619416718,13.872837775396807,0.8670523609623004,14.587298943224036,2.8000698015191974,11458.729894322403,7,4,3,57.142857142857146,2.9938277676940155,6.0018335268558065,0.8574047895508295,6.029178018195336,2.9584194893540623,10602.917801819533,91.75857347527773
breakout_retest,1440,80,balanced_value,5,0.5,0.1,6,0.1,3.0,0.0,168,0,15,10,5,66.66666666666667,3.4184543338948963,12.277392484601624,0.8184928323067749,12.823579705962729,2.474842744681198,11282.357970596273,8,4,4,50.0,2.9859952949590456,7.975132188580634,0.9968915235725793,8.089161580040027,3.565680968992144,10808.916158004004,87.8270554201897
failed_auction,1440,20,migrating_value,5,0.0,0.1,0,0.1,0.0,1.5,168,0,22,13,9,59.09090909090909,3.351718951121028,21.278739595832594,0.9672154361742088,23.084144586967746,4.59521034946111,12308.414458696774,7,3,4,42.857142857142854,2.4187598667787875,5.687507926419851,0.812501132345693,5.600417090607546,4.975170625934107,10560.041709060755,85.99706688473881
breakout_retest,1440,80,balanced_value,5,0.5,0.1,6,0.25,3.0,0.0,336,0,15,8,7,53.333333333333336,2.797308673991373,11.508806188859637,0.7672537459239758,11.897891205525003,3.4760546406703208,11189.789120552501,7,4,3,57.142857142857146,2.9938277676940155,6.0018335268558065,0.8574047895508295,6.029178018195336,2.9584194893540623,10602.917801819533,82.31937281610809
breakout_retest,240,80,balanced_value,5,0.5,0.0,3,0.1,3.0,0.0,72,0,25,14,11,56.0,2.879406871890979,20.895390988785408,0.8358156395514164,22.639302415138918,4.181841631662832,12263.930241513892,9,4,5,44.44444444444444,2.3849862498003507,6.95461313468981,0.7727347927433121,6.986712536656725,4.7402210064974755,10698.671253665672,81.98929702284146
breakout_retest,240,80,balanced_value,5,0.25,0.0,3,0.1,3.0,0.0,168,0,22,13,9,59.09090909090909,3.8331169656616013,25.767184115228606,1.1712356416013003,28.71206092222147,4.181841631662832,12871.206092222146,9,4,5,44.44444444444444,2.3849862498003507,6.95461313468981,0.7727347927433121,6.986712536656725,4.7402210064974755,10698.671253665672,81.98929702284146
