time,balance,drawdown_pct,symbol,r_multiple
,300.0,0.0,START,0.0
2021-07-15T02:34:00+00:00,322.0,0.0,AUDUSD,1.8333
2021-07-15T03:06:00+00:00,335.13,0.0,AUDUSD,1.0194
2021-07-15T03:06:00+00:00,339.4,0.0,AUDCAD,0.3183
2021-07-15T04:50:00+00:00,343.92,0.0,GBPCHF,0.3333
2021-07-15T05:28:00+00:00,359.97,0.0,AUDUSD,1.1667
2021-07-15T08:00:00+00:00,376.77,0.0,XAUUSD,1.1667
2021-07-15T10:20:00+00:00,376.64,0.04,GBPCHF,-0.0088
2021-07-15T13:02:00+00:00,381.66,0.0,XAGUSD,0.3333
2021-07-15T14:10:00+00:00,386.75,0.0,XAUUSD,0.3333
2021-07-15T14:34:00+00:00,389.56,0.0,XAGUSD,0.1819
2021-07-15T19:50:00+00:00,373.98,4.0,XAUUSD,-1.0
2021-07-16T00:21:00+00:00,391.43,0.0,AUDUSD,1.1667
2021-07-16T00:29:00+00:00,396.65,0.0,AUDCAD,0.3333
2021-07-16T01:20:00+00:00,401.94,0.0,AUDUSD,0.3333
2021-07-16T01:25:00+00:00,420.7,0.0,XAUUSD,1.1667
2021-07-16T01:29:00+00:00,403.87,4.0,AUDUSD,-1.0
2021-07-16T12:10:00+00:00,387.71,7.84,GBPCHF,-1.0
2021-07-16T13:01:00+00:00,408.39,2.92,XAGUSD,1.3333
2021-07-16T13:37:00+00:00,392.06,6.81,XAGUSD,-1.0
2021-07-16T14:27:00+00:00,376.37,10.54,XAGUSD,-1.0
2021-07-16T16:05:00+00:00,373.64,11.19,XAUUSD,-0.1817
2021-07-16T17:40:00+00:00,358.69,14.74,GBPCHF,-1.0
2021-07-18T21:21:00+00:00,377.82,10.19,AUDCAD,1.3333
2021-07-18T21:30:00+00:00,403.03,4.2,AUDUSD,1.6683
2021-07-19T00:25:00+00:00,414.46,1.48,AUDCAD,0.7088
2021-07-19T01:11:00+00:00,419.2,0.35,AUDUSD,0.2861
2021-07-19T01:30:00+00:00,402.44,4.34,GBPCHF,-1.0
2021-07-19T04:18:00+00:00,421.22,0.0,AUDUSD,1.1667
2021-07-19T04:53:00+00:00,426.83,0.0,AUDUSD,0.3333
2021-07-19T07:35:00+00:00,409.76,4.0,XAUUSD,-1.0
2021-07-19T09:15:00+00:00,393.37,7.84,GBPCHF,-1.0
2021-07-19T12:50:00+00:00,405.93,4.9,XAUUSD,0.7983
2021-07-19T13:20:00+00:00,411.34,3.63,XAGUSD,0.3333
2021-07-19T14:34:00+00:00,394.89,7.48,XAGUSD,-1.0
2021-07-19T16:36:00+00:00,401.53,5.93,XAGUSD,0.4202
2021-07-20T00:12:00+00:00,385.46,9.69,AUDUSD,-1.0
2021-07-20T00:37:00+00:00,406.02,4.88,AUDCAD,1.3333
2021-07-20T01:02:00+00:00,389.78,8.68,AUDUSD,-1.0
2021-07-20T03:25:00+00:00,374.19,12.33,AUDUSD,-1.0
2021-07-20T03:30:00+00:00,379.18,11.16,GBPCHF,0.3333
2021-07-20T07:30:00+00:00,396.87,7.02,XAUUSD,1.1667
2021-07-20T08:40:00+00:00,381.0,10.74,GBPCHF,-1.0
2021-07-20T09:05:00+00:00,403.86,5.38,XAUUSD,1.5
2021-07-20T13:08:00+00:00,387.71,9.17,XAGUSD,-1.0
2021-07-20T13:34:00+00:00,372.2,12.8,XAGUSD,-1.0
2021-07-20T15:30:00+00:00,357.31,16.29,XAGUSD,-1.0
2021-07-20T16:05:00+00:00,353.8,17.11,XAUUSD,-0.2455
2021-07-21T00:30:00+00:00,358.52,16.01,AUDCAD,0.3333
2021-07-21T01:24:00+00:00,344.18,19.37,AUDUSD,-1.0
2021-07-21T03:02:00+00:00,360.24,15.6,AUDUSD,1.1667
2021-07-21T03:47:00+00:00,365.04,14.48,AUDUSD,0.3333
2021-07-21T05:30:00+00:00,350.44,17.9,GBPCHF,-1.0
2021-07-21T08:05:00+00:00,355.11,16.8,GBPCHF,0.3333
2021-07-21T10:00:00+00:00,340.91,20.13,XAUUSD,-1.0
2021-07-21T12:30:00+00:00,327.27,23.33,XAUUSD,-1.0
2021-07-21T13:25:00+00:00,331.08,22.43,XAUUSD,0.2906
2021-07-21T14:11:00+00:00,328.86,22.95,XAGUSD,-0.1669
2021-07-21T16:32:00+00:00,333.25,21.93,XAGUSD,0.3333
2021-07-22T00:15:00+00:00,348.8,18.28,AUDUSD,1.1667
2021-07-22T00:44:00+00:00,372.92,12.63,AUDCAD,1.7285
2021-07-22T01:22:00+00:00,358.0,16.13,AUDUSD,-1.0
2021-07-22T02:14:00+00:00,374.71,12.21,AUDUSD,1.1667
