policy,bot,trades,wins,losses,trail_stops,timeouts,win_rate,net_r,avg_r,profit_factor,avg_final_rr
challenge20_current,LTA,26,13,8,4,1,50.0,9.64,0.371,2.2,1.3
dynamic_aggressive,LTA,26,3,8,13,2,11.54,16.83,0.647,3.1,5.23
dynamic_balanced,LTA,26,3,8,13,2,11.54,13.83,0.532,2.73,3.88
dynamic_capped,LTA,26,2,10,13,1,7.69,8.06,0.31,1.81,3.88
dynamic_conservative,LTA,26,5,8,11,2,19.23,10.83,0.417,2.35,2.65
dynamic_score,LTA,26,2,8,13,3,7.69,17.43,0.67,3.18,4.62
fixed_current,LTA,26,12,8,4,2,46.15,18.28,0.703,3.28,2.73
production_current,LTA,26,4,2,1,0,15.38,0.36,0.014,1.05,2.73
