policy,bot,symbol,timeframe,month,opened_at,closed_at,direction,entry,stop_loss,final_rr,exit_price,result,r_multiple,setup_score,atr,spread_r,spread_points,atr_percentile,session_metric,stop_mode,rr_mode,entry_model,balance_at_entry,risk_amount,pnl,balance_before_settlement,balance_after
production_current,LTA,XAGUSD,M15,2026-05,2026-05-28 03:00:00,2026-05-28 04:45:00,SELL,72.988,74.084,1.0,71.892,win,0.9997,91,0.38,0.0003,30.0,0.7292,,"live_adaptive(vol=1.58,volume=2.57)",static,Entry Model 1 - Double Wick Confirmation,300.0,15.0,15.0,300.0,315.0
production_current,LTA,XAGUSD,M15,2026-05,2026-05-28 17:15:00,2026-05-28 17:45:00,SELL,75.574,76.091821,1.0,75.887,smart_exit,-0.605,98,0.430714,0.0006,30.0,0.8438,,"live_adaptive(vol=0.95,volume=0.72)",static,Entry Model 1 - Double Wick Confirmation,315.0,15.75,-9.53,315.0,305.47
production_current,LTA,XAUUSD,M15,2026-05,2026-05-28 17:15:00,2026-05-28 17:45:00,SELL,4502.156,4520.583003,6.0,4508.706,smart_exit,-0.3556,98,14.666571,0.0002,280.0,0.8646,,"live_adaptive(vol=1.09,volume=0.65)",static,Entry Model 1 - Double Wick Confirmation,315.0,15.75,-5.6,305.47,299.87
production_current,LTA,XAUUSD,M15,2026-05,2026-05-29 01:00:00,2026-05-29 12:15:00,BUY,4514.784,4488.21581,6.0,4522.203,smart_exit,0.2791,98,6.447929,0.0001,280.0,0.2083,,"live_adaptive(vol=0.83,volume=2.30)",static,Entry Model 2 - Internal Swing Confirmation,299.87,14.99,4.18,299.87,304.05
production_current,LTA,XAGUSD,M15,2026-06,2026-06-02 01:30:00,2026-06-02 02:00:00,SELL,75.343,76.317552,1.0,75.063,smart_exit,0.287,98,0.294929,0.0003,30.0,0.4896,,"live_adaptive(vol=1.28,volume=3.74)",static,Entry Model 1 - Double Wick Confirmation + Entry Model 4 - High Volume Continuation,304.05,15.2,4.36,304.05,308.41
production_current,LTA,XAUUSD,M15,2026-06,2026-06-02 07:30:00,2026-06-02 08:00:00,SELL,4531.813,4543.379415,6.0,4534.922,smart_exit,-0.269,99,7.600071,0.0002,280.0,0.3438,,"live_adaptive(vol=1.00,volume=0.78)",static,Entry Model 3 - Confirmation of Internal Structure,308.41,15.42,-4.15,308.41,304.26
production_current,LTA,XAGUSD,M15,2026-06,2026-06-02 08:15:00,2026-06-02 09:30:00,SELL,76.747,77.244753,1.0,76.249247,win,0.9994,90,0.315714,0.0006,30.0,0.5417,,"live_adaptive(vol=1.06,volume=0.89)",static,Entry Model 1 - Double Wick Confirmation,304.26,15.21,15.2,304.26,319.46
production_current,LTA,XAGUSD,M15,2026-06,2026-06-03 01:00:00,2026-06-03 03:30:00,SELL,74.515,75.36644,1.0,75.052,smart_exit,-0.631,100,0.302929,0.0004,30.0,0.6042,,"live_adaptive(vol=1.32,volume=2.44)",static,Entry Model 3 - Confirmation of Internal Structure + Entry Model 2 - Internal Swing Confirmation,319.46,15.97,-10.08,319.46,309.38
production_current,LTA,XAGUSD,M15,2026-06,2026-06-03 07:45:00,2026-06-03 10:00:00,SELL,74.075,74.7458,1.0,74.7458,loss,-1.0004,93,0.292,0.0004,30.0,0.5833,,"live_adaptive(vol=1.17,volume=1.08)",static,Entry Model 1 - Double Wick Confirmation,309.38,15.47,-15.48,309.38,293.9
production_current,LTA,XAUUSD,M15,2026-06,2026-06-03 07:45:00,2026-06-03 10:00:00,SELL,4453.345,4473.67659,6.0,4462.809,smart_exit,-0.4656,95,9.570571,0.0001,280.0,0.9062,,"live_adaptive(vol=1.35,volume=1.08)",static,Entry Model 1 - Double Wick Confirmation,309.38,15.47,-7.2,293.9,286.7
production_current,LTA,XAUUSD,M15,2026-06,2026-06-04 14:00:00,2026-06-05 00:30:00,SELL,4487.819,4522.133831,6.0,4463.264,smart_exit,0.7155,100,12.913143,0.0001,280.0,0.9583,,"live_adaptive(vol=1.62,volume=2.18)",static,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure,286.7,14.34,10.26,286.7,296.96
production_current,LTA,XAGUSD,M15,2026-06,2026-06-05 01:30:00,2026-06-05 03:30:00,SELL,72.737,74.01145,1.0,72.696,smart_exit,0.0319,97,0.263,0.0002,30.0,0.4167,,"live_adaptive(vol=1.16,volume=3.08)",static,Entry Model 1 - Double Wick Confirmation,296.96,14.85,0.47,296.96,297.43
production_current,LTA,XAGUSD,M15,2026-06,2026-06-05 05:15:00,2026-06-05 06:00:00,SELL,72.604,73.088826,1.0,72.119174,win,0.9994,100,0.262429,0.0006,30.0,0.3958,,"live_adaptive(vol=1.13,volume=1.66)",static,Entry Model 1 - Double Wick Confirmation + Entry Model 2 - Internal Swing Confirmation,297.43,14.87,14.86,297.43,312.29
production_current,LTA,XAUUSD,M15,2026-06,2026-06-05 06:00:00,2026-06-05 06:45:00,SELL,4436.558,4451.0146,6.0,4451.0146,loss,-1.0002,90,6.964,0.0002,280.0,0.2604,,"live_adaptive(vol=1.04,volume=1.60)",static,Entry Model 1 - Double Wick Confirmation + Entry Model 4 - High Volume Continuation,312.29,15.61,-15.62,312.29,296.67
production_current,LTA,XAGUSD,M15,2026-06,2026-06-08 13:00:00,2026-06-08 13:30:00,SELL,68.348,69.102563,1.0,68.549,smart_exit,-0.2668,100,0.446286,0.0004,30.0,0.6354,,"live_adaptive(vol=1.08,volume=1.30)",static,Entry Model 3 - Confirmation of Internal Structure,296.67,14.83,-3.96,296.67,292.71
