policy,bot,symbol,timeframe,month,opened_at,closed_at,direction,entry,stop_loss,final_rr,exit_price,result,r_multiple,setup_score,atr,spread_r,spread_points,atr_percentile,session_metric,stop_mode,rr_mode,entry_model,balance_at_entry,risk_amount,pnl,balance_before_settlement,balance_after
dynamic_aggressive,LTA,XAGUSD,M15,2026-05,2026-05-28 03:00:00,2026-05-28 05:30:00,SELL,72.988,74.084,5.0,72.988,trail_stop,-0.0003,91,0.38,0.0003,30.0,0.7292,,"max(structure,0.8ATR)",aggressive,Entry Model 1 - Double Wick Confirmation,300.0,15.0,-0.0,300.0,300.0
dynamic_aggressive,LTA,XAGUSD,M15,2026-05,2026-05-28 17:15:00,2026-05-28 17:45:00,SELL,75.574,75.95661,6.0,75.95661,loss,-1.0008,98,0.430714,0.0008,30.0,0.8438,,"max(structure,0.8ATR)",aggressive,Entry Model 1 - Double Wick Confirmation,300.0,15.0,-15.01,300.0,284.99
dynamic_aggressive,LTA,XAUUSD,M15,2026-05,2026-05-28 17:15:00,2026-05-29 01:15:00,SELL,4502.156,4516.86599,4.0,4516.86599,loss,-1.0002,98,14.666571,0.0002,280.0,0.8646,,"max(structure,0.8ATR)",aggressive,Entry Model 1 - Double Wick Confirmation,300.0,15.0,-15.0,284.99,269.99
dynamic_aggressive,LTA,XAUUSD,M15,2026-05,2026-05-29 01:45:00,2026-05-29 12:15:00,BUY,4506.564,4490.76396,6.0,4522.36404,trail_stop,0.9998,98,7.560286,0.0002,280.0,0.2292,,"max(structure,0.8ATR)",aggressive,Entry Model 1 - Double Wick Confirmation,269.99,13.5,13.5,269.99,283.49
dynamic_aggressive,LTA,XAGUSD,M15,2026-06,2026-06-02 01:30:00,2026-06-02 03:00:00,SELL,75.343,75.95324,6.0,75.343,trail_stop,-0.0005,98,0.294929,0.0005,30.0,0.4896,,"max(structure,0.8ATR)",aggressive,Entry Model 1 - Double Wick Confirmation + Entry Model 4 - High Volume Continuation,283.49,14.17,-0.01,283.49,283.48
dynamic_aggressive,LTA,XAGUSD,M15,2026-06,2026-06-02 08:15:00,2026-06-02 11:30:00,SELL,76.747,77.05236,5.0,76.44164,trail_stop,0.999,90,0.315714,0.001,30.0,0.5417,,"max(structure,0.8ATR)",aggressive,Entry Model 1 - Double Wick Confirmation,283.48,14.17,14.16,283.48,297.64
dynamic_aggressive,LTA,XAUUSD,M15,2026-06,2026-06-02 07:30:00,2026-06-02 23:15:00,SELL,4531.813,4542.73601,6.0,4466.27494,win,5.9997,99,7.600071,0.0003,280.0,0.3438,,"max(structure,0.8ATR)",aggressive,Entry Model 3 - Confirmation of Internal Structure,283.48,14.17,85.04,297.64,382.68
dynamic_aggressive,LTA,XAUUSD,M15,2026-06,2026-06-03 07:45:00,2026-06-03 14:00:00,SELL,4453.345,4473.67659,4.0,4453.345,trail_stop,-0.0001,95,9.570571,0.0001,280.0,0.9062,,"max(structure,0.8ATR)",aggressive,Entry Model 1 - Double Wick Confirmation,382.68,19.13,-0.0,382.68,382.68
dynamic_aggressive,LTA,XAGUSD,M15,2026-06,2026-06-03 01:00:00,2026-06-04 01:00:00,SELL,74.515,75.36644,6.0,73.66356,trail_stop,0.9996,100,0.302929,0.0004,30.0,0.6042,,"max(structure,0.8ATR)",aggressive,Entry Model 3 - Confirmation of Internal Structure + Entry Model 2 - Internal Swing Confirmation,382.68,19.13,19.13,382.68,401.81
dynamic_aggressive,LTA,XAGUSD,M15,2026-06,2026-06-05 01:30:00,2026-06-05 08:15:00,SELL,72.737,74.01145,6.0,72.737,trail_stop,-0.0002,97,0.263,0.0002,30.0,0.4167,,"max(structure,0.8ATR)",aggressive,Entry Model 1 - Double Wick Confirmation,401.81,20.09,-0.0,401.81,401.81
dynamic_aggressive,LTA,XAUUSD,M15,2026-06,2026-06-04 14:00:00,2026-06-05 13:45:00,SELL,4487.819,4517.45397,4.0,4369.27912,win,3.9999,100,12.913143,0.0001,280.0,0.9583,,"max(structure,0.8ATR)",aggressive,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure,401.81,20.09,80.36,401.81,482.17
dynamic_aggressive,LTA,XAGUSD,M15,2026-06,2026-06-08 13:00:00,2026-06-08 14:45:00,SELL,68.348,68.98394,6.0,68.348,trail_stop,-0.0005,100,0.446286,0.0005,30.0,0.6354,,"max(structure,0.8ATR)",aggressive,Entry Model 3 - Confirmation of Internal Structure,482.17,24.11,-0.01,482.17,482.16
dynamic_aggressive,LTA,XAUUSD,M15,2026-06,2026-06-09 17:45:00,2026-06-10 02:00:00,SELL,4262.959,4283.7686,4.0,4179.7206,win,3.9999,96,17.677357,0.0001,260.0,0.9271,,"max(structure,0.8ATR)",aggressive,Entry Model 1 - Double Wick Confirmation,482.16,24.11,96.43,482.16,578.59
dynamic_aggressive,LTA,XAGUSD,M15,2026-06,2026-06-11 18:15:00,2026-06-12 19:30:00,BUY,65.953,63.53495,4.0,67.641,timeout,0.698,96,0.593643,0.0001,30.0,0.8958,,"max(structure,0.8ATR)",aggressive,Entry Model 1 - Double Wick Confirmation,578.59,28.93,20.19,578.59,598.78
dynamic_aggressive,LTA,XAGUSD,M15,2026-06,2026-06-16 01:45:00,2026-06-16 07:30:00,SELL,69.346,70.01027,5.0,70.01027,loss,-1.0005,91,0.221786,0.0005,30.0,0.5729,,"max(structure,0.8ATR)",aggressive,Entry Model 1 - Double Wick Confirmation,598.78,29.94,-29.95,598.78,568.83
dynamic_aggressive,LTA,XAGUSD,M15,2026-06,2026-06-17 20:00:00,2026-06-18 10:45:00,BUY,67.722,66.65239,4.0,67.722,trail_stop,-0.0003,100,0.864071,0.0003,30.0,1.0,,"max(structure,0.8ATR)",aggressive,Entry Model 3 - Confirmation of Internal Structure + Entry Model 4 - High Volume Continuation,568.83,28.44,-0.01,568.83,568.82
dynamic_aggressive,LTA,XAGUSD,M15,2026-06,2026-06-18 11:15:00,2026-06-19 07:00:00,SELL,67.327,68.58645,6.0,64.8081,trail_stop,1.9998,98,0.303,0.0002,30.0,0.5,,"max(structure,0.8ATR)",aggressive,Entry Model 1 - Double Wick Confirmation,568.82,28.44,56.88,568.82,625.7
dynamic_aggressive,LTA,XAUUSD,M15,2026-06,2026-06-22 10:30:00,2026-06-22 11:00:00,SELL,4208.625,4215.26958,5.0,4215.26958,loss,-1.0004,91,6.657214,0.0004,260.0,0.0521,,"max(structure,0.8ATR)",aggressive,Entry Model 1 - Double Wick Confirmation,625.7,31.29,-31.3,625.7,594.4
dynamic_aggressive,LTA,XAGUSD,M15,2026-06,2026-06-23 03:15:00,2026-06-24 04:30:00,SELL,63.008,64.70618,4.0,61.06,timeout,1.1469,90,0.427857,0.0002,30.0,0.9479,,"max(structure,0.8ATR)",aggressive,Entry Model 4 - High Volume Continuation,594.4,29.72,34.09,594.4,628.49
dynamic_aggressive,LTA,XAGUSD,M15,2026-06,2026-06-26 02:30:00,2026-06-26 06:45:00,SELL,56.065,58.0834,6.0,58.0834,loss,-1.0001,97,0.402643,0.0001,30.0,0.7188,,"max(structure,0.8ATR)",aggressive,Entry Model 1 - Double Wick Confirmation + Entry Model 4 - High Volume Continuation,628.49,31.42,-31.43,628.49,597.06
