starting_balance,ending_balance,net_profit,return_pct,trades,wins,losses,win_rate,net_r,max_drawdown_pct,skipped_guardrail,skipped_same_symbol_overlap,policy
300.0,719.25,419.25,139.75,20,14,6,70.0,19.29,9.75,1,5,fixed_current
300.0,620.37,320.37,106.79,20,9,11,45.0,16.44,9.76,0,6,dynamic_score
300.0,605.32,305.32,101.77,20,9,11,45.0,15.84,9.76,1,5,dynamic_aggressive
300.0,534.55,234.55,78.18,20,9,11,45.0,12.84,9.76,0,6,dynamic_balanced
300.0,470.41,170.41,56.8,20,9,11,45.0,9.84,9.76,1,5,dynamic_conservative
300.0,457.14,157.14,52.38,21,12,9,57.14,9.04,9.76,1,4,challenge20_current
300.0,403.78,103.78,34.59,21,7,14,33.33,7.06,9.76,0,5,dynamic_capped
300.0,283.2,-16.8,-5.6,23,12,11,52.17,-0.95,11.53,1,2,production_current
