policy,bot,symbol,timeframe,month,opened_at,closed_at,direction,entry,stop_loss,final_rr,exit_price,result,r_multiple,setup_score,atr,spread_r,spread_points,atr_percentile,session_metric,stop_mode,rr_mode,entry_model,balance_at_entry,risk_amount,pnl,balance_before_settlement,balance_after
fixed_current,LTA,XAGUSD,M15,2026-05,2026-05-28 03:00:00,2026-05-28 04:45:00,SELL,72.988,74.084,1.0,71.892,win,0.9997,91,0.38,0.0003,30.0,0.7292,,structure,static,Entry Model 1 - Double Wick Confirmation,300.0,15.0,15.0,300.0,315.0
fixed_current,LTA,XAGUSD,M15,2026-05,2026-05-28 17:15:00,2026-05-28 17:45:00,SELL,75.574,75.95661,1.0,75.95661,loss,-1.0008,98,0.430714,0.0008,30.0,0.8438,,structure,static,Entry Model 1 - Double Wick Confirmation,315.0,15.75,-15.76,315.0,299.24
fixed_current,LTA,XAUUSD,M15,2026-05,2026-05-28 17:15:00,2026-05-29 01:15:00,SELL,4502.156,4516.86599,6.0,4516.86599,loss,-1.0002,98,14.666571,0.0002,280.0,0.8646,,structure,static,Entry Model 1 - Double Wick Confirmation,315.0,15.75,-15.75,299.24,283.49
fixed_current,LTA,XAUUSD,M15,2026-05,2026-05-29 01:45:00,2026-05-29 12:15:00,BUY,4506.564,4490.76396,6.0,4522.36404,trail_stop,0.9998,98,7.560286,0.0002,280.0,0.2292,,structure,static,Entry Model 1 - Double Wick Confirmation,283.49,14.17,14.17,283.49,297.66
fixed_current,LTA,XAGUSD,M15,2026-06,2026-06-02 01:30:00,2026-06-02 01:45:00,SELL,75.343,75.95324,1.0,74.73276,win,0.9995,98,0.294929,0.0005,30.0,0.4896,,structure,static,Entry Model 1 - Double Wick Confirmation + Entry Model 4 - High Volume Continuation,297.66,14.88,14.88,297.66,312.54
fixed_current,LTA,XAGUSD,M15,2026-06,2026-06-02 08:15:00,2026-06-02 08:45:00,SELL,76.747,77.05236,1.0,76.44164,win,0.999,90,0.315714,0.001,30.0,0.5417,,structure,static,Entry Model 1 - Double Wick Confirmation,312.54,15.63,15.61,312.54,328.15
fixed_current,LTA,XAUUSD,M15,2026-06,2026-06-02 07:30:00,2026-06-02 23:15:00,SELL,4531.813,4542.73601,6.0,4466.27494,win,5.9997,99,7.600071,0.0003,280.0,0.3438,,structure,static,Entry Model 3 - Confirmation of Internal Structure,312.54,15.63,93.76,328.15,421.91
fixed_current,LTA,XAGUSD,M15,2026-06,2026-06-03 01:00:00,2026-06-03 13:30:00,SELL,74.515,75.36644,1.0,73.66356,win,0.9996,100,0.302929,0.0004,30.0,0.6042,,structure,static,Entry Model 3 - Confirmation of Internal Structure + Entry Model 2 - Internal Swing Confirmation,421.91,21.1,21.09,421.91,443.0
fixed_current,LTA,XAUUSD,M15,2026-06,2026-06-03 07:45:00,2026-06-03 14:00:00,SELL,4453.345,4473.67659,6.0,4453.345,trail_stop,-0.0001,95,9.570571,0.0001,280.0,0.9062,,structure,static,Entry Model 1 - Double Wick Confirmation,421.91,21.1,-0.0,443.0,443.0
fixed_current,LTA,XAGUSD,M15,2026-06,2026-06-05 01:30:00,2026-06-05 06:15:00,SELL,72.737,74.01145,1.0,71.46255,win,0.9998,97,0.263,0.0002,30.0,0.4167,,structure,static,Entry Model 1 - Double Wick Confirmation,443.0,22.15,22.15,443.0,465.15
fixed_current,LTA,XAUUSD,M15,2026-06,2026-06-04 14:00:00,2026-06-05 15:15:00,SELL,4487.819,4517.45397,6.0,4351.605,timeout,4.5963,100,12.913143,0.0001,280.0,0.9583,,structure,static,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure,443.0,22.15,101.81,465.15,566.96
fixed_current,LTA,XAGUSD,M15,2026-06,2026-06-08 13:00:00,2026-06-08 14:00:00,SELL,68.348,68.98394,1.0,67.71206,win,0.9995,100,0.446286,0.0005,30.0,0.6354,,structure,static,Entry Model 3 - Confirmation of Internal Structure,566.96,28.35,28.33,566.96,595.29
fixed_current,LTA,XAUUSD,M15,2026-06,2026-06-09 17:45:00,2026-06-10 05:45:00,SELL,4262.959,4283.7686,6.0,4200.5302,trail_stop,2.9999,96,17.677357,0.0001,260.0,0.9271,,structure,static,Entry Model 1 - Double Wick Confirmation,595.29,29.76,89.29,595.29,684.58
fixed_current,LTA,XAGUSD,M15,2026-06,2026-06-11 18:15:00,2026-06-12 19:30:00,BUY,65.953,63.53495,1.0,67.641,timeout,0.698,96,0.593643,0.0001,30.0,0.8958,,structure,static,Entry Model 1 - Double Wick Confirmation,684.58,34.23,23.89,684.58,708.47
fixed_current,LTA,XAGUSD,M15,2026-06,2026-06-16 01:45:00,2026-06-16 07:30:00,SELL,69.346,70.01027,1.0,70.01027,loss,-1.0005,91,0.221786,0.0005,30.0,0.5729,,structure,static,Entry Model 1 - Double Wick Confirmation,708.47,35.42,-35.44,708.47,673.03
fixed_current,LTA,XAGUSD,M15,2026-06,2026-06-17 20:00:00,2026-06-18 00:00:00,BUY,67.722,66.65239,1.0,68.79161,win,0.9997,100,0.864071,0.0003,30.0,1.0,,structure,static,Entry Model 3 - Confirmation of Internal Structure + Entry Model 4 - High Volume Continuation,673.03,33.65,33.64,673.03,706.67
fixed_current,LTA,XAGUSD,M15,2026-06,2026-06-18 11:15:00,2026-06-18 14:45:00,SELL,67.327,68.58645,1.0,66.06755,win,0.9998,98,0.303,0.0002,30.0,0.5,,structure,static,Entry Model 1 - Double Wick Confirmation,706.67,35.33,35.33,706.67,742.0
fixed_current,LTA,XAUUSD,M15,2026-06,2026-06-22 10:30:00,2026-06-22 11:00:00,SELL,4208.625,4215.26958,6.0,4215.26958,loss,-1.0004,91,6.657214,0.0004,260.0,0.0521,,structure,static,Entry Model 1 - Double Wick Confirmation,742.0,37.1,-37.11,742.0,704.89
