bot,symbol,timeframe,series_key,start_index,opened_at,direction,entry,base_stop,configured_rr,setup_score,atr,atr_percentile,session_metric,entry_model
LTA,XAUUSD,M15,LTA:XAUUSD:M15,3100,2026-05-28 17:15:00,SELL,4502.156,4516.86599,6.0,98,14.666571428571388,0.8645833333333334,,Entry Model 1 - Double Wick Confirmation
LTA,XAUUSD,M15,LTA:XAUUSD:M15,3127,2026-05-29 01:00:00,BUY,4514.784,4488.21581,6.0,98,6.447928571428487,0.20833333333333334,,Entry Model 2 - Internal Swing Confirmation
LTA,XAUUSD,M15,LTA:XAUUSD:M15,3130,2026-05-29 01:45:00,BUY,4506.564,4490.76396,6.0,98,7.560285714285588,0.22916666666666666,,Entry Model 1 - Double Wick Confirmation
LTA,XAUUSD,M15,LTA:XAUUSD:M15,3337,2026-06-02 07:30:00,SELL,4531.813,4542.73601,6.0,99,7.600071428571352,0.34375,,Entry Model 3 - Confirmation of Internal Structure
LTA,XAUUSD,M15,LTA:XAUUSD:M15,3430,2026-06-03 07:45:00,SELL,4453.345,4473.67659,6.0,95,9.570571428571514,0.90625,,Entry Model 1 - Double Wick Confirmation
LTA,XAUUSD,M15,LTA:XAUUSD:M15,3547,2026-06-04 14:00:00,SELL,4487.819,4517.45397,6.0,100,12.913142857142768,0.9583333333333334,,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure
LTA,XAUUSD,M15,LTA:XAUUSD:M15,3607,2026-06-05 06:00:00,SELL,4436.558,4451.0146,6.0,90,6.964000000000007,0.2604166666666667,,Entry Model 1 - Double Wick Confirmation + Entry Model 4 - High Volume Continuation
LTA,XAUUSD,M15,LTA:XAUUSD:M15,3838,2026-06-09 17:45:00,SELL,4262.959,4283.7686,6.0,96,17.677357142857154,0.9270833333333334,,Entry Model 1 - Double Wick Confirmation
LTA,XAUUSD,M15,LTA:XAUUSD:M15,4621,2026-06-22 10:30:00,SELL,4208.625,4215.26958,6.0,91,6.657214285714352,0.052083333333333336,,Entry Model 1 - Double Wick Confirmation
LTA,XAGUSD,M15,LTA:XAGUSD:M15,3043,2026-05-28 03:00:00,SELL,72.988,74.084,1.0,91,0.3799999999999995,0.7291666666666666,,Entry Model 1 - Double Wick Confirmation
LTA,XAGUSD,M15,LTA:XAGUSD:M15,3100,2026-05-28 17:15:00,SELL,75.574,75.95661,1.0,98,0.4307142857142848,0.84375,,Entry Model 1 - Double Wick Confirmation
LTA,XAGUSD,M15,LTA:XAGUSD:M15,3112,2026-05-28 20:15:00,BUY,75.658,75.48578,1.0,100,0.1747857142857155,0.13541666666666666,,Entry Model 2 - Internal Swing Confirmation
LTA,XAGUSD,M15,LTA:XAGUSD:M15,3313,2026-06-02 01:30:00,SELL,75.343,75.95324,1.0,98,0.29492857142857076,0.4895833333333333,,Entry Model 1 - Double Wick Confirmation + Entry Model 4 - High Volume Continuation
LTA,XAGUSD,M15,LTA:XAGUSD:M15,3340,2026-06-02 08:15:00,SELL,76.747,77.05236,1.0,90,0.31571428571428584,0.5416666666666666,,Entry Model 1 - Double Wick Confirmation
LTA,XAGUSD,M15,LTA:XAGUSD:M15,3403,2026-06-03 01:00:00,SELL,74.515,75.36644,1.0,100,0.3029285714285714,0.6041666666666666,,Entry Model 3 - Confirmation of Internal Structure + Entry Model 2 - Internal Swing Confirmation
LTA,XAGUSD,M15,LTA:XAGUSD:M15,3430,2026-06-03 07:45:00,SELL,74.075,74.7458,1.0,93,0.2920000000000006,0.5833333333333334,,Entry Model 1 - Double Wick Confirmation
LTA,XAGUSD,M15,LTA:XAGUSD:M15,3589,2026-06-05 01:30:00,SELL,72.737,74.01145,1.0,97,0.2629999999999991,0.4166666666666667,,Entry Model 1 - Double Wick Confirmation
LTA,XAGUSD,M15,LTA:XAGUSD:M15,3604,2026-06-05 05:15:00,SELL,72.604,72.88736,1.0,100,0.2624285714285719,0.3958333333333333,,Entry Model 1 - Double Wick Confirmation + Entry Model 2 - Internal Swing Confirmation
LTA,XAGUSD,M15,LTA:XAGUSD:M15,3727,2026-06-08 13:00:00,SELL,68.348,68.98394,1.0,100,0.4462857142857146,0.6354166666666666,,Entry Model 3 - Confirmation of Internal Structure
LTA,XAGUSD,M15,LTA:XAGUSD:M15,4024,2026-06-11 18:15:00,BUY,65.953,63.53495,1.0,96,0.5936428571428571,0.8958333333333334,,Entry Model 1 - Double Wick Confirmation
LTA,XAGUSD,M15,LTA:XAGUSD:M15,4234,2026-06-16 01:45:00,SELL,69.346,70.01027,1.0,91,0.22178571428571356,0.5729166666666666,,Entry Model 1 - Double Wick Confirmation
