starting_balance,ending_balance,net_profit,return_pct,trades,wins,losses,win_rate,net_r,avg_r,avg_spread_r,max_drawdown_pct,timeframe
300.0,159.28,-140.72,-46.91,53,7,46,13.21,-4.86,-0.0917,0.0476,65.93,M15
300.0,349.23,49.23,16.41,28,6,22,21.43,7.78,0.2779,0.0347,58.49,M30
