policy,bot,symbol,timeframe,month,opened_at,closed_at,direction,entry,stop_loss,final_rr,exit_price,result,r_multiple,setup_score,atr,spread_r,spread_points,atr_percentile,session_metric,stop_mode,rr_mode,entry_model,balance_before,risk_amount,pnl,balance_after
challenge20_current,LTA,BTCUSD,M15,2026-05,2026-05-27 01:15:00,2026-05-27 04:15:00,SELL,75762.47,76026.82286,1.304,75417.661922,win,1.3043,97,144.085714,0.0001,1400.0,0.2708,,"live_adaptive(vol=0.57,volume=0.96)",challenge20,Entry Model 3 - Confirmation of Internal Structure,300.0,15.0,19.56,319.56
challenge20_current,ORB,XAGUSD,M15,2026-05,2026-05-27 23:15:00,2026-05-28 00:00:00,SELL,74.576,74.780643,1.304,74.576,trail_stop,-0.0015,100,0.139786,0.0015,30.0,0.0104,0.8441,"live_adaptive(vol=0.42,volume=0.58)",challenge20,ORB 15m breakout,319.56,15.98,-0.02,319.54
challenge20_current,ORB,XAUUSD,M15,2026-05,2026-05-27 23:15:00,2026-05-28 00:45:00,SELL,4451.578,4459.553929,1.304,4451.578,trail_stop,-0.0004,100,5.938,0.0004,280.0,0.0625,1.1814,"live_adaptive(vol=0.56,volume=0.74)",challenge20,ORB 15m breakout,319.54,15.98,-0.01,319.53
challenge20_current,LTA,XAGUSD,M15,2026-05,2026-05-28 00:30:00,2026-05-28 01:00:00,BUY,74.662,74.32835,1.304,74.32835,loss,-1.0009,92,0.164357,0.0009,30.0,0.0938,,"live_adaptive(vol=0.64,volume=1.70)",challenge20,Entry Model 1 - Double Wick Confirmation,319.53,15.98,-15.99,303.54
challenge20_current,LTA,BTCUSD,M15,2026-05,2026-05-28 01:15:00,2026-05-28 03:15:00,SELL,74160.29,74528.696701,1.304,73679.759521,win,1.3043,97,234.942857,0.0,1400.0,0.6875,,"live_adaptive(vol=0.90,volume=1.58)",challenge20,Entry Model 2 - Internal Swing Confirmation,303.54,15.18,19.8,323.34
challenge20_current,ORB,BTCUSD,M15,2026-05,2026-05-28 23:15:00,2026-05-29 01:15:00,BUY,73492.12,73238.398214,1.304,73492.12,trail_stop,-0.0001,100,175.507143,0.0001,1400.0,0.2083,0.6621,"live_adaptive(vol=0.83,volume=0.56)",challenge20,ORB 15m breakout,323.34,16.17,-0.0,323.34
challenge20_current,ORB,US30,M15,2026-05,2026-05-28 23:15:00,2026-05-28 23:45:00,BUY,50749.7,50703.403571,1.304,50728.7,smart_exit,-0.499,95,34.592857,0.0454,21.0,0.0729,0.3903,"live_adaptive(vol=0.74,volume=0.14)",challenge20,ORB 15m breakout,323.34,16.17,-8.07,315.27
challenge20_current,ORB,XAGUSD,M15,2026-05,2026-05-28 23:15:00,2026-05-29 00:00:00,BUY,75.727,75.54475,1.304,75.964717,win,1.3027,100,0.162,0.0016,30.0,0.5,1.3027,"live_adaptive(vol=0.43,volume=0.30)",challenge20,ORB 15m breakout,315.27,15.76,20.54,335.8
challenge20_current,LTA,EURUSD,M30,2026-05,2026-05-29 01:30:00,2026-05-29 06:30:00,SELL,1.16444,1.16568,1.304,1.16531,smart_exit,-0.7661,90,0.000418,0.0645,8.0,0.1562,,"live_adaptive(vol=0.57,volume=0.84)",challenge20,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure,335.8,16.79,-12.86,322.94
challenge20_current,ORB,BTCUSD,M15,2026-05,2026-05-29 23:15:00,2026-05-30 01:15:00,SELL,73272.88,73527.186786,1.304,73527.186786,loss,-1.0001,100,191.052143,0.0001,1400.0,0.5208,0.7584,"live_adaptive(vol=0.70,volume=0.66)",challenge20,ORB 15m breakout,322.94,16.15,-16.15,306.79
challenge20_current,LTA,BTCUSD,M15,2026-05,2026-05-30 05:00:00,2026-05-30 07:30:00,BUY,73411.34,73064.21068,1.304,73394.16,smart_exit,-0.0495,91,135.062143,0.0,1400.0,0.2396,,"live_adaptive(vol=0.78,volume=1.16)",challenge20,Entry Model 3 - Confirmation of Internal Structure,306.79,15.34,-0.76,306.03
challenge20_current,ORB,BTCUSD,M15,2026-05,2026-05-30 23:15:00,2026-05-31 00:15:00,SELL,73723.53,73895.1,1.304,73895.1,loss,-1.0001,95,171.57,0.0001,1400.0,0.3125,2.1081,"live_adaptive(vol=0.90,volume=1.04)",challenge20,ORB 15m breakout,306.03,15.3,-15.3,290.73
challenge20_current,LTA,BTCUSD,M30,2026-05,2026-05-31 23:00:00,2026-06-01 02:00:00,SELL,73728.6,74190.147361,1.304,73126.581703,win,1.3043,91,198.756429,0.0,1400.0,0.9271,,"live_adaptive(vol=1.30,volume=1.83)",challenge20,Entry Model 1 - Double Wick Confirmation,290.73,14.54,18.96,309.69
challenge20_current,ORB,US30,M15,2026-05,2026-05-31 23:15:00,2026-06-01 03:45:00,BUY,51099.5,51038.471429,1.304,51104.7,smart_exit,0.0475,100,46.864286,0.0377,23.0,0.6354,0.5676,"live_adaptive(vol=0.72,volume=0.10)",challenge20,ORB 15m breakout,309.69,15.48,0.74,310.43
challenge20_current,ORB,XAGUSD,M15,2026-05,2026-05-31 23:15:00,2026-06-01 01:00:00,BUY,75.304,74.939929,1.304,75.304,trail_stop,-0.0008,100,0.269,0.0008,30.0,0.2396,1.1685,"live_adaptive(vol=0.90,volume=0.67)",challenge20,ORB 15m breakout,310.43,15.52,-0.01,310.41
challenge20_current,ORB,XAUUSD,M15,2026-05,2026-05-31 23:15:00,2026-06-01 00:00:00,BUY,4543.22,4532.618964,1.304,4540.859,smart_exit,-0.223,100,8.291,0.0003,280.0,0.3021,1.1962,"live_adaptive(vol=0.77,volume=0.60)",challenge20,ORB 15m breakout,310.41,15.52,-3.46,306.95
challenge20_current,LTA,XAUUSD,M15,2026-06,2026-06-01 01:00:00,2026-06-01 02:00:00,SELL,4533.844,4549.359821,1.304,4531.913,smart_exit,0.1243,98,8.421357,0.0002,280.0,0.5521,,"live_adaptive(vol=0.95,volume=1.93)",challenge20,Entry Model 1 - Double Wick Confirmation,306.95,15.35,1.91,308.86
