case,period,history_quality_pct,bars,ticks,initial_stop_atr,trailing_atr,trail_start_r,close_at_session_end,initial_balance,final_balance,net_profit,return_pct,gross_profit,gross_loss,profit_factor,equity_dd_amount,equity_dd_pct,balance_dd_amount,balance_dd_pct,trades,wins,losses,win_rate,long_trades,long_win_rate,short_trades,short_win_rate,largest_win,largest_loss,average_win,average_loss,expected_payoff,recovery_factor,sharpe_ratio,commission,swap,score,status,report,graph,series,symbol,stage,model,fingerprint,elapsed_seconds,config
xauusd-frozen-locked-model0,M5 (2025.09.01 - 2026.09.01),99.0,70850,101279648,0.0,0.0,0.0,False,10000.0,9286.18,-713.82,-7.1382,2298.96,-3012.78,0.76,1528.54,15.15,1361.98,13.62,57,19,38,33.33,22,31.82,35,34.29,271.36,-100.01,121.0,-78.59,-12.52,-0.47,-5.0,-26.180000000000003,0.0,-37.4382,valid,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Session VWAP Snapback Research 2026-09-06\Native\xauusd-frozen-locked-model0\xauusd-frozen-locked-model0.htm,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Session VWAP Snapback Research 2026-09-06\Native\xauusd-frozen-locked-model0\xauusd-frozen-locked-model0.png,"[{'date': '2025-09-01', 'balance': 10000.0}, {'date': '2025-09-01 14:50:02', 'balance': 9998.57}, {'date': '2025-09-01 16:00:04', 'balance': 9961.32}, {'date': '2025-09-11 14:10:04', 'balance': 9960.77}, {'date': '2025-09-11 16:00:03', 'balance': 9961.05}, {'date': '2025-09-22 14:05:08', 'balance': 9960.28}, {'date': '2025-09-22 14:53:38', 'balance': 9860.27}, {'date': '2025-09-23 14:10:00', 'balance': 9859.55}, {'date': '2025-09-23 14:21:21', 'balance': 9764.43}, {'date': '2025-10-01 14:25:01', 'balance': 9763.71}, {'date': '2025-10-01 14:47:40', 'balance': 9665.51}, {'date': '2025-10-08 14:10:00', 'balance': 9664.9}, {'date': '2025-10-08 14:59:29', 'balance': 9570.56}, {'date': '2025-10-15 15:40:03', 'balance': 9570.06}, {'date': '2025-10-15 15:50:40', 'balance': 9482.75}, {'date': '2025-10-23 15:25:05', 'balance': 9482.25}, {'date': '2025-10-23 16:00:05', 'balance': 9494.31}, {'date': '2025-10-31 14:35:02', 'balance': 9493.87}, {'date': '2025-10-31 16:00:06', 'balance': 9434.77}, {'date': '2025-11-07 15:10:07', 'balance': 9434.22}, {'date': '2025-11-07 16:24:04', 'balance': 9345.38}, {'date': '2025-11-14 15:55:06', 'balance': 9345.1}, {'date': '2025-11-14 16:38:28', 'balance': 9266.44}, {'date': '2025-11-19 15:15:04', 'balance': 9266.0}, {'date': '2025-11-19 15:53:28', 'balance': 9515.03}, {'date': '2025-11-20 15:40:02', 'balance': 9514.7}, {'date': '2025-11-20 16:22:41', 'balance': 9423.56}, {'date': '2025-11-21 15:25:11', 'balance': 9423.06}, {'date': '2025-11-21 16:50:17', 'balance': 9340.11}, {'date': '2025-11-25 16:35:05', 'balance': 9339.56}, {'date': '2025-11-25 17:00:03', 'balance': 9349.47}, {'date': '2025-11-27 15:05:03', 'balance': 9348.31}, {'date': '2025-11-27 16:26:40', 'balance': 9256.69}, {'date': '2025-12-04 16:05:07', 'balance': 9256.08}, {'date': '2025-12-04 16:10:14', 'balance': 9164.41}, {'date': '2025-12-10 15:05:03', 'balance': 9163.8}, {'date': '2025-12-10 17:00:02', 'balance': 9104.91}, {'date': '2025-12-12 15:15:04', 'balance': 9104.47}, {'date': '2025-12-12 15:24:24', 'balance': 9355.63}, {'date': '2025-12-17 15:45:05', 'balance': 9355.24}, {'date': '2025-12-17 17:00:05', 'balance': 9373.89}, {'date': '2025-12-18 15:40:01', 'balance': 9373.5}, {'date': '2025-12-18 16:11:13', 'balance': 9287.21}, {'date': '2025-12-31 16:10:02', 'balance': 9286.77}, {'date': '2025-12-31 16:41:14', 'balance': 9202.41}, {'date': '2026-01-07 15:05:00', 'balance': 9201.97}, {'date': '2026-01-07 15:12:43', 'balance': 9114.33}, {'date': '2026-01-09 15:05:08', 'balance': 9113.94}, {'date': '2026-01-09 15:22:41', 'balance': 9029.13}, {'date': '2026-01-12 15:05:08', 'balance': 9028.85}, {'date': '2026-01-12 15:33:39', 'balance': 8947.84}, {'date': '2026-01-15 16:25:03', 'balance': 8947.23}, {'date': '2026-01-15 17:00:07', 'balance': 9065.91}, {'date': '2026-01-19 15:15:04', 'balance': 9064.86}, {'date': '2026-01-19 15:53:01', 'balance': 8972.79}, {'date': '2026-01-21 15:05:08', 'balance': 8972.62}, {'date': '2026-01-21 15:19:20', 'balance': 8902.41}, {'date': '2026-01-28 15:10:06', 'balance': 8902.24}, {'date': '2026-01-28 15:15:41', 'balance': 8848.63}, {'date': '2026-02-02 15:05:07', 'balance': 8848.57}, {'date': '2026-02-02 15:28:31', 'balance': 8797.34}, {'date': '2026-02-03 15:05:07', 'balance': 8797.17}, {'date': '2026-02-03 17:00:05', 'balance': 8919.28}, {'date': '2026-02-13 15:30:01', 'balance': 8919.06}, {'date': '2026-02-13 16:28:37', 'balance': 8832.38}, {'date': '2026-02-27 15:20:02', 'balance': 8832.1}, {'date': '2026-02-27 15:52:13', 'balance': 8751.74}, {'date': '2026-03-17 14:25:08', 'balance': 8751.35}, {'date': '2026-03-17 15:28:36', 'balance': 8663.73}, {'date': '2026-03-26 14:15:06', 'balance': 8663.51}, {'date': '2026-03-26 16:00:14', 'balance': 8638.3}, {'date': '2026-04-01 14:05:03', 'balance': 8638.02}, {'date': '2026-04-01 16:00:08', 'balance': 8839.28}, {'date': '2026-04-08 14:05:03', 'balance': 8839.0}, {'date': '2026-04-08 14:56:38', 'balance': 9082.13}, {'date': '2026-04-10 14:15:05', 'balance': 9081.74}, {'date': '2026-04-10 15:36:19', 'balance': 9001.52}, {'date': '2026-05-07 14:35:07', 'balance': 9001.13}, {'date': '2026-05-07 14:53:15', 'balance': 8926.8}, {'date': '2026-06-03 14:20:06', 'balance': 8926.47}, {'date': '2026-06-03 16:00:07', 'balance': 8958.78}, {'date': '2026-06-12 14:25:01', 'balance': 8958.5}, {'date': '2026-06-12 15:26:30', 'balance': 9183.56}, {'date': '2026-06-15 15:40:02', 'balance': 9183.01}, {'date': '2026-06-15 16:00:05', 'balance': 9206.94}, {'date': '2026-06-25 14:40:06', 'balance': 9206.66}, {'date': '2026-06-25 15:22:31', 'balance': 9114.01}, {'date': '2026-07-02 14:25:05', 'balance': 9113.68}, {'date': '2026-07-02 16:00:14', 'balance': 9147.76}, {'date': '2026-07-09 15:10:05', 'balance': 9147.26}, {'date': '2026-07-09 16:00:04', 'balance': 9148.97}, {'date': '2026-07-10 14:25:08', 'balance': 9148.53}, {'date': '2026-07-10 15:59:30', 'balance': 9066.65}, {'date': '2026-07-14 14:10:08', 'balance': 9066.26}, {'date': '2026-07-14 15:42:41', 'balance': 8971.93}, {'date': '2026-07-15 14:20:14', 'balance': 8971.38}, {'date': '2026-07-15 16:00:03', 'balance': 9136.4}, {'date': '2026-07-16 14:30:07', 'balance': 9136.01}, {'date': '2026-07-16 15:25:28', 'balance': 9050.6}, {'date': '2026-07-28 14:10:06', 'balance': 9050.05}, {'date': '2026-07-28 15:20:29', 'balance': 8959.36}, {'date': '2026-08-03 14:50:08', 'balance': 8958.81}, {'date': '2026-08-03 16:00:00', 'balance': 8950.52}, {'date': '2026-08-12 14:15:18', 'balance': 8950.13}, {'date': '2026-08-12 16:00:02', 'balance': 9016.57}, {'date': '2026-08-18 14:20:08', 'balance': 9016.24}, {'date': '2026-08-18 15:14:38', 'balance': 9269.02}, {'date': '2026-08-21 14:10:06', 'balance': 9268.69}, {'date': '2026-08-21 14:26:14', 'balance': 9191.72}, {'date': '2026-08-24 15:30:03', 'balance': 9191.28}, {'date': '2026-08-24 15:57:41', 'balance': 9462.64}, {'date': '2026-08-25 15:20:04', 'balance': 9462.14}, {'date': '2026-08-25 15:33:38', 'balance': 9367.69}, {'date': '2026-08-27 14:30:12', 'balance': 9367.36}, {'date': '2026-08-27 14:43:37', 'balance': 9286.18}]",XAUUSD,locked,0,d3a001a7fc7f46cf8ec24e6945edabb8d9fe5cb22f1d63b88b71172f2d94f77b,22.82,"{""confirmation"": ""close-inside"", ""direction"": ""both"", ""management"": ""none"", ""max_trades"": 1, ""regime"": ""adx20"", ""rr"": 3.0, ""session"": ""overlap"", ""sigma"": 2.0, ""stop_mode"": ""atr"", ""stop_value"": 1.5, ""target_mode"": ""fixed-r"", ""timeframe"": ""M5""}"
xagusd-frozen-locked-model0,M5 (2025.09.01 - 2026.09.01),99.0,70682,31288569,0.0,0.0,0.0,False,10000.0,10393.19,393.19,3.9319,643.6,-250.41,2.57,376.18,3.6,187.98,1.83,15,9,6,60.0,6,66.67,9,55.56,210.6,-91.0,71.51,-36.58,26.21,1.05,8.59,-30.909999999999993,0.0,-3.2681,valid,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Session VWAP Snapback Research 2026-09-06\Native\xagusd-frozen-locked-model0\xagusd-frozen-locked-model0.htm,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Session VWAP Snapback Research 2026-09-06\Native\xagusd-frozen-locked-model0\xagusd-frozen-locked-model0.png,"[{'date': '2025-09-01', 'balance': 10000.0}, {'date': '2025-09-01 17:00:00', 'balance': 9993.82}, {'date': '2025-09-01 22:01:05', 'balance': 9989.92}, {'date': '2025-09-24 17:00:05', 'balance': 9986.12}, {'date': '2025-09-24 20:00:02', 'balance': 9976.52}, {'date': '2025-11-13 18:30:06', 'balance': 9974.62}, {'date': '2025-11-13 18:33:34', 'balance': 10057.22}, {'date': '2025-11-17 18:00:04', 'balance': 10054.37}, {'date': '2025-11-17 22:01:03', 'balance': 10264.97}, {'date': '2025-11-18 18:30:04', 'balance': 10262.59}, {'date': '2025-11-18 19:14:31', 'balance': 10171.59}, {'date': '2025-12-10 19:30:03', 'balance': 10169.69}, {'date': '2025-12-10 19:34:31', 'balance': 10078.89}, {'date': '2025-12-16 18:30:07', 'balance': 10076.99}, {'date': '2025-12-16 19:46:02', 'balance': 10166.59}, {'date': '2026-02-17 19:30:00', 'balance': 10166.11}, {'date': '2026-02-17 22:01:03', 'balance': 10167.66}, {'date': '2026-02-25 19:00:01', 'balance': 10166.71}, {'date': '2026-02-25 20:29:46', 'balance': 10243.21}, {'date': '2026-04-06 18:00:00', 'balance': 10241.78}, {'date': '2026-04-06 22:01:07', 'balance': 10225.88}, {'date': '2026-04-23 18:00:00', 'balance': 10224.93}, {'date': '2026-04-23 20:00:00', 'balance': 10216.63}, {'date': '2026-06-11 17:00:12', 'balance': 10215.68}, {'date': '2026-06-11 17:29:38', 'balance': 10286.58}, {'date': '2026-07-06 17:00:06', 'balance': 10284.2}, {'date': '2026-07-06 22:01:05', 'balance': 10365.45}, {'date': '2026-07-14 17:30:15', 'balance': 10364.02}, {'date': '2026-07-14 20:00:13', 'balance': 10364.32}, {'date': '2026-08-21 17:30:04', 'balance': 10362.89}, {'date': '2026-08-21 20:00:04', 'balance': 10393.19}]",XAGUSD,locked,0,a9ad1f454fe3919a2d8047d712aba069dd5e8b128e9e4fcbe0ebcdd0770277ae,13.04,"{""confirmation"": ""rejection-candle"", ""direction"": ""both"", ""management"": ""none"", ""max_trades"": 1, ""regime"": ""adx20"", ""rr"": 1.0, ""session"": ""new-york"", ""sigma"": 2.5, ""stop_mode"": ""atr"", ""stop_value"": 1.25, ""target_mode"": ""fixed-r"", ""timeframe"": ""M30""}"
ustec-frozen-locked-model0,M5 (2025.09.01 - 2026.09.01),100.0,70782,92085526,0.0,0.0,0.0,False,10000.0,9761.9,-238.1,-2.381,260.17,-498.27,0.52,451.81,4.42,433.28,4.25,13,7,6,53.85,9,44.44,4,75.0,54.49,-100.2,37.17,-79.75,-18.32,-0.53,-5.0,-19.76,0.0,-11.221,valid,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Session VWAP Snapback Research 2026-09-06\Native\ustec-frozen-locked-model0\ustec-frozen-locked-model0.htm,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Session VWAP Snapback Research 2026-09-06\Native\ustec-frozen-locked-model0\ustec-frozen-locked-model0.png,"[{'date': '2025-09-01', 'balance': 10000.0}, {'date': '2025-09-03 07:00:11', 'balance': 9998.51}, {'date': '2025-09-03 07:47:36', 'balance': 10053.0}, {'date': '2025-09-12 07:00:04', 'balance': 10049.44}, {'date': '2025-09-12 07:41:13', 'balance': 10094.85}, {'date': '2025-09-30 07:00:05', 'balance': 10092.44}, {'date': '2025-09-30 07:07:31', 'balance': 10131.56}, {'date': '2025-12-09 07:00:17', 'balance': 10129.85}, {'date': '2025-12-09 08:00:10', 'balance': 10143.58}, {'date': '2026-01-09 07:00:08', 'balance': 10141.92}, {'date': '2026-01-09 07:20:39', 'balance': 10193.76}, {'date': '2026-01-14 07:00:01', 'balance': 10192.4}, {'date': '2026-01-14 08:00:00', 'balance': 10195.18}, {'date': '2026-01-26 07:00:02', 'balance': 10194.17}, {'date': '2026-01-26 08:00:05', 'balance': 10140.79}, {'date': '2026-02-16 07:00:04', 'balance': 10139.65}, {'date': '2026-02-16 07:10:39', 'balance': 10192.45}, {'date': '2026-03-05 07:00:11', 'balance': 10191.44}, {'date': '2026-03-05 08:00:03', 'balance': 10158.15}, {'date': '2026-03-11 07:00:03', 'balance': 10157.02}, {'date': '2026-03-11 07:35:40', 'balance': 10056.82}, {'date': '2026-03-26 07:00:04', 'balance': 10055.86}, {'date': '2026-03-26 07:20:23', 'balance': 9961.66}, {'date': '2026-08-20 07:00:05', 'balance': 9960.57}, {'date': '2026-08-20 07:23:43', 'balance': 9861.31}, {'date': '2026-08-28 07:00:00', 'balance': 9860.08}, {'date': '2026-08-28 07:44:39', 'balance': 9761.9}]",USTEC,locked,0,1f3416439945f608a6ed7598bad663d72f6f09017961ffc2a3928e7ec4c322c7,22.26,"{""confirmation"": ""rejection-candle"", ""direction"": ""both"", ""management"": ""none"", ""max_trades"": 1, ""regime"": ""adx25"", ""rr"": 0.5, ""session"": ""asia"", ""sigma"": 2.5, ""stop_mode"": ""atr"", ""stop_value"": 0.75, ""target_mode"": ""fixed-r"", ""timeframe"": ""H1""}"
us30-frozen-locked-model0,M5 (2025.09.01 - 2026.09.01),100.0,70781,67122621,0.0,0.0,0.0,False,10000.0,10035.47,35.47,0.35469999999999996,1798.47,-1763.0,1.02,857.95,8.29,815.43,7.9,35,15,20,42.86,15,40.0,20,45.0,158.85,-112.0,119.9,-86.72,1.01,0.04,0.98,-28.610000000000003,0.0,-16.225299999999997,valid,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Session VWAP Snapback Research 2026-09-06\Native\us30-frozen-locked-model0\us30-frozen-locked-model0.htm,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Session VWAP Snapback Research 2026-09-06\Native\us30-frozen-locked-model0\us30-frozen-locked-model0.png,"[{'date': '2025-09-01', 'balance': 10000.0}, {'date': '2025-09-12 14:15:01', 'balance': 9999.19}, {'date': '2025-09-12 16:00:04', 'balance': 10107.81}, {'date': '2025-09-19 14:55:14', 'balance': 10106.9}, {'date': '2025-09-19 15:30:38', 'balance': 10005.4}, {'date': '2025-10-09 14:05:06', 'balance': 10004.42}, {'date': '2025-10-09 14:22:40', 'balance': 9896.47}, {'date': '2025-10-17 15:40:08', 'balance': 9895.92}, {'date': '2025-10-17 16:00:02', 'balance': 10006.01}, {'date': '2025-10-27 14:15:07', 'balance': 10004.78}, {'date': '2025-10-27 15:01:39', 'balance': 10157.65}, {'date': '2025-10-31 15:00:06', 'balance': 10156.74}, {'date': '2025-10-31 15:42:01', 'balance': 10315.59}, {'date': '2025-11-07 15:05:05', 'balance': 10315.01}, {'date': '2025-11-07 15:12:13', 'balance': 10210.13}, {'date': '2025-11-27 15:05:07', 'balance': 10207.11}, {'date': '2025-11-27 15:22:23', 'balance': 10104.71}, {'date': '2025-12-08 15:20:04', 'balance': 10103.92}, {'date': '2025-12-08 16:00:04', 'balance': 10003.62}, {'date': '2025-12-26 16:25:06', 'balance': 10002.22}, {'date': '2025-12-26 16:50:30', 'balance': 9890.22}, {'date': '2026-01-16 15:45:01', 'balance': 9889.24}, {'date': '2026-01-16 16:01:05', 'balance': 10036.82}, {'date': '2026-01-19 16:25:01', 'balance': 10036.04}, {'date': '2026-01-19 22:00:08', 'balance': 10007.16}, {'date': '2026-02-04 15:10:05', 'balance': 10006.87}, {'date': '2026-02-04 17:00:06', 'balance': 10039.86}, {'date': '2026-02-12 15:15:08', 'balance': 10039.31}, {'date': '2026-02-12 15:21:40', 'balance': 9933.89}, {'date': '2026-02-13 16:15:14', 'balance': 9933.12}, {'date': '2026-02-13 16:17:43', 'balance': 9830.29}, {'date': '2026-02-17 15:20:08', 'balance': 9829.95}, {'date': '2026-02-17 15:33:21', 'balance': 9728.36}, {'date': '2026-03-11 14:35:05', 'balance': 9727.8}, {'date': '2026-03-11 14:43:42', 'balance': 9873.33}, {'date': '2026-03-12 15:40:06', 'balance': 9873.06}, {'date': '2026-03-12 16:00:01', 'balance': 9857.62}, {'date': '2026-03-27 15:10:03', 'balance': 9857.26}, {'date': '2026-03-27 16:00:03', 'balance': 9878.52}, {'date': '2026-03-30 15:10:04', 'balance': 9878.09}, {'date': '2026-03-30 15:51:42', 'balance': 9783.23}, {'date': '2026-04-22 14:05:02', 'balance': 9782.44}, {'date': '2026-04-22 14:19:42', 'balance': 9685.55}, {'date': '2026-04-28 14:10:07', 'balance': 9684.18}, {'date': '2026-04-28 14:13:38', 'balance': 9575.34}, {'date': '2026-05-01 14:10:07', 'balance': 9574.65}, {'date': '2026-05-01 14:45:16', 'balance': 9717.06}, {'date': '2026-05-06 14:30:16', 'balance': 9716.16}, {'date': '2026-05-06 14:44:29', 'balance': 9611.62}, {'date': '2026-05-13 14:20:05', 'balance': 9610.73}, {'date': '2026-05-13 14:26:05', 'balance': 9503.91}, {'date': '2026-05-20 14:15:11', 'balance': 9503.45}, {'date': '2026-05-20 14:16:40', 'balance': 9627.33}, {'date': '2026-05-22 14:05:12', 'balance': 9626.64}, {'date': '2026-05-22 15:29:41', 'balance': 9533.07}, {'date': '2026-05-28 14:25:03', 'balance': 9532.57}, {'date': '2026-05-28 16:00:05', 'balance': 9509.85}, {'date': '2026-07-15 14:40:00', 'balance': 9509.27}, {'date': '2026-07-15 16:00:17', 'balance': 9598.6}, {'date': '2026-07-28 15:00:04', 'balance': 9598.09}, {'date': '2026-07-28 15:15:43', 'balance': 9501.74}, {'date': '2026-08-10 15:35:08', 'balance': 9500.16}, {'date': '2026-08-10 15:43:02', 'balance': 9647.83}, {'date': '2026-08-14 14:05:07', 'balance': 9646.92}, {'date': '2026-08-14 15:28:38', 'balance': 9796.13}, {'date': '2026-08-17 14:50:04', 'balance': 9795.0}, {'date': '2026-08-17 16:00:08', 'balance': 9768.39}, {'date': '2026-08-20 15:10:16', 'balance': 9767.78}, {'date': '2026-08-20 16:00:01', 'balance': 9883.02}, {'date': '2026-08-28 14:35:07', 'balance': 9882.53}, {'date': '2026-08-28 15:00:39', 'balance': 10035.47}]",US30,locked,0,dd429146650014812de85b432cd8516a4c9378201dc87c68c2c7b9ef46459928,17.2,"{""confirmation"": ""engulfing"", ""direction"": ""both"", ""management"": ""none"", ""max_trades"": 1, ""regime"": ""adx25"", ""rr"": 1.5, ""session"": ""overlap"", ""sigma"": 2.0, ""stop_mode"": ""session-extreme"", ""stop_value"": 0.1, ""target_mode"": ""fixed-r"", ""timeframe"": ""M5""}"
gbpjpy-frozen-locked-model0,M5 (2025.09.01 - 2026.09.01),100.0,74343,15490646,0.0,0.0,0.0,False,10000.0,9818.73,-181.27,-1.8127,65.21,-246.48,0.26,182.23,1.82,181.27,1.81,6,1,5,16.67,0,0.0,6,16.67,65.21,-102.0,65.21,-46.59,-30.21,-0.99,-2.82,-13.52,0.0,-5.4527,valid,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Session VWAP Snapback Research 2026-09-06\Native\gbpjpy-frozen-locked-model0\gbpjpy-frozen-locked-model0.htm,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Session VWAP Snapback Research 2026-09-06\Native\gbpjpy-frozen-locked-model0\gbpjpy-frozen-locked-model0.png,"[{'date': '2025-09-01', 'balance': 10000.0}, {'date': '2025-09-22 15:00:03', 'balance': 9997.55}, {'date': '2025-09-22 15:30:01', 'balance': 9964.59}, {'date': '2025-12-24 15:00:00', 'balance': 9963.54}, {'date': '2025-12-24 16:30:09', 'balance': 9924.59}, {'date': '2026-03-04 15:00:07', 'balance': 9923.19}, {'date': '2026-03-04 16:30:02', 'balance': 9988.4}, {'date': '2026-03-23 16:00:02', 'balance': 9987.7}, {'date': '2026-03-23 16:30:09', 'balance': 9963.52}, {'date': '2026-04-24 15:00:01', 'balance': 9959.01}, {'date': '2026-04-24 15:30:08', 'balance': 9924.14}, {'date': '2026-07-24 14:00:02', 'balance': 9920.73}, {'date': '2026-07-24 15:15:40', 'balance': 9818.73}]",GBPJPY,locked,0,489ec97559c41f9433de0d89fe287fd6fd36e06e6619ce81184bd58dde1d7c5b,14.43,"{""confirmation"": ""close-inside"", ""direction"": ""both"", ""management"": ""none"", ""max_trades"": 2, ""regime"": ""adx15"", ""rr"": 2.0, ""session"": ""london"", ""sigma"": 1.5, ""stop_mode"": ""session-extreme"", ""stop_value"": 0.1, ""target_mode"": ""fixed-r"", ""timeframe"": ""H1""}"
