symbol,start,end,return_pct,profit_factor,win_rate,max_dd_pct,trades,sharpe,recovery,expectancy_r,average_rr,longs,shorts
XAUUSD,2023-09-01,2024-03-01,3.103906148171909,1.1416674707336525,45.45454545454545,6.146723979425516,44,0.48493169765268873,0.504969176843045,0.07743194009055653,1.2221930888886035,18,26
XAUUSD,2024-03-01,2024-09-01,23.523621876336165,2.4495924380100007,60.46511627906976,4.763332896364048,43,2.7623246175208602,4.938479503351999,0.5015153921454468,1.3860342391860134,16,27
XAUUSD,2024-09-01,2025-03-01,13.665937653985583,1.6445319802915275,53.191489361702125,7.372094456284605,47,1.7747107528114587,1.8537388166989053,0.28109958761286324,1.296372713891388,23,24
XAUUSD,2025-03-01,2025-09-01,12.274874659042379,1.614728633255573,48.97959183673469,4.766145656718457,49,1.524445158073914,2.575430031547496,0.24512682606787756,1.2868623314104206,17,32
XAUUSD,2025-09-01,2026-03-01,-10.537624305637861,0.704134304169954,27.27272727272727,18.56618399693952,55,-1.255111264819058,-0.567570821627907,-0.19324645705147223,1.83262550411731,23,32
XAUUSD,2026-03-01,2026-09-01,2.9728803572270257,1.1520270488999043,44.44444444444444,9.458146188422301,36,0.49949701968562515,0.3143195609374407,0.09041724974751231,1.3755187684289338,19,17
XAGUSD,2023-09-01,2024-03-01,-1.7032152892237473,0.3633398783657701,25.0,1.8579656493802332,4,-1.2274358575666184,-0.9167097840543466,-0.4252351130342128,0.98,2,2
XAGUSD,2024-03-01,2024-09-01,2.862949521438196,3.7754624734224262,63.63636363636363,1.5517770788177843,11,1.7759516808467468,1.8449489688424343,0.25837097240699475,0.5489556095065166,1,10
XAGUSD,2024-09-01,2025-03-01,3.4143072151704423,3.2246779446918867,77.77777777777779,2.1622033231355253,9,1.904458730791605,1.5790870260152847,0.3761408849918093,0.7036163832603205,4,5
XAGUSD,2025-03-01,2025-09-01,-0.5231933327593308,0.8200020035679951,57.14285714285714,3.0541149075580587,7,-0.27947835773772745,-0.17130767786915196,-0.07078951529267781,0.5935735594726367,3,4
XAGUSD,2025-09-01,2026-03-01,1.697590466748089,1.8426966417524198,62.5,1.664278947854203,8,0.9798244351379961,1.02001558629149,0.21337320727785802,0.7421453694185615,0,8
XAGUSD,2026-03-01,2026-09-01,1.0185486764829887,1.7911538741660686,66.66666666666666,1.2006987803488411,6,0.7463262101420318,0.8482965862487742,0.17135898450731676,0.5746088018970175,6,0
USTEC,2023-09-01,2024-03-01,0.5477210342017313,1.220498054086606,50.0,1.9913613742348457,10,0.3292618836699492,0.2750485377934911,0.05671785670994491,0.6075305020477204,6,4
USTEC,2024-03-01,2024-09-01,2.707873478727607,2.92369877543096,75.0,1.1303982921376132,12,1.6156457568891802,2.395503865816133,0.224835148846485,0.4511554995415305,3,9
USTEC,2024-09-01,2025-03-01,1.753670920204331,5.304798973001851,50.0,0.4018264109213687,6,1.4928147517567687,4.364250015779818,0.2914961933050202,0.7170631521006731,4,2
USTEC,2025-03-01,2025-09-01,0.15848796217221572,1.029055587468836,54.54545454545454,3.341373698434935,11,0.07313926452252875,0.04743197752662321,0.02244640946422584,0.9405132983595602,7,4
USTEC,2025-09-01,2026-03-01,1.301861486603939,3.16145008883396,85.71428571428571,0.5910546092404156,7,1.6040259051064463,2.202607789958707,0.18564373979969404,0.315093464639715,2,5
USTEC,2026-03-01,2026-09-01,-3.484788307958109,0.1271643382710614,12.5,3.484788307958109,8,-2.280090210877989,-1.0,-0.4411936437634042,0.5249918689538795,7,1
US30,2023-09-01,2024-03-01,1.2479887355908215,1.1087617160485985,43.47826086956522,5.094474806953619,23,0.3188767378913388,0.24496906607279711,0.060157322918436035,1.2661673602665793,7,16
US30,2024-03-01,2024-09-01,4.523158688623097,1.7385523174960398,60.0,6.0044633105289735,15,1.2090133485786903,0.7532994132367546,0.3019105874427691,1.1580786008568273,2,13
US30,2024-09-01,2025-03-01,4.055230707060997,1.5093454857538284,47.61904761904761,4.256624783440454,21,1.0543944868453696,0.952686908847841,0.19483983083732434,1.2030372308299575,7,14
US30,2025-03-01,2025-09-01,1.9694551518139036,1.2147422374503154,55.00000000000001,4.275803615511132,20,0.5433254766349973,0.460604679005697,0.10307410191909643,1.0027583701709066,6,14
