symbol,train_return,train_pf,train_win_rate,train_dd,train_trades,validation_return,validation_pf,validation_win_rate,validation_dd,validation_trades,score,management
XAUUSD,27.357679170200488,1.7079916733648484,52.87356321839081,7.503294427724338,87,27.61828903103767,1.6291232114213503,51.04166666666666,7.372094456284605,96,20.018216212222114,none
XAUUSD,22.659756308827397,1.6338866005689052,44.82758620689656,8.346188592456528,87,22.72309137813988,1.5311983561043778,47.91666666666667,7.938321139673887,96,16.210224411659844,breakeven
XAUUSD,25.27515461006617,1.6988588671575144,56.32183908045977,8.162479517635557,87,18.48992087249668,1.4513237556171563,53.125,8.06151211109275,96,13.487527806540852,atr-trail
XAUUSD,26.124006484945063,1.888911451184704,63.2183908045977,7.906764093589369,87,24.902906895632547,1.6670149226495723,59.375,7.389700486901384,96,18.927676504624756,dynamic-m15-50-20
XAGUSD,1.1109720382425523,1.3011427547637913,53.333333333333336,1.8579656493802328,15,2.873250454701437,1.6327844276959242,68.75,3.054114907558048,16,4.081551763885112,none
XAGUSD,1.1109720382425523,1.3011427547637913,53.333333333333336,1.8579656493802328,15,2.873250454701437,1.6327844276959242,68.75,3.054114907558048,16,4.081551763885112,breakeven
XAGUSD,1.1109720382425523,1.3011427547637913,53.333333333333336,1.8579656493802328,15,2.873250454701437,1.6327844276959242,68.75,3.054114907558048,16,4.081551763885112,atr-trail
XAGUSD,1.1109720382425523,1.3011427547637913,53.333333333333336,1.8579656493802328,15,2.873250454701437,1.6327844276959242,68.75,3.054114907558048,16,4.081551763885112,dynamic-m15-50-20
USTEC,3.270426105551838,1.838707030978412,63.63636363636363,1.9913613742348455,22,1.9149382396811852,1.3214235354129789,52.94117647058824,3.341373698434935,17,4.482814795985549,none
USTEC,3.270426105551838,1.838707030978412,63.63636363636363,1.9913613742348455,22,1.9149382396811852,1.3214235354129789,52.94117647058824,3.341373698434935,17,4.482814795985549,breakeven
USTEC,3.270426105551838,1.838707030978412,63.63636363636363,1.9913613742348455,22,1.9149382396811852,1.3214235354129789,52.94117647058824,3.341373698434935,17,4.482814795985549,atr-trail
USTEC,3.270426105551838,1.838707030978412,63.63636363636363,1.9913613742348455,22,1.9149382396811852,1.3214235354129789,52.94117647058824,3.341373698434935,17,4.482814795985549,dynamic-m15-50-20
US30,5.827595935140839,1.3297025883989653,50.0,6.004463310528985,38,6.104551808953107,1.3487355250669462,51.21951219512195,4.27580361551112,41,6.281147422781936,none
US30,5.827595935140839,1.3297025883989653,50.0,6.004463310528985,38,6.286125212251448,1.362054889459123,51.21951219512195,4.275803615511153,41,6.281147422781936,breakeven
US30,5.827595935140839,1.3297025883989653,50.0,6.004463310528985,38,6.0306005860606415,1.3485461890553334,53.65853658536586,4.275803615511132,41,6.281147422781936,atr-trail
US30,6.677398369280341,1.43597756479858,57.89473684210527,5.860980339874288,38,2.1854338898424475,1.1284680860841476,56.09756097560976,4.888608166949826,41,1.9640831027322672,dynamic-m15-50-20
GBPJPY,5.918386804389431,3.502290294610286,58.82352941176471,1.2821107177975022,17,8.997357896940805,2.8794440387377094,53.57142857142857,1.964896906445201,28,20.85395893991947,none
GBPJPY,5.918386804389431,3.502290294610286,58.82352941176471,1.2821107177975022,17,8.997357896940805,2.8794440387377094,53.57142857142857,1.964896906445201,28,20.85395893991947,breakeven
GBPJPY,5.918386804389431,3.502290294610286,58.82352941176471,1.2821107177975022,17,8.997357896940805,2.8794440387377094,53.57142857142857,1.964896906445201,28,20.85395893991947,atr-trail
GBPJPY,5.918386804389431,3.502290294610286,58.82352941176471,1.2821107177975022,17,8.997357896940805,2.8794440387377094,53.57142857142857,1.964896906445201,28,20.85395893991947,dynamic-m15-50-20
