symbol,phase,name,config,score,train_return_pct,train_profit_factor,train_win_rate,train_max_dd_pct,train_trades,train_sharpe,train_recovery,train_expectancy_r,train_average_rr,train_longs,train_shorts,validation_return_pct,validation_profit_factor,validation_win_rate,validation_max_dd_pct,validation_trades,validation_sharpe,validation_recovery,validation_expectancy_r,validation_average_rr,validation_longs,validation_shorts
XAUUSD,signal,M5-all-day-1.5-close-inside-none,"{""confirmation"": ""close-inside"", ""direction"": ""both"", ""management"": ""none"", ""max_trades"": 1, ""regime"": ""none"", ""rr"": 1.0, ""session"": ""all-day"", ""sigma"": 1.5, ""stop_mode"": ""atr"", ""stop_value"": 1.0, ""target_mode"": ""fixed-r"", ""timeframe"": ""M5""}",-109.91331304740649,-38.32762773842453,0.7131817322910486,45.29616724738676,41.90493754649809,287,-2.143946267093426,-0.9146327373927203,-0.16260220595178435,0.9772479267217453,125,162,-43.15115691952586,0.6541320543027692,43.58108108108108,49.697409348615714,296,-2.5296168832163084,-0.868277793251366,-0.18518451156334742,0.9740210299020552,132,164
XAUUSD,signal,M5-all-day-1.5-close-inside-adx15,"{""confirmation"": ""close-inside"", ""direction"": ""both"", ""management"": ""none"", ""max_trades"": 1, ""regime"": ""adx15"", ""rr"": 1.0, ""session"": ""all-day"", ""sigma"": 1.5, ""stop_mode"": ""atr"", ""stop_value"": 1.0, ""target_mode"": ""fixed-r"", ""timeframe"": ""M5""}",-90.4415863835013,686.8388150152368,8.720182644916811,41.717791411042946,38.24564997278562,163,0.4612706953506521,17.958612692004692,6.8052532594901365,17.944051211099776,73,90,-30.44478761146687,0.6379961392115042,42.68292682926829,35.34018496735156,164,-2.131574302321911,-0.8614778796317217,-0.21547441093082254,0.9800000000000003,62,102
XAUUSD,signal,M5-all-day-1.5-close-inside-adx20,"{""confirmation"": ""close-inside"", ""direction"": ""both"", ""management"": ""none"", ""max_trades"": 1, ""regime"": ""adx20"", ""rr"": 1.0, ""session"": ""all-day"", ""sigma"": 1.5, ""stop_mode"": ""atr"", ""stop_value"": 1.0, ""target_mode"": ""fixed-r"", ""timeframe"": ""M5""}",-87.50732871744114,-25.88454979035919,0.7787023071359707,46.82539682539682,35.310945101726965,252,-1.455055329290304,-0.7330460772372033,-0.11350514721430408,0.9729723792489637,115,137,-31.206654150799075,0.724714219766402,45.0,36.90439613023363,240,-1.854938775712922,-0.8456080419436338,-0.15034344289376073,0.9800000000000004,101,139
XAUUSD,signal,M5-all-day-1.5-close-inside-adx25,"{""confirmation"": ""close-inside"", ""direction"": ""both"", ""management"": ""none"", ""max_trades"": 1, ""regime"": ""adx25"", ""rr"": 1.0, ""session"": ""all-day"", ""sigma"": 1.5, ""stop_mode"": ""atr"", ""stop_value"": 1.0, ""target_mode"": ""fixed-r"", ""timeframe"": ""M5""}",-79.61369510926572,-20.25113478867695,0.8429085857805876,48.717948717948715,26.7589577405992,273,-1.0321374100485325,-0.7567983396435334,-0.07752689806015427,0.9731259861820755,123,150,-28.021408503405077,0.783041358749215,46.494464944649444,31.678447456506042,271,-1.5270244296108986,-0.8845575068626069,-0.11589330870050762,0.9800000000000005,115,156
XAUUSD,signal,M5-all-day-1.5-close-inside-ema-flat,"{""confirmation"": ""close-inside"", ""direction"": ""both"", ""management"": ""none"", ""max_trades"": 1, ""regime"": ""ema-flat"", ""rr"": 1.0, ""session"": ""all-day"", ""sigma"": 1.5, ""stop_mode"": ""atr"", ""stop_value"": 1.0, ""target_mode"": ""fixed-r"", ""timeframe"": ""M5""}",-116.39361231401931,-45.833338655407104,0.592077667187959,40.476190476190474,47.15913865450017,210,-3.111356376963196,-0.9718866790844886,-0.28559573839208435,0.9799999999999973,106,104,-37.112935306246776,0.6344954147577755,41.584158415841586,40.0459037663463,202,-2.5524918622655433,-0.9267598384790525,-0.2240753250199048,0.9800000000000004,100,102
XAUUSD,signal,M5-all-day-1.5-close-inside-adx25-ema-flat,"{""confirmation"": ""close-inside"", ""direction"": ""both"", ""management"": ""none"", ""max_trades"": 1, ""regime"": ""adx25-ema-flat"", ""rr"": 1.0, ""session"": ""all-day"", ""sigma"": 1.5, ""stop_mode"": ""atr"", ""stop_value"": 1.0, ""target_mode"": ""fixed-r"", ""timeframe"": ""M5""}",-107.62250732134612,-40.98984590743867,0.6147224871129979,41.361256544502616,42.69128777162171,191,-2.8288332251987995,-0.9601454546584551,-0.269884688030388,0.9799999999999971,95,96,-32.97548505225869,0.6553707050629591,42.5531914893617,36.56129838684533,188,-2.2641552572406014,-0.9019232496437597,-0.20724677227682364,0.9800000000000002,93,95
XAUUSD,signal,M5-all-day-1.5-close-inside-daily-sideways,"{""confirmation"": ""close-inside"", ""direction"": ""both"", ""management"": ""none"", ""max_trades"": 1, ""regime"": ""daily-sideways"", ""rr"": 1.0, ""session"": ""all-day"", ""sigma"": 1.5, ""stop_mode"": ""atr"", ""stop_value"": 1.0, ""target_mode"": ""fixed-r"", ""timeframe"": ""M5""}",-98.17441234003108,-36.69301230597628,0.6778001278248813,43.88185654008439,41.29841115120141,237,-2.253231491052105,-0.8884848419866838,-0.18712348131310994,0.9765599084021817,98,139,-31.669210018435535,0.7001771328088174,44.63519313304721,39.18068671307314,233,-1.9182045765756701,-0.8082862419016432,-0.15790828408394753,0.9800000000000003,107,126
XAUUSD,signal,M5-all-day-1.5-rejection-candle-none,"{""confirmation"": ""rejection-candle"", ""direction"": ""both"", ""management"": ""none"", ""max_trades"": 1, ""regime"": ""none"", ""rr"": 1.0, ""session"": ""all-day"", ""sigma"": 1.5, ""stop_mode"": ""atr"", ""stop_value"": 1.0, ""target_mode"": ""fixed-r"", ""timeframe"": ""M5""}",-102.7375991189004,-27.790305483844513,0.7884196779052879,47.55244755244755,39.13193711318913,286,-1.4478816238275565,-0.7101694302395778,-0.1082795486183062,0.9773693417193177,118,168,-39.76240226047264,0.685211704413404,43.68600682593857,44.21318187458636,293,-2.3228606392226934,-0.8993336506126464,-0.1676174615483652,0.9800000000000003,129,164
XAUUSD,signal,M5-all-day-1.5-rejection-candle-adx15,"{""confirmation"": ""rejection-candle"", ""direction"": ""both"", ""management"": ""none"", ""max_trades"": 1, ""regime"": ""adx15"", ""rr"": 1.0, ""session"": ""all-day"", ""sigma"": 1.5, ""stop_mode"": ""atr"", ""stop_value"": 1.0, ""target_mode"": ""fixed-r"", ""timeframe"": ""M5""}",-56.58562684850327,587.836986939415,8.223636468301615,36.054421768707485,45.72848659038489,147,0.45564416740024294,12.85494077696017,7.453948383886212,22.745197780278954,68,79,-11.409557116956249,0.8401640670038301,47.183098591549296,20.17388911321656,142,-0.7899007254573321,-0.5655606141644489,-0.08025120622753415,0.9800000000000002,46,96
XAUUSD,signal,M5-all-day-1.5-rejection-candle-adx20,"{""confirmation"": ""rejection-candle"", ""direction"": ""both"", ""management"": ""none"", ""max_trades"": 1, ""regime"": ""adx20"", ""rr"": 1.0, ""session"": ""all-day"", ""sigma"": 1.5, ""stop_mode"": ""atr"", ""stop_value"": 1.0, ""target_mode"": ""fixed-r"", ""timeframe"": ""M5""}",-82.58233341987325,-28.44600829588073,0.7465259966550197,46.25,36.69807963109724,240,-1.6389772806148681,-0.7751361537669164,-0.1338364841932736,0.9800000000000005,106,134,-25.151108539260026,0.7709352626404115,45.72649572649573,31.252843289648347,234,-1.483744912819468,-0.8047622517465681,-0.11860306664789493,0.9800000000000004,94,140
XAUUSD,signal,M5-all-day-1.5-rejection-candle-adx25,"{""confirmation"": ""rejection-candle"", ""direction"": ""both"", ""management"": ""none"", ""max_trades"": 1, ""regime"": ""adx25"", ""rr"": 1.0, ""session"": ""all-day"", ""sigma"": 1.5, ""stop_mode"": ""atr"", ""stop_value"": 1.0, ""target_mode"": ""fixed-r"", ""timeframe"": ""M5""}",-88.65451754100316,-22.621416703805963,0.8208796291809237,49.07063197026022,33.76411760892981,269,-1.150336862606087,-0.6699839446662493,-0.08964024982741649,0.9730739103198183,118,151,-32.499408572222244,0.7490622185513691,44.73684210526316,37.98722748405422,266,-1.894253950782026,-0.8555351554904715,-0.14249223038327585,0.9800000000000005,111,155
XAUUSD,signal,M5-all-day-1.5-rejection-candle-ema-flat,"{""confirmation"": ""rejection-candle"", ""direction"": ""both"", ""management"": ""none"", ""max_trades"": 1, ""regime"": ""ema-flat"", ""rr"": 1.0, ""session"": ""all-day"", ""sigma"": 1.5, ""stop_mode"": ""atr"", ""stop_value"": 1.0, ""target_mode"": ""fixed-r"", ""timeframe"": ""M5""}",-100.92849163715185,-37.5240207052803,0.6380737588390297,41.66666666666667,38.807399134560725,180,-2.6083418518467556,-0.9669295428732433,-0.25514091266221883,0.9800000000000004,92,88,-27.04939194899567,0.709629123938779,43.71584699453552,29.952459846307413,183,-1.8350302074631348,-0.9030774797059068,-0.16701462179892904,0.9800000000000002,90,93
XAUUSD,signal,M5-all-day-1.5-rejection-candle-adx25-ema-flat,"{""confirmation"": ""rejection-candle"", ""direction"": ""both"", ""management"": ""none"", ""max_trades"": 1, ""regime"": ""adx25-ema-flat"", ""rr"": 1.0, ""session"": ""all-day"", ""sigma"": 1.5, ""stop_mode"": ""atr"", ""stop_value"": 1.0, ""target_mode"": ""fixed-r"", ""timeframe"": ""M5""}",-93.32005166455615,-32.98868431962006,0.6464190371604592,41.875,34.75740590792168,160,-2.384951439093586,-0.9491123821787143,-0.24419873294982092,0.9800000000000002,79,81,-25.27699886557241,0.7078517837450656,43.712574850299404,27.618320495382765,167,-1.7696646993798206,-0.9152257781134164,-0.1691238071209821,0.9800000000000003,80,87
