symbol,train_return,train_pf,train_win_rate,train_dd,train_trades,validation_return,validation_pf,validation_win_rate,validation_dd,validation_trades,score,target,rr
XAUUSD,5.409461859459119,1.2247371429660208,67.46987951807229,5.53099400014776,83,1.0310369602219982,1.034282680193111,61.36363636363637,5.922682762733089,88,-0.0210518260040426,vwap,0.0
XAUUSD,15.873493643636415,1.850556227580605,78.16091954022988,3.864421838724597,87,0.5849354075322166,1.0199961248256828,66.66666666666666,4.540928796842003,96,-0.1851146616793956,fixed-r,0.5
XAUUSD,18.407657505519936,1.720227879034207,67.81609195402298,6.19875702559034,87,10.032053590308545,1.308904998203,62.5,5.276354651146442,96,8.997119363586023,fixed-r,0.75
XAUUSD,13.384067460613467,1.4176107955705437,58.620689655172406,5.348143251006066,87,18.08926398083912,1.51790822860885,60.41666666666666,6.00322786838653,96,12.10717992862654,fixed-r,1.0
XAUUSD,20.94349798920669,1.5579512295116802,54.02298850574713,6.060156674154815,87,20.49096164531572,1.4895881989669069,53.125,7.380195875176421,96,15.514782941899028,fixed-r,1.5
XAUUSD,24.529146344723408,1.6336483074320889,52.87356321839081,7.257568243155765,87,28.617589188792515,1.656109068290172,52.083333333333336,7.372094456284628,96,18.8702394991035,fixed-r,2.0
XAUUSD,26.10784902606096,1.6772878988360116,52.87356321839081,7.503294427724338,87,31.155629702123534,1.6962437006036697,52.083333333333336,7.372094456284639,96,19.823965668220637,fixed-r,2.5
XAUUSD,27.357679170200488,1.7079916733648484,52.87356321839081,7.503294427724338,87,27.61828903103767,1.6291232114213503,51.04166666666666,7.372094456284605,96,20.018216212222114,fixed-r,3.0
XAUUSD,23.85856072798804,1.627438660445748,52.87356321839081,8.996101775380893,87,31.289844905454967,1.7035728974563855,51.04166666666666,7.372094456284605,96,17.266784337242584,fixed-r,4.0
XAUUSD,31.43777375789263,1.8068216451089625,52.87356321839081,8.996101775380883,87,27.802172229746592,1.6312115904012572,51.04166666666666,7.372094456284639,96,19.714434419266205,fixed-r,6.0
XAGUSD,-1.3185478757965607,0.6823131561015102,42.85714285714285,3.1732913365360105,14,1.5083676727490891,1.846157557407751,72.72727272727273,1.7289979618670626,11,-9975.0,vwap,0.0
XAGUSD,0.0205007578956806,1.005586893091394,53.333333333333336,2.1899294143514103,15,-0.0993185412406671,0.9777002172261372,68.75,3.0541149075580587,16,-26.526565813728247,fixed-r,0.5
XAGUSD,0.3618569582894082,1.0984091005623424,53.333333333333336,1.9465723517875788,15,1.3545542221930609,1.301261691178256,68.75,3.0541149075580365,16,1.0345001184393767,fixed-r,0.75
XAGUSD,1.1109720382425523,1.3011427547637913,53.333333333333336,1.8579656493802328,15,2.873250454701437,1.6327844276959242,68.75,3.054114907558048,16,4.081551763885112,fixed-r,1.0
XAGUSD,0.6183551806947518,1.1678321779944094,53.333333333333336,2.2835759143481127,15,2.165350513901343,1.4790638637448934,68.75,3.5527992749686432,16,1.9654770651976536,fixed-r,1.5
XAGUSD,0.6183551806947518,1.1678321779944094,53.333333333333336,2.2835759143481127,15,2.0860300014099886,1.4617517035583316,68.75,3.552799274968632,16,1.965477065197656,fixed-r,2.0
XAGUSD,0.6183551806947518,1.1678321779944094,53.333333333333336,2.2835759143481127,15,2.0860300014099886,1.4617517035583316,68.75,3.552799274968632,16,1.965477065197656,fixed-r,2.5
XAGUSD,0.6183551806947518,1.1678321779944094,53.333333333333336,2.2835759143481127,15,2.0860300014099886,1.4617517035583316,68.75,3.552799274968632,16,1.965477065197656,fixed-r,3.0
XAGUSD,0.6183551806947518,1.1678321779944094,53.333333333333336,2.2835759143481127,15,2.0860300014099886,1.4617517035583316,68.75,3.552799274968632,16,1.965477065197656,fixed-r,4.0
XAGUSD,0.6183551806947518,1.1678321779944094,53.333333333333336,2.2835759143481127,15,2.0860300014099886,1.4617517035583316,68.75,3.552799274968632,16,1.965477065197656,fixed-r,6.0
USTEC,-0.1125551153781545,0.9581013590433204,36.36363636363637,2.114509428480249,11,-0.5804092176031284,0.8754434152205807,50.0,2.6066924216640364,8,-9981.0,vwap,0.0
USTEC,3.270426105551838,1.838707030978412,63.63636363636363,1.9913613742348455,22,1.9149382396811852,1.3214235354129789,52.94117647058824,3.341373698434935,17,4.482814795985549,fixed-r,0.5
USTEC,3.270426105551838,1.838707030978412,63.63636363636363,1.9913613742348455,22,1.9149382396811852,1.3214235354129789,52.94117647058824,3.341373698434935,17,4.482814795985549,fixed-r,0.75
USTEC,3.270426105551838,1.838707030978412,63.63636363636363,1.9913613742348455,22,1.9149382396811852,1.3214235354129789,52.94117647058824,3.341373698434935,17,4.482814795985549,fixed-r,1.0
