symbol,train_return,train_pf,train_win_rate,train_dd,train_trades,validation_return,validation_pf,validation_win_rate,validation_dd,validation_trades,score,stop,stop_value
XAUUSD,-6.484349184016258,0.8612789255949943,52.87356321839081,13.469639739428574,87,-6.659624300552014,0.8673375295907122,52.083333333333336,11.622135723054384,96,-42.54492048605002,candle,0.1
XAUUSD,-8.753379097445869,0.813660125078136,51.72413793103448,13.469639739428562,87,-1.4608920621102528,0.9691396600826182,51.04166666666666,8.639991794510227,96,-47.36933288183912,swing,0.1
XAUUSD,3.3208490393800583,1.0828269057136095,59.77011494252874,10.770968519411715,87,5.460384265374385,1.1266616940421164,54.16666666666666,5.789292138104784,96,0.7387927801631209,session-extreme,0.1
XAUUSD,18.258560229837805,1.4894933181312089,62.06896551724138,7.535757080768601,87,-5.323316103980213,0.8915351869334196,48.95833333333333,9.836411055267169,96,-38.85987683682754,atr,0.75
XAUUSD,10.76772016822516,1.2880225724597196,58.620689655172406,10.206371526803473,87,11.617770522914572,1.2683172821464026,56.25,6.073584465052018,96,7.108638844072777,atr,1.0
XAUUSD,7.085865888830201,1.1944905652504134,55.172413793103445,8.674705506967618,87,12.643083757287489,1.319571269352351,56.25,6.430642795688302,96,4.731192563642421,atr,1.25
XAUUSD,13.384067460613467,1.4176107955705437,58.620689655172406,5.348143251006066,87,18.08926398083912,1.51790822860885,60.41666666666666,6.00322786838653,96,12.10717992862654,atr,1.5
XAGUSD,-0.1271059984449873,0.9703201583788548,53.333333333333336,2.546195898371195,15,1.2847921414867347,1.2133458359979044,62.5,4.582005457523231,16,-27.137326203518334,candle,0.1
XAGUSD,-0.2752534215409552,0.9348319336857264,53.333333333333336,2.546195898371195,15,1.2604394050133916,1.2093404497577849,62.5,4.582005457523197,16,-28.628014866183584,swing,0.1
XAGUSD,-0.2851039331113747,0.9324978895603564,53.333333333333336,2.546195898371195,15,0.805627181669899,1.1342640881965451,62.5,4.582005457523208,16,-28.72676847977472,session-extreme,0.1
XAGUSD,1.7483554954469849,1.3309762484922143,60.0,2.60509604258361,15,1.7206559193221338,1.2812610527443524,66.66666666666666,4.352245745774164,15,3.681089767706157,atr,0.75
XAGUSD,0.8348705418722124,1.187825457943125,60.0,2.2261400678357024,15,2.659880381726376,1.5174489147678043,68.75,3.541401901623642,16,2.394162155297243,atr,1.0
XAGUSD,1.1109720382425523,1.3011427547637913,53.333333333333336,1.8579656493802328,15,2.873250454701437,1.6327844276959242,68.75,3.054114907558048,16,4.081551763885112,atr,1.25
XAGUSD,1.0592666527497796,1.3242946074388728,53.333333333333336,1.7216040411502045,15,1.230052919140534,1.3003981468336838,68.75,3.146597615690772,16,3.856802008039804,atr,1.5
USTEC,4.474686430139574,1.7851380250223494,63.63636363636363,3.278579821727268,22,0.7788261647382555,1.0940817364944289,52.94117647058824,4.061097994721385,17,0.931375981768724,candle,0.1
