symbol,train_return,train_pf,train_win_rate,train_dd,train_trades,validation_return,validation_pf,validation_win_rate,validation_dd,validation_trades,score,timeframe,session
XAUUSD,-0.2768552909359401,0.998299418793678,28.11059907834101,18.58120081943435,217,-18.43539094046313,0.8706167690254539,24.87804878048781,26.856747930484925,205,-61.10855072456878,M5,all-day
XAUUSD,-10.5342569704578,0.9105184285942668,27.27272727272727,20.38942983148757,165,-16.264700844261938,0.8626252954794272,24.55089820359281,25.84929027689348,167,-58.16908256709799,M5,asia
XAUUSD,-9.174062468890044,0.931949846999964,26.81564245810056,25.965968478829804,179,-11.323403777259731,0.9178105547052632,27.513227513227516,26.49064118425457,189,-49.14131032876466,M5,london
XAUUSD,14.56325927291382,1.219292468361237,40.33613445378151,15.82620240845868,119,25.25623853818071,1.3098475800439318,39.23076923076923,13.905412098312588,130,6.3873839367188285,M5,new-york
XAUUSD,27.357679170200488,1.7079916733648484,52.87356321839081,7.503294427724338,87,27.61828903103767,1.6291232114213503,51.04166666666666,7.372094456284605,96,20.018216212222114,M5,overlap
XAUUSD,-17.354195535206074,0.8666865053177598,25.136612021857925,23.027774047804417,183,0.9582143308682012,1.0071524490628203,26.666666666666668,26.84598237425968,180,-59.85526446668669,M15,all-day
XAUUSD,-14.517979571434658,0.8268599500315736,35.25179856115108,16.459195319024943,139,-7.55053497555469,0.9122609363518192,32.846715328467155,17.501926821646208,137,-55.82054843485293,M15,asia
XAUUSD,-14.34186744769239,0.8188047106965501,26.446280991735534,21.486739466531944,121,-12.941992319600848,0.8424273144870665,28.68217054263566,21.243377205045032,129,-56.36915092129212,M15,london
XAUUSD,-5.50798992031325,0.8270304654264057,40.27777777777778,13.782749114394722,72,-9.423724018696513,0.6960370559483148,39.02439024390244,14.38808442611349,82,-53.240945640638095,M15,new-york
XAUUSD,-1.4122429902470035,0.8397546152221834,40.0,4.24498055093715,35,0.1939769606028596,1.0302815841002917,44.44444444444444,1.914615761132954,27,-33.90416374926728,M15,overlap
XAUUSD,-16.598727615481934,0.8512589108705338,28.75816993464052,31.20468623653864,153,-17.182166876910987,0.8095898844134295,27.659574468085108,27.077358797854767,141,-62.59075269708467,M30,all-day
XAUUSD,2.1864621190198053,1.0520102253659394,47.0,10.825547603394202,100,-12.433749806078042,0.6962833315507564,38.04347826086957,16.74852844326248,92,-57.971601910901065,M30,asia
XAUUSD,2.1140342949194317,1.0333941675391924,34.95145631067961,9.259192424101505,103,-8.76993349010704,0.8714842888920917,38.392857142857146,20.27177434141988,112,-46.21153193118349,M30,london
XAUUSD,7.801022338708208,1.8256485271717295,57.6271186440678,3.204491359041295,59,-0.2855807644699171,0.9786904016360894,51.66666666666667,5.256438255994345,60,-27.21824929389197,M30,new-york
XAUUSD,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,-10000.0,M30,overlap
XAUUSD,-16.08383372700316,0.7472113616410586,32.71028037383177,16.791946189008577,107,-2.883751397574641,0.9480629757155828,36.95652173913043,14.440442859979862,92,-61.06171675264488,H1,all-day
XAUUSD,-1.3042146333939852,0.7005263135327766,48.14814814814815,2.619642759456786,27,-0.6621733993051437,0.8405938421373446,44.44444444444444,2.494090274747851,18,-38.974642821776136,H1,asia
XAUUSD,-1.1136819631175077,0.9299189078632006,46.15384615384615,4.870220168316108,52,0.4601961289744549,1.033275026804751,44.680851063829785,5.747923095338625,47,-30.36715813926439,H1,london
XAUUSD,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,-10000.0,H1,new-york
XAUUSD,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,-10000.0,H1,overlap
XAGUSD,-8.184859933345834,0.6173457089540231,45.16129032258064,11.93515944404292,31,-21.98387940875424,0.2357435218714593,21.62162162162162,22.454956807851435,37,-97.47575085254437,M5,all-day
XAGUSD,-1.1681428758011037,0.6277128391681187,40.0,3.0771394148016107,5,-15.02969797242779,0.1587914229463373,15.789473684210526,15.170273379245767,19,-9976.0,M5,asia
XAGUSD,-13.258871481078682,0.5606759913830217,42.5531914893617,16.909469569892245,47,-22.24614721225377,0.351787067162138,28.30188679245283,23.564741337519703,53,-90.47051567045544,M5,london
XAGUSD,-10.770864505127776,0.5702197547060617,40.0,14.456695968495548,40,-18.32142174817489,0.4298447393293136,32.6530612244898,19.265883398650697,49,-79.52892375504393,M5,new-york
XAGUSD,-8.181956462465212,0.585946298977691,42.42424242424242,11.787323382703208,33,-12.521495542872753,0.440081906572824,31.428571428571427,13.533022609933154,35,-69.48425535572106,M5,overlap
XAGUSD,-16.25193310721246,0.6133755040698502,43.05555555555556,22.04582854836945,72,-44.531321007382815,0.352044169296602,27.500000000000004,44.531321007382815,120,-127.310289732065,M15,all-day
XAGUSD,-1.2488321890643972,0.9252068335163968,51.51515151515152,6.593751922044577,33,-35.05242395461693,0.2872050944398314,23.37662337662337,35.05242395461693,77,-115.94776264586956,M15,asia
XAGUSD,-24.031164519953407,0.4717456242968854,36.11111111111111,26.83190868122084,72,-20.169019055881275,0.5520350985953352,38.55421686746988,22.94089188314137,83,-87.05839338756797,M15,london
XAGUSD,-10.08329199252228,0.1418623565138211,23.52941176470588,10.08329199252228,17,9.23806099855964,2.306040804022758,66.66666666666666,2.6184918490885,27,-86.02116443692118,M15,new-york
XAGUSD,-1.8799833492573856,0.0642076215605344,25.0,2.9054847771057712,4,0.305179520448573,1.1630396689526274,50.0,2.5710983246484687,10,-9986.0,M15,overlap
XAGUSD,-30.92766471635242,0.4236608549362747,34.48275862068966,31.59800427446269,87,-20.34954726664703,0.6715904392043172,43.36283185840708,27.648880780859308,113,-100.54154892795138,M30,all-day
XAGUSD,-16.7665024581919,0.3211592670614096,28.205128205128204,18.266120238592062,39,-12.80890233102724,0.5642996691611777,44.230769230769226,17.083238107838106,52,-83.29676875840406,M30,asia
XAGUSD,-16.886085591600818,0.6114155989852779,40.0,19.05176786337973,75,-12.97534450513924,0.6417392102570117,43.93939393939394,15.450804562204246,66,-68.62204087489557,M30,london
XAGUSD,1.1109720382425523,1.3011427547637913,53.333333333333336,1.8579656493802328,15,2.873250454701437,1.6327844276959242,68.75,3.054114907558048,16,4.081551763885112,M30,new-york
