symbol,train_return,train_pf,train_win_rate,train_dd,train_trades,validation_return,validation_pf,validation_win_rate,validation_dd,validation_trades,score,timeframe,session
XAGUSD,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,-10000.0,M30,overlap
XAGUSD,-15.190875908314071,0.5647150162657156,39.68253968253968,18.822236197970057,63,-18.831555863866967,0.4908026288677803,33.84615384615385,21.12028289279001,65,-77.5954694970627,H1,all-day
XAGUSD,-0.520173853728978,0.7452770730611135,33.33333333333333,1.4109834310653937,6,-2.6591004345515423,0.2181287715346747,20.0,2.921725675435105,10,-9984.0,H1,asia
XAGUSD,-11.029987296777,0.3800165769885266,34.48275862068966,12.499419104807718,29,-6.385239657244424,0.4905040898408657,40.0,6.855083384801852,25,-69.47433268925367,H1,london
XAGUSD,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,-10000.0,H1,new-york
XAGUSD,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,-10000.0,H1,overlap
USTEC,-44.622988708014496,0.3425164067165717,47.85714285714286,44.8875285708742,140,-55.81515352081852,0.2958382092748898,46.73913043478261,56.02622762820315,184,-148.6254388434663,M5,all-day
USTEC,-9.696419418850263,0.3734931528771625,46.42857142857143,10.943639336599476,28,-45.91669815519046,0.2623795401940549,40.8,45.91669815519046,125,-135.3623576740826,M5,asia
USTEC,-53.58849717700427,0.2485541379763193,45.16129032258064,53.7831912698727,124,-45.36145221813981,0.4075475070398809,53.142857142857146,46.39804345845402,175,-147.82512575255973,M5,london
USTEC,-35.42803397712917,0.3413215482878958,49.03846153846153,35.698910367352966,104,-28.082661202442228,0.4527755456372068,53.398058252427184,29.060515683686205,103,-112.2879657438188,M5,new-york
USTEC,-30.07497855458245,0.2922626167571784,45.83333333333333,30.65662557282469,72,-24.53570939501766,0.3951531632008271,50.0,25.91738804245553,74,-106.53534183198845,M5,overlap
USTEC,-68.28869167019695,0.2425006051584433,40.526315789473685,68.57327530767783,190,-48.77268794212405,0.4006566476819697,53.59116022099448,49.66547125287401,181,-173.17482529598553,M15,all-day
USTEC,-38.249968175776,0.2567584402356613,38.04347826086957,38.80412533915554,92,-29.05541482881088,0.4029004242007654,50.98039215686274,32.002035278096244,102,-123.23103059657026,M15,asia
USTEC,-58.98439437549875,0.2258106084098082,40.0,59.1803287972718,135,-42.67266977291243,0.4100831620796997,57.35294117647059,44.0289331591175,136,-158.62034486119748,M15,london
USTEC,-22.72800844891125,0.3186550394087873,46.2962962962963,23.46451250648086,54,-16.038041364216472,0.4766641909266201,52.459016393442624,17.630950297099723,61,-92.9249910515736,M15,new-york
USTEC,-6.888411726884924,0.2571008620412525,38.46153846153847,8.216449089560584,13,1.803515523100896,1.4012628308368484,72.22222222222221,2.1484292398032845,18,-9969.0,M15,overlap
USTEC,-61.396093818624585,0.241368946148377,43.884892086330936,61.396093818624585,139,-50.850194078160605,0.3230617705967081,45.033112582781456,51.31865659301971,151,-160.5747646008129,M30,all-day
USTEC,-15.405287326174054,0.4522611330595128,49.122807017543856,15.455913276551458,57,-21.160042624692554,0.3181897014050321,43.85964912280701,21.201088340860707,57,-90.53966467122798,M30,asia
USTEC,-51.92265048332313,0.2310682594757923,38.38383838383838,52.152319350441005,99,-37.30260850537339,0.333501617013433,43.75,39.21038168134856,96,-146.03819288147318,M30,london
USTEC,-18.33116182528647,0.2740534540218679,41.66666666666667,20.675531078512652,36,2.294960309534533,1.190424063989258,71.7948717948718,2.7820830041636824,39,-88.34986680333765,M30,new-york
USTEC,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,-10000.0,M30,overlap
USTEC,-50.660211081630194,0.2603862641611923,44.44444444444444,50.895910710221145,117,-34.15469263561825,0.4028628416278837,53.44827586206896,34.15469263561825,116,-141.49725486780642,H1,all-day
USTEC,3.270426105551838,1.838707030978412,63.63636363636363,1.9913613742348455,22,1.9149382396811852,1.3214235354129789,52.94117647058824,3.341373698434935,17,4.482814795985549,H1,asia
USTEC,-30.20207825601437,0.390627182871876,43.75,30.651666278744948,64,-20.82650058570909,0.4223352061543861,49.15254237288136,21.20471793959901,59,-99.62633616388284,H1,london
USTEC,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,-10000.0,H1,new-york
USTEC,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,-10000.0,H1,overlap
US30,-37.18312482819105,0.6204883810182058,30.303030303030305,38.45972331644533,165,-13.932298993634618,0.8555114604915737,38.15789473684211,18.5810917058172,152,-100.99560143788337,M5,all-day
US30,-36.98829369021576,0.4207926591469608,23.0,38.55456308101704,100,-15.692285437007836,0.7587853421867597,34.95145631067961,16.280591309669845,103,-110.6926880742334,M5,asia
US30,-13.960982829634217,0.8346227836768699,37.77777777777778,20.5761180891436,135,-24.623240557858384,0.6775636384112422,34.4,27.39779489919414,125,-78.17825759791529,M5,london
US30,-8.137922753761472,0.793247551259083,35.38461538461539,11.958855374277954,65,0.2938008534694392,1.0062812664461338,44.44444444444444,8.22528820973515,81,-47.035375248831336,M5,new-york
US30,5.827595935140839,1.3297025883989653,50.0,6.004463310528985,38,6.104551808953107,1.3487355250669462,51.21951219512195,4.27580361551112,41,6.281147422781936,M5,overlap
US30,-36.670855492112665,0.6172857024180842,29.93630573248408,43.2642838646972,157,-26.460336055327605,0.6635888646149604,32.06106870229007,28.62464021153376,131,-101.43443806959512,M15,all-day
US30,-28.039678793101764,0.3817837319895684,25.0,28.29499818534416,72,-16.114843517729017,0.5545335097526984,33.80281690140845,18.96798915270568,71,-98.12758117579408,M15,asia
US30,-9.258160289063955,0.8301311012732047,38.46153846153847,18.25847123191604,91,-11.260213722385004,0.7617527773086656,36.25,17.013261358428565,80,-53.90182726855626,M15,london
US30,-7.131752647319178,0.6444868428361029,36.11111111111111,8.618705866183108,36,2.3657560224983776,1.1173303818365143,43.18181818181818,6.9327583732393006,44,-50.99240873271036,M15,new-york
US30,0.0680113181852792,1.0398482975654346,40.0,2.4208307417657005,5,0.4190035896779243,1.8230749426219564,50.0,0.7592210965109425,2,-9993.0,M15,overlap
US30,1.656301004913563,1.0292664451759546,46.07843137254902,9.427981183052704,102,-12.28429703375572,0.7750424613437776,37.89473684210527,18.29709693589201,95,-54.83492511518701,M30,all-day
US30,-7.044405999277359,0.6310292189175147,37.142857142857146,11.239173448264616,35,-9.143420818412883,0.4967560201765698,33.33333333333333,10.1579449937929,33,-61.06650487633915,M30,asia
US30,2.894336742174697,1.101654154185267,46.55172413793103,4.358740356926683,58,-9.014170920290264,0.7089553227314177,37.5,10.457553644315354,56,-51.47319075694914,M30,london
US30,1.3387086787364444,1.245006138002646,50.0,3.2149037226722244,14,-4.92206467733255,0.6097008815113716,32.25806451612903,5.411904760566621,31,-9955.0,M30,new-york
US30,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,-10000.0,M30,overlap
US30,-16.357719365058877,0.5964447863415658,34.285714285714285,17.121630186140035,70,-1.76655217624625,0.9417055378926936,43.13725490196079,7.9693533201475315,51,-68.15078427266401,H1,all-day
US30,0.2394969681017045,1.0705204560121253,50.0,1.213751638634497,10,-3.587924683895538,0.4645369867759495,37.5,5.8252432206719496,8,-9982.0,H1,asia
US30,-6.327927733864557,0.4111344334153165,32.25806451612903,8.100133639765893,31,-2.1073380634414884,0.7683516241205726,40.0,4.726771446069932,25,-60.7742234578341,H1,london
US30,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,-10000.0,H1,new-york
US30,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,-10000.0,H1,overlap
GBPJPY,-53.36456045210865,0.5256106466302339,24.890829694323145,58.75505995443635,229,-45.31911624914755,0.6782842182809139,28.846153846153843,52.82660024795044,260,-131.6211496555084,M5,all-day
GBPJPY,-31.369080876895705,0.6256683008676996,27.2108843537415,40.89234559595116,147,-31.52297458929033,0.687609069049442,28.04878048780488,39.238177097177264,164,-92.40864144663938,M5,asia
GBPJPY,-42.135899257469845,0.5335468948795359,23.448275862068964,44.67055714909603,145,-32.0122363394113,0.6782993724098464,28.484848484848484,34.163041788997575,165,-112.47301942801175,M5,london
GBPJPY,-39.2791239272628,0.4446744865841164,27.692307692307693,41.54317659386423,130,-36.3535108279753,0.5873914797228748,27.40740740740741,41.51847959043068,135,-112.4194300158412,M5,new-york
GBPJPY,-13.86000133805958,0.6681417799718817,36.98630136986301,23.513107878342044,73,-13.777246357527783,0.6931726531456157,33.33333333333333,18.465853779363584,69,-62.32523590823399,M5,overlap
GBPJPY,-35.02299552403667,0.6679611615897473,28.88888888888889,41.78318848702056,180,-30.629931452055317,0.7226398255608819,30.0,33.206732896536884,180,-95.83702163332836,M15,all-day
GBPJPY,-19.72361538272722,0.7181644789457989,33.91304347826087,29.96659549132112,115,-17.16617991079541,0.7542041686429465,32.075471698113205,20.880471506096143,106,-69.85933274090272,M15,asia
GBPJPY,-32.47425629022468,0.3411200889114512,18.30985915492958,32.888140388066944,71,-17.443524841674474,0.668259903820119,34.090909090909086,23.1560911013992,88,-106.8635199074325,M15,london
GBPJPY,-6.901444244258048,0.8054393590886978,37.142857142857146,12.146502258900629,70,-14.634653599831816,0.5661514810766112,39.21568627450981,18.1434908907116,51,-66.5614655285166,M15,new-york
GBPJPY,3.507559690044193,1.6694894051139009,60.0,2.7026730092052698,20,1.2323014096902396,1.6070159387607894,46.15384615384615,2.2344946636166707,13,-9967.0,M15,overlap
GBPJPY,-22.27156668975976,0.7076586517921789,31.496062992125985,24.922343266177304,127,-12.75255338140755,0.8288903095506807,35.53719008264463,20.204201234996955,121,-73.05533301248839,M30,all-day
GBPJPY,-25.57268416110644,0.4640387885588942,26.666666666666668,25.708109562161752,75,-2.2034904618173146,0.9404913511860716,46.03174603174603,12.73319332393693,63,-89.06460295950909,M30,asia
GBPJPY,-12.823850493125477,0.5196130790669842,28.205128205128204,15.955059303304909,39,-17.32611958834347,0.5629943403520357,34.32835820895522,18.023655827416253,67,-72.85217243868098,M30,london
GBPJPY,4.11160823526735,1.510874041649761,55.172413793103445,2.6506294839769184,29,-5.306768869989398,0.6057040335017182,41.66666666666667,8.264883787330247,24,-49.89672238277696,M30,new-york
GBPJPY,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,-10000.0,M30,overlap
GBPJPY,-14.33180544034186,0.6800429754506094,35.13513513513514,17.655508647568652,74,-16.753321113128973,0.6974880200188804,31.46067415730337,21.837280156014128,89,-65.73618956835858,H1,all-day
GBPJPY,-3.606545588197718,0.4359836596091469,40.0,4.660123992680976,15,-2.375831983870069,0.7870146702548373,33.33333333333333,6.017726947901836,24,-54.63173463255114,H1,asia
GBPJPY,5.918386804389431,3.502290294610286,58.82352941176471,1.2821107177975022,17,8.997357896940805,2.8794440387377094,53.57142857142857,1.964896906445201,28,20.85395893991947,H1,london
GBPJPY,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,-10000.0,H1,new-york
GBPJPY,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,-10000.0,H1,overlap
