symbol,paths,profitable_probability,return_p5,return_median,return_p95,dd_median,dd_p95,trades
XAUUSD,10000,21.45,-18.574879687908798,-6.723373129361354,8.131361724949222,11.813214954699074,20.399547290778987,57
XAGUSD,10000,99.91,1.7822745470257306,3.753703240876405,5.265831245363817,1.8127671098892684,2.7435637544519276,15
USTEC,10000,35.77,-6.278945980252059,-1.2294861379412159,3.350873182347769,2.6822516911210403,6.889401641187609,13
US30,10000,34.53,-10.066512349785247,-2.2909822735057817,7.70108233711943,6.794545254542983,11.95656260137068,35
GBPJPY,10000,0.0,-1.859328750077982,-1.8127000000000004,-1.1100137974000002,2.0467554656401266,2.093273063727863,6
