number,ea,symbol,side,open_time,close_time,net_profit,open_dt,close_dt,clock10,clock20,clock40,rolling20,family,strategy
1,LVN US30 optimized,US30,Long,2023-09-29T08:00:00,2023-09-29T12:40:59,148.17,2023-09-29 08:00:00+00:00,2023-09-29 12:40:59+00:00,1.0666666666666667,1.103448275862069,1.0950570342205324,0.8807339449541285,LVN,LVN US30 optimized
2,LVN US30 optimized,US30,Short,2023-09-29T14:15:00,2023-09-29T15:19:04,18.29,2023-09-29 14:15:00+00:00,2023-09-29 15:19:04+00:00,1.146456692913386,1.146456692913386,1.0753323485967503,1.3236363636363637,LVN,LVN US30 optimized
3,LVN US30 optimized,US30,Short,2023-10-05T13:45:00,2023-10-05T16:30:25,19.06,2023-10-05 13:45:00+00:00,2023-10-05 16:30:25+00:00,1.1070110701107012,1.1673151750972763,1.1508951406649617,1.7786561264822134,LVN,LVN US30 optimized
4,LVN US30 optimized,US30,Long,2023-10-06T10:15:00,2023-10-06T12:28:36,-102.97,2023-10-06 10:15:00+00:00,2023-10-06 12:28:36+00:00,0.9705882352941176,1.056,1.1838565022421526,0.9496402877697842,LVN,LVN US30 optimized
5,LVN US30 optimized,US30,Long,2023-10-06T14:30:00,2023-10-06T14:56:24,19.48,2023-10-06 14:30:00+00:00,2023-10-06 14:56:24+00:00,1.1983805668016194,1.4677685950413224,1.4208,0.8942598187311178,LVN,LVN US30 optimized
6,LVN US30 optimized,US30,Short,2023-10-09T07:45:00,2023-10-09T08:03:11,-101.77,2023-10-09 07:45:00+00:00,2023-10-09 08:03:11+00:00,1.3903133903133904,1.5061728395061729,1.5394321766561514,1.6769759450171822,LVN,LVN US30 optimized
7,LVN US30 optimized,US30,Long,2023-10-09T08:15:00,2023-10-09T09:07:33,148.85,2023-10-09 08:15:00+00:00,2023-10-09 09:07:33+00:00,1.3707865168539326,1.564102564102564,1.6158940397350994,1.0061855670103093,LVN,LVN US30 optimized
8,LVN US30 optimized,US30,Long,2023-10-10T17:30:00,2023-10-11T13:14:28,11.18,2023-10-10 17:30:00+00:00,2023-10-11 13:14:28+00:00,0.9546279491833031,1.0756646216768917,1.311720698254364,1.2923832923832923,LVN,LVN US30 optimized
9,LVN US30 optimized,US30,Long,2023-10-19T08:30:00,2023-10-19T10:41:34,152.26,2023-10-19 08:30:00+00:00,2023-10-19 10:41:34+00:00,1.1122994652406417,1.1954022988505748,1.3774834437086092,0.8370221327967807,LVN,LVN US30 optimized
10,LVN US30 optimized,US30,Long,2023-10-19T15:30:00,2023-10-19T16:02:40,152.81,2023-10-19 15:30:00+00:00,2023-10-19 16:02:40+00:00,1.1616341030195383,1.1514084507042253,1.272373540856031,0.8755020080321285,LVN,LVN US30 optimized
11,LVN US30 optimized,US30,Short,2023-10-20T19:45:00,2023-10-22T22:15:00,-50.42,2023-10-20 19:45:00+00:00,2023-10-22 22:15:00+00:00,1.2727272727272727,1.1893805309734513,1.435897435897436,1.1144278606965174,LVN,LVN US30 optimized
12,LVN US30 optimized,US30,Short,2023-10-23T09:30:00,2023-10-23T10:39:40,19.41,2023-10-23 09:30:00+00:00,2023-10-23 10:39:40+00:00,1.2839506172839505,1.3248407643312101,1.7627118644067796,0.985781990521327,LVN,LVN US30 optimized
13,LVN US30 optimized,US30,Short,2023-10-23T13:45:00,2023-10-23T13:49:38,-105.68,2023-10-23 13:45:00+00:00,2023-10-23 13:49:38+00:00,1.240990990990991,1.2299107142857142,1.396704689480355,2.6113744075829386,LVN,LVN US30 optimized
14,LVN US30 optimized,US30,Short,2023-11-02T13:45:00,2023-11-02T13:54:29,-104.27,2023-11-02 13:45:00+00:00,2023-11-02 13:54:29+00:00,0.9126984126984127,0.989247311827957,1.1004784688995215,2.857142857142857,LVN,LVN US30 optimized
15,LVN US30 optimized,US30,Long,2023-11-06T15:30:00,2023-11-06T18:16:45,-103.47,2023-11-06 15:30:00+00:00,2023-11-06 18:16:45+00:00,0.7067448680351907,0.749611197511664,0.8515901060070671,0.8716094032549728,LVN,LVN US30 optimized
16,LVN US30 optimized,US30,Long,2023-11-09T19:30:00,2023-11-10T09:04:00,9.64,2023-11-09 19:30:00+00:00,2023-11-10 09:04:00+00:00,1.518348623853211,1.1239388794567062,1.3031496062992125,1.0015128593040847,LVN,LVN US30 optimized
17,LVN US30 optimized,US30,Short,2023-11-10T11:15:00,2023-11-10T12:29:35,-102.17,2023-11-10 11:15:00+00:00,2023-11-10 12:29:35+00:00,1.1948051948051948,0.9292929292929293,1.0260223048327137,0.9752650176678446,LVN,LVN US30 optimized
18,LVN US30 optimized,US30,Short,2023-11-13T13:45:00,2023-11-13T14:30:38,-102.48,2023-11-13 13:45:00+00:00,2023-11-13 14:30:38+00:00,0.6443202979515829,0.39362912400455063,0.40092699884125144,1.4180327868852458,LVN,LVN US30 optimized
19,LVN US30 optimized,US30,Long,2023-11-14T13:45:00,2023-11-14T15:18:33,147.12,2023-11-14 13:45:00+00:00,2023-11-14 15:18:33+00:00,2.0175953079178885,0.782707622298066,0.8122786304604487,3.017543859649123,LVN,LVN US30 optimized
20,LVN US30 optimized,US30,Long,2023-11-20T18:15:00,2023-11-20T20:52:59,48.71,2023-11-20 18:15:00+00:00,2023-11-20 20:52:59+00:00,1.1005917159763314,0.8454545454545455,0.7265625,1.3828996282527881,LVN,LVN US30 optimized
21,LVN US30 optimized,US30,Short,2023-11-21T15:30:00,2023-11-22T01:56:33,-102.22,2023-11-21 15:30:00+00:00,2023-11-22 01:56:33+00:00,0.9440298507462687,0.9100719424460432,0.8892794376098418,1.0905172413793103,LVN,LVN US30 optimized
22,LVN US30 optimized,US30,Long,2023-11-22T15:30:00,2023-11-22T17:33:01,18.81,2023-11-22 15:30:00+00:00,2023-11-22 17:33:01+00:00,0.9776119402985075,0.9597069597069597,0.9209138840070299,0.9980952380952381,LVN,LVN US30 optimized
23,LVN US30 optimized,US30,Long,2023-12-04T12:30:00,2023-12-04T13:38:35,-101.46,2023-12-04 12:30:00+00:00,2023-12-04 13:38:35+00:00,1.2079207920792079,1.0844444444444445,0.8621908127208481,1.0892857142857142,LVN,LVN US30 optimized
24,LVN US30 optimized,US30,Long,2023-12-12T15:15:00,2023-12-12T20:16:29,147.86,2023-12-12 15:15:00+00:00,2023-12-12 20:16:29+00:00,0.7496688741721854,0.9826388888888888,0.8927444794952681,0.8857589984350548,LVN,LVN US30 optimized
25,LVN US30 optimized,US30,Long,2023-12-18T14:45:00,2023-12-18T14:54:03,-104.1,2023-12-18 14:45:00+00:00,2023-12-18 14:54:03+00:00,0.8571428571428571,0.9095022624434389,1.0806451612903225,3.0112359550561796,LVN,LVN US30 optimized
26,LVN US30 optimized,US30,Short,2023-12-18T15:15:00,2023-12-18T16:15:14,-100.45,2023-12-18 15:15:00+00:00,2023-12-18 16:15:14+00:00,0.849933598937583,1.0142630744849446,1.0158730158730158,2.0,LVN,LVN US30 optimized
27,LVN US30 optimized,US30,Long,2023-12-22T15:30:00,2023-12-22T16:00:01,-99.7,2023-12-22 15:30:00+00:00,2023-12-22 16:00:01+00:00,1.1585976627712855,1.1247974068071314,1.2482014388489209,1.2090592334494774,LVN,LVN US30 optimized
28,LVN US30 optimized,US30,Long,2023-12-27T15:30:00,2023-12-27T19:00:40,-99.54,2023-12-27 15:30:00+00:00,2023-12-27 19:00:40+00:00,0.9821782178217822,0.775,0.9084249084249084,1.117117117117117,LVN,LVN US30 optimized
