number,ea,symbol,side,volume,open_time,close_time,open_price,close_price,net_profit,result,source,entry_comment,exit_comment,cache_slug,cache_mode,cache_period,price_move,price_move_unit,pip_size,estimated_r,estimated_risk_cash,configured_risk_pct,r_is_estimate,open_dt,close_dt,clock10,clock20,clock40,rolling20,family,strategy
1,ORB Volume Profile High Win 0.75R — Standard,XAUUSD,Short,0.29,2023-09-13T13:55:00,2023-09-13T14:15:40,1912.587,1912.09,12.81,Win,Precomputed native MT5 deals,ORB RV 1.15 BV 0.89,sl 1912.074,orb-volume-profile-high-win-0-75r,standard,3y,4.97,pips,0.1,0.13,100.0,1.0,True,2023-09-13 13:55:00+00:00,2023-09-13 14:15:40+00:00,0.9586776859504132,0.9792785878741366,0.9845679012345679,0.8898186889818689,ORB,orb-volume-profile-high-win-0-75r
2,ORB Volume Profile High Win 0.75R — Standard,XAUUSD,Long,0.25,2023-09-21T15:35:00,2023-09-21T19:00:31,1919.196,1919.769,12.95,Win,Precomputed native MT5 deals,ORB RV 1.30 BV 0.85,sl 1919.778,orb-volume-profile-high-win-0-75r,standard,3y,5.73,pips,0.1,0.13,100.13,1.0,True,2023-09-21 15:35:00+00:00,2023-09-21 19:00:31+00:00,1.4307692307692308,1.3656387665198237,1.341991341991342,0.8454545454545455,ORB,orb-volume-profile-high-win-0-75r
3,ORB Volume Profile High Win 0.75R — Standard,XAUUSD,Long,0.22,2023-09-26T14:20:00,2023-09-26T15:05:36,1909.005,1904.426,-101.95,Loss,Precomputed native MT5 deals,ORB RV 0.97 BV 0.99,sl 1904.452,orb-volume-profile-high-win-0-75r,standard,3y,-45.79,pips,0.1,-1.02,100.26,1.0,True,2023-09-26 14:20:00+00:00,2023-09-26 15:05:36+00:00,1.1050049067713446,1.124875124875125,0.9859894921190894,0.9929453262786596,ORB,orb-volume-profile-high-win-0-75r
4,ORB Volume Profile High Win 0.75R — Standard,XAUUSD,Short,0.23,2023-10-05T14:10:00,2023-10-05T16:06:37,1817.318,1816.695,13.05,Win,Precomputed native MT5 deals,ORB RV 1.49 BV 1.08,sl 1816.685,orb-volume-profile-high-win-0-75r,standard,3y,6.23,pips,0.1,0.13,99.24,1.0,True,2023-10-05 14:10:00+00:00,2023-10-05 16:06:37+00:00,0.9808673469387755,1.2148499210110584,1.210070810385523,1.0755244755244755,ORB,orb-volume-profile-high-win-0-75r
5,ORB Volume Profile High Win 0.75R — Standard,XAUUSD,Long,0.14,2023-10-13T13:50:00,2023-10-13T14:48:33,1911.941,1917.074,71.1,Win,Precomputed native MT5 deals,ORB RV 1.29 BV 1.13,tp 1917.070,orb-volume-profile-high-win-0-75r,standard,3y,51.33,pips,0.1,0.72,99.37,1.0,True,2023-10-13 13:50:00+00:00,2023-10-13 14:48:33+00:00,1.3396337861783816,1.4409148665819569,1.5252185608607935,1.128358208955224,ORB,orb-volume-profile-high-win-0-75r
6,ORB Volume Profile High Win 0.75R — Standard,XAUUSD,Long,0.18,2023-10-24T14:10:00,2023-10-24T15:57:37,1965.12,1969.146,71.48,Win,Precomputed native MT5 deals,ORB RV 1.22 BV 1.40,tp 1969.135,orb-volume-profile-high-win-0-75r,standard,3y,40.26,pips,0.1,0.71,100.08,1.0,True,2023-10-24 14:10:00+00:00,2023-10-24 15:57:37+00:00,1.1307742355237476,1.1184041184041185,1.2921933085501858,1.3971061093247588,ORB,orb-volume-profile-high-win-0-75r
7,ORB Volume Profile High Win 0.75R — Standard,XAUUSD,Short,0.22,2023-10-25T14:25:00,2023-10-25T15:03:34,1976.276,1972.887,73.35,Win,Precomputed native MT5 deals,ORB RV 1.12 BV 0.99,tp 1972.907,orb-volume-profile-high-win-0-75r,standard,3y,33.89,pips,0.1,0.73,100.79,1.0,True,2023-10-25 14:25:00+00:00,2023-10-25 15:03:34+00:00,0.9778699861687413,0.9658469945355191,1.2263660017346054,0.9929775280898876,ORB,orb-volume-profile-high-win-0-75r
8,ORB Volume Profile High Win 0.75R — Standard,XAUUSD,Long,0.24,2023-10-27T14:10:00,2023-10-27T14:43:35,1985.594,1981.394,-102.12,Loss,Precomputed native MT5 deals,ORB RV 1.05 BV 0.97,sl 1981.405,orb-volume-profile-high-win-0-75r,standard,3y,-42.0,pips,0.1,-1.01,101.53,1.0,True,2023-10-27 14:10:00+00:00,2023-10-27 14:43:35+00:00,0.9408450704225352,0.9408450704225352,1.1501377410468319,0.9720605355064028,ORB,orb-volume-profile-high-win-0-75r
9,ORB Volume Profile High Win 0.75R — Standard,XAUUSD,Short,0.17,2023-11-10T15:30:00,2023-11-10T16:36:18,1942.213,1937.963,71.31,Win,Precomputed native MT5 deals,ORB RV 0.69 BV 1.11,tp 1937.973,orb-volume-profile-high-win-0-75r,standard,3y,42.5,pips,0.1,0.71,100.51,1.0,True,2023-11-10 15:30:00+00:00,2023-11-10 16:36:18+00:00,1.1329479768786128,1.1506849315068493,1.1975560081466394,1.105263157894737,ORB,orb-volume-profile-high-win-0-75r
10,ORB Volume Profile High Win 0.75R — Standard,XAUUSD,Long,0.28,2023-11-13T15:50:00,2023-11-13T16:07:14,1936.998,1939.666,73.17,Win,Precomputed native MT5 deals,ORB RV 0.62 BV 0.85,tp 1939.662,orb-volume-profile-high-win-0-75r,standard,3y,26.68,pips,0.1,0.72,101.22,1.0,True,2023-11-13 15:50:00+00:00,2023-11-13 16:07:14+00:00,0.8067729083665338,0.819838056680162,0.8517350157728707,0.8544303797468354,ORB,orb-volume-profile-high-win-0-75r
