number,ea,symbol,side,volume,open_time,close_time,open_price,close_price,net_profit,result,source,entry_comment,exit_comment,cache_slug,cache_mode,cache_period,price_move,price_move_unit,pip_size,estimated_r,estimated_risk_cash,configured_risk_pct,r_is_estimate,open_dt,close_dt,clock10,clock20,clock40,rolling20,family,strategy
1,XAU ORB New York M30 — Standard,XAUUSD,Long,0.22,2023-09-12T16:00:00,2023-09-12T16:37:29,1912.585,1912.569,-1.56,Loss,Precomputed native MT5 deals,ORB RV 0.90 BV 0.91,sl 1912.585,xau-orb-new-york-m30,standard,3y,-0.16,pips,0.1,-0.02,100.0,1.0,True,2023-09-12 16:00:00+00:00,2023-09-12 16:37:29+00:00,0.7441860465116279,0.7234782608695652,0.6390168970814132,0.5951359084406295,ORB,xau-orb-new-york-m30
2,XAU ORB New York M30 — Standard,XAUUSD,Short,0.17,2023-09-13T16:00:00,2023-09-13T19:55:00,1910.413,1908.701,28.16,Win,Precomputed native MT5 deals,ORB RV 1.04 BV 1.06,,xau-orb-new-york-m30,standard,3y,17.12,pips,0.1,0.28,99.98,1.0,True,2023-09-13 16:00:00+00:00,2023-09-13 19:55:00+00:00,1.0366300366300367,0.9929824561403509,0.8829953198127926,0.7312661498708011,ORB,xau-orb-new-york-m30
3,XAU ORB New York M30 — Standard,XAUUSD,Short,0.34,2023-11-27T16:00:00,2023-11-27T16:40:37,2010.293,2005.967,145.21,Win,Precomputed native MT5 deals,ORB RV 0.74 BV 1.55,tp 2005.982,xau-orb-new-york-m30,standard,3y,43.26,pips,0.1,1.45,100.27,1.0,True,2023-11-27 16:00:00+00:00,2023-11-27 16:40:37+00:00,1.0382882882882882,0.9818956336528222,1.0109649122807018,0.8052401746724891,ORB,xau-orb-new-york-m30
4,XAU ORB New York M30 — Standard,XAUUSD,Short,0.13,2023-12-22T15:30:00,2023-12-22T16:49:29,2063.222,2052.303,141.23,Win,Precomputed native MT5 deals,ORB RV 0.89 BV 2.24,tp 2052.317,xau-orb-new-york-m30,standard,3y,109.19,pips,0.1,1.39,101.72,1.0,True,2023-12-22 15:30:00+00:00,2023-12-22 16:49:29+00:00,1.0873634945397816,1.044194756554307,1.197594501718213,0.9620427881297446,ORB,xau-orb-new-york-m30
5,XAU ORB New York M30 — Standard,XAUUSD,Short,0.12,2024-01-05T17:30:00,2024-01-05T19:09:12,2041.559,2049.708,-98.45,Loss,Precomputed native MT5 deals,ORB RV 1.40 BV 1.76,sl 2049.708,xau-orb-new-york-m30,standard,3y,-81.49,pips,0.1,-0.95,103.13,1.0,True,2024-01-05 17:30:00+00:00,2024-01-05 19:09:12+00:00,1.7427745664739884,1.5952380952380953,1.7377521613832854,0.8688760806916427,ORB,xau-orb-new-york-m30
6,XAU ORB New York M30 — Standard,XAUUSD,Long,0.21,2024-01-23T17:00:00,2024-01-23T20:55:00,2025.869,2028.736,59.05,Win,Precomputed native MT5 deals,ORB RV 0.89 BV 0.88,,xau-orb-new-york-m30,standard,3y,28.67,pips,0.1,0.58,102.15,1.0,True,2024-01-23 17:00:00+00:00,2024-01-23 20:55:00+00:00,0.7144408251900108,0.730299667036626,0.7723004694835681,0.7278761061946902,ORB,xau-orb-new-york-m30
7,XAU ORB New York M30 — Standard,XAUUSD,Long,0.15,2024-02-01T16:00:00,2024-02-01T16:43:20,2052.021,2061.884,147.11,Win,Precomputed native MT5 deals,ORB RV 1.11 BV 1.59,tp 2061.879,xau-orb-new-york-m30,standard,3y,98.63,pips,0.1,1.43,102.74,1.0,True,2024-02-01 16:00:00+00:00,2024-02-01 16:43:20+00:00,1.3828207847295864,1.2430886558627263,1.1642857142857144,0.8478543563068921,ORB,xau-orb-new-york-m30
8,XAU ORB New York M30 — Standard,XAUUSD,Short,0.19,2024-02-22T17:00:00,2024-02-22T20:55:00,2020.968,2024.265,-63.7,Loss,Precomputed native MT5 deals,ORB RV 1.15 BV 1.05,,xau-orb-new-york-m30,standard,3y,-32.97,pips,0.1,-0.61,104.21,1.0,True,2024-02-22 17:00:00+00:00,2024-02-22 20:55:00+00:00,1.0248618784530388,1.0,0.9428208386277002,0.9137931034482759,ORB,xau-orb-new-york-m30
9,XAU ORB New York M30 — Standard,XAUUSD,Short,0.17,2024-02-29T16:30:00,2024-02-29T20:55:00,2044.769,2044.252,7.85,Win,Precomputed native MT5 deals,ORB RV 0.99 BV 1.44,,xau-orb-new-york-m30,standard,3y,5.17,pips,0.1,0.08,103.57,1.0,True,2024-02-29 16:30:00+00:00,2024-02-29 20:55:00+00:00,1.260387811634349,1.146095717884131,0.9912854030501089,0.8418131359851989,ORB,xau-orb-new-york-m30
10,XAU ORB New York M30 — Standard,XAUUSD,Long,0.21,2024-03-18T14:30:00,2024-03-18T16:04:42,2160.165,2155.257,-104.23,Loss,Precomputed native MT5 deals,ORB RV 0.88 BV 1.58,sl 2155.257,xau-orb-new-york-m30,standard,3y,-49.08,pips,0.1,-1.01,103.65,1.0,True,2024-03-18 14:30:00+00:00,2024-03-18 16:04:42+00:00,0.6719085060757684,0.93812375249501,0.8901515151515151,0.8348134991119005,ORB,xau-orb-new-york-m30
11,XAU ORB New York M30 — Standard,XAUUSD,Short,0.11,2024-05-10T14:30:00,2024-05-10T16:53:36,2360.823,2369.588,-97.03,Loss,Precomputed native MT5 deals,ORB RV 0.85 BV 2.44,sl 2369.582,xau-orb-new-york-m30,standard,3y,-87.65,pips,0.1,-0.95,102.61,1.0,True,2024-05-10 14:30:00+00:00,2024-05-10 16:53:36+00:00,1.5651760228353948,1.3228789706473663,1.464826357969724,1.2942564909520062,ORB,xau-orb-new-york-m30
12,XAU ORB New York M30 — Standard,XAUUSD,Long,0.07,2024-05-20T15:00:00,2024-05-20T19:55:00,2423.194,2426.224,20.82,Win,Precomputed native MT5 deals,ORB RV 1.29 BV 1.13,,xau-orb-new-york-m30,standard,3y,30.3,pips,0.1,0.2,101.64,1.0,True,2024-05-20 15:00:00+00:00,2024-05-20 19:55:00+00:00,1.2473958333333333,1.0367965367965368,0.9387555120039196,0.7211140383891607,ORB,xau-orb-new-york-m30
13,XAU ORB New York M30 — Standard,XAUUSD,Short,0.12,2024-05-21T16:00:00,2024-05-21T16:54:37,2423.349,2423.38,-1.03,Loss,Precomputed native MT5 deals,ORB RV 1.01 BV 1.63,sl 2423.349,xau-orb-new-york-m30,standard,3y,-0.31,pips,0.1,-0.01,101.84,1.0,True,2024-05-21 16:00:00+00:00,2024-05-21 16:54:37+00:00,1.8549955791335102,1.7353184449958643,1.6770583533173462,1.1981724728726442,ORB,xau-orb-new-york-m30
