number,ea,symbol,side,volume,open_time,close_time,open_price,close_price,net_profit,result,source,entry_comment,exit_comment,cache_slug,cache_mode,cache_period,price_move,price_move_unit,pip_size,estimated_r,estimated_risk_cash,configured_risk_pct,r_is_estimate,open_dt,close_dt,clock10,clock20,clock40,rolling20,family,strategy
1,ORB Volume Profile — Standard,XAUUSD,Short,0.29,2023-09-13T13:55:00,2023-09-13T19:55:00,1912.587,1908.701,111.09,Win,Precomputed native MT5 deals,ORB RV 1.15 BV 0.89,,orb-volume-profile,standard,3y,38.86,pips,0.1,1.11,100.0,1.0,True,2023-09-13 13:55:00+00:00,2023-09-13 19:55:00+00:00,0.9586776859504132,0.9792785878741366,0.9845679012345679,0.8898186889818689,ORB,orb-volume-profile
2,ORB Volume Profile — Standard,XAUUSD,Long,0.26,2023-09-21T15:35:00,2023-09-21T19:55:00,1919.196,1919.961,18.46,Win,Precomputed native MT5 deals,ORB RV 1.30 BV 0.85,,orb-volume-profile,standard,3y,7.65,pips,0.1,0.18,101.11,1.0,True,2023-09-21 15:35:00+00:00,2023-09-21 19:55:00+00:00,1.4307692307692308,1.3656387665198237,1.341991341991342,0.8454545454545455,ORB,orb-volume-profile
3,ORB Volume Profile — Standard,XAUUSD,Long,0.22,2023-09-26T14:20:00,2023-09-26T15:05:36,1909.005,1904.426,-101.95,Loss,Precomputed native MT5 deals,ORB RV 0.97 BV 0.99,sl 1904.452,orb-volume-profile,standard,3y,-45.79,pips,0.1,-1.01,101.3,1.0,True,2023-09-26 14:20:00+00:00,2023-09-26 15:05:36+00:00,1.1050049067713446,1.124875124875125,0.9859894921190894,0.9929453262786596,ORB,orb-volume-profile
4,ORB Volume Profile — Standard,XAUUSD,Short,0.23,2023-10-05T14:10:00,2023-10-05T19:55:00,1817.318,1820.768,-80.62,Loss,Precomputed native MT5 deals,ORB RV 1.49 BV 1.08,,orb-volume-profile,standard,3y,-34.5,pips,0.1,-0.8,100.28,1.0,True,2023-10-05 14:10:00+00:00,2023-10-05 19:55:00+00:00,0.9808673469387755,1.2148499210110584,1.210070810385523,1.0755244755244755,ORB,orb-volume-profile
5,ORB Volume Profile — Standard,XAUUSD,Long,0.14,2023-10-13T13:50:00,2023-10-13T17:52:38,1911.941,1929.044,238.68,Win,Precomputed native MT5 deals,ORB RV 1.29 BV 1.13,tp 1929.036,orb-volume-profile,standard,3y,171.03,pips,0.1,2.4,99.47,1.0,True,2023-10-13 13:50:00+00:00,2023-10-13 17:52:38+00:00,1.3396337861783816,1.4409148665819569,1.5252185608607935,1.128358208955224,ORB,orb-volume-profile
6,ORB Volume Profile — Standard,XAUUSD,Long,0.19,2023-10-24T14:10:00,2023-10-24T19:55:00,1965.12,1972.076,131.11,Win,Precomputed native MT5 deals,ORB RV 1.22 BV 1.40,,orb-volume-profile,standard,3y,69.56,pips,0.1,1.29,101.86,1.0,True,2023-10-24 14:10:00+00:00,2023-10-24 19:55:00+00:00,1.1307742355237476,1.1184041184041185,1.2921933085501858,1.3971061093247588,ORB,orb-volume-profile
7,ORB Volume Profile — Standard,XAUUSD,Short,0.22,2023-10-25T14:25:00,2023-10-25T15:04:03,1976.276,1965.035,246.09,Win,Precomputed native MT5 deals,ORB RV 1.12 BV 0.99,tp 1965.046,orb-volume-profile,standard,3y,112.41,pips,0.1,2.39,103.17,1.0,True,2023-10-25 14:25:00+00:00,2023-10-25 15:04:03+00:00,0.9778699861687413,0.9658469945355191,1.2263660017346054,0.9929775280898876,ORB,orb-volume-profile
8,ORB Volume Profile — Standard,XAUUSD,Long,0.25,2023-10-27T14:10:00,2023-10-27T14:43:35,1985.594,1981.394,-106.38,Loss,Precomputed native MT5 deals,ORB RV 1.05 BV 0.97,sl 1981.405,orb-volume-profile,standard,3y,-42.0,pips,0.1,-1.01,105.63,1.0,True,2023-10-27 14:10:00+00:00,2023-10-27 14:43:35+00:00,0.9408450704225352,0.9408450704225352,1.1501377410468319,0.9720605355064028,ORB,orb-volume-profile
9,ORB Volume Profile — Standard,XAUUSD,Short,0.18,2023-11-10T15:30:00,2023-11-10T20:55:00,1942.213,1935.589,118.24,Win,Precomputed native MT5 deals,ORB RV 0.69 BV 1.11,,orb-volume-profile,standard,3y,66.24,pips,0.1,1.13,104.56,1.0,True,2023-11-10 15:30:00+00:00,2023-11-10 20:55:00+00:00,1.1329479768786128,1.1506849315068493,1.1975560081466394,1.105263157894737,ORB,orb-volume-profile
10,ORB Volume Profile — Standard,XAUUSD,Long,0.29,2023-11-13T15:50:00,2023-11-13T16:36:14,1936.998,1945.883,256.07,Win,Precomputed native MT5 deals,ORB RV 0.62 BV 0.85,tp 1945.878,orb-volume-profile,standard,3y,88.85,pips,0.1,2.42,105.75,1.0,True,2023-11-13 15:50:00+00:00,2023-11-13 16:36:14+00:00,0.8067729083665338,0.819838056680162,0.8517350157728707,0.8544303797468354,ORB,orb-volume-profile
11,ORB Volume Profile — Standard,XAUUSD,Short,0.21,2023-11-15T16:40:00,2023-11-15T20:55:00,1960.079,1959.41,12.89,Win,Precomputed native MT5 deals,ORB RV 0.88 BV 1.04,,orb-volume-profile,standard,3y,6.69,pips,0.1,0.12,108.31,1.0,True,2023-11-15 16:40:00+00:00,2023-11-15 20:55:00+00:00,1.189695550351288,1.189695550351288,1.29757343550447,1.0388548057259714,ORB,orb-volume-profile
12,ORB Volume Profile — Standard,XAUUSD,Short,0.2,2023-11-21T16:25:00,2023-11-21T20:55:00,2000.565,1998.764,34.92,Win,Precomputed native MT5 deals,ORB RV 1.06 BV 0.97,,orb-volume-profile,standard,3y,18.01,pips,0.1,0.32,108.44,1.0,True,2023-11-21 16:25:00+00:00,2023-11-21 20:55:00+00:00,1.278648974668275,1.278648974668275,1.3102595797280594,0.9671532846715328,ORB,orb-volume-profile
13,ORB Volume Profile — Standard,XAUUSD,Long,0.33,2023-11-27T15:30:00,2023-11-27T15:37:14,2013.947,2010.707,-108.74,Loss,Precomputed native MT5 deals,ORB RV 0.85 BV 1.02,sl 2010.715,orb-volume-profile,standard,3y,-32.4,pips,0.1,-1.0,108.79,1.0,True,2023-11-27 15:30:00+00:00,2023-11-27 15:37:14+00:00,1.1595959595959595,1.1006711409395973,1.1232876712328768,1.015929203539823,ORB,orb-volume-profile
14,ORB Volume Profile — Standard,XAUUSD,Long,0.16,2023-12-04T14:50:00,2023-12-04T15:22:53,2049.241,2042.875,-102.74,Loss,Precomputed native MT5 deals,ORB RV 1.86 BV 1.13,sl 2042.886,orb-volume-profile,standard,3y,-63.66,pips,0.1,-0.95,107.7,1.0,True,2023-12-04 14:50:00+00:00,2023-12-04 15:22:53+00:00,1.922962962962963,1.9201183431952662,1.9801678108314265,1.1316477768090671,ORB,orb-volume-profile
15,ORB Volume Profile — Standard,XAUUSD,Long,0.23,2023-12-05T15:05:00,2023-12-05T15:06:30,2026.273,2021.8,-104.15,Loss,Precomputed native MT5 deals,ORB RV 1.18 BV 3.35,sl 2021.822,orb-volume-profile,standard,3y,-44.73,pips,0.1,-0.98,106.67,1.0,True,2023-12-05 15:05:00+00:00,2023-12-05 15:06:30+00:00,2.939563862928349,3.087696335078534,3.382078853046595,3.353233830845771,ORB,orb-volume-profile
16,ORB Volume Profile — Standard,XAUUSD,Short,0.16,2023-12-06T15:30:00,2023-12-06T20:55:00,2026.825,2026.266,8.06,Win,Precomputed native MT5 deals,ORB RV 1.19 BV 0.83,,orb-volume-profile,standard,3y,5.59,pips,0.1,0.08,105.63,1.0,True,2023-12-06 15:30:00+00:00,2023-12-06 20:55:00+00:00,0.9865871833084948,1.1258503401360545,1.2694151486097796,0.8327044025157233,ORB,orb-volume-profile
17,ORB Volume Profile — Standard,XAUUSD,Short,0.21,2023-12-11T15:15:00,2023-12-11T20:55:00,1986.344,1980.941,112.3,Win,Precomputed native MT5 deals,ORB RV 1.10 BV 0.97,,orb-volume-profile,standard,3y,54.03,pips,0.1,1.06,105.71,1.0,True,2023-12-11 15:15:00+00:00,2023-12-11 20:55:00+00:00,0.6383430695698353,0.8364648573416841,0.9820261437908496,0.9709208400646203,ORB,orb-volume-profile
18,ORB Volume Profile — Standard,XAUUSD,Long,0.14,2023-12-15T15:20:00,2023-12-15T18:16:01,2038.234,2031.071,-101.06,Loss,Precomputed native MT5 deals,ORB RV 1.18 BV 0.85,sl 2031.078,orb-volume-profile,standard,3y,-71.63,pips,0.1,-0.95,106.83,1.0,True,2023-12-15 15:20:00+00:00,2023-12-15 18:16:01+00:00,0.969661610268378,1.1430536451169189,1.450261780104712,0.8505629477993859,ORB,orb-volume-profile
19,ORB Volume Profile — Standard,XAUUSD,Long,0.28,2023-12-20T14:55:00,2023-12-20T15:13:03,2037.494,2033.797,-105.05,Loss,Precomputed native MT5 deals,ORB RV 0.76 BV 0.92,sl 2033.803,orb-volume-profile,standard,3y,-36.97,pips,0.1,-0.99,105.82,1.0,True,2023-12-20 14:55:00+00:00,2023-12-20 15:13:03+00:00,0.62,0.6782496782496783,0.7895131086142322,0.9245614035087719,ORB,orb-volume-profile
20,ORB Volume Profile — Standard,XAUUSD,Long,0.21,2023-12-21T14:50:00,2023-12-21T15:03:20,2046.001,2041.004,-106.1,Loss,Precomputed native MT5 deals,ORB RV 1.09 BV 1.43,sl 2041.024,orb-volume-profile,standard,3y,-49.97,pips,0.1,-1.01,104.77,1.0,True,2023-12-21 14:50:00+00:00,2023-12-21 15:03:20+00:00,1.03472571716155,1.1359116022099447,1.487698986975398,1.4317548746518105,ORB,orb-volume-profile
21,ORB Volume Profile — Standard,XAUUSD,Short,0.16,2023-12-22T15:25:00,2023-12-22T20:55:00,2064.075,2053.01,176.16,Win,Precomputed native MT5 deals,ORB RV 0.91 BV 1.02,,orb-volume-profile,standard,3y,110.65,pips,0.1,1.7,103.71,1.0,True,2023-12-22 15:25:00+00:00,2023-12-22 20:55:00+00:00,1.2586352148272957,1.1191011235955055,1.2714893617021277,1.0156356220258327,ORB,orb-volume-profile
22,ORB Volume Profile — Standard,XAUUSD,Short,0.2,2024-01-09T15:45:00,2024-01-09T20:55:00,2032.725,2029.67,60.0,Win,Precomputed native MT5 deals,ORB RV 1.05 BV 0.85,,orb-volume-profile,standard,3y,30.55,pips,0.1,0.57,105.47,1.0,True,2024-01-09 15:45:00+00:00,2024-01-09 20:55:00+00:00,0.9809358752166378,0.9617672047578589,0.9716738197424892,0.8517682468021068,ORB,orb-volume-profile
23,ORB Volume Profile — Standard,XAUUSD,Short,0.15,2024-01-16T16:05:00,2024-01-16T20:55:00,2036.071,2028.778,108.57,Win,Precomputed native MT5 deals,ORB RV 1.23 BV 5.49,,orb-volume-profile,standard,3y,72.93,pips,0.1,1.02,106.07,1.0,True,2024-01-16 16:05:00+00:00,2024-01-16 20:55:00+00:00,4.80551724137931,5.925170068027211,6.177304964539007,5.486614173228347,ORB,orb-volume-profile
24,ORB Volume Profile — Standard,XAUUSD,Short,0.18,2024-01-17T14:55:00,2024-01-17T18:15:28,2017.601,2003.473,253.32,Win,Precomputed native MT5 deals,ORB RV 1.06 BV 1.02,tp 2003.481,orb-volume-profile,standard,3y,141.28,pips,0.1,2.36,107.16,1.0,True,2024-01-17 14:55:00+00:00,2024-01-17 18:15:28+00:00,0.9367710251688153,0.9973856209150327,1.0112657388999338,1.0221031480241125,ORB,orb-volume-profile
25,ORB Volume Profile — Standard,XAUUSD,Long,0.35,2024-01-18T15:20:00,2024-01-18T17:10:29,2013.608,2013.607,-1.96,Loss,Precomputed native MT5 deals,ORB RV 1.04 BV 0.85,sl 2013.608,orb-volume-profile,standard,3y,-0.01,pips,0.1,-0.02,109.69,1.0,True,2024-01-18 15:20:00+00:00,2024-01-18 17:10:29+00:00,0.7842293906810036,0.865506329113924,0.8109710896960711,0.8520249221183801,ORB,orb-volume-profile
26,ORB Volume Profile — Standard,XAUUSD,Short,0.17,2024-01-25T15:35:00,2024-01-25T20:55:00,2018.345,2018.696,-6.9,Loss,Precomputed native MT5 deals,ORB RV 1.04 BV 0.86,,orb-volume-profile,standard,3y,-3.51,pips,0.1,-0.06,109.67,1.0,True,2024-01-25 15:35:00+00:00,2024-01-25 20:55:00+00:00,1.1505728314238952,1.1505728314238952,1.1284109149277688,0.8641671788567916,ORB,orb-volume-profile
27,ORB Volume Profile — Standard,XAUUSD,Short,0.23,2024-01-26T15:05:00,2024-01-26T20:55:00,2018.133,2018.935,-19.72,Loss,Precomputed native MT5 deals,ORB RV 0.83 BV 1.14,,orb-volume-profile,standard,3y,-8.02,pips,0.1,-0.18,109.6,1.0,True,2024-01-26 15:05:00+00:00,2024-01-26 20:55:00+00:00,0.8130563798219584,0.8092144122858831,0.8082595870206489,1.1378737541528239,ORB,orb-volume-profile
28,ORB Volume Profile — Standard,XAUUSD,Short,0.26,2024-02-01T15:00:00,2024-02-01T15:03:30,2046.132,2046.143,-1.72,Loss,Precomputed native MT5 deals,ORB RV 0.98 BV 1.33,sl 2046.132,orb-volume-profile,standard,3y,-0.11,pips,0.1,-0.02,109.41,1.0,True,2024-02-01 15:00:00+00:00,2024-02-01 15:03:30+00:00,1.553556827473426,1.4797507788161994,1.4274981217129978,1.330532212885154,ORB,orb-volume-profile
29,ORB Volume Profile — Standard,XAUUSD,Long,0.14,2024-02-02T14:50:00,2024-02-02T20:55:00,2034.794,2037.248,33.58,Win,Precomputed native MT5 deals,ORB RV 1.55 BV 1.12,,orb-volume-profile,standard,3y,24.54,pips,0.1,0.31,109.39,1.0,True,2024-02-02 14:50:00+00:00,2024-02-02 20:55:00+00:00,1.6828402366863906,1.6534883720930234,1.6828402366863906,1.1214511041009463,ORB,orb-volume-profile
30,ORB Volume Profile — Standard,XAUUSD,Short,0.29,2024-02-09T15:25:00,2024-02-09T20:55:00,2022.922,2024.884,-58.5,Loss,Precomputed native MT5 deals,ORB RV 0.95 BV 0.89,,orb-volume-profile,standard,3y,-19.62,pips,0.1,-0.53,109.72,1.0,True,2024-02-09 15:25:00+00:00,2024-02-09 20:55:00+00:00,0.8157181571815718,0.8730964467005076,0.9780666125101544,0.8931750741839762,ORB,orb-volume-profile
