number,ea,symbol,side,open_time,close_time,net_profit,open_dt,close_dt,clock10,clock20,clock40,rolling20,family,strategy
1,LVN BTCUSD optimized,BTCUSD,Short,2023-09-01T15:00:00,2023-09-01T15:21:52,-101.42,2023-09-01 15:00:00+00:00,2023-09-01 15:21:52+00:00,1.5550755939524838,1.8461538461538463,1.9148936170212767,1.444332998996991,LVN,LVN BTCUSD optimized
2,LVN BTCUSD optimized,BTCUSD,Short,2023-09-01T17:15:00,2023-09-01T17:42:15,145.53,2023-09-01 17:15:00+00:00,2023-09-01 17:42:15+00:00,2.256921373200443,2.6229086229086227,2.854341736694678,1.9748062015503876,LVN,LVN BTCUSD optimized
3,LVN BTCUSD optimized,BTCUSD,Short,2023-09-05T14:30:00,2023-09-05T15:02:34,-111.07,2023-09-05 14:30:00+00:00,2023-09-05 15:02:34+00:00,1.1764705882352942,0.9619686800894854,1.1375661375661377,1.1466666666666667,LVN,LVN BTCUSD optimized
4,LVN BTCUSD optimized,BTCUSD,Long,2023-09-05T15:45:00,2023-09-06T14:03:38,-115.0,2023-09-05 15:45:00+00:00,2023-09-06 14:03:38+00:00,0.9955357142857143,0.9867256637168141,1.0721153846153846,1.1736842105263159,LVN,LVN BTCUSD optimized
5,LVN BTCUSD optimized,BTCUSD,Short,2023-09-12T17:00:00,2023-09-12T18:10:34,142.65,2023-09-12 17:00:00+00:00,2023-09-12 18:10:34+00:00,1.8535911602209945,1.7338501291989663,1.863888888888889,1.251865671641791,LVN,LVN BTCUSD optimized
6,LVN BTCUSD optimized,BTCUSD,Long,2023-09-20T13:45:00,2023-09-20T14:04:18,144.19,2023-09-20 13:45:00+00:00,2023-09-20 14:04:18+00:00,0.869198312236287,0.9438717067583047,1.03,1.0417193426042983,LVN,LVN BTCUSD optimized
7,LVN BTCUSD optimized,BTCUSD,Short,2023-09-26T17:00:00,2023-09-26T20:02:12,-106.72,2023-09-26 17:00:00+00:00,2023-09-26 20:02:12+00:00,1.1273291925465838,0.9864130434782609,0.9603174603174603,0.9428571428571428,LVN,LVN BTCUSD optimized
8,LVN BTCUSD optimized,BTCUSD,Short,2023-09-27T14:30:00,2023-09-28T10:41:28,-101.72,2023-09-27 14:30:00+00:00,2023-09-28 10:41:28+00:00,2.9321608040201004,2.835965978128797,2.791866028708134,2.7588652482269502,LVN,LVN BTCUSD optimized
9,LVN BTCUSD optimized,BTCUSD,Long,2023-09-28T15:45:00,2023-09-28T16:00:25,144.16,2023-09-28 15:45:00+00:00,2023-09-28 16:00:25+00:00,1.649025069637883,1.667605633802817,1.4179640718562874,1.0,LVN,LVN BTCUSD optimized
10,LVN BTCUSD optimized,BTCUSD,Long,2023-09-29T14:45:00,2023-09-29T18:08:41,-101.26,2023-09-29 14:45:00+00:00,2023-09-29 18:08:41+00:00,1.6067270375161709,1.5923076923076922,1.5409429280397022,1.332618025751073,LVN,LVN BTCUSD optimized
11,LVN BTCUSD optimized,BTCUSD,Long,2023-10-03T20:15:00,2023-10-04T09:47:38,136.88,2023-10-03 20:15:00+00:00,2023-10-04 09:47:38+00:00,1.6843657817109146,1.6994047619047619,1.67203513909224,1.4328732747804267,LVN,LVN BTCUSD optimized
12,LVN BTCUSD optimized,BTCUSD,Long,2023-10-04T19:15:00,2023-10-04T19:38:23,-102.7,2023-10-04 19:15:00+00:00,2023-10-04 19:38:23+00:00,1.9023066485753053,1.8844086021505377,1.9553695955369597,2.0678466076696167,LVN,LVN BTCUSD optimized
13,LVN BTCUSD optimized,BTCUSD,Short,2023-10-11T14:30:00,2023-10-11T15:27:05,144.99,2023-10-11 14:30:00+00:00,2023-10-11 15:27:05+00:00,0.8790170132325141,1.1151079136690647,1.11244019138756,1.1191335740072201,LVN,LVN BTCUSD optimized
14,LVN BTCUSD optimized,BTCUSD,Short,2023-10-11T15:30:00,2023-10-12T15:45:00,64.05,2023-10-11 15:30:00+00:00,2023-10-12 15:45:00+00:00,2.9347536617842875,2.9386666666666668,2.8586251621271077,2.681265206812652,LVN,LVN BTCUSD optimized
15,LVN BTCUSD optimized,BTCUSD,Long,2023-10-13T21:00:00,2023-10-14T21:15:00,-73.6,2023-10-13 21:00:00+00:00,2023-10-14 21:15:00+00:00,2.199687987519501,2.149390243902439,2.10762331838565,2.6014760147601477,LVN,LVN BTCUSD optimized
16,LVN BTCUSD optimized,BTCUSD,Long,2023-10-17T13:15:00,2023-10-17T15:22:34,148.46,2023-10-17 13:15:00+00:00,2023-10-17 15:22:34+00:00,1.4107883817427387,1.3953488372093024,1.4868804664723032,1.4956011730205279,LVN,LVN BTCUSD optimized
17,LVN BTCUSD optimized,BTCUSD,Long,2023-10-19T15:00:00,2023-10-19T16:16:40,149.35,2023-10-19 15:00:00+00:00,2023-10-19 16:16:40+00:00,1.6513513513513514,1.6293333333333333,1.6078947368421053,1.55470737913486,LVN,LVN BTCUSD optimized
18,LVN BTCUSD optimized,BTCUSD,Long,2023-11-01T20:45:00,2023-11-01T20:58:32,152.98,2023-11-01 20:45:00+00:00,2023-11-01 20:58:32+00:00,1.8425196850393701,1.7410714285714286,1.875,1.3,LVN,LVN BTCUSD optimized
19,LVN BTCUSD optimized,BTCUSD,Short,2023-11-02T15:15:00,2023-11-02T16:21:30,155.79,2023-11-02 15:15:00+00:00,2023-11-02 16:21:30+00:00,1.0046598322460392,1.237657864523536,1.344139650872818,1.013157894736842,LVN,LVN BTCUSD optimized
20,LVN BTCUSD optimized,BTCUSD,Short,2023-11-02T20:30:00,2023-11-03T00:53:19,156.6,2023-11-02 20:30:00+00:00,2023-11-03 00:53:19+00:00,1.655367231638418,1.7677224736048265,1.8456692913385826,1.552317880794702,LVN,LVN BTCUSD optimized
21,LVN BTCUSD optimized,BTCUSD,Short,2023-11-05T14:00:00,2023-11-05T17:10:26,-108.94,2023-11-05 14:00:00+00:00,2023-11-05 17:10:26+00:00,2.0267857142857144,2.149112426035503,2.2987341772151897,2.9770491803278687,LVN,LVN BTCUSD optimized
22,LVN BTCUSD optimized,BTCUSD,Long,2023-11-05T17:15:00,2023-11-05T21:24:29,-107.75,2023-11-05 17:15:00+00:00,2023-11-05 21:24:29+00:00,2.4241573033707864,2.380689655172414,2.400556328233658,3.0280701754385966,LVN,LVN BTCUSD optimized
23,LVN BTCUSD optimized,BTCUSD,Short,2023-11-14T18:15:00,2023-11-14T18:51:29,156.77,2023-11-14 18:15:00+00:00,2023-11-14 18:51:29+00:00,2.0227596017069702,1.9010695187165776,1.9399727148703956,1.7797246558197748,LVN,LVN BTCUSD optimized
24,LVN BTCUSD optimized,BTCUSD,Short,2023-11-15T13:15:00,2023-11-15T15:06:13,-112.0,2023-11-15 13:15:00+00:00,2023-11-15 15:06:13+00:00,1.330601092896175,1.2917771883289124,1.2917771883289124,1.1247113163972287,LVN,LVN BTCUSD optimized
25,LVN BTCUSD optimized,BTCUSD,Long,2023-11-24T15:15:00,2023-11-24T15:27:28,156.85,2023-11-24 15:15:00+00:00,2023-11-24 15:27:28+00:00,1.3721973094170403,1.4085155350978136,1.3846153846153846,1.2227772227772227,LVN,LVN BTCUSD optimized
26,LVN BTCUSD optimized,BTCUSD,Short,2023-11-24T17:00:00,2023-11-25T17:15:00,-7.97,2023-11-24 17:00:00+00:00,2023-11-25 17:15:00+00:00,2.7296969696969695,2.9986684420772303,3.1147994467496543,1.597163120567376,LVN,LVN BTCUSD optimized
27,LVN BTCUSD optimized,BTCUSD,Long,2023-11-28T17:15:00,2023-11-28T17:41:29,160.49,2023-11-28 17:15:00+00:00,2023-11-28 17:41:29+00:00,1.4984126984126984,1.575083426028921,1.6542056074766356,1.1132075471698113,LVN,LVN BTCUSD optimized
28,LVN BTCUSD optimized,BTCUSD,Short,2023-11-29T14:45:00,2023-11-29T15:09:36,161.9,2023-11-29 14:45:00+00:00,2023-11-29 15:09:36+00:00,1.4065934065934067,1.548954895489549,1.5981838819523269,1.3512476007677543,LVN,LVN BTCUSD optimized
