number,ea,symbol,side,open_time,close_time,net_profit,open_dt,close_dt,clock10,clock20,clock40,rolling20,family,strategy
12,LVN XAUUSD optimized,XAUUSD,Short,2023-09-19T08:45:00,2023-09-19T09:26:27,-105.79,2023-09-19 08:45:00+00:00,2023-09-19 09:26:27+00:00,0.7875,0.7941176470588235,0.7354085603112841,0.7039106145251397,LVN,LVN XAUUSD optimized
13,LVN XAUUSD optimized,XAUUSD,Short,2023-09-19T12:45:00,2023-09-20T07:21:00,194.56,2023-09-19 12:45:00+00:00,2023-09-20 07:21:00+00:00,0.815968841285297,0.815968841285297,0.6908491343775762,1.7067209775967414,LVN,LVN XAUUSD optimized
14,LVN XAUUSD optimized,XAUUSD,Long,2023-09-20T08:45:00,2023-09-20T13:31:33,195.0,2023-09-20 08:45:00+00:00,2023-09-20 13:31:33+00:00,0.8851063829787233,0.8869936034115139,0.8125,0.7761194029850746,LVN,LVN XAUUSD optimized
15,LVN XAUUSD optimized,XAUUSD,Long,2023-09-21T13:00:00,2023-09-21T13:11:14,-102.98,2023-09-21 13:00:00+00:00,2023-09-21 13:11:14+00:00,1.873850197109067,1.7390243902439024,1.4716202270381837,1.660069848661234,LVN,LVN XAUUSD optimized
16,LVN XAUUSD optimized,XAUUSD,Long,2023-09-21T13:30:00,2023-09-22T02:13:35,184.04,2023-09-21 13:30:00+00:00,2023-09-22 02:13:35+00:00,1.2141119221411192,1.1895113230035756,1.1366742596810935,0.744220730797912,LVN,LVN XAUUSD optimized
17,LVN XAUUSD optimized,XAUUSD,Long,2023-09-26T02:45:00,2023-09-26T06:17:33,-105.42,2023-09-26 02:45:00+00:00,2023-09-26 06:17:33+00:00,1.1369863013698631,1.099337748344371,1.0506329113924051,1.1266968325791855,LVN,LVN XAUUSD optimized
18,LVN XAUUSD optimized,XAUUSD,Long,2023-09-26T08:30:00,2023-09-26T11:08:21,-98.98,2023-09-26 08:30:00+00:00,2023-09-26 11:08:21+00:00,1.1320754716981132,1.1764705882352942,1.1194029850746268,0.9819967266775778,LVN,LVN XAUUSD optimized
19,LVN XAUUSD optimized,XAUUSD,Short,2023-09-28T12:45:00,2023-09-28T15:01:40,193.28,2023-09-28 12:45:00+00:00,2023-09-28 15:01:40+00:00,1.2867883995703544,1.184965380811078,1.1431297709923665,2.1941391941391943,LVN,LVN XAUUSD optimized
20,LVN XAUUSD optimized,XAUUSD,Long,2023-09-29T06:45:00,2023-09-29T14:09:04,-102.56,2023-09-29 06:45:00+00:00,2023-09-29 14:09:04+00:00,1.1845637583892616,1.267504488330341,1.293040293040293,1.5281385281385282,LVN,LVN XAUUSD optimized
21,LVN XAUUSD optimized,XAUUSD,Short,2023-09-29T14:15:00,2023-10-01T22:15:00,70.69,2023-09-29 14:15:00+00:00,2023-10-01 22:15:00+00:00,2.459231490159325,2.3017543859649123,2.119547657512116,1.7813985064494229,LVN,LVN XAUUSD optimized
22,LVN XAUUSD optimized,XAUUSD,Long,2023-10-03T08:15:00,2023-10-03T14:06:38,-97.6,2023-10-03 08:15:00+00:00,2023-10-03 14:06:38+00:00,1.3367003367003367,1.4462659380692167,1.4462659380692167,1.1728212703101921,LVN,LVN XAUUSD optimized
23,LVN XAUUSD optimized,XAUUSD,Long,2023-10-03T14:30:00,2023-10-04T06:16:15,-106.66,2023-10-03 14:30:00+00:00,2023-10-04 06:16:15+00:00,3.3707865168539324,3.5121951219512195,3.5502958579881656,2.1151586368977675,LVN,LVN XAUUSD optimized
24,LVN XAUUSD optimized,XAUUSD,Short,2023-10-08T22:15:00,2023-10-09T13:19:42,197.49,2023-10-08 22:15:00+00:00,2023-10-09 13:19:42+00:00,7.230769230769231,7.973214285714286,8.045045045045045,4.827027027027027,LVN,LVN XAUUSD optimized
25,LVN XAUUSD optimized,XAUUSD,Long,2023-10-09T19:15:00,2023-10-10T12:23:31,-107.59,2023-10-09 19:15:00+00:00,2023-10-10 12:23:31+00:00,1.411530815109344,1.6397228637413395,1.8298969072164948,1.4003944773175543,LVN,LVN XAUUSD optimized
26,LVN XAUUSD optimized,XAUUSD,Short,2023-10-10T13:30:00,2023-10-10T13:32:04,-102.88,2023-10-10 13:30:00+00:00,2023-10-10 13:32:04+00:00,0.7445544554455445,0.7849686847599165,0.8439955106621774,0.7350928641251222,LVN,LVN XAUUSD optimized
27,LVN XAUUSD optimized,XAUUSD,Short,2023-10-10T13:45:00,2023-10-10T13:59:25,-100.78,2023-10-10 13:45:00+00:00,2023-10-10 13:59:25+00:00,0.8621334996880848,0.9603891591382905,1.0509505703422053,1.3050047214353164,LVN,LVN XAUUSD optimized
28,LVN XAUUSD optimized,XAUUSD,Long,2023-10-11T08:00:00,2023-10-12T05:27:21,169.98,2023-10-11 08:00:00+00:00,2023-10-12 05:27:21+00:00,1.4794952681388012,1.606164383561644,1.7085610200364298,1.343839541547278,LVN,LVN XAUUSD optimized
29,LVN XAUUSD optimized,XAUUSD,Long,2023-10-12T08:15:00,2023-10-12T11:45:34,197.77,2023-10-12 08:15:00+00:00,2023-10-12 11:45:34+00:00,0.847457627118644,0.9151414309484193,0.990990990990991,0.8461538461538461,LVN,LVN XAUUSD optimized
30,LVN XAUUSD optimized,XAUUSD,Long,2023-10-12T12:30:00,2023-10-12T12:30:39,-104.59,2023-10-12 12:30:00+00:00,2023-10-12 12:30:39+00:00,1.1255230125523012,1.231121281464531,1.254079254079254,1.8299319727891157,LVN,LVN XAUUSD optimized
31,LVN XAUUSD optimized,XAUUSD,Long,2023-10-13T08:30:00,2023-10-13T11:54:55,194.27,2023-10-13 08:30:00+00:00,2023-10-13 11:54:55+00:00,1.2312599681020733,1.3591549295774648,1.4243542435424354,1.0857946554149085,LVN,LVN XAUUSD optimized
32,LVN XAUUSD optimized,XAUUSD,Short,2023-10-15T22:15:00,2023-10-16T22:30:00,22.3,2023-10-15 22:15:00+00:00,2023-10-16 22:30:00+00:00,3.973684210526316,5.298245614035087,5.441441441441442,3.0582278481012657,LVN,LVN XAUUSD optimized
33,LVN XAUUSD optimized,XAUUSD,Short,2023-10-19T00:45:00,2023-10-19T08:09:26,-101.25,2023-10-19 00:45:00+00:00,2023-10-19 08:09:26+00:00,1.6023856858846919,1.6415478615071284,2.322766570605187,2.10443864229765,LVN,LVN XAUUSD optimized
34,LVN XAUUSD optimized,XAUUSD,Long,2023-10-19T08:15:00,2023-10-19T17:19:28,203.52,2023-10-19 08:15:00+00:00,2023-10-19 17:19:28+00:00,1.4779969650986342,1.5266457680250785,1.7361853832442067,1.1221198156682028,LVN,LVN XAUUSD optimized
35,LVN XAUUSD optimized,XAUUSD,Short,2023-10-23T01:00:00,2023-10-23T05:39:22,-101.2,2023-10-23 01:00:00+00:00,2023-10-23 05:39:22+00:00,1.9556451612903225,2.0950323974082075,2.2505800464037122,1.8725868725868726,LVN,LVN XAUUSD optimized
36,LVN XAUUSD optimized,XAUUSD,Short,2023-10-24T09:30:00,2023-10-24T16:32:35,-103.98,2023-10-24 09:30:00+00:00,2023-10-24 16:32:35+00:00,1.5894039735099337,1.6724738675958188,1.871345029239766,1.2868632707774799,LVN,LVN XAUUSD optimized
37,LVN XAUUSD optimized,XAUUSD,Short,2023-10-25T07:30:00,2023-10-25T11:43:31,-97.15,2023-10-25 07:30:00+00:00,2023-10-25 11:43:31+00:00,1.3498049414824447,1.4027027027027028,1.6528662420382165,1.5287187039764358,LVN,LVN XAUUSD optimized
38,LVN XAUUSD optimized,XAUUSD,Short,2023-10-26T01:45:00,2023-10-26T02:05:21,-104.5,2023-10-26 01:45:00+00:00,2023-10-26 02:05:21+00:00,1.3756613756613756,1.5568862275449102,1.765704584040747,1.8277680140597539,LVN,LVN XAUUSD optimized
39,LVN XAUUSD optimized,XAUUSD,Long,2023-10-26T07:15:00,2023-10-26T11:37:02,-100.6,2023-10-26 07:15:00+00:00,2023-10-26 11:37:02+00:00,1.0087390761548065,1.0889487870619947,1.200594353640416,1.1175656984785616,LVN,LVN XAUUSD optimized
40,LVN XAUUSD optimized,XAUUSD,Long,2023-10-27T17:45:00,2023-10-29T22:15:00,49.23,2023-10-27 17:45:00+00:00,2023-10-29 22:15:00+00:00,2.2099447513812156,2.416918429003021,2.9197080291970803,2.4205748865355523,LVN,LVN XAUUSD optimized
41,LVN XAUUSD optimized,XAUUSD,Long,2023-10-30T08:15:00,2023-10-30T13:14:25,195.77,2023-10-30 08:15:00+00:00,2023-10-30 13:14:25+00:00,1.3577464788732394,1.4197349042709868,1.6039933444259566,1.266754270696452,LVN,LVN XAUUSD optimized
42,LVN XAUUSD optimized,XAUUSD,Short,2023-10-31T16:15:00,2023-11-01T16:30:00,101.27,2023-10-31 16:15:00+00:00,2023-11-01 16:30:00+00:00,2.949640287769784,3.0521091811414394,3.4893617021276597,1.9695756605284227,LVN,LVN XAUUSD optimized
43,LVN XAUUSD optimized,XAUUSD,Long,2023-11-03T12:45:00,2023-11-05T23:15:00,-74.88,2023-11-03 12:45:00+00:00,2023-11-05 23:15:00+00:00,1.7073170731707317,1.5335689045936396,1.7140600315955765,4.117647058823529,LVN,LVN XAUUSD optimized
44,LVN XAUUSD optimized,XAUUSD,Long,2023-11-07T08:00:00,2023-11-07T08:55:17,-103.03,2023-11-07 08:00:00+00:00,2023-11-07 08:55:17+00:00,0.7685459940652819,0.7204450625869263,0.8055987558320373,0.9736842105263158,LVN,LVN XAUUSD optimized
45,LVN XAUUSD optimized,XAUUSD,Short,2023-11-08T02:30:00,2023-11-08T10:01:27,200.16,2023-11-08 02:30:00+00:00,2023-11-08 10:01:27+00:00,1.2043010752688172,1.12,1.2669683257918551,1.0626185958254268,LVN,LVN XAUUSD optimized
46,LVN XAUUSD optimized,XAUUSD,Long,2023-11-09T02:30:00,2023-11-09T02:48:18,-107.03,2023-11-09 02:30:00+00:00,2023-11-09 02:48:18+00:00,1.2238193018480492,1.192,1.345372460496614,1.0033670033670035,LVN,LVN XAUUSD optimized
47,LVN XAUUSD optimized,XAUUSD,Short,2023-11-09T14:15:00,2023-11-09T14:21:39,-106.26,2023-11-09 14:15:00+00:00,2023-11-09 14:21:39+00:00,0.5815691158156912,0.5719534598897734,0.6375426621160409,0.9147894221351616,LVN,LVN XAUUSD optimized
48,LVN XAUUSD optimized,XAUUSD,Short,2023-11-10T11:30:00,2023-11-10T17:52:37,201.48,2023-11-10 11:30:00+00:00,2023-11-10 17:52:37+00:00,1.3985239852398523,1.3205574912891986,1.3487544483985765,1.3985239852398523,LVN,LVN XAUUSD optimized
49,LVN XAUUSD optimized,XAUUSD,Short,2023-11-13T15:00:00,2023-11-13T15:47:05,-101.82,2023-11-13 15:00:00+00:00,2023-11-13 15:47:05+00:00,0.8801431127012522,0.9162011173184358,0.9398280802292264,1.1349480968858132,LVN,LVN XAUUSD optimized
50,LVN XAUUSD optimized,XAUUSD,Long,2023-11-14T13:45:00,2023-11-15T14:00:00,42.31,2023-11-14 13:45:00+00:00,2023-11-15 14:00:00+00:00,2.7457943925233645,1.8373983739837398,1.9016181229773463,5.246428571428571,LVN,LVN XAUUSD optimized
51,LVN XAUUSD optimized,XAUUSD,Short,2023-11-20T00:00:00,2023-11-20T01:09:25,-100.78,2023-11-20 00:00:00+00:00,2023-11-20 01:09:25+00:00,1.974025974025974,1.9,2.0652173913043477,2.1965317919075145,LVN,LVN XAUUSD optimized
52,LVN XAUUSD optimized,XAUUSD,Long,2023-11-21T01:30:00,2023-11-22T01:45:00,59.94,2023-11-21 01:30:00+00:00,2023-11-22 01:45:00+00:00,1.9273927392739274,1.9273927392739274,1.9663299663299663,1.8307210031347962,LVN,LVN XAUUSD optimized
53,LVN XAUUSD optimized,XAUUSD,Long,2023-11-22T06:00:00,2023-11-22T07:56:35,200.16,2023-11-22 06:00:00+00:00,2023-11-22 07:56:35+00:00,1.258252427184466,1.2705882352941176,1.2342857142857142,1.2485549132947977,LVN,LVN XAUUSD optimized
54,LVN XAUUSD optimized,XAUUSD,Short,2023-11-22T08:45:00,2023-11-22T18:50:02,207.74,2023-11-22 08:45:00+00:00,2023-11-22 18:50:02+00:00,1.6434359805510534,1.541033434650456,1.56,1.4342291371994342,LVN,LVN XAUUSD optimized
55,LVN XAUUSD optimized,XAUUSD,Short,2023-11-23T08:30:00,2023-11-24T08:45:00,15.14,2023-11-23 08:30:00+00:00,2023-11-24 08:45:00+00:00,0.8664772727272727,0.9214501510574018,0.9214501510574018,0.9886547811993517,LVN,LVN XAUUSD optimized
56,LVN XAUUSD optimized,XAUUSD,Long,2023-11-27T01:15:00,2023-11-27T01:27:35,210.93,2023-11-27 01:15:00+00:00,2023-11-27 01:27:35+00:00,1.1980676328502415,1.254637436762226,1.24,1.3626373626373627,LVN,LVN XAUUSD optimized
57,LVN XAUUSD optimized,XAUUSD,Long,2023-11-28T00:45:00,2023-11-28T07:45:36,-110.43,2023-11-28 00:45:00+00:00,2023-11-28 07:45:36+00:00,1.0611353711790392,1.1095890410958904,1.0,1.1970443349753694,LVN,LVN XAUUSD optimized
58,LVN XAUUSD optimized,XAUUSD,Short,2023-11-28T09:45:00,2023-11-28T13:33:33,-110.16,2023-11-28 09:45:00+00:00,2023-11-28 13:33:33+00:00,0.9887278582930756,1.0319327731092438,1.0319327731092438,0.9109792284866469,LVN,LVN XAUUSD optimized
59,LVN XAUUSD optimized,XAUUSD,Long,2023-11-30T14:15:00,2023-11-30T14:42:27,-102.69,2023-11-30 14:15:00+00:00,2023-11-30 14:42:27+00:00,1.5721596724667348,1.6427807486631016,1.199063231850117,1.5721596724667348,LVN,LVN XAUUSD optimized
60,LVN XAUUSD optimized,XAUUSD,Long,2023-11-30T15:00:00,2023-12-01T09:30:31,194.54,2023-11-30 15:00:00+00:00,2023-12-01 09:30:31+00:00,1.1499571550985432,1.1499571550985432,1.2211101000909919,0.7539325842696629,LVN,LVN XAUUSD optimized
61,LVN XAUUSD optimized,XAUUSD,Short,2023-12-04T07:45:00,2023-12-04T15:26:17,209.16,2023-12-04 07:45:00+00:00,2023-12-04 15:26:17+00:00,4.885196374622357,5.435294117647059,5.292962356792144,3.0917782026768643,LVN,LVN XAUUSD optimized
62,LVN XAUUSD optimized,XAUUSD,Short,2023-12-04T15:30:00,2023-12-05T15:45:00,108.23,2023-12-04 15:30:00+00:00,2023-12-05 15:45:00+00:00,8.43585237258348,8.43585237258348,9.375,3.8538739462063427,LVN,LVN XAUUSD optimized
63,LVN XAUUSD optimized,XAUUSD,Long,2023-12-08T14:45:00,2023-12-08T16:58:25,-106.46,2023-12-08 14:45:00+00:00,2023-12-08 16:58:25+00:00,1.451048951048951,1.597177677998717,1.7939481268011528,0.8250497017892644,LVN,LVN XAUUSD optimized
64,LVN XAUUSD optimized,XAUUSD,Short,2023-12-12T01:15:00,2023-12-12T13:05:41,-106.37,2023-12-12 01:15:00+00:00,2023-12-12 13:05:41+00:00,1.0115236875800255,1.160058737151248,1.2480252764612954,1.1669128508124076,LVN,LVN XAUUSD optimized
65,LVN XAUUSD optimized,XAUUSD,Long,2023-12-12T13:15:00,2023-12-12T13:30:13,-104.72,2023-12-12 13:15:00+00:00,2023-12-12 13:30:13+00:00,1.2508073196986007,1.4170731707317072,1.3204545454545455,1.8357030015797788,LVN,LVN XAUUSD optimized
66,LVN XAUUSD optimized,XAUUSD,Long,2023-12-13T19:15:00,2023-12-14T19:30:00,112.16,2023-12-13 19:15:00+00:00,2023-12-14 19:30:00+00:00,6.416225749559083,6.531418312387792,6.531418312387792,5.99341021416804,LVN,LVN XAUUSD optimized
67,LVN XAUUSD optimized,XAUUSD,Long,2023-12-26T20:45:00,2023-12-27T15:39:29,200.85,2023-12-26 20:45:00+00:00,2023-12-27 15:39:29+00:00,1.0148698884758365,1.0148698884758365,1.0790513833992095,1.205298013245033,LVN,LVN XAUUSD optimized
68,LVN XAUUSD optimized,XAUUSD,Short,2023-12-28T09:15:00,2023-12-29T09:30:00,46.28,2023-12-28 09:15:00+00:00,2023-12-29 09:30:00+00:00,1.9044684129429892,1.6263157894736842,1.9044684129429892,1.578544061302682,LVN,LVN XAUUSD optimized
69,LVN XAUUSD optimized,XAUUSD,Long,2024-01-02T05:45:00,2024-01-02T11:44:27,-113.1,2024-01-02 05:45:00+00:00,2024-01-02 11:44:27+00:00,0.8996282527881041,0.8491228070175438,0.8752260397830018,1.0950226244343892,LVN,LVN XAUUSD optimized
70,LVN XAUUSD optimized,XAUUSD,Short,2024-01-02T11:45:00,2024-01-03T11:13:02,208.71,2024-01-02 11:45:00+00:00,2024-01-03 11:13:02+00:00,1.7416107382550337,1.671497584541063,1.8210526315789475,1.4956772334293948,LVN,LVN XAUUSD optimized
71,LVN XAUUSD optimized,XAUUSD,Short,2024-01-03T11:45:00,2024-01-03T14:17:39,223.6,2024-01-03 11:45:00+00:00,2024-01-03 14:17:39+00:00,1.9865771812080537,1.9066022544283414,2.0591304347826087,1.6513249651324966,LVN,LVN XAUUSD optimized
72,LVN XAUUSD optimized,XAUUSD,Short,2024-01-04T03:45:00,2024-01-04T04:09:34,224.01,2024-01-04 03:45:00+00:00,2024-01-04 04:09:34+00:00,1.1032967032967034,0.8776223776223776,1.0613107822410148,0.8044871794871795,LVN,LVN XAUUSD optimized
73,LVN XAUUSD optimized,XAUUSD,Short,2024-01-04T06:45:00,2024-01-04T07:28:38,-116.8,2024-01-04 06:45:00+00:00,2024-01-04 07:28:38+00:00,1.2447817836812145,1.1329879101899827,1.1528998242530755,1.1569664902998236,LVN,LVN XAUUSD optimized
74,LVN XAUUSD optimized,XAUUSD,Long,2024-01-05T15:15:00,2024-01-07T23:15:00,-79.61,2024-01-05 15:15:00+00:00,2024-01-07 23:15:00+00:00,3.4294871794871793,3.2083958020989507,3.2083958020989507,1.4667580534612747,LVN,LVN XAUUSD optimized
75,LVN XAUUSD optimized,XAUUSD,Short,2024-01-10T06:15:00,2024-01-10T07:39:24,-114.68,2024-01-10 06:15:00+00:00,2024-01-10 07:39:24+00:00,1.203361344537815,1.1623376623376624,1.203361344537815,1.2627865961199294,LVN,LVN XAUUSD optimized
76,LVN XAUUSD optimized,XAUUSD,Short,2024-01-12T12:30:00,2024-01-12T13:31:14,-112.06,2024-01-12 12:30:00+00:00,2024-01-12 13:31:14+00:00,1.1781609195402298,1.1901306240928882,1.2094395280235988,0.9647058823529412,LVN,LVN XAUUSD optimized
77,LVN XAUUSD optimized,XAUUSD,Long,2024-01-12T13:45:00,2024-01-12T17:15:30,-104.49,2024-01-12 13:45:00+00:00,2024-01-12 17:15:30+00:00,1.9638648860958365,2.032520325203252,1.7229496898690557,2.1204410517387617,LVN,LVN XAUUSD optimized
78,LVN XAUUSD optimized,XAUUSD,Long,2024-01-15T01:45:00,2024-01-16T02:00:00,-19.92,2024-01-15 01:45:00+00:00,2024-01-16 02:00:00+00:00,1.0174029451137885,1.1078717201166182,1.1143695014662756,1.1585365853658536,LVN,LVN XAUUSD optimized
79,LVN XAUUSD optimized,XAUUSD,Long,2024-01-16T02:15:00,2024-01-16T02:51:38,-116.13,2024-01-16 02:15:00+00:00,2024-01-16 02:51:38+00:00,1.0516717325227964,1.0695517774343122,1.0695517774343122,0.9651324965132496,LVN,LVN XAUUSD optimized
80,LVN XAUUSD optimized,XAUUSD,Short,2024-01-16T07:15:00,2024-01-16T08:33:41,214.75,2024-01-16 07:15:00+00:00,2024-01-16 08:33:41+00:00,1.0854816824966078,1.13314447592068,1.1412268188302426,1.2558869701726845,LVN,LVN XAUUSD optimized
81,LVN XAUUSD optimized,XAUUSD,Long,2024-01-17T06:45:00,2024-01-17T07:41:55,218.77,2024-01-17 06:45:00+00:00,2024-01-17 07:41:55+00:00,1.2107765451664025,1.3356643356643356,1.2861952861952861,0.9339853300733496,LVN,LVN XAUUSD optimized
82,LVN XAUUSD optimized,XAUUSD,Long,2024-01-17T14:30:00,2024-01-17T14:55:29,-114.3,2024-01-17 14:30:00+00:00,2024-01-17 14:55:29+00:00,0.7845394736842105,0.9695121951219512,0.928919182083739,0.7221801665404997,LVN,LVN XAUUSD optimized
83,LVN XAUUSD optimized,XAUUSD,Short,2024-01-18T03:15:00,2024-01-18T06:18:34,-112.83,2024-01-18 03:15:00+00:00,2024-01-18 06:18:34+00:00,0.7189349112426036,0.8663101604278075,0.8307692307692308,0.7967213114754098,LVN,LVN XAUUSD optimized
84,LVN XAUUSD optimized,XAUUSD,Short,2024-01-18T07:30:00,2024-01-18T12:05:04,-112.52,2024-01-18 07:30:00+00:00,2024-01-18 12:05:04+00:00,0.7479674796747967,0.8541114058355438,0.8702702702702703,0.9415204678362573,LVN,LVN XAUUSD optimized
85,LVN XAUUSD optimized,XAUUSD,Long,2024-01-25T10:15:00,2024-01-25T13:30:31,-106.64,2024-01-25 10:15:00+00:00,2024-01-25 13:30:31+00:00,1.0979133226324238,1.0395136778115501,1.0426829268292683,1.0316742081447965,LVN,LVN XAUUSD optimized
86,LVN XAUUSD optimized,XAUUSD,Long,2024-01-25T13:45:00,2024-01-26T14:00:00,48.06,2024-01-25 13:45:00+00:00,2024-01-26 14:00:00+00:00,1.2155756207674944,1.6920659858601728,1.6268882175226587,2.8758344459279037,LVN,LVN XAUUSD optimized
87,LVN XAUUSD optimized,XAUUSD,Long,2024-01-30T14:30:00,2024-01-30T15:16:31,-102.33,2024-01-30 14:30:00+00:00,2024-01-30 15:16:31+00:00,1.94577685088634,1.9021406727828747,1.864135864135864,1.8475247524752476,LVN,LVN XAUUSD optimized
88,LVN XAUUSD optimized,XAUUSD,Short,2024-02-02T07:30:00,2024-02-02T09:57:38,213.61,2024-02-02 07:30:00+00:00,2024-02-02 09:57:38+00:00,0.9664233576642336,0.9297752808988764,0.9323943661971831,1.097844112769486,LVN,LVN XAUUSD optimized
89,LVN XAUUSD optimized,XAUUSD,Short,2024-02-02T13:30:00,2024-02-02T13:30:41,219.32,2024-02-02 13:30:00+00:00,2024-02-02 13:30:41+00:00,1.2231884057971014,1.0774468085106383,1.238747553816047,2.0754098360655737,LVN,LVN XAUUSD optimized
90,LVN XAUUSD optimized,XAUUSD,Short,2024-02-12T14:00:00,2024-02-13T10:45:28,-113.82,2024-02-12 14:00:00+00:00,2024-02-13 10:45:28+00:00,0.830999066293184,0.8142726440988106,0.7626392459297343,1.1528497409326426,LVN,LVN XAUUSD optimized
91,LVN XAUUSD optimized,XAUUSD,Long,2024-02-15T08:15:00,2024-02-15T13:30:23,223.36,2024-02-15 08:15:00+00:00,2024-02-15 13:30:23+00:00,0.9692307692307692,0.8677685950413223,0.8467741935483871,1.1559633027522935,LVN,LVN XAUUSD optimized
92,LVN XAUUSD optimized,XAUUSD,Short,2024-02-16T09:45:00,2024-02-16T10:41:28,-122.57,2024-02-16 09:45:00+00:00,2024-02-16 10:41:28+00:00,0.89171974522293,0.8874801901743264,0.865533230293663,0.9459459459459459,LVN,LVN XAUUSD optimized
93,LVN XAUUSD optimized,XAUUSD,Long,2024-02-16T10:45:00,2024-02-16T13:30:21,-116.76,2024-02-16 10:45:00+00:00,2024-02-16 13:30:21+00:00,0.9863481228668942,0.9763513513513513,0.9429037520391517,1.12015503875969,LVN,LVN XAUUSD optimized
94,LVN XAUUSD optimized,XAUUSD,Long,2024-02-18T23:15:00,2024-02-18T23:22:16,-128.26,2024-02-18 23:15:00+00:00,2024-02-18 23:22:16+00:00,3.63768115942029,3.6115107913669067,3.079754601226994,2.5809768637532136,LVN,LVN XAUUSD optimized
95,LVN XAUUSD optimized,XAUUSD,Long,2024-02-23T16:45:00,2024-02-25T23:15:00,-42.11,2024-02-23 16:45:00+00:00,2024-02-25 23:15:00+00:00,1.492154065620542,1.407806191117093,1.3274111675126903,0.990530303030303,LVN,LVN XAUUSD optimized
96,LVN XAUUSD optimized,XAUUSD,Long,2024-02-26T08:30:00,2024-02-26T09:14:29,-110.9,2024-02-26 08:30:00+00:00,2024-02-26 09:14:29+00:00,1.0732436472346787,1.0748502994011977,0.9849108367626886,1.1986644407345577,LVN,LVN XAUUSD optimized
97,LVN XAUUSD optimized,XAUUSD,Short,2024-02-27T09:00:00,2024-02-27T10:38:23,215.6,2024-02-27 09:00:00+00:00,2024-02-27 10:38:23+00:00,1.167464114832536,1.1473354231974922,1.107413010590015,1.2,LVN,LVN XAUUSD optimized
98,LVN XAUUSD optimized,XAUUSD,Long,2024-02-29T13:45:00,2024-03-01T14:00:00,49.61,2024-02-29 13:45:00+00:00,2024-03-01 14:00:00+00:00,2.482613277133825,2.1814814814814816,1.9535655058043118,3.6870109546165883,LVN,LVN XAUUSD optimized
