number,ea,symbol,side,volume,open_time,close_time,open_price,close_price,net_profit,result,source,entry_comment,exit_comment,cache_slug,cache_mode,cache_period,price_move,price_move_unit,pip_size,estimated_r,estimated_risk_cash,configured_risk_pct,r_is_estimate,open_dt,close_dt,clock10,clock20,clock40,rolling20,family,strategy
1,LTA Volume Profile — Standard,XAUUSD,Short,0.34,2023-09-05T02:00:00,2023-09-05T04:42:00,1935.825,1938.778,-102.27,Loss,Precomputed native MT5 deals,LTA EM4-Continuation PD-VAL MOM,sl 1938.747,lta-volume-profile,standard,3y,-29.53,pips,0.1,-1.02,100.0,1.0,True,2023-09-05 02:00:00+00:00,2023-09-05 04:42:00+00:00,1.0919117647058822,1.0569395017793595,1.0348432055749128,1.5309278350515463,LTA,LTA XAU current
2,LTA Volume Profile — Standard,XAUUSD,Short,0.49,2023-09-05T05:45:00,2023-09-05T09:34:33,1937.048,1930.99,294.14,Win,Precomputed native MT5 deals,LTA EM1-DoubleWick PD-VAL MOM,tp 1930.994,lta-volume-profile,standard,3y,60.58,pips,0.1,2.97,98.98,1.0,True,2023-09-05 05:45:00+00:00,2023-09-05 09:34:33+00:00,1.1454545454545455,1.0909090909090908,0.9824561403508771,1.4566473988439306,LTA,LTA XAU current
3,LTA Volume Profile — Standard,XAUUSD,Short,1.47,2023-09-06T00:15:00,2023-09-06T04:22:29,1926.289,1926.978,-109.38,Loss,Precomputed native MT5 deals,LTA EM1-DoubleWick PD-POC MOM,sl 1926.978,lta-volume-profile,standard,3y,-6.89,pips,0.1,-1.07,101.92,1.0,True,2023-09-06 00:15:00+00:00,2023-09-06 04:22:29+00:00,0.8753799392097265,0.8597014925373134,0.75,1.28,LTA,LTA XAU current
4,LTA Volume Profile — Standard,XAUUSD,Short,0.69,2023-09-06T07:00:00,2023-09-06T10:10:33,1926.099,1927.572,-105.44,Loss,Precomputed native MT5 deals,LTA EM1-DoubleWick PD-POC MOM,sl 1927.549,lta-volume-profile,standard,3y,-14.73,pips,0.1,-1.05,100.82,1.0,True,2023-09-06 07:00:00+00:00,2023-09-06 10:10:33+00:00,1.0038461538461538,0.9613259668508287,0.8817567567567568,1.05668016194332,LTA,LTA XAU current
5,LTA Volume Profile — Standard,XAUUSD,Short,0.67,2023-09-07T07:00:00,2023-09-07T09:20:53,1918.427,1919.905,-102.72,Loss,Precomputed native MT5 deals,LTA EM1-DoubleWick PD-VAL MOM,sl 1919.905,lta-volume-profile,standard,3y,-14.78,pips,0.1,-1.03,99.77,1.0,True,2023-09-07 07:00:00+00:00,2023-09-07 09:20:53+00:00,1.0384615384615385,0.994475138121547,0.9152542372881356,1.0865191146881288,LTA,LTA XAU current
6,LTA Volume Profile — Standard,XAUUSD,Short,0.14,2023-09-07T12:15:00,2023-09-08T13:58:37,1921.59,1928.597,-98.87,Loss,Precomputed native MT5 deals,LTA EM1-DoubleWick Supply(PERIO,sl 1928.595,lta-volume-profile,standard,3y,-70.07,pips,0.1,-1.0,98.74,1.0,True,2023-09-07 12:15:00+00:00,2023-09-08 13:58:37+00:00,1.0112359550561798,0.9574468085106383,0.8898305084745762,1.2857142857142858,LTA,LTA XAU current
7,LTA Volume Profile — Standard,XAUUSD,Short,1.34,2023-09-12T08:45:00,2023-09-12T10:35:17,1920.728,1918.484,293.32,Win,Precomputed native MT5 deals,LTA EM1-DoubleWick PD-VAL MOM,tp 1918.547,lta-volume-profile,standard,3y,22.44,pips,0.1,3.0,97.75,1.0,True,2023-09-12 08:45:00+00:00,2023-09-12 10:35:17+00:00,1.1327433628318584,1.0666666666666667,0.9570093457943926,1.0364372469635628,LTA,LTA XAU current
8,LTA Volume Profile — Standard,XAUUSD,Short,1.23,2023-09-13T01:00:00,2023-09-13T01:15:36,1912.565,1913.391,-108.36,Loss,Precomputed native MT5 deals,LTA EM1-DoubleWick PD-POC MOM,sl 1913.383,lta-volume-profile,standard,3y,-8.26,pips,0.1,-1.08,100.69,1.0,True,2023-09-13 01:00:00+00:00,2023-09-13 01:15:36+00:00,1.1894736842105262,1.2349726775956285,1.048723897911833,1.5374149659863945,LTA,LTA XAU current
9,LTA Volume Profile — Standard,XAUUSD,Short,0.56,2023-09-13T01:30:00,2023-09-13T12:30:14,1912.122,1913.91,-103.21,Loss,Precomputed native MT5 deals,LTA EM1-DoubleWick PD-POC MOM,sl 1913.900,lta-volume-profile,standard,3y,-17.88,pips,0.1,-1.04,99.6,1.0,True,2023-09-13 01:30:00+00:00,2023-09-13 12:30:14+00:00,1.0416666666666667,0.985663082437276,0.9369676320272572,1.5625,LTA,LTA XAU current
10,LTA Volume Profile — Standard,XAUUSD,Short,0.52,2023-09-14T01:30:00,2023-09-14T07:49:40,1911.123,1905.471,291.05,Win,Precomputed native MT5 deals,LTA EM4-Continuation PD-POC MOM,tp 1905.471,lta-volume-profile,standard,3y,56.52,pips,0.1,2.95,98.57,1.0,True,2023-09-14 01:30:00+00:00,2023-09-14 07:49:40+00:00,0.9672727272727273,0.9672727272727273,0.9204152249134948,1.3434343434343434,LTA,LTA XAU current
11,LTA Volume Profile — Standard,XAUUSD,Short,0.36,2023-09-14T12:30:00,2023-09-14T14:54:05,1907.678,1910.47,-102.49,Loss,Precomputed native MT5 deals,LTA EM1-DoubleWick PD-VAL MOM,sl 1910.467,lta-volume-profile,standard,3y,-27.92,pips,0.1,-1.01,101.48,1.0,True,2023-09-14 12:30:00+00:00,2023-09-14 14:54:05+00:00,1.5030750307503076,1.4427390791027155,1.3268186753528772,2.4938775510204083,LTA,LTA XAU current
12,LTA Volume Profile — Standard,XAUUSD,Short,1.16,2023-09-15T00:30:00,2023-09-15T00:35:31,1910.442,1911.306,-106.61,Loss,Precomputed native MT5 deals,LTA EM1-DoubleWick PD-VAH MOM,sl 1911.306,lta-volume-profile,standard,3y,-8.64,pips,0.1,-1.06,100.46,1.0,True,2023-09-15 00:30:00+00:00,2023-09-15 00:35:31+00:00,1.3188854489164086,1.2754491017964071,1.23121387283237,1.7317073170731707,LTA,LTA XAU current
13,LTA Volume Profile — Standard,XAUUSD,Short,1.54,2023-09-15T01:15:00,2023-09-15T01:17:59,1911.064,1911.717,-109.03,Loss,Precomputed native MT5 deals,LTA EM1-DoubleWick PD-VAH MOM,sl 1911.707,lta-volume-profile,standard,3y,-6.53,pips,0.1,-1.1,99.39,1.0,True,2023-09-15 01:15:00+00:00,2023-09-15 01:17:59+00:00,0.9543859649122807,1.0729783037475344,0.9963369963369964,1.536723163841808,LTA,LTA XAU current
14,LTA Volume Profile — Standard,XAUUSD,Long,1.7,2023-09-20T01:00:00,2023-09-20T01:03:38,1930.811,1930.227,-108.63,Loss,Precomputed native MT5 deals,LTA EM1-DoubleWick PD-VAL MOM,sl 1930.235,lta-volume-profile,standard,3y,-5.84,pips,0.1,-1.11,98.3,1.0,True,2023-09-20 01:00:00+00:00,2023-09-20 01:03:38+00:00,0.7304347826086957,0.8865435356200527,0.7962085308056872,1.3176470588235294,LTA,LTA XAU current
15,LTA Volume Profile — Standard,XAUUSD,Long,1.45,2023-09-20T03:00:00,2023-09-20T04:30:05,1930.81,1930.134,-106.0,Loss,Precomputed native MT5 deals,LTA EM1-DoubleWick PD-VAL MOM,sl 1930.140,lta-volume-profile,standard,3y,-6.76,pips,0.1,-1.09,97.21,1.0,True,2023-09-20 03:00:00+00:00,2023-09-20 04:30:05+00:00,0.9389473684210526,0.9780701754385965,0.9158110882956879,0.9612068965517241,LTA,LTA XAU current
16,LTA Volume Profile — Standard,XAUUSD,Long,0.59,2023-09-21T06:15:00,2023-09-21T07:00:38,1929.226,1927.612,-98.47,Loss,Precomputed native MT5 deals,LTA EM1-DoubleWick Demand(PERIO,sl 1927.621,lta-volume-profile,standard,3y,-16.14,pips,0.1,-1.02,96.15,1.0,True,2023-09-21 06:15:00+00:00,2023-09-21 07:00:38+00:00,0.8878357030015798,1.0089766606822261,0.939799331103679,1.4673629242819843,LTA,LTA XAU current
17,LTA Volume Profile — Standard,XAUUSD,Long,0.88,2023-09-21T07:30:00,2023-09-21T07:31:16,1928.135,1927.061,-99.35,Loss,Precomputed native MT5 deals,LTA EM1-DoubleWick Demand(PERIO,sl 1927.064,lta-volume-profile,standard,3y,-10.74,pips,0.1,-1.04,95.17,1.0,True,2023-09-21 07:30:00+00:00,2023-09-21 07:31:16+00:00,0.946236559139785,0.967032967032967,0.9230769230769231,0.967032967032967,LTA,LTA XAU current
18,LTA Volume Profile — Standard,XAUUSD,Long,0.33,2023-09-25T08:45:00,2023-09-25T14:19:18,1923.668,1920.818,-95.87,Loss,Precomputed native MT5 deals,LTA EM1-DoubleWick PW-VAL MOM,sl 1920.820,lta-volume-profile,standard,3y,-28.5,pips,0.1,-1.02,94.18,1.0,True,2023-09-25 08:45:00+00:00,2023-09-25 14:19:18+00:00,1.1735537190082646,1.2456140350877194,1.1181102362204725,0.9311475409836065,LTA,LTA XAU current
19,LTA Volume Profile — Standard,XAUUSD,Short,0.69,2023-09-28T00:45:00,2023-09-28T06:10:36,1876.341,1877.697,-97.36,Loss,Precomputed native MT5 deals,LTA EM1-DoubleWick PD-POC MOM,sl 1877.688,lta-volume-profile,standard,3y,-13.56,pips,0.1,-1.04,93.22,1.0,True,2023-09-28 00:45:00+00:00,2023-09-28 06:10:36+00:00,1.7537537537537538,1.8481012658227849,1.8193146417445483,1.6404494382022472,LTA,LTA XAU current
20,LTA Volume Profile — Standard,XAUUSD,Short,0.5,2023-09-28T06:15:00,2023-09-28T07:17:24,1875.907,1877.741,-94.45,Loss,Precomputed native MT5 deals,LTA EM1-DoubleWick PD-POC MOM,sl 1877.733,lta-volume-profile,standard,3y,-18.34,pips,0.1,-1.02,92.24,1.0,True,2023-09-28 06:15:00+00:00,2023-09-28 07:17:24+00:00,1.3133333333333332,1.3996447602131439,1.3848857644991213,1.7990867579908676,LTA,LTA XAU current
21,LTA Volume Profile — Standard,XAUUSD,Short,0.65,2023-09-29T01:30:00,2023-09-29T02:02:27,1865.053,1866.473,-95.88,Loss,Precomputed native MT5 deals,LTA EM1-DoubleWick PD-VAL MOM,sl 1866.452,lta-volume-profile,standard,3y,-14.2,pips,0.1,-1.05,91.3,1.0,True,2023-09-29 01:30:00+00:00,2023-09-29 02:02:27+00:00,0.8597449908925319,0.8581818181818182,0.8458781362007168,1.3760932944606414,LTA,LTA XAU current
22,LTA Volume Profile — Standard,XAUUSD,Short,1.12,2023-09-29T02:30:00,2023-09-29T03:09:32,1866.346,1863.929,264.54,Win,Precomputed native MT5 deals,LTA EM1-DoubleWick PD-VAL MOM,tp 1863.943,lta-volume-profile,standard,3y,24.17,pips,0.1,2.93,90.34,1.0,True,2023-09-29 02:30:00+00:00,2023-09-29 03:09:32+00:00,1.0588235294117647,1.0485436893203883,1.0434782608695652,0.9133192389006343,LTA,LTA XAU current
23,LTA Volume Profile — Standard,XAUUSD,Short,0.16,2023-09-29T08:30:00,2023-09-29T13:14:31,1872.689,1878.42,-92.58,Loss,Precomputed native MT5 deals,LTA EM1-DoubleWick Supply(PERIO,sl 1878.389,lta-volume-profile,standard,3y,-57.31,pips,0.1,-1.0,92.99,1.0,True,2023-09-29 08:30:00+00:00,2023-09-29 13:14:31+00:00,1.2924187725631768,1.3408239700374531,1.335820895522388,1.1135303265940901,LTA,LTA XAU current
24,LTA Volume Profile — Standard,XAUUSD,Short,0.12,2023-09-29T13:45:00,2023-09-29T17:29:35,1872.604,1849.96,271.07,Win,Precomputed native MT5 deals,LTA EM1-DoubleWick Supply(PERIO,tp 1849.975,lta-volume-profile,standard,3y,226.44,pips,0.1,2.94,92.06,1.0,True,2023-09-29 13:45:00+00:00,2023-09-29 17:29:35+00:00,1.5217391304347827,1.5303643724696356,1.4742589703588143,1.4800313234142521,LTA,LTA XAU current
25,LTA Volume Profile — Standard,XAUUSD,Short,0.37,2023-10-02T01:00:00,2023-10-02T09:05:14,1845.466,1837.792,281.9,Win,Precomputed native MT5 deals,LTA EM1-DoubleWick PD-VAL MOM,tp 1837.801,lta-volume-profile,standard,3y,76.74,pips,0.1,2.97,94.77,1.0,True,2023-10-02 01:00:00+00:00,2023-10-02 09:05:14+00:00,1.1206434316353888,1.0398009950248757,1.063613231552163,1.132791327913279,LTA,LTA XAU current
26,LTA Volume Profile — Standard,XAUUSD,Short,0.24,2023-10-03T00:15:00,2023-10-03T08:06:16,1823.093,1827.12,-97.97,Loss,Precomputed native MT5 deals,LTA EM1-DoubleWick PD-VAL MOM,sl 1827.111,lta-volume-profile,standard,3y,-40.27,pips,0.1,-1.0,97.59,1.0,True,2023-10-03 00:15:00+00:00,2023-10-03 08:06:16+00:00,2.857142857142857,2.8656716417910446,2.857142857142857,1.8285714285714285,LTA,LTA XAU current
27,LTA Volume Profile — Standard,XAUUSD,Short,0.51,2023-10-03T09:15:00,2023-10-03T09:29:37,1825.541,1827.435,-99.41,Loss,Precomputed native MT5 deals,LTA EM1-DoubleWick PD-VAL MOM,sl 1827.425,lta-volume-profile,standard,3y,-18.94,pips,0.1,-1.03,96.61,1.0,True,2023-10-03 09:15:00+00:00,2023-10-03 09:29:37+00:00,1.301775147928994,1.4102564102564104,1.4102564102564104,1.02803738317757,LTA,LTA XAU current
28,LTA Volume Profile — Standard,XAUUSD,Short,0.67,2023-10-04T00:15:00,2023-10-04T00:19:23,1822.401,1823.82,-98.76,Loss,Precomputed native MT5 deals,LTA EM1-DoubleWick PD-POC MOM,sl 1823.816,lta-volume-profile,standard,3y,-14.19,pips,0.1,-1.03,95.62,1.0,True,2023-10-04 00:15:00+00:00,2023-10-04 00:19:23+00:00,1.1488095238095237,1.1454005934718101,1.1488095238095237,1.20625,LTA,LTA XAU current
29,LTA Volume Profile — Standard,XAUUSD,Short,0.34,2023-10-04T01:45:00,2023-10-04T09:08:54,1821.793,1824.519,-94.56,Loss,Precomputed native MT5 deals,LTA EM1-DoubleWick PD-VAL MOM,sl 1824.512,lta-volume-profile,standard,3y,-27.26,pips,0.1,-1.0,94.63,1.0,True,2023-10-04 01:45:00+00:00,2023-10-04 09:08:54+00:00,1.2881355932203389,1.2258064516129032,1.1772805507745268,1.2504570383912248,LTA,LTA XAU current
30,LTA Volume Profile — Standard,XAUUSD,Short,0.78,2023-10-05T00:30:00,2023-10-05T00:36:27,1822.378,1823.585,-98.44,Loss,Precomputed native MT5 deals,LTA EM1-DoubleWick PD-POC MOM,sl 1823.566,lta-volume-profile,standard,3y,-12.07,pips,0.1,-1.05,93.68,1.0,True,2023-10-05 00:30:00+00:00,2023-10-05 00:36:27+00:00,1.4183976261127595,1.444108761329305,1.4268656716417911,1.701067615658363,LTA,LTA XAU current
31,LTA Volume Profile — Standard,XAUUSD,Short,0.59,2023-10-05T10:00:00,2023-10-05T10:30:13,1821.981,1823.535,-94.94,Loss,Precomputed native MT5 deals,LTA EM1-DoubleWick PD-POC MOM,sl 1823.526,lta-volume-profile,standard,3y,-15.54,pips,0.1,-1.02,92.7,1.0,True,2023-10-05 10:00:00+00:00,2023-10-05 10:30:13+00:00,1.0526315789473684,1.1538461538461537,1.1637931034482758,0.9294320137693631,LTA,LTA XAU current
32,LTA Volume Profile — Standard,XAUUSD,Short,0.56,2023-10-06T00:30:00,2023-10-06T00:45:54,1820.406,1822.026,-93.8,Loss,Precomputed native MT5 deals,LTA EM1-DoubleWick PD-POC MOM,sl 1822.019,lta-volume-profile,standard,3y,-16.2,pips,0.1,-1.02,91.75,1.0,True,2023-10-06 00:30:00+00:00,2023-10-06 00:45:54+00:00,1.1275964391691395,1.1343283582089552,1.1343283582089552,1.5702479338842976,LTA,LTA XAU current
33,LTA Volume Profile — Standard,XAUUSD,Short,0.55,2023-10-06T01:00:00,2023-10-06T01:38:25,1820.65,1822.296,-93.56,Loss,Precomputed native MT5 deals,LTA EM1-DoubleWick PD-POC MOM,sl 1822.272,lta-volume-profile,standard,3y,-16.46,pips,0.1,-1.03,90.81,1.0,True,2023-10-06 01:00:00+00:00,2023-10-06 01:38:25+00:00,0.8842592592592593,0.8507795100222717,0.9502487562189055,1.1974921630094044,LTA,LTA XAU current
34,LTA Volume Profile — Standard,XAUUSD,Short,0.8,2023-10-24T01:30:00,2023-10-24T02:16:14,1977.814,1978.948,-95.12,Loss,Precomputed native MT5 deals,LTA EM1-DoubleWick PD-VAH MOM,sl 1978.925,lta-volume-profile,standard,3y,-11.34,pips,0.1,-1.06,89.88,1.0,True,2023-10-24 01:30:00+00:00,2023-10-24 02:16:14+00:00,1.2327272727272727,1.2532347504621073,1.2672897196261683,1.364185110663984,LTA,LTA XAU current
35,LTA Volume Profile — Standard,XAUUSD,Short,0.31,2023-10-24T02:45:00,2023-10-24T09:18:27,1978.302,1969.816,261.35,Win,Precomputed native MT5 deals,LTA EM1-DoubleWick PD-VAH MOM,tp 1969.854,lta-volume-profile,standard,3y,84.86,pips,0.1,2.94,88.92,1.0,True,2023-10-24 02:45:00+00:00,2023-10-24 09:18:27+00:00,1.5641547861507128,1.6445396145610278,1.665943600867679,1.1445603576751118,LTA,LTA XAU current
