number,ea,symbol,side,volume,open_time,close_time,open_price,close_price,net_profit,result,source,entry_comment,exit_comment,cache_slug,cache_mode,cache_period,price_move,price_move_unit,pip_size,estimated_r,estimated_risk_cash,configured_risk_pct,r_is_estimate,open_dt,close_dt,clock10,clock20,clock40,rolling20,family,strategy
53,ORB Volume Profile Volume Confirmed — Standard,XAUUSD,Long,0.03,2026-03-24T14:00:00,2026-03-24T17:05:27,4381.828,4398.24,49.07,Win,Precomputed native MT5 deals,ORB RV 3.11 BV 1.46,sl 4398.250,orb-volume-profile-volume-confirmed,standard,3y,164.12,pips,0.1,0.43,114.06,1.0,True,2026-03-24 14:00:00+00:00,2026-03-24 17:05:27+00:00,5.61206305688828,4.8178876140041185,5.1063299033364515,1.4600570613409416,ORB,orb-volume-profile-volume-confirmed
54,ORB Volume Profile Volume Confirmed — Standard,XAUUSD,Short,0.04,2026-03-25T13:50:00,2026-03-25T14:50:41,4552.336,4578.38,-104.4,Loss,Precomputed native MT5 deals,ORB RV 2.15 BV 1.71,sl 4578.366,orb-volume-profile-volume-confirmed,standard,3y,-260.44,pips,0.1,-0.91,114.56,1.0,True,2026-03-25 13:50:00+00:00,2026-03-25 14:50:41+00:00,3.3107677213637476,3.442489160928335,3.9318380425284007,1.7070949791324144,ORB,orb-volume-profile-volume-confirmed
55,ORB Volume Profile Volume Confirmed — Standard,XAUUSD,Short,0.04,2026-04-28T14:05:00,2026-04-28T16:52:39,4566.289,4593.487,-109.01,Loss,Precomputed native MT5 deals,ORB RV 1.25 BV 1.20,sl 4593.457,orb-volume-profile-volume-confirmed,standard,3y,-271.98,pips,0.1,-0.96,113.51,1.0,True,2026-04-28 14:05:00+00:00,2026-04-28 16:52:39+00:00,0.9743702081051479,0.9494130202774813,0.9270529387244685,1.1979531376245625,ORB,orb-volume-profile-volume-confirmed
56,ORB Volume Profile Volume Confirmed — Standard,XAUUSD,Short,0.05,2026-05-07T15:30:00,2026-05-07T17:27:31,4740.255,4692.079,240.6,Win,Precomputed native MT5 deals,ORB RV 0.84 BV 2.52,tp 4692.088,orb-volume-profile-volume-confirmed,standard,3y,481.76,pips,0.1,2.14,112.42,1.0,True,2026-05-07 15:30:00+00:00,2026-05-07 17:27:31+00:00,2.691164327002477,2.6823045267489714,2.249137336093858,2.5166023166023166,ORB,orb-volume-profile-volume-confirmed
57,ORB Volume Profile Volume Confirmed — Standard,XAUUSD,Long,0.05,2026-05-18T13:55:00,2026-05-18T14:05:31,4583.454,4563.438,-100.36,Loss,Precomputed native MT5 deals,ORB RV 1.21 BV 1.34,sl 4563.470,orb-volume-profile-volume-confirmed,standard,3y,-200.16,pips,0.1,-0.87,114.83,1.0,True,2026-05-18 13:55:00+00:00,2026-05-18 14:05:31+00:00,1.306355382619974,1.3629228687415427,1.0622231596709555,1.3368728431112291,ORB,orb-volume-profile-volume-confirmed
58,ORB Volume Profile Volume Confirmed — Standard,XAUUSD,Long,0.06,2026-05-20T14:20:00,2026-05-20T15:15:32,4498.64,4539.969,247.64,Win,Precomputed native MT5 deals,ORB RV 1.04 BV 6.80,tp 4539.928,orb-volume-profile-volume-confirmed,standard,3y,413.29,pips,0.1,2.18,113.82,1.0,True,2026-05-20 14:20:00+00:00,2026-05-20 15:15:32+00:00,5.945517058979106,5.319451017510648,5.2560205751695115,6.8018154311649015,ORB,orb-volume-profile-volume-confirmed
59,ORB Volume Profile Volume Confirmed — Standard,XAUUSD,Long,0.05,2026-05-28T14:10:00,2026-05-28T16:18:38,4439.017,4494.101,275.14,Win,Precomputed native MT5 deals,ORB RV 0.94 BV 1.37,tp 4494.077,orb-volume-profile-volume-confirmed,standard,3y,550.84,pips,0.1,2.37,116.3,1.0,True,2026-05-28 14:10:00+00:00,2026-05-28 16:18:38+00:00,1.0266781411359724,1.0529567519858782,1.0825771324863884,1.3748199366176894,ORB,orb-volume-profile-volume-confirmed
60,ORB Volume Profile Volume Confirmed — Standard,XAUUSD,Short,0.06,2026-06-04T13:55:00,2026-06-04T19:55:00,4498.841,4478.274,123.08,Win,Precomputed native MT5 deals,ORB RV 1.02 BV 1.72,,orb-volume-profile-volume-confirmed,standard,3y,205.67,pips,0.1,1.03,119.05,1.0,True,2026-06-04 13:55:00+00:00,2026-06-04 19:55:00+00:00,0.8403327246906066,0.9954337899543378,1.0433249370277078,1.7215295095594347,ORB,orb-volume-profile-volume-confirmed
61,ORB Volume Profile Volume Confirmed — Standard,XAUUSD,Short,0.05,2026-06-08T14:00:00,2026-06-08T19:55:00,4327.162,4328.456,-6.75,Loss,Precomputed native MT5 deals,ORB RV 1.45 BV 1.50,,orb-volume-profile-volume-confirmed,standard,3y,-12.94,pips,0.1,-0.06,120.28,1.0,True,2026-06-08 14:00:00+00:00,2026-06-08 19:55:00+00:00,1.2846675712347355,1.1903444807643953,1.3721739130434782,1.4976273331224297,ORB,orb-volume-profile-volume-confirmed
62,ORB Volume Profile Volume Confirmed — Standard,XAUUSD,Long,0.06,2026-06-22T14:50:00,2026-06-22T15:39:30,4201.483,4182.051,-116.92,Loss,Precomputed native MT5 deals,ORB RV 0.94 BV 1.27,sl 4182.075,orb-volume-profile-volume-confirmed,standard,3y,-194.32,pips,0.1,-0.97,120.22,1.0,True,2026-06-22 14:50:00+00:00,2026-06-22 15:39:30+00:00,1.0838904464093164,1.5290538484940674,1.5725907384230289,1.2688714970966928,ORB,orb-volume-profile-volume-confirmed
63,ORB Volume Profile Volume Confirmed — Standard,XAUUSD,Long,0.04,2026-06-25T15:25:00,2026-06-25T19:55:00,4037.967,4026.527,-45.98,Loss,Precomputed native MT5 deals,ORB RV 1.91 BV 1.53,,orb-volume-profile-volume-confirmed,standard,3y,-114.4,pips,0.1,-0.39,119.05,1.0,True,2026-06-25 15:25:00+00:00,2026-06-25 19:55:00+00:00,3.5668743129351412,3.1914754098360656,3.3880960668290987,1.5264230829543672,ORB,orb-volume-profile-volume-confirmed
64,ORB Volume Profile Volume Confirmed — Standard,XAUUSD,Short,0.07,2026-07-08T14:05:00,2026-07-08T15:24:31,4066.237,4027.45,271.12,Win,Precomputed native MT5 deals,ORB RV 1.29 BV 1.23,tp 4027.460,orb-volume-profile-volume-confirmed,standard,3y,387.87,pips,0.1,2.29,118.59,1.0,True,2026-07-08 14:05:00+00:00,2026-07-08 15:24:31+00:00,1.457595086227262,1.457595086227262,1.433550185873606,1.2288388767177854,ORB,orb-volume-profile-volume-confirmed
65,ORB Volume Profile Volume Confirmed — Standard,XAUUSD,Short,0.07,2026-07-14T14:20:00,2026-07-14T14:34:42,4073.014,4090.188,-120.61,Loss,Precomputed native MT5 deals,ORB RV 1.36 BV 1.23,sl 4090.188,orb-volume-profile-volume-confirmed,standard,3y,-171.74,pips,0.1,-0.99,121.3,1.0,True,2026-07-14 14:20:00+00:00,2026-07-14 14:34:42+00:00,1.2882882882882882,1.200763358778626,1.200763358778626,1.229626734414696,ORB,orb-volume-profile-volume-confirmed
66,ORB Volume Profile Volume Confirmed — Standard,XAUUSD,Short,0.12,2026-07-29T13:55:00,2026-07-29T14:18:42,4009.134,4009.149,-0.84,Loss,Precomputed native MT5 deals,ORB RV 0.98 BV 1.35,sl 4009.134,orb-volume-profile-volume-confirmed,standard,3y,-0.15,pips,0.1,-0.01,120.09,1.0,True,2026-07-29 13:55:00+00:00,2026-07-29 14:18:42+00:00,1.0238095238095237,1.019946091644205,0.791135270750575,1.3470986116055537,ORB,orb-volume-profile-volume-confirmed
67,ORB Volume Profile Volume Confirmed — Standard,XAUUSD,Long,0.06,2026-08-05T14:05:00,2026-08-05T15:03:42,4210.64,4258.753,288.35,Win,Precomputed native MT5 deals,ORB RV 1.16 BV 1.21,tp 4258.753,orb-volume-profile-volume-confirmed,standard,3y,481.13,pips,0.1,2.4,120.08,1.0,True,2026-08-05 14:05:00+00:00,2026-08-05 15:03:42+00:00,1.059448520111308,0.9882019820670127,0.9882019820670127,1.213561286583599,ORB,orb-volume-profile-volume-confirmed
68,ORB Volume Profile Volume Confirmed — Standard,XAUUSD,Long,0.07,2026-08-10T14:30:00,2026-08-10T19:24:41,4345.757,4387.945,294.93,Win,Precomputed native MT5 deals,ORB RV 0.80 BV 1.38,tp 4387.899,orb-volume-profile-volume-confirmed,standard,3y,421.88,pips,0.1,2.4,122.97,1.0,True,2026-08-10 14:30:00+00:00,2026-08-10 19:24:41+00:00,1.2095741720011133,1.1877562175457774,1.094159113796576,1.3823155216284988,ORB,orb-volume-profile-volume-confirmed
