number,ea,symbol,side,volume,open_time,close_time,open_price,close_price,net_profit,result,source,entry_comment,exit_comment,cache_slug,cache_mode,cache_period,price_move,price_move_unit,pip_size,estimated_r,estimated_risk_cash,configured_risk_pct,r_is_estimate,open_dt,close_dt,clock10,clock20,clock40,rolling20,family,strategy
1,US100 ORB New York M30 — Standard,USTEC,Short,2.18,2023-09-12T14:30:00,2023-09-12T19:55:00,15394.27,15323.11,153.77,Win,Precomputed native MT5 deals,ORB RV 0.92 BV 2.08,,us100-orb-new-york-m30,standard,3y,71.16,points,1.0,1.54,100.0,1.0,True,2023-09-12 14:30:00+00:00,2023-09-12 19:55:00+00:00,1.1214953271028036,1.0603829160530192,1.0810810810810811,1.180327868852459,ORB,us100-orb-new-york-m30
2,US100 ORB New York M30 — Standard,USTEC,Long,1.43,2023-09-13T15:00:00,2023-09-13T19:55:00,15374.35,15359.31,-22.4,Loss,Precomputed native MT5 deals,ORB RV 1.03 BV 1.83,,us100-orb-new-york-m30,standard,3y,-15.04,points,1.0,-0.22,101.54,1.0,True,2023-09-13 15:00:00+00:00,2023-09-13 19:55:00+00:00,1.0588235294117647,1.0552763819095476,1.0194174757281553,0.8936170212765957,ORB,us100-orb-new-york-m30
3,US100 ORB New York M30 — Standard,USTEC,Short,2.67,2023-11-06T17:30:00,2023-11-06T20:55:00,15133.22,15146.26,-36.49,Loss,Precomputed native MT5 deals,ORB RV 0.81 BV 1.38,,us100-orb-new-york-m30,standard,3y,-13.04,points,1.0,-0.36,101.31,1.0,True,2023-11-06 17:30:00+00:00,2023-11-06 20:55:00+00:00,0.81195079086116,0.7764705882352941,0.8523985239852399,0.9565217391304348,ORB,us100-orb-new-york-m30
4,US100 ORB New York M30 — Standard,USTEC,Short,2.37,2023-11-16T16:30:00,2023-11-16T17:06:27,15761.23,15804.03,-102.92,Loss,Precomputed native MT5 deals,ORB RV 0.82 BV 1.63,sl 15803.75,us100-orb-new-york-m30,standard,3y,-42.8,points,1.0,-1.02,100.95,1.0,True,2023-11-16 16:30:00+00:00,2023-11-16 17:06:27+00:00,1.1111111111111112,1.0163339382940109,1.0389610389610389,0.9210526315789473,ORB,us100-orb-new-york-m30
5,US100 ORB New York M30 — Standard,USTEC,Long,2.89,2024-01-29T16:30:00,2024-01-29T20:20:35,17465.9,17604.53,398.83,Win,Precomputed native MT5 deals,ORB RV 0.86 BV 1.88,tp 17604.18,us100-orb-new-york-m30,standard,3y,138.63,points,1.0,3.99,99.92,1.0,True,2024-01-29 16:30:00+00:00,2024-01-29 20:20:35+00:00,0.9018987341772152,0.8962264150943396,0.9047619047619048,0.8419497784342689,ORB,us100-orb-new-york-m30
6,US100 ORB New York M30 — Standard,USTEC,Long,1.65,2024-03-19T16:00:00,2024-03-19T19:55:00,17940.55,18053.15,184.76,Win,Precomputed native MT5 deals,ORB RV 1.42 BV 1.35,,us100-orb-new-york-m30,standard,3y,112.6,points,1.0,1.78,103.91,1.0,True,2024-03-19 16:00:00+00:00,2024-03-19 19:55:00+00:00,0.9023668639053254,0.9159159159159159,0.9159159159159159,0.9050445103857567,ORB,us100-orb-new-york-m30
7,US100 ORB New York M30 — Standard,USTEC,Short,1.49,2024-04-01T15:00:00,2024-04-01T19:55:00,18291.29,18310.04,-28.87,Loss,Precomputed native MT5 deals,ORB RV 0.90 BV 3.46,,us100-orb-new-york-m30,standard,3y,-18.75,points,1.0,-0.27,105.76,1.0,True,2024-04-01 15:00:00+00:00,2024-04-01 19:55:00+00:00,1.0,0.8679245283018868,0.8121059268600253,0.822477650063857,ORB,us100-orb-new-york-m30
8,US100 ORB New York M30 — Standard,USTEC,Short,1.76,2024-04-02T16:00:00,2024-04-02T17:00:02,18044.01,18103.98,-106.65,Loss,Precomputed native MT5 deals,ORB RV 1.21 BV 1.34,sl 18103.91,us100-orb-new-york-m30,standard,3y,-59.97,points,1.0,-1.01,105.47,1.0,True,2024-04-02 16:00:00+00:00,2024-04-02 17:00:02+00:00,1.0267379679144386,0.9320388349514563,0.8888888888888888,0.9846153846153847,ORB,us100-orb-new-york-m30
9,US100 ORB New York M30 — Standard,USTEC,Long,1.79,2024-04-08T14:30:00,2024-04-08T15:45:40,18168.62,18110.24,-105.62,Loss,Precomputed native MT5 deals,ORB RV 1.16 BV 2.30,sl 18110.61,us100-orb-new-york-m30,standard,3y,-58.38,points,1.0,-1.01,104.4,1.0,True,2024-04-08 14:30:00+00:00,2024-04-08 15:45:40+00:00,1.2170212765957447,1.1657608695652173,1.2902255639097744,0.9336235038084875,ORB,us100-orb-new-york-m30
10,US100 ORB New York M30 — Standard,USTEC,Short,1.88,2024-04-12T14:30:00,2024-04-12T19:55:00,18112.78,18007.48,196.78,Win,Precomputed native MT5 deals,ORB RV 0.99 BV 2.19,,us100-orb-new-york-m30,standard,3y,105.3,points,1.0,1.9,103.34,1.0,True,2024-04-12 14:30:00+00:00,2024-04-12 19:55:00+00:00,0.9128205128205128,0.9128205128205128,1.051698670605613,0.9035532994923858,ORB,us100-orb-new-york-m30
11,US100 ORB New York M30 — Standard,USTEC,Long,1.48,2024-04-16T15:30:00,2024-04-16T17:30:41,17762.22,17691.02,-106.31,Loss,Precomputed native MT5 deals,ORB RV 1.11 BV 1.48,sl 17691.22,us100-orb-new-york-m30,standard,3y,-71.2,points,1.0,-1.01,105.31,1.0,True,2024-04-16 15:30:00+00:00,2024-04-16 17:30:41+00:00,1.0631741140215716,1.1694915254237288,0.9857142857142858,0.7624309392265194,ORB,us100-orb-new-york-m30
12,US100 ORB New York M30 — Standard,USTEC,Long,1.37,2024-05-03T16:00:00,2024-05-03T19:55:00,17887.52,17903.38,20.87,Win,Precomputed native MT5 deals,ORB RV 0.82 BV 1.97,,us100-orb-new-york-m30,standard,3y,15.86,points,1.0,0.2,104.25,1.0,True,2024-05-03 16:00:00+00:00,2024-05-03 19:55:00+00:00,0.8787446504992867,0.8992700729927007,0.9535603715170279,0.6968325791855203,ORB,us100-orb-new-york-m30
