symbol,broker_symbol,candles,days,status
EURUSD,EURUSDm,2584,13,ok
GBPUSD,GBPUSDm,2584,13,ok
USDJPY,USDJPYm,2584,13,ok
USDCHF,USDCHFm,2584,13,ok
USDCAD,USDCADm,2584,13,ok
AUDUSD,AUDUSDm,2584,13,ok
NZDUSD,NZDUSDm,2584,13,ok
EURGBP,EURGBPm,2584,13,ok
EURJPY,EURJPYm,2584,13,ok
GBPJPY,GBPJPYm,2584,13,ok
