date,opened_at,closed_at,symbol,direction,result,r_multiple,requested_risk,actual_risk,actual_risk_percent,raw_lot,lot,minimum_lot_override,pnl,balance_before,balance_after,level_after
2026-05-28,2026-05-28 23:30:00,2026-05-29 06:00:00,EURGBP,SELL,timeout,0.0647,4.6,4.49,22.44,0.0205,0.02,False,0.29,20.0,20.29,1
2026-06-02,2026-06-02 23:30:00,2026-06-03 06:00:00,EURGBP,BUY,timeout,0.1235,4.67,4.49,22.11,0.0208,0.02,False,0.55,20.29,20.84,1
2026-06-03,2026-06-03 23:30:00,2026-06-04 06:00:00,EURGBP,BUY,timeout,-0.2235,4.79,4.49,21.53,0.0214,0.02,False,-1.0,20.84,19.84,1
2026-06-04,2026-06-04 23:30:00,2026-06-05 06:00:00,EURGBP,BUY,timeout,-0.0824,4.56,4.49,22.62,0.0203,0.02,False,-0.37,19.84,19.47,1
2026-06-09,2026-06-09 23:30:00,2026-06-10 06:00:00,EURGBP,BUY,timeout,-0.1235,4.48,2.24,11.52,0.02,0.01,False,-0.28,19.47,19.19,1
2026-06-10,2026-06-11 00:00:00,2026-06-11 06:00:00,EURGBP,BUY,timeout,-0.3588,4.41,2.24,11.69,0.0197,0.01,False,-0.81,19.19,18.39,1
2026-06-11,2026-06-11 23:30:00,2026-06-12 06:00:00,EURGBP,SELL,timeout,0.1176,4.23,2.24,12.2,0.0189,0.01,False,0.26,18.39,18.65,1
2026-06-16,2026-06-16 23:30:00,2026-06-17 06:00:00,EURGBP,BUY,timeout,0.1,4.29,2.24,12.03,0.0191,0.01,False,0.22,18.65,18.88,1
2026-06-17,2026-06-17 23:30:00,2026-06-18 06:00:00,EURGBP,SELL,timeout,-0.1176,4.34,2.24,11.88,0.0194,0.01,False,-0.26,18.88,18.61,1
2026-06-18,2026-06-18 23:30:00,2026-06-19 06:00:00,EURGBP,SELL,timeout,0.8647,4.28,2.24,12.05,0.0191,0.01,False,1.94,18.61,20.55,1
2026-06-23,2026-06-23 23:45:00,2026-06-24 06:00:00,EURGBP,SELL,timeout,0.5118,4.73,4.49,21.83,0.0211,0.02,False,2.3,20.55,22.85,1
2026-06-24,2026-06-24 23:30:00,2026-06-25 06:00:00,EURGBP,BUY,timeout,-0.2647,5.26,4.49,19.64,0.0234,0.02,False,-1.19,22.85,21.66,1
2026-06-25,2026-06-25 23:30:00,2026-06-26 06:00:00,EURGBP,SELL,timeout,-0.1412,4.98,4.49,20.71,0.0222,0.02,False,-0.63,21.66,21.03,1
