symbol,range_minutes,rr,month,date,opened_at,closed_at,direction,entry,stop_loss,take_profit,exit_price,result,r_multiple,spread_r,spread_points,pnl,range_high,range_low,range_atr,risk_per_lot,lot_min,lot_max,lot_step
AUDUSD,30,1.1764705882352942,2026-05,2026-05-28,2026-05-28 23:30:00,2026-05-29 06:00:00,SELL,0.71622,0.71792,0.71422,0.71657,timeout,-0.2588,0.0529,9.0,-35.0,0.71646,0.71622,1.2399,170.0,0.01,200.0,0.01
EURGBP,30,1.1764705882352942,2026-05,2026-05-28,2026-05-28 23:30:00,2026-05-29 06:00:00,SELL,0.86658,0.86828,0.86458,0.86634,timeout,0.0647,0.0765,13.0,24.0,0.86666,0.86658,0.6588,224.36,0.01,200.0,0.01
EURUSD,30,1.1764705882352942,2026-05,2026-05-28,2026-05-28 23:45:00,2026-05-29 03:45:00,BUY,1.16526,1.16356,1.16726,1.16356,loss,-1.0471,0.0471,8.0,-170.0,1.16526,1.16497,1.2531,170.0,0.01,200.0,0.01
GBPUSD,30,1.1764705882352942,2026-05,2026-05-28,2026-05-28 23:45:00,2026-05-29 06:00:00,BUY,1.34451,1.34281,1.34651,1.34435,timeout,-0.1529,0.0588,10.0,-16.0,1.34451,1.3441,1.3732,170.0,0.01,200.0,0.01
USDCAD,30,1.1764705882352942,2026-05,2026-05-28,2026-05-28 23:45:00,2026-05-29 06:00:00,BUY,1.37834,1.37664,1.38034,1.37842,timeout,-0.0353,0.0824,14.0,8.0,1.37834,1.37812,0.8775,119.78,0.01,200.0,0.01
USDCHF,30,1.1764705882352942,2026-05,2026-05-28,2026-05-29 00:00:00,2026-05-29 06:00:00,SELL,0.78368,0.78538,0.78168,0.78349,timeout,0.0353,0.0765,13.0,19.0,0.7839,0.78368,1.3276,209.92,0.01,200.0,0.01
NZDUSD,30,1.1764705882352942,2026-05,2026-05-28,2026-05-29 00:15:00,2026-05-29 06:00:00,BUY,0.59458,0.59288,0.59658,0.59616,timeout,0.8471,0.0824,14.0,158.0,0.59458,0.59331,4.6789,170.0,0.01,200.0,0.01
AUDUSD,30,1.1764705882352942,2026-06,2026-06-02,2026-06-02 23:30:00,2026-06-03 06:00:00,SELL,0.71718,0.71888,0.71518,0.71601,timeout,0.6353,0.0529,9.0,117.0,0.7178,0.71718,3.4173,170.0,0.01,200.0,0.01
EURGBP,30,1.1764705882352942,2026-06,2026-06-02,2026-06-02 23:30:00,2026-06-03 06:00:00,BUY,0.86373,0.86203,0.86573,0.86407,timeout,0.1235,0.0765,13.0,34.0,0.86373,0.86355,1.1403,224.36,0.01,200.0,0.01
EURJPY,30,1.1764705882352942,2026-06,2026-06-02,2026-06-02 23:30:00,2026-06-03 06:00:00,SELL,185.93,186.1,185.73,185.803,timeout,0.6529,0.0941,16.0,12700.0,185.982,185.93,1.0581,105.11,0.01,200.0,0.01
EURUSD,30,1.1764705882352942,2026-06,2026-06-02,2026-06-02 23:30:00,2026-06-03 06:00:00,SELL,1.16219,1.16389,1.16019,1.16171,timeout,0.2353,0.0471,8.0,48.0,1.16271,1.16219,2.0507,170.0,0.01,200.0,0.01
GBPUSD,30,1.1764705882352942,2026-06,2026-06-02,2026-06-02 23:30:00,2026-06-03 06:00:00,SELL,1.3455,1.3472,1.3435,1.34435,timeout,0.6176,0.0588,10.0,115.0,1.34621,1.3455,2.3224,170.0,0.01,200.0,0.01
USDCAD,30,1.1764705882352942,2026-06,2026-06-02,2026-06-02 23:30:00,2026-06-03 06:00:00,BUY,1.38419,1.38249,1.38619,1.38526,timeout,0.5471,0.0824,14.0,107.0,1.38419,1.3839,1.2378,119.78,0.01,200.0,0.01
USDCHF,30,1.1764705882352942,2026-06,2026-06-02,2026-06-02 23:30:00,2026-06-03 06:00:00,BUY,0.78799,0.78629,0.78999,0.78906,timeout,0.5529,0.0765,13.0,107.0,0.78799,0.78732,2.9684,209.92,0.01,200.0,0.01
USDJPY,30,1.1764705882352942,2026-06,2026-06-02,2026-06-02 23:30:00,2026-06-03 01:45:00,BUY,159.987,159.817,160.187,159.817,loss,-1.0588,0.0588,10.0,-17000.0,159.987,159.945,1.028,105.11,0.01,300.0,0.01
NZDUSD,30,1.1764705882352942,2026-06,2026-06-02,2026-06-02 23:45:00,2026-06-03 06:00:00,SELL,0.59193,0.59363,0.58993,0.59034,timeout,0.8529,0.0824,14.0,159.0,0.59275,0.59193,3.3964,170.0,0.01,200.0,0.01
AUDUSD,30,1.1764705882352942,2026-06,2026-06-03,2026-06-03 23:30:00,2026-06-04 06:00:00,SELL,0.71283,0.71453,0.71083,0.71307,timeout,-0.1941,0.0529,9.0,-24.0,0.71368,0.71283,3.6615,170.0,0.01,200.0,0.01
EURGBP,30,1.1764705882352942,2026-06,2026-06-03,2026-06-03 23:30:00,2026-06-04 06:00:00,BUY,0.86469,0.86299,0.86669,0.86444,timeout,-0.2235,0.0765,13.0,-25.0,0.86469,0.86453,1.2584,224.36,0.01,200.0,0.01
EURJPY,30,1.1764705882352942,2026-06,2026-06-03,2026-06-03 23:30:00,2026-06-04 04:30:00,BUY,185.638,185.468,185.838,185.468,loss,-1.0941,0.0941,16.0,-17000.0,185.638,185.573,1.1111,105.11,0.01,200.0,0.01
