date,opened_at,closed_at,symbol,direction,result,r_multiple,requested_risk,actual_risk,actual_risk_percent,raw_lot,lot,minimum_lot_override,pnl,balance_before,balance_after,level_after
2026-05-28,2026-05-29 00:15:00,2026-05-29 06:00:00,NZDUSD,BUY,timeout,0.8471,4.6,3.4,17.0,0.0271,0.02,False,2.88,20.0,22.88,1
2026-06-02,2026-06-02 23:45:00,2026-06-03 06:00:00,NZDUSD,SELL,timeout,0.8529,5.26,5.1,22.29,0.031,0.03,False,4.35,22.88,27.23,2
2026-06-03,2026-06-04 00:15:00,2026-06-04 06:00:00,NZDUSD,BUY,timeout,-0.1824,6.26,5.1,18.73,0.0368,0.03,False,-0.93,27.23,26.3,2
2026-06-04,2026-06-04 23:45:00,2026-06-05 06:00:00,NZDUSD,SELL,timeout,0.2941,6.05,5.1,19.39,0.0356,0.03,False,1.5,26.3,27.8,2
2026-06-09,2026-06-09 23:30:00,2026-06-10 01:30:00,NZDUSD,SELL,loss,-1.0824,6.39,5.1,18.35,0.0376,0.03,False,-5.52,27.8,22.28,1
2026-06-10,2026-06-10 23:30:00,2026-06-11 06:00:00,NZDUSD,BUY,timeout,-0.2059,5.12,5.1,22.89,0.0301,0.03,False,-1.05,22.28,21.23,1
2026-06-11,2026-06-11 23:30:00,2026-06-12 06:00:00,NZDUSD,SELL,timeout,0.4765,4.88,3.4,16.02,0.0287,0.02,False,1.62,21.23,22.85,1
2026-06-16,2026-06-16 23:30:00,2026-06-17 06:00:00,NZDUSD,BUY,timeout,-0.9412,5.26,5.1,22.32,0.0309,0.03,False,-4.8,22.85,18.05,1
2026-06-17,2026-06-17 23:30:00,2026-06-18 01:30:00,NZDUSD,SELL,loss,-1.0824,4.15,3.4,18.84,0.0244,0.02,False,-3.68,18.05,14.37,1
2026-06-18,2026-06-18 23:30:00,2026-06-19 03:45:00,NZDUSD,SELL,win,1.0941,3.3,1.7,11.83,0.0194,0.01,False,1.86,14.37,16.23,1
2026-06-23,2026-06-23 23:30:00,2026-06-24 06:00:00,NZDUSD,SELL,timeout,0.1294,3.73,3.4,20.95,0.022,0.02,False,0.44,16.23,16.67,1
2026-06-24,2026-06-24 23:30:00,2026-06-25 06:00:00,NZDUSD,SELL,timeout,0.0059,3.83,3.4,20.4,0.0226,0.02,False,0.02,16.67,16.69,1
2026-06-25,2026-06-25 23:30:00,2026-06-26 06:00:00,NZDUSD,SELL,timeout,-0.0706,3.84,3.4,20.37,0.0226,0.02,False,-0.24,16.69,16.45,1
