trades,wins,losses,timeouts,win_rate,net_r,start_balance,final_balance,level,target_balance,target_reached,target_reached_at,max_drawdown_pct,min_balance,minimum_lot_overrides,max_actual_risk_percent,sizing_mode,symbol
13,5,0,8,38.46,5.76,20.0,56.86,4,52399.91,False,,10.42,19.12,0,22.72,mt5_min_step_compounding,AUDUSD
11,1,1,9,9.09,2.37,20.0,28.7,2,52399.91,False,,23.95,20.0,0,22.55,mt5_min_step_compounding,USDCHF
13,1,0,12,7.69,1.41,20.0,24.39,1,52399.91,False,,23.87,18.45,0,21.94,mt5_min_step_compounding,USDCAD
13,0,0,13,0.0,0.47,20.0,21.03,1,52399.91,False,,11.78,18.39,0,22.62,mt5_min_step_compounding,EURGBP
11,4,4,3,36.36,0.6,20.0,20.41,1,52399.91,False,,37.51,14.21,0,22.19,mt5_min_step_compounding,EURJPY
12,3,3,6,25.0,1.01,20.0,20.36,1,52399.91,False,,29.21,17.96,0,22.47,mt5_min_step_compounding,GBPUSD
13,1,2,10,7.69,0.14,20.0,16.45,1,52399.91,False,,48.31,14.37,0,22.89,mt5_min_step_compounding,NZDUSD
12,3,4,5,25.0,-0.59,20.0,14.04,1,52399.91,False,,41.61,14.04,0,22.91,mt5_min_step_compounding,USDJPY
12,1,4,7,8.33,-1.59,20.0,12.48,1,52399.91,False,,37.6,12.48,0,22.79,mt5_min_step_compounding,EURUSD
