starting_balance,ending_balance,net_profit,return_pct,trades,wins,losses,win_rate,net_r,avg_r,avg_spread_r,max_drawdown_pct,timeframe
300.0,285.69,-14.31,-4.77,45,18,27,40.0,0.05,0.001,0.0001,21.38,M30
