bot,symbol,timeframe,month,opened_at,closed_at,direction,entry,stop_loss,take_profit,exit_price,result,r_multiple,setup_score,spread_r,spread_points,atr,reason,balance_before,risk_amount,pnl,balance_after
Trend,BTCUSD,H1,2025-06,2025-06-25 13:00:00,2025-06-25 15:00:00,BUY,107962.47,107201.595,110245.095,107201.595,loss,-1.0284,88,0.0284,2160.0,507.25,EMA trend aligned with ADX breakout.,300.0,15.0,-15.43,284.57
Grid,AUDUSD,M15,2025-06,2025-06-30 04:45:00,2025-06-30 05:00:00,SELL,0.6543,0.654993,0.653329,0.654993,loss,-1.1298,75,0.1298,9.0,0.000514,Range grid sell at upper Bollinger band.,284.57,14.23,-16.08,268.5
Grid,AUDUSD,M15,2025-06,2025-06-30 05:00:00,2025-06-30 07:00:00,SELL,0.65478,0.655494,0.653781,0.653781,win,1.2739,75,0.1261,9.0,0.000529,Range grid sell at upper Bollinger band.,268.5,13.42,17.1,285.6
Trend,BTCUSD,H1,2025-07,2025-07-02 14:00:00,2025-07-02 17:00:00,BUY,108234.51,107558.643214,110262.110357,108910.376786,trail_stop,0.968,88,0.032,2160.0,450.577857,EMA trend aligned with ADX breakout.,285.6,14.28,13.82,299.42
Trend,BTCUSD,H1,2025-07,2025-07-06 21:00:00,2025-07-07 11:00:00,BUY,109225.55,108605.81,111084.77,108605.81,loss,-1.0349,88,0.0349,2160.0,413.16,EMA trend aligned with ADX breakout.,299.42,14.97,-15.49,283.93
Trend,BTCUSD,H1,2025-07,2025-07-08 13:00:00,2025-07-08 14:00:00,BUY,109064.48,108507.370357,110735.808929,108507.370357,loss,-1.0388,87,0.0388,2160.0,371.406429,EMA trend aligned with ADX breakout.,283.93,14.2,-14.75,269.18
Grid,AUDUSD,M15,2025-07,2025-07-09 02:00:00,2025-07-09 02:30:00,SELL,0.65357,0.654266,0.652595,0.652595,win,1.0707,75,0.1293,9.0,0.000516,Range grid sell at upper Bollinger band.,269.18,13.46,14.41,283.59
Grid,AUDUSD,M15,2025-07,2025-07-09 02:30:00,2025-07-09 02:45:00,BUY,0.65206,0.651197,0.653268,0.65206,trail_stop,0.3957,78,0.1043,9.0,0.000639,Range grid buy at lower Bollinger band.,283.59,14.18,5.61,289.2
Grid,AUDUSD,M15,2025-07,2025-07-09 02:45:00,2025-07-09 03:15:00,BUY,0.65188,0.650972,0.653152,0.650972,loss,-1.0991,78,0.0991,9.0,0.000673,Range grid buy at lower Bollinger band.,289.2,14.46,-15.89,273.31
Trend,BTCUSD,H1,2025-07,2025-07-09 19:00:00,2025-07-09 19:00:00,BUY,111729.44,110888.414643,114252.516071,110888.414643,loss,-1.0257,88,0.0257,2160.0,560.683571,EMA trend aligned with ADX breakout.,273.31,13.67,-14.02,259.29
Trend,BTCUSD,H1,2025-07,2025-07-10 16:00:00,2025-07-10 16:00:00,BUY,112617.07,112000.167143,114467.778571,112000.167143,loss,-1.035,87,0.035,2160.0,411.268571,EMA trend aligned with ADX breakout.,259.29,12.96,-13.42,245.88
Trend,BTCUSD,H1,2025-07,2025-07-10 17:00:00,2025-07-10 17:00:00,BUY,113651.76,112935.506786,115800.519643,112935.506786,loss,-1.0302,88,0.0302,2160.0,477.502143,EMA trend aligned with ADX breakout.,245.88,12.29,-12.67,233.21
Trend,BTCUSD,H1,2025-07,2025-07-10 21:00:00,2025-07-10 21:00:00,BUY,116408.87,115177.991429,120101.505714,115177.991429,loss,-1.0175,89,0.0175,2160.0,820.585714,EMA trend aligned with ADX breakout.,233.21,11.66,-11.86,221.35
Grid,AUDUSD,M15,2025-07,2025-07-11 00:15:00,2025-07-11 00:15:00,BUY,0.65646,0.655727,0.657486,0.657486,win,1.2772,76,0.1228,9.0,0.000543,Range grid buy at lower Bollinger band.,221.35,11.07,14.14,235.48
Grid,AUDUSD,M15,2025-07,2025-07-11 00:30:00,2025-07-11 00:45:00,BUY,0.65651,0.655754,0.657568,0.655754,loss,-1.119,76,0.119,9.0,0.00056,Range grid buy at lower Bollinger band.,235.48,11.77,-13.18,222.31
Trend,BTCUSD,H1,2025-07,2025-07-13 12:00:00,2025-07-13 15:00:00,BUY,118372.76,117912.105714,119754.722857,118833.414286,trail_stop,0.9531,86,0.0469,2160.0,307.102857,EMA trend aligned with ADX breakout.,222.31,11.12,10.59,232.9
Trend,BTCUSD,H1,2025-07,2025-07-17 21:00:00,2025-07-18 08:00:00,BUY,120264.44,119021.492857,123993.281429,119021.492857,loss,-1.0174,89,0.0174,2160.0,828.631429,EMA trend aligned with ADX breakout.,232.9,11.64,-11.85,221.05
Trend,BTCUSD,H1,2025-07,2025-07-20 13:00:00,2025-07-20 17:00:00,BUY,118396.72,117924.120357,119814.518929,118396.72,trail_stop,0.4543,86,0.0457,2160.0,315.066429,EMA trend aligned with ADX breakout.,221.05,11.05,5.02,226.07
Grid,AUDUSD,M15,2025-07,2025-07-21 00:00:00,2025-07-21 00:30:00,SELL,0.65139,0.651905,0.650669,0.650669,win,1.2252,71,0.1748,9.0,0.000381,Range grid sell at upper Bollinger band.,226.07,11.3,13.85,239.92
Grid,AUDUSD,M15,2025-07,2025-07-21 00:30:00,2025-07-21 00:45:00,BUY,0.65032,0.64977,0.651089,0.65032,trail_stop,0.3363,72,0.1637,9.0,0.000407,Range grid buy at lower Bollinger band.,239.92,12.0,4.03,243.96
Grid,AUDUSD,M15,2025-07,2025-07-22 05:15:00,2025-07-22 07:45:00,BUY,0.65134,0.65084,0.652041,0.65084,loss,-1.1798,70,0.1798,9.0,0.000371,Range grid buy at lower Bollinger band.,243.96,12.2,-14.39,229.57
Trend,BTCUSD,H1,2025-07,2025-07-22 12:00:00,2025-07-22 13:00:00,BUY,119356.18,118208.748571,122798.474286,118208.748571,loss,-1.0188,89,0.0188,2160.0,764.954286,EMA trend aligned with ADX breakout.,229.57,11.48,-11.69,217.87
Grid,AUDUSD,M15,2025-07,2025-07-23 00:15:00,2025-07-23 00:30:00,SELL,0.65562,0.656129,0.654907,0.65562,trail_stop,0.3232,70,0.1768,9.0,0.000377,Range grid sell at upper Bollinger band.,217.87,10.89,3.52,221.39
Grid,AUDUSD,M15,2025-07,2025-07-23 01:00:00,2025-07-23 01:45:00,SELL,0.65581,0.656335,0.655076,0.656335,loss,-1.1716,71,0.1716,9.0,0.000389,Range grid sell at upper Bollinger band.,221.39,11.07,-12.97,208.42
Trend,BTCUSD,H1,2025-07,2025-07-27 15:00:00,2025-07-27 17:00:00,BUY,118643.42,118259.236786,119795.969643,119027.603214,trail_stop,0.9438,85,0.0562,2160.0,256.122143,EMA trend aligned with ADX breakout.,208.42,10.42,9.84,218.26
Trend,BTCUSD,H1,2025-07,2025-07-31 20:00:00,2025-08-01 02:00:00,SELL,116588.85,117408.534643,114129.796071,115769.165357,trail_stop,0.9736,88,0.0264,2160.0,546.456429,EMA trend aligned with ADX breakdown.,218.26,10.91,10.62,228.88
Trend,BTCUSD,H1,2025-08,2025-08-01 18:00:00,2025-08-03 08:00:00,SELL,113811.11,115229.309643,109556.511071,113811.11,trail_stop,0.4848,89,0.0152,2160.0,945.466429,EMA trend aligned with ADX breakdown.,228.88,11.44,5.55,234.43
Trend,BTCUSD,H1,2025-08,2025-08-05 14:00:00,2025-08-05 14:00:00,SELL,112993.0,113935.986786,110164.039643,113935.986786,loss,-1.0229,89,0.0229,2160.0,628.657857,EMA trend aligned with ADX breakdown.,234.43,11.72,-11.99,222.44
Trend,BTCUSD,H1,2025-08,2025-08-10 14:00:00,2025-08-11 02:00:00,BUY,118798.87,117921.813571,121430.039286,121430.039286,win,1.9754,89,0.0246,2160.0,584.704286,EMA trend aligned with ADX breakout.,222.44,11.12,21.97,244.41
Trend,BTCUSD,H1,2025-08,2025-08-12 15:00:00,2025-08-13 02:00:00,BUY,119930.38,119065.623571,122524.649286,119065.623571,loss,-1.025,89,0.025,2160.0,576.504286,EMA trend aligned with ADX breakout.,244.41,12.22,-12.53,231.89
Trend,BTCUSD,H1,2025-08,2025-08-13 19:00:00,2025-08-13 19:00:00,BUY,122785.23,121623.786429,126269.560714,121623.786429,loss,-1.0186,89,0.0186,2160.0,774.295714,EMA trend aligned with ADX breakout.,231.89,11.59,-11.81,220.08
Trend,BTCUSD,H1,2025-08,2025-08-13 20:00:00,2025-08-14 05:00:00,BUY,122956.84,121788.494286,126461.877143,122956.84,trail_stop,0.4815,89,0.0185,2160.0,778.897143,EMA trend aligned with ADX breakout.,220.08,11.0,5.3,225.37
Grid,AUDUSD,M15,2025-08,2025-08-15 02:15:00,2025-08-15 02:30:00,BUY,0.64888,0.648345,0.649629,0.64888,trail_stop,0.3318,71,0.1682,9.0,0.000396,Range grid buy at lower Bollinger band.,225.37,11.27,3.74,229.11
Grid,AUDUSD,M15,2025-08,2025-08-15 03:30:00,2025-08-15 07:00:00,SELL,0.65027,0.650873,0.649426,0.650873,loss,-1.1493,73,0.1493,9.0,0.000446,Range grid sell at upper Bollinger band.,229.11,11.46,-13.17,215.95
Trend,BTCUSD,H1,2025-08,2025-08-19 14:00:00,2025-08-19 14:00:00,SELL,113886.22,114871.645,110929.945,114871.645,loss,-1.0219,89,0.0219,2160.0,656.95,EMA trend aligned with ADX breakdown.,215.95,10.8,-11.03,204.91
Trend,BTCUSD,H1,2025-08,2025-08-19 16:00:00,2025-08-20 15:00:00,SELL,113370.72,114331.685357,110487.823929,113370.72,trail_stop,0.4775,89,0.0225,2160.0,640.643571,EMA trend aligned with ADX breakdown.,204.91,10.25,4.89,209.81
Trend,BTCUSD,H1,2025-08,2025-08-21 16:00:00,2025-08-22 02:00:00,SELL,112363.46,113145.883571,110016.189286,113145.883571,loss,-1.0276,88,0.0276,2160.0,521.615714,EMA trend aligned with ADX breakdown.,209.81,10.49,-10.78,199.03
Trend,BTCUSD,H1,2025-08,2025-08-23 13:00:00,2025-08-24 00:00:00,SELL,114830.91,115435.427143,113017.358571,115435.427143,loss,-1.0357,87,0.0357,2160.0,403.011429,EMA trend aligned with ADX breakdown.,199.03,9.95,-10.31,188.72
Trend,BTCUSD,H1,2025-08,2025-08-24 19:00:00,2025-08-24 19:00:00,SELL,112570.88,113501.128571,109780.134286,113501.128571,loss,-1.0232,89,0.0232,2160.0,620.165714,EMA trend aligned with ADX breakdown.,188.72,9.44,-9.65,179.06
Grid,AUDUSD,M15,2025-08,2025-08-25 00:00:00,2025-08-25 01:30:00,BUY,0.64821,0.647665,0.648973,0.647665,loss,-1.1652,71,0.1652,9.0,0.000404,Range grid buy at lower Bollinger band.,179.06,8.95,-10.43,168.63
Trend,BTCUSD,H1,2025-08,2025-08-25 20:00:00,2025-08-25 20:00:00,SELL,109561.41,110924.243571,105472.909286,110924.243571,loss,-1.0158,89,0.0158,2160.0,908.555714,EMA trend aligned with ADX breakdown.,168.63,8.43,-8.56,160.07
Grid,AUDUSD,M15,2025-08,2025-08-27 02:30:00,2025-08-27 04:30:00,BUY,0.64892,0.648377,0.64968,0.648377,loss,-1.1658,71,0.1658,9.0,0.000402,Range grid buy at lower Bollinger band.,160.07,8.0,-9.33,150.74
Trend,BTCUSD,H1,2025-08,2025-08-29 13:00:00,2025-08-29 13:00:00,SELL,109111.49,110229.008214,105758.935357,110229.008214,loss,-1.0193,89,0.0193,2160.0,745.012143,EMA trend aligned with ADX breakdown.,150.74,7.54,-7.68,143.06
