date,opened_at,closed_at,symbol,direction,result,r_multiple,requested_risk,actual_risk,actual_risk_percent,raw_lot,lot,minimum_lot_override,pnl,balance_before,balance_after,level_after
2025-12-30,2025-12-31 00:15:00,2025-12-31 07:00:00,EURUSD,BUY,timeout,-0.8937,4.6,3.2,16.0,0.0288,0.02,False,-2.86,20.0,17.14,1
2026-01-01,2026-01-02 00:15:00,2026-01-02 03:15:00,AUDUSD,BUY,win,1.1937,3.94,3.2,18.67,0.0246,0.02,False,3.82,17.14,20.96,1
2026-01-06,2026-01-07 00:15:00,2026-01-07 00:30:00,AUDUSD,BUY,loss,-1.0562,4.82,4.8,22.9,0.0301,0.03,False,-5.07,20.96,15.89,1
2026-01-07,2026-01-08 00:15:00,2026-01-08 05:30:00,AUDUSD,SELL,win,1.1937,3.65,3.2,20.14,0.0228,0.02,False,3.82,15.89,19.71,1
2026-01-08,2026-01-09 00:15:00,2026-01-09 07:00:00,EURUSD,SELL,timeout,0.5563,4.53,3.2,16.24,0.0283,0.02,False,1.78,19.71,21.49,1
2026-01-13,2026-01-14 00:15:00,2026-01-14 07:00:00,AUDUSD,BUY,timeout,0.9187,4.94,4.8,22.34,0.0309,0.03,False,4.41,21.49,25.9,1
2026-01-14,2026-01-15 00:15:00,2026-01-15 07:00:00,AUDUSD,BUY,timeout,-0.1125,5.96,4.8,18.53,0.0372,0.03,False,-0.54,25.9,25.36,1
2026-01-15,2026-01-16 00:15:00,2026-01-16 07:00:00,EURUSD,SELL,timeout,-0.4687,5.83,4.8,18.93,0.0365,0.03,False,-2.25,25.36,23.11,1
2026-01-20,2026-01-21 00:15:00,2026-01-21 07:00:00,EURUSD,SELL,timeout,0.425,5.32,4.8,20.77,0.0332,0.03,False,2.04,23.11,25.15,1
2026-01-21,2026-01-22 00:15:00,2026-01-22 07:00:00,EURUSD,BUY,timeout,0.3125,5.78,4.8,19.09,0.0362,0.03,False,1.5,25.15,26.65,2
2026-01-22,2026-01-23 00:15:00,2026-01-23 07:00:00,EURUSD,SELL,timeout,0.3687,6.13,4.8,18.01,0.0383,0.03,False,1.77,26.65,28.42,2
2026-01-27,2026-01-28 00:15:00,2026-01-28 00:30:00,AUDUSD,BUY,win,1.1937,6.54,6.4,22.52,0.0409,0.04,False,7.64,28.42,36.06,3
2026-01-28,2026-01-29 00:15:00,2026-01-29 01:00:00,EURUSD,BUY,loss,-1.05,8.29,8.0,22.19,0.0518,0.05,False,-8.4,36.06,27.66,2
2026-01-29,2026-01-30 00:15:00,2026-01-30 00:15:00,EURUSD,SELL,win,1.2,6.36,4.8,17.35,0.0398,0.03,False,5.76,27.66,33.42,2
2026-02-03,2026-02-04 00:15:00,2026-02-04 07:00:00,AUDUSD,BUY,timeout,0.5312,7.69,6.4,19.15,0.048,0.04,False,3.4,33.42,36.82,3
2026-02-04,2026-02-05 00:15:00,2026-02-05 02:00:00,AUDUSD,BUY,loss,-1.0562,8.47,8.0,21.73,0.0529,0.05,False,-8.45,36.82,28.37,2
2026-02-05,2026-02-06 00:15:00,2026-02-06 02:15:00,EURUSD,SELL,loss,-1.05,6.53,6.4,22.56,0.0408,0.04,False,-6.72,28.37,21.65,1
2026-02-10,2026-02-11 00:15:00,2026-02-11 02:30:00,EURUSD,BUY,win,1.2,4.98,4.8,22.17,0.0311,0.03,False,5.76,21.65,27.41,2
2026-02-11,2026-02-12 00:15:00,2026-02-12 04:45:00,EURUSD,BUY,loss,-1.05,6.3,4.8,17.51,0.0394,0.03,False,-5.04,27.41,22.37,1
2026-02-12,2026-02-13 00:15:00,2026-02-13 06:15:00,GBPUSD,SELL,win,1.1875,5.15,4.8,21.46,0.0322,0.03,False,5.7,22.37,28.07,2
2026-02-17,2026-02-18 00:15:00,2026-02-18 07:00:00,AUDUSD,SELL,timeout,0.8063,6.46,6.4,22.8,0.0404,0.04,False,5.16,28.07,33.23,2
2026-02-18,2026-02-19 00:15:00,2026-02-19 01:00:00,AUDUSD,SELL,loss,-1.0562,7.64,6.4,19.26,0.0478,0.04,False,-6.76,33.23,26.47,2
