symbol,range_minutes,rr,month,date,opened_at,closed_at,direction,entry,stop_loss,take_profit,exit_price,result,r_multiple,spread_r,spread_points,pnl,range_high,range_low,range_atr,risk_per_lot,lot_min,lot_max,lot_step
EURUSD,15,1.25,2025-12,2025-12-30,2025-12-31 00:15:00,2025-12-31 07:00:00,BUY,1.17473,1.17313,1.17673,1.17338,timeout,-0.8937,0.05,8.0,-135.0,1.17473,1.17444,1.0769,160.0,0.01,200.0,0.01
GBPUSD,15,1.25,2025-12,2025-12-30,2025-12-31 00:15:00,2025-12-31 07:00:00,SELL,1.34631,1.34791,1.34431,1.34524,timeout,0.6062,0.0625,10.0,107.0,1.34671,1.34631,1.098,160.0,0.01,200.0,0.01
USDCAD,15,1.25,2025-12,2025-12-30,2025-12-31 00:15:00,2025-12-31 07:00:00,SELL,1.36929,1.37089,1.36729,1.37071,timeout,-0.9812,0.0937,15.0,-142.0,1.36953,1.36929,0.9282,112.74,0.01,200.0,0.01
AUDUSD,15,1.25,2025-12,2025-12-30,2025-12-31 00:45:00,2025-12-31 07:00:00,SELL,0.66953,0.67113,0.66753,0.66846,timeout,0.6125,0.0562,9.0,107.0,0.66992,0.66953,1.8571,160.0,0.01,200.0,0.01
AUDUSD,15,1.25,2026-01,2026-01-01,2026-01-02 00:15:00,2026-01-02 03:15:00,BUY,0.668,0.6664,0.67,0.67,win,1.1937,0.0562,9.0,200.0,0.668,0.66763,1.0951,160.0,0.01,200.0,0.01
GBPUSD,15,1.25,2026-01,2026-01-01,2026-01-02 00:15:00,2026-01-02 02:00:00,SELL,1.34724,1.34884,1.34524,1.34884,loss,-1.0625,0.0625,10.0,-160.0,1.34762,1.34724,0.5479,160.0,0.01,200.0,0.01
USDCAD,15,1.25,2026-01,2026-01-01,2026-01-02 00:15:00,2026-01-02 07:00:00,SELL,1.37155,1.37315,1.36955,1.37091,timeout,0.3062,0.0937,15.0,64.0,1.37184,1.37155,0.6711,112.74,0.01,200.0,0.01
EURUSD,15,1.25,2026-01,2026-01-01,2026-01-02 00:45:00,2026-01-02 07:00:00,BUY,1.1753,1.1737,1.1773,1.17448,timeout,-0.5625,0.05,8.0,-82.0,1.1753,1.17495,1.0,160.0,0.01,200.0,0.01
AUDUSD,15,1.25,2026-01,2026-01-06,2026-01-07 00:15:00,2026-01-07 00:30:00,BUY,0.67362,0.67202,0.67562,0.67202,loss,-1.0562,0.0562,9.0,-160.0,0.67362,0.67322,1.4286,160.0,0.01,200.0,0.01
GBPUSD,15,1.25,2026-01,2026-01-06,2026-01-07 00:15:00,2026-01-07 07:00:00,BUY,1.35024,1.34864,1.35224,1.35112,timeout,0.4875,0.0625,10.0,88.0,1.35024,1.3497,1.3696,160.0,0.01,200.0,0.01
USDCAD,15,1.25,2026-01,2026-01-06,2026-01-07 00:15:00,2026-01-07 07:00:00,BUY,1.38195,1.38035,1.38395,1.38157,timeout,-0.3313,0.0937,15.0,-38.0,1.38195,1.38144,1.5488,112.74,0.01,200.0,0.01
EURUSD,15,1.25,2026-01,2026-01-06,2026-01-07 00:30:00,2026-01-07 07:00:00,BUY,1.16893,1.16733,1.17093,1.16942,timeout,0.2562,0.05,8.0,49.0,1.16893,1.16848,1.5479,160.0,0.01,200.0,0.01
AUDUSD,15,1.25,2026-01,2026-01-07,2026-01-08 00:15:00,2026-01-08 05:30:00,SELL,0.67207,0.67367,0.67007,0.67007,win,1.1937,0.0562,9.0,200.0,0.67232,0.67207,1.5351,160.0,0.01,200.0,0.01
GBPUSD,15,1.25,2026-01,2026-01-07,2026-01-08 00:15:00,2026-01-08 07:00:00,SELL,1.34576,1.34736,1.34376,1.34521,timeout,0.2813,0.0625,10.0,55.0,1.34602,1.34576,0.8708,160.0,0.01,200.0,0.01
USDCAD,15,1.25,2026-01,2026-01-07,2026-01-08 00:15:00,2026-01-08 07:00:00,BUY,1.38597,1.38437,1.38797,1.38734,timeout,0.7625,0.0937,15.0,137.0,1.38597,1.3857,0.7746,112.74,0.01,200.0,0.01
EURUSD,15,1.25,2026-01,2026-01-08,2026-01-09 00:15:00,2026-01-09 07:00:00,SELL,1.16545,1.16705,1.16345,1.16448,timeout,0.5563,0.05,8.0,97.0,1.16577,1.16545,1.0346,160.0,0.01,200.0,0.01
USDCAD,15,1.25,2026-01,2026-01-08,2026-01-09 00:15:00,2026-01-09 07:00:00,BUY,1.38679,1.38519,1.38879,1.38723,timeout,0.1812,0.0937,15.0,44.0,1.38679,1.38641,1.035,112.74,0.01,200.0,0.01
AUDUSD,15,1.25,2026-01,2026-01-13,2026-01-14 00:15:00,2026-01-14 07:00:00,BUY,0.66835,0.66675,0.67035,0.66991,timeout,0.9187,0.0562,9.0,156.0,0.66835,0.66812,1.1027,160.0,0.01,200.0,0.01
USDCAD,15,1.25,2026-01,2026-01-13,2026-01-14 00:15:00,2026-01-14 07:00:00,BUY,1.38914,1.38754,1.39114,1.38814,timeout,-0.7188,0.0937,15.0,-100.0,1.38914,1.38864,1.5801,112.74,0.01,200.0,0.01
EURUSD,15,1.25,2026-01,2026-01-13,2026-01-14 00:30:00,2026-01-14 07:00:00,BUY,1.16429,1.16269,1.16629,1.16484,timeout,0.2937,0.05,8.0,55.0,1.16429,1.16376,2.0054,160.0,0.01,200.0,0.01
GBPUSD,15,1.25,2026-01,2026-01-13,2026-01-14 00:30:00,2026-01-14 03:45:00,BUY,1.34255,1.34095,1.34455,1.34455,win,1.1875,0.0625,10.0,200.0,1.34255,1.34201,1.546,160.0,0.01,200.0,0.01
AUDUSD,15,1.25,2026-01,2026-01-14,2026-01-15 00:15:00,2026-01-15 07:00:00,BUY,0.66824,0.66664,0.67024,0.66815,timeout,-0.1125,0.0562,9.0,-9.0,0.66824,0.66801,0.92,160.0,0.01,200.0,0.01
USDCAD,15,1.25,2026-01,2026-01-14,2026-01-15 00:15:00,2026-01-15 04:45:00,SELL,1.38846,1.39006,1.38646,1.39006,loss,-1.0937,0.0937,15.0,-160.0,1.38878,1.38846,0.8615,112.74,0.01,200.0,0.01
GBPUSD,15,1.25,2026-01,2026-01-14,2026-01-15 00:30:00,2026-01-15 07:00:00,SELL,1.34342,1.34502,1.34142,1.34347,timeout,-0.0937,0.0625,10.0,-5.0,1.34396,1.34342,1.0573,160.0,0.01,200.0,0.01
AUDUSD,15,1.25,2026-01,2026-01-15,2026-01-16 00:15:00,2026-01-16 07:00:00,SELL,0.67004,0.67164,0.66804,0.6701,timeout,-0.0938,0.0562,9.0,-6.0,0.67021,0.67004,0.85,160.0,0.01,200.0,0.01
EURUSD,15,1.25,2026-01,2026-01-15,2026-01-16 00:15:00,2026-01-16 07:00:00,SELL,1.16065,1.16225,1.15865,1.16132,timeout,-0.4687,0.05,8.0,-67.0,1.16094,1.16065,1.0885,160.0,0.01,200.0,0.01
GBPUSD,15,1.25,2026-01,2026-01-15,2026-01-16 00:15:00,2026-01-16 07:00:00,SELL,1.33801,1.33961,1.33601,1.33845,timeout,-0.3375,0.0625,10.0,-44.0,1.33822,1.33801,0.6377,160.0,0.01,200.0,0.01
USDCAD,15,1.25,2026-01,2026-01-15,2026-01-16 00:15:00,2026-01-16 07:00:00,BUY,1.38921,1.38761,1.39121,1.38934,timeout,-0.0125,0.0937,15.0,13.0,1.38921,1.38893,0.8235,112.74,0.01,200.0,0.01
AUDUSD,15,1.25,2026-01,2026-01-20,2026-01-21 00:15:00,2026-01-21 06:45:00,BUY,0.67324,0.67164,0.67524,0.67524,win,1.1937,0.0562,9.0,200.0,0.67324,0.67294,1.2537,160.0,0.01,200.0,0.01
EURUSD,15,1.25,2026-01,2026-01-20,2026-01-21 00:15:00,2026-01-21 07:00:00,SELL,1.17216,1.17376,1.17016,1.1714,timeout,0.425,0.05,8.0,76.0,1.17267,1.17216,1.4542,160.0,0.01,200.0,0.01
GBPUSD,15,1.25,2026-01,2026-01-20,2026-01-21 00:15:00,2026-01-21 01:15:00,SELL,1.3434,1.345,1.3414,1.345,loss,-1.0625,0.0625,10.0,-160.0,1.34398,1.3434,1.5467,160.0,0.01,200.0,0.01
USDCAD,15,1.25,2026-01,2026-01-20,2026-01-21 00:15:00,2026-01-21 07:00:00,BUY,1.38365,1.38205,1.38565,1.38334,timeout,-0.2875,0.0937,15.0,-31.0,1.38365,1.38332,1.0336,112.74,0.01,200.0,0.01
AUDUSD,15,1.25,2026-01,2026-01-21,2026-01-22 00:15:00,2026-01-22 00:30:00,BUY,0.67596,0.67436,0.67796,0.67796,win,1.1937,0.0562,9.0,200.0,0.67596,0.67535,2.5957,160.0,0.01,200.0,0.01
EURUSD,15,1.25,2026-01,2026-01-21,2026-01-22 00:15:00,2026-01-22 07:00:00,BUY,1.1679,1.1663,1.1699,1.16848,timeout,0.3125,0.05,8.0,58.0,1.1679,1.16724,1.6239,160.0,0.01,200.0,0.01
GBPUSD,15,1.25,2026-01,2026-01-21,2026-01-22 00:15:00,2026-01-22 07:00:00,BUY,1.34213,1.34053,1.34413,1.34239,timeout,0.1,0.0625,10.0,26.0,1.34213,1.34164,0.9648,160.0,0.01,200.0,0.01
USDCAD,15,1.25,2026-01,2026-01-21,2026-01-22 00:15:00,2026-01-22 04:00:00,SELL,1.38403,1.38563,1.38203,1.38203,win,1.1562,0.0937,15.0,200.0,1.38441,1.38403,0.9252,112.74,0.01,200.0,0.01
AUDUSD,15,1.25,2026-01,2026-01-22,2026-01-23 00:15:00,2026-01-23 07:00:00,BUY,0.68409,0.68249,0.68609,0.685,timeout,0.5125,0.0562,9.0,91.0,0.68409,0.68386,1.3036,160.0,0.01,200.0,0.01
EURUSD,15,1.25,2026-01,2026-01-22,2026-01-23 00:15:00,2026-01-23 07:00:00,SELL,1.17486,1.17646,1.17286,1.17419,timeout,0.3687,0.05,8.0,67.0,1.17535,1.17486,1.4816,160.0,0.01,200.0,0.01
USDCAD,15,1.25,2026-01,2026-01-22,2026-01-23 00:15:00,2026-01-23 07:00:00,BUY,1.37903,1.37743,1.38103,1.37854,timeout,-0.4,0.0937,15.0,-49.0,1.37903,1.3784,2.5418,112.74,0.01,200.0,0.01
GBPUSD,15,1.25,2026-01,2026-01-22,2026-01-23 00:45:00,2026-01-23 07:00:00,SELL,1.34952,1.35112,1.34752,1.34893,timeout,0.3063,0.0625,10.0,59.0,1.35006,1.34952,0.9818,160.0,0.01,200.0,0.01
AUDUSD,15,1.25,2026-01,2026-01-27,2026-01-28 00:15:00,2026-01-28 00:30:00,BUY,0.69965,0.69805,0.70165,0.70165,win,1.1937,0.0562,9.0,200.0,0.69965,0.69896,0.8571,160.0,0.01,200.0,0.01
GBPUSD,15,1.25,2026-01,2026-01-27,2026-01-28 00:15:00,2026-01-28 00:30:00,SELL,1.38139,1.38299,1.37939,1.38299,loss,-1.0625,0.0625,10.0,-160.0,1.38266,1.38139,0.7222,160.0,0.01,200.0,0.01
USDCAD,15,1.25,2026-01,2026-01-27,2026-01-28 00:15:00,2026-01-28 05:30:00,BUY,1.36026,1.35866,1.36226,1.35866,loss,-1.0937,0.0937,15.0,-160.0,1.36026,1.35917,0.9449,112.74,0.01,200.0,0.01
EURUSD,15,1.25,2026-01,2026-01-27,2026-01-28 00:30:00,2026-01-28 01:15:00,BUY,1.20226,1.20066,1.20426,1.20066,loss,-1.05,0.05,8.0,-160.0,1.20226,1.20076,0.8111,160.0,0.01,200.0,0.01
AUDUSD,15,1.25,2026-01,2026-01-28,2026-01-29 00:15:00,2026-01-29 01:15:00,BUY,0.70441,0.70281,0.70641,0.70281,loss,-1.0562,0.0562,9.0,-160.0,0.70441,0.70309,1.9473,160.0,0.01,200.0,0.01
EURUSD,15,1.25,2026-01,2026-01-28,2026-01-29 00:15:00,2026-01-29 01:00:00,BUY,1.19805,1.19645,1.20005,1.19645,loss,-1.05,0.05,8.0,-160.0,1.19805,1.19685,1.697,160.0,0.01,200.0,0.01
GBPUSD,15,1.25,2026-01,2026-01-28,2026-01-29 00:15:00,2026-01-29 01:00:00,BUY,1.38271,1.38111,1.38471,1.38111,loss,-1.0625,0.0625,10.0,-160.0,1.38271,1.38135,1.6315,160.0,0.01,200.0,0.01
USDCAD,15,1.25,2026-01,2026-01-28,2026-01-29 00:15:00,2026-01-29 01:00:00,SELL,1.35335,1.35495,1.35135,1.35495,loss,-1.0937,0.0937,15.0,-160.0,1.35461,1.35335,1.9622,112.74,0.01,200.0,0.01
AUDUSD,15,1.25,2026-01,2026-01-29,2026-01-30 00:15:00,2026-01-30 00:45:00,SELL,0.70469,0.70629,0.70269,0.70269,win,1.1937,0.0562,9.0,200.0,0.70525,0.70469,1.1512,160.0,0.01,200.0,0.01
