time,event,position_id,dir,entry,sl,tp,note,buffer,broken,previous,close1,close2,old_sl,closed_bar,balance,equity,ladder
2025.09.05 03:15:00,entry,2,1,3554.034,3526.374,3637.014,fixed_3R|risk=110.6400|volume=0.0400|PD=2025.09.05 00:00:00|PW=2025.08.31 00:00:00,0.2135321428571404,0.0,0.0,0.0,0.0,0.0,,9999.78,9999.63,
2025.09.09 00:00:00,entry,4,1,3635.14,3629.649,3651.613,fixed_3R|risk=104.3300|volume=0.1900|PD=2025.09.09 00:00:00|PW=2025.09.07 00:00:00,0.1553250000000032,0.0,0.0,0.0,0.0,0.0,,10328.55,10327.85,
2025.09.09 03:15:00,entry,6,1,3648.466,3643.233,3664.165,fixed_3R|risk=109.9000|volume=0.2100|PD=2025.09.09 00:00:00|PW=2025.09.07 00:00:00,0.2538999999999971,0.0,0.0,0.0,0.0,0.0,,10640.68,10639.9,
2025.09.09 08:45:00,entry,8,1,3650.501,3641.523,3677.435,fixed_3R|risk=107.7300|volume=0.1200|PD=2025.09.09 00:00:00|PW=2025.09.07 00:00:00,0.334689285714288,0.0,0.0,0.0,0.0,0.0,,10529.7,10529.26,
2025.09.09 15:30:00,entry,10,1,3640.374,3625.609,3684.669,fixed_3R|risk=118.1200|volume=0.0800|PD=2025.09.09 00:00:00|PW=2025.09.07 00:00:00,0.5483035714285718,0.0,0.0,0.0,0.0,0.0,,10421.5,10421.21,
2025.09.10 07:15:00,entry,12,1,3647.146,3640.829,3666.097,fixed_3R|risk=107.3900|volume=0.1700|PD=2025.09.10 00:00:00|PW=2025.09.07 00:00:00,0.19547142857142522,0.0,0.0,0.0,0.0,0.0,,10299.23,10298.6,
2025.09.11 00:15:00,entry,14,1,3646.714,3643.18,3657.316,fixed_3R|risk=102.4900|volume=0.2900|PD=2025.09.11 00:00:00|PW=2025.09.07 00:00:00,0.14862857142856814,0.0,0.0,0.0,0.0,0.0,,10189.82,10188.74,
2025.09.11 01:15:00,entry,16,1,3646.331,3642.29,3658.454,fixed_3R|risk=101.0300|volume=0.2500|PD=2025.09.11 00:00:00|PW=2025.09.07 00:00:00,0.15234285714285697,0.0,0.0,0.0,0.0,0.0,,10085.37,10084.44,
2025.09.12 09:30:00,entry,18,1,3646.216,3637.278,3673.03,fixed_3R|risk=107.2500|volume=0.1200|PD=2025.09.12 00:00:00|PW=2025.09.07 00:00:00,0.22174642857142834,0.0,0.0,0.0,0.0,0.0,,9983.53,9983.09,
2025.09.15 00:15:00,entry,20,1,3641.42,3634.525,3662.105,fixed_3R|risk=103.4200|volume=0.1500|PD=2025.09.15 00:00:00|PW=2025.09.14 00:00:00,0.13825714285714283,0.0,0.0,0.0,0.0,0.0,,9868.56,9868.01,
2025.09.15 01:30:00,entry,22,1,3631.959,3626.168,3649.332,fixed_3R|risk=98.4400|volume=0.1700|PD=2025.09.15 00:00:00|PW=2025.09.14 00:00:00,0.1885607142857144,0.0,0.0,0.0,0.0,0.0,,9764.05,9763.42,
