time,event,position_id,dir,entry,sl,tp,note,buffer,broken,previous,close1,close2,old_sl,closed_bar,balance,equity,ladder
2023.11.15 01:45:00,entry,2,1,1963.084,1961.468,0.0,no_tp|risk=100.1900|volume=0.6200|PD=2023.11.15 00:00:00|PW=2023.11.12 00:00:00,0.04329285714285902,0.0,0.0,0.0,0.0,0.0,,9996.59,9988.84,PD.VAL=1937.606;PW.VAL=1943.273;PD.POC=1945.691;PD.VAH=1963.166;PW.POC=1968.177;PW.VAH=1970.526
2023.11.15 06:30:00,trail,2,1,1963.084,1963.122,0.0,done,0.04329285714285902,1968.177,1963.166,1969.542,1967.508,1961.468,2023.11.15 06:15:00,9996.59,10397.23,PD.VAL=1937.606;PW.VAL=1943.273;PD.POC=1945.691;PD.VAH=1963.166;PW.POC=1968.177;PW.VAH=1970.526
2023.11.15 08:30:00,trail,2,1,1963.084,1968.133,0.0,done,0.04329285714285902,1970.526,1968.177,1971.955,1970.447,1963.122,2023.11.15 08:15:00,9996.59,10548.02,PD.VAL=1937.606;PW.VAL=1943.273;PD.POC=1945.691;PD.VAH=1963.166;PW.POC=1968.177;PW.VAH=1970.526
2023.11.16 02:30:00,entry,4,1,1958.265,1956.309,0.0,no_tp|risk=103.6700|volume=0.5300|PD=2023.11.16 00:00:00|PW=2023.11.12 00:00:00,0.06219999999999898,0.0,0.0,0.0,0.0,0.0,,10305.34,10298.71,PW.VAL=1943.273;PD.VAL=1957.328;PD.POC=1962.139;PW.POC=1968.177;PD.VAH=1969.743;PW.VAH=1970.526
2023.11.16 05:00:00,trail,4,1,1958.265,1957.265,0.0,done,0.06219999999999898,1962.139,1957.328,1962.552,1962.09,1956.309,2023.11.16 04:45:00,10305.34,10534.45,PW.VAL=1943.273;PD.VAL=1957.328;PD.POC=1962.139;PW.POC=1968.177;PD.VAH=1969.743;PW.VAH=1970.526
2023.11.16 13:45:00,trail,4,1,1958.265,1968.114,0.0,done,0.06219999999999898,1969.743,1968.177,1970.58,1965.608,1957.265,2023.11.16 13:30:00,10305.34,10957.66,PW.VAL=1943.273;PD.VAL=1957.328;PD.POC=1962.139;PW.POC=1968.177;PD.VAH=1969.743;PW.VAH=1970.526
2023.11.16 14:00:00,trail,4,1,1958.265,1969.68,0.0,done,0.06219999999999898,1970.526,1969.743,1972.097,1970.58,1968.114,2023.11.16 13:45:00,10305.34,11038.33,PW.VAL=1943.273;PD.VAL=1957.328;PD.POC=1962.139;PW.POC=1968.177;PD.VAH=1969.743;PW.VAH=1970.526
2023.11.22 06:00:00,entry,6,1,1998.931,1996.605,0.0,no_tp|risk=109.3200|volume=0.4700|PD=2023.11.22 00:00:00|PW=2023.11.19 00:00:00,0.06623571428571527,0.0,0.0,0.0,0.0,0.0,,10849.13,10843.25,PW.VAL=1952.972;PW.POC=1962.531;PD.VAL=1983.679;PD.POC=1991.840;PW.VAH=1992.333;PD.VAH=1999.583
2023.11.22 15:45:00,entry,8,1,1995.064,1989.562,0.0,no_tp|risk=110.0400|volume=0.2000|PD=2023.11.22 00:00:00|PW=2023.11.19 00:00:00,0.15171785714285876,0.0,0.0,0.0,0.0,0.0,,10737.3,10734.8,PW.VAL=1952.972;PW.POC=1962.531;PD.VAL=1983.679;PD.POC=1991.840;PW.VAH=1992.333;PD.VAH=1999.583
2023.11.23 01:15:00,entry,10,1,1992.687,1991.087,0.0,no_tp|risk=107.2000|volume=0.6700|PD=2023.11.23 00:00:00|PW=2023.11.19 00:00:00,0.047328571428572073,0.0,0.0,0.0,0.0,0.0,,10623.33,10614.95,PW.VAL=1952.972;PW.POC=1962.531;PW.VAH=1992.333;PD.VAL=1993.616;PD.POC=2002.026;PD.VAH=2003.708
2023.11.23 02:15:00,trail,10,1,1992.687,1992.285,0.0,done,0.047328571428572073,1993.616,1992.333,1994.254,1993.479,1991.087,2023.11.23 02:00:00,10623.33,10727.11,PW.VAL=1952.972;PW.POC=1962.531;PW.VAH=1992.333;PD.VAL=1993.616;PD.POC=2002.026;PD.VAH=2003.708
2023.11.27 01:15:00,entry,12,1,2006.087,2001.637,0.0,no_tp|risk=106.8000|volume=0.2400|PD=2023.11.27 00:00:00|PW=2023.11.26 00:00:00,0.08911071428571599,0.0,0.0,0.0,0.0,0.0,,10594.67,10591.67,PW.VAL=1987.153;PW.POC=1993.399;PW.VAH=2003.590
2023.12.27 00:30:00,entry,14,1,2064.98,2063.716,0.0,no_tp|risk=103.6500|volume=0.8200|PD=2023.12.27 00:00:00|PW=2023.12.24 00:00:00,0.08760714285714195,0.0,0.0,0.0,0.0,0.0,,10316.29,10306.04,PW.VAL=2020.206;PW.POC=2023.198;PW.VAH=2043.291;PD.VAL=2058.300;PD.POC=2063.825;PD.VAH=2064.930
2023.12.27 10:45:00,entry,16,1,2064.443,2061.313,0.0,no_tp|risk=103.2900|volume=0.3300|PD=2023.12.27 00:00:00|PW=2023.12.24 00:00:00,0.07843214285714373,0.0,0.0,0.0,0.0,0.0,,10209.67,10205.54,PW.VAL=2020.206;PW.POC=2023.198;PW.VAH=2043.291;PD.VAL=2058.300;PD.POC=2063.825;PD.VAH=2064.930
2023.12.27 11:15:00,trail,16,1,2064.443,2063.746,0.0,done,0.07843214285714373,2064.93,2063.825,2066.037,2064.676,2061.313,2023.12.27 11:00:00,10209.67,10260.75,PW.VAL=2020.206;PW.POC=2023.198;PW.VAH=2043.291;PD.VAL=2058.300;PD.POC=2063.825;PD.VAH=2064.930
2024.03.06 07:30:00,entry,18,1,2129.556,2126.864,0.0,no_tp|risk=102.3000|volume=0.3800|PD=2024.03.06 00:00:00|PW=2024.03.03 00:00:00,0.06673571428571483,0.0,0.0,0.0,0.0,0.0,,10112.42,10107.67,PW.VAL=2024.505;PW.POC=2032.984;PW.VAH=2044.456;PD.VAL=2120.767;PD.POC=2129.375;PD.VAH=2135.032
2024.03.06 14:00:00,entry,20,1,2139.579,2131.11,0.0,no_tp|risk=101.6300|volume=0.1200|PD=2024.03.06 00:00:00|PW=2024.03.03 00:00:00,0.1462999999999998,0.0,0.0,0.0,0.0,0.0,,10008.59,10007.09,PW.VAL=2024.505;PW.POC=2032.984;PW.VAH=2044.456;PD.VAL=2120.767;PD.POC=2129.375;PD.VAH=2135.032
