time,event,position_id,dir,entry,sl,tp,note,buffer,broken,previous,close1,close2,old_sl,closed_bar,balance,equity,ladder
2026.03.05 13:45:00,entry,2,1,5131.366,5080.125,5285.809,fixed_3R|risk=102.4800|volume=0.0200|PD=2026.03.05 00:00:00|PW=2026.03.01 00:00:00,0.721860714285718,0.0,0.0,0.0,0.0,0.0,,9999.89,9999.66,
2026.03.10 02:00:01,entry,4,1,5185.406,5151.291,5283.519,fixed_3R|risk=102.3500|volume=0.0300|PD=2026.03.10 00:00:00|PW=2026.03.08 00:00:00,0.7586357142857163,0.0,0.0,0.0,0.0,0.0,,9896.68,9896.39,
2026.03.11 14:00:01,entry,6,1,5177.397,5147.557,5264.653,fixed_3R|risk=119.3600|volume=0.0400|PD=2026.03.11 00:00:00|PW=2026.03.08 00:00:00,0.7237857142857074,0.0,0.0,0.0,0.0,0.0,,9792.39,9791.93,
2026.03.23 00:15:01,entry,8,-1,4436.837,4496.937,4256.813,fixed_3R|risk=120.2000|volume=0.0200|PD=2026.03.23 00:00:00|PW=2026.03.22 00:00:00,1.2908500000000005,0.0,0.0,0.0,0.0,0.0,,9672.4,9672.28,
2026.03.24 01:45:00,entry,10,-1,4319.408,4373.065,4166.557,fixed_3R|risk=107.3100|volume=0.0200|PD=2026.03.24 00:00:00|PW=2026.03.22 00:00:00,1.62964642857143,0.0,0.0,0.0,0.0,0.0,,10032.36,10032.17,
2026.03.24 12:00:00,entry,12,-1,4408.749,4434.433,4328.125,fixed_3R|risk=102.7300|volume=0.0400|PD=2026.03.24 00:00:00|PW=2026.03.22 00:00:00,1.1161321428571487,0.0,0.0,0.0,0.0,0.0,,9924.74,9924.35,
2026.03.27 03:15:00,entry,14,-1,4429.701,4442.484,4391.408,fixed_3R|risk=102.2600|volume=0.0800|PD=2026.03.27 00:00:00|PW=2026.03.22 00:00:00,0.707789285714294,0.0,0.0,0.0,0.0,0.0,,9821.33,9820.88,
2026.03.27 06:00:00,entry,16,-1,4453.888,4476.723,4388.547,fixed_3R|risk=114.1800|volume=0.0500|PD=2026.03.27 00:00:00|PW=2026.03.22 00:00:00,0.5636928571428566,0.0,0.0,0.0,0.0,0.0,,9718.49,9718.13,
2026.04.05 22:15:01,entry,18,-1,4632.182,4678.549,4486.645,fixed_3R|risk=139.1000|volume=0.0300|PD=2026.04.05 00:00:00|PW=2026.03.29 00:00:00,0.6767785714285798,0.0,0.0,0.0,0.0,0.0,,9603.8,9603.3,
2026.04.06 10:00:00,entry,20,-1,4693.696,4708.231,4650.627,fixed_3R|risk=101.7500|volume=0.0700|PD=2026.04.06 00:00:00|PW=2026.04.05 00:00:00,0.5923535714285728,0.0,0.0,0.0,0.0,0.0,,9464.22,9463.82,
2026.04.06 17:15:01,entry,22,-1,4652.941,4668.767,4609.331,fixed_3R|risk=110.7800|volume=0.0700|PD=2026.04.06 00:00:00|PW=2026.04.05 00:00:00,0.7779892857142874,0.0,0.0,0.0,0.0,0.0,,9765.72,9765.23,
2026.04.09 12:15:01,entry,24,-1,4742.929,4760.999,4688.111,fixed_3R|risk=108.4200|volume=0.0600|PD=2026.04.09 00:00:00|PW=2026.04.05 00:00:00,0.4227500000000062,0.0,0.0,0.0,0.0,0.0,,9654.51,9653.82,
2026.04.09 16:15:00,entry,26,-1,4789.218,4802.976,4744.664,fixed_3R|risk=96.3000|volume=0.0700|PD=2026.04.09 00:00:00|PW=2026.04.05 00:00:00,0.7479607142857114,0.0,0.0,0.0,0.0,0.0,,9544.88,9544.08,
