time,event,position_id,dir,entry,sl,tp,note,buffer,broken,previous,close1,close2,old_sl,closed_bar,balance,equity,ladder
2021.11.11 05:45:00,entry,2,1,1852.903,1849.616,1862.764,fallback_3R|risk=101.8900|volume=0.3100|PD=2021.11.11 00:00:00|PW=2021.11.07 00:00:00,0.10251071428571419,0.0,0.0,0.0,0.0,0.0,,9998.29,9994.42,PW.VAL=1778.213;PW.POC=1791.732;PW.VAH=1800.590
2021.11.12 00:00:00,entry,4,1,1862.18,1861.144,1865.288,fallback_3R|risk=103.6000|volume=1.0000|PD=2021.11.12 00:00:00|PW=2021.11.07 00:00:00,0.04127857142857141,0.0,0.0,0.0,0.0,0.0,,10298.52,10286.02,PW.VAL=1778.213;PW.POC=1791.732;PW.VAH=1800.590
2021.11.12 08:45:00,entry,6,1,1853.831,1852.006,1859.306,fallback_3R|risk=102.2000|volume=0.5600|PD=2021.11.12 00:00:00|PW=2021.11.07 00:00:00,0.10759285714285788,0.0,0.0,0.0,0.0,0.0,,10189.24,10182.24,PW.VAL=1778.213;PW.POC=1791.732;PW.VAH=1800.590
2021.11.15 07:30:00,entry,8,1,1858.368,1856.179,1864.935,fallback_3R|risk=102.8900|volume=0.4700|PD=2021.11.15 00:00:00|PW=2021.11.14 00:00:00,0.06943928571428486,0.0,0.0,0.0,0.0,0.0,,10083.16,10077.28,PW.VAL=1812.441;PW.POC=1825.181;PW.VAH=1856.371
2021.11.16 00:45:00,entry,10,1,1864.518,1861.796,1872.684,fallback_3R|risk=106.1600|volume=0.3900|PD=2021.11.16 00:00:00|PW=2021.11.14 00:00:00,0.054303571428571173,0.0,0.0,0.0,0.0,0.0,,10390.08,10385.21,PW.VAL=1812.441;PW.POC=1825.181;PW.VAH=1856.371
2021.11.16 09:00:00,entry,12,1,1872.353,1864.21,1896.782,fallback_3R|risk=114.0000|volume=0.1400|PD=2021.11.16 00:00:00|PW=2021.11.14 00:00:00,0.10586428571428673,0.0,0.0,0.0,0.0,0.0,,10707.9,10706.15,PW.VAL=1812.441;PW.POC=1825.181;PW.VAH=1856.371
2021.11.16 14:45:00,entry,14,1,1863.761,1858.583,1879.295,fallback_3R|risk=108.7400|volume=0.2100|PD=2021.11.16 00:00:00|PW=2021.11.14 00:00:00,0.18857142857142598,0.0,0.0,0.0,0.0,0.0,,10592.36,10589.74,PW.VAL=1812.441;PW.POC=1825.181;PW.VAH=1856.371
2021.11.16 15:15:00,entry,16,1,1862.388,1855.916,1881.804,fallback_3R|risk=110.0300|volume=0.1700|PD=2021.11.16 00:00:00|PW=2021.11.14 00:00:00,0.2208321428571407,0.0,0.0,0.0,0.0,0.0,,10482.54,10480.41,PW.VAL=1812.441;PW.POC=1825.181;PW.VAH=1856.371
2021.11.18 03:30:00,entry,18,1,1866.032,1861.7,1879.028,fallback_3R|risk=103.9700|volume=0.2400|PD=2021.11.18 00:00:00|PW=2021.11.14 00:00:00,0.09205357142857176,0.0,0.0,0.0,0.0,0.0,,10371.09,10368.09,PW.VAL=1812.441;PW.POC=1825.181;PW.VAH=1856.371
2021.11.18 11:15:00,entry,20,1,1863.377,1859.437,1875.197,fallback_3R|risk=106.3800|volume=0.2700|PD=2021.11.18 00:00:00|PW=2021.11.14 00:00:00,0.1084607142857148,0.0,0.0,0.0,0.0,0.0,,10265.61,10262.23,PW.VAL=1812.441;PW.POC=1825.181;PW.VAH=1856.371
