deal,time,time_msc,symbol,position_id,type,entry,reason,volume,price,profit,commission,swap,fee,comment
1,2026.03.05 00:00:00,1772668800000,,0,2,0,0,0.0,0.0,10000.0,0.0,0.0,0.0,
2,2026.03.05 13:45:00,1772718300040,XAUUSD,2,0,0,3,0.02,5131.546,0.0,-0.11,0.0,0.0,Safe LTA EM1-DoubleWick PD-VAL 
3,2026.03.05 15:08:39,1772723319213,XAUUSD,2,1,1,4,0.02,5079.844,-103.4,0.0,0.0,0.0,sl 5080.125
4,2026.03.10 02:00:00,1773108000259,XAUUSD,4,0,0,3,0.03,5184.348,0.0,-0.17,0.0,0.0,Safe LTA EM1-DoubleWick PW-POC 
5,2026.03.10 13:18:58,1773148738824,XAUUSD,4,1,1,5,0.03,5214.377,90.09,0.0,0.0,0.0,tp 5214.224
6,2026.03.10 20:00:00,1773172800093,XAUUSD,6,0,0,3,0.02,5198.924,0.0,-0.11,0.0,0.0,Safe LTA EM1-DoubleWick Demand(
7,2026.03.11 00:26:25,1773188785963,XAUUSD,6,1,1,5,0.02,5214.262,30.67,0.0,-1.07,0.0,tp 5214.224
8,2026.03.11 01:15:00,1773191700014,XAUUSD,8,0,0,3,0.18,5215.689,0.0,-0.99,0.0,0.0,Safe LTA EM1-DoubleWick PW-VAH 
9,2026.03.11 01:51:07,1773193867356,XAUUSD,8,1,1,4,0.18,5210.029,-101.88,0.0,0.0,0.0,sl 5210.034
10,2026.03.11 02:45:00,1773197100635,XAUUSD,10,0,0,3,0.12,5208.072,0.0,-0.66,0.0,0.0,Safe LTA EM1-DoubleWick PD-VAH 
11,2026.03.11 02:50:18,1773197418393,XAUUSD,10,1,1,5,0.12,5214.272,74.4,0.0,0.0,0.0,tp 5214.224
12,2026.03.11 08:00:00,1773216000123,XAUUSD,12,0,0,3,0.04,5195.739,0.0,-0.22,0.0,0.0,Safe LTA EM1-DoubleWick Demand(
13,2026.03.11 13:00:02,1773234002172,XAUUSD,12,1,1,4,0.04,5165.912,-119.31,0.0,0.0,0.0,sl 5165.925
14,2026.03.11 13:15:00,1773234900214,XAUUSD,14,0,0,3,0.06,5177.925,0.0,-0.33,0.0,0.0,Safe LTA EM1-DoubleWick Demand(
15,2026.03.11 13:45:47,1773236747083,XAUUSD,14,1,1,4,0.06,5160.554,-104.23,0.0,0.0,0.0,sl 5160.658
16,2026.03.23 00:15:00,1774224900105,XAUUSD,16,1,0,3,0.02,4436.906,0.0,-0.11,0.0,0.0,Safe LTA EM4-Continuation PD-VA
17,2026.03.23 06:28:19,1774247299117,XAUUSD,16,0,1,5,0.02,4256.801,360.21,0.0,0.0,0.0,tp 4256.813
18,2026.03.24 01:45:00,1774316700004,XAUUSD,18,1,0,3,0.02,4321.438,0.0,-0.11,0.0,0.0,Safe LTA EM1-DoubleWick PD-VAL 
19,2026.03.24 02:36:12,1774319772790,XAUUSD,18,0,1,4,0.02,4373.112,-103.34,0.0,0.0,0.0,sl 4373.065
20,2026.03.24 12:00:00,1774353600080,XAUUSD,20,1,0,3,0.04,4407.856,0.0,-0.22,0.0,0.0,Safe LTA EM1-DoubleWick PD-POC 
21,2026.03.24 20:23:44,1774383824596,XAUUSD,20,0,1,4,0.04,4434.492,-106.55,0.0,0.0,0.0,sl 4434.433
22,2026.03.27 03:15:00,1774581300003,XAUUSD,22,1,0,3,0.08,4429.715,0.0,-0.44,0.0,0.0,Safe LTA EM1-DoubleWick PD-POC 
23,2026.03.27 03:39:55,1774582795172,XAUUSD,22,0,1,4,0.08,4442.521,-102.45,0.0,0.0,0.0,sl 4442.484
24,2026.03.27 06:00:00,1774591200093,XAUUSD,24,1,0,3,0.05,4454.679,0.0,-0.28,0.0,0.0,Safe LTA EM1-DoubleWick PD-VAH 
25,2026.03.27 14:50:35,1774623035115,XAUUSD,24,0,1,4,0.05,4476.791,-110.56,0.0,0.0,0.0,sl 4476.723
26,2026.04.05 22:15:00,1775427300145,XAUUSD,26,1,0,3,0.03,4630.573,0.0,-0.17,0.0,0.0,Safe LTA EM4-Continuation PD-PO
27,2026.04.06 05:20:22,1775452822470,XAUUSD,26,0,1,4,0.03,4678.58,-144.02,0.0,0.0,0.0,sl 4678.549
28,2026.04.06 10:00:00,1775469600098,XAUUSD,28,1,0,3,0.07,4693.83,0.0,-0.39,0.0,0.0,Safe LTA EM1-DoubleWick PW-VAH 
29,2026.04.06 12:21:07,1775478067658,XAUUSD,28,0,1,5,0.07,4666.157,193.71,0.0,0.0,0.0,tp 4666.230
30,2026.04.06 12:30:00,1775478600118,XAUUSD,30,1,0,3,0.05,4666.297,0.0,-0.28,0.0,0.0,Safe LTA EM1-DoubleWick PW-POC 
31,2026.04.06 12:30:03,1775478603736,XAUUSD,30,0,1,5,0.05,4666.216,0.41,0.0,0.0,0.0,tp 4666.230
32,2026.04.06 13:30:00,1775482200099,XAUUSD,32,1,0,3,0.1,4668.978,0.0,-0.55,0.0,0.0,Safe LTA EM1-DoubleWick PW-POC 
33,2026.04.06 13:32:33,1775482353360,XAUUSD,32,0,1,5,0.1,4666.202,27.76,0.0,0.0,0.0,tp 4666.230
34,2026.04.06 13:45:00,1775483100215,XAUUSD,34,1,0,3,0.07,4665.893,0.0,-0.39,0.0,0.0,Safe LTA EM1-DoubleWick PW-POC 
