time,event,position_id,dir,entry,sl,tp,note,buffer,broken,previous,close1,close2,old_sl,closed_bar,balance,equity,ladder
2021.11.11 05:45:00,entry,2,1,1852.903,1849.616,0.0,no_tp|risk=101.8900|volume=0.3100|PD=2021.11.11 00:00:00|PW=2021.11.07 00:00:00,0.10251071428571419,0.0,0.0,0.0,0.0,0.0,,9998.29,9994.42,PW.VAL=1778.213;PW.POC=1791.732;PW.VAH=1800.590;PD.VAL=1822.331;PD.POC=1826.303;PD.VAH=1852.661
2021.11.12 00:00:00,ladder_refresh,2,1,1852.903,1849.616,0.0,PD=2021.11.12 00:00:00|PW=2021.11.07 00:00:00,0.10251071428571419,0.0,0.0,0.0,0.0,0.0,,9998.29,10265.43,PW.VAL=1778.213;PW.POC=1791.732;PW.VAH=1800.590;PD.VAL=1853.350;PD.POC=1862.180;PD.VAH=1864.522
2021.11.12 13:30:00,entry,4,1,1858.234,1853.139,0.0,no_tp|risk=101.9000|volume=0.2000|PD=2021.11.12 00:00:00|PW=2021.11.07 00:00:00,0.12897857142857075,0.0,0.0,0.0,0.0,0.0,,9878.72,9876.22,PW.VAL=1778.213;PW.POC=1791.732;PW.VAH=1800.590;PD.VAL=1853.350;PD.POC=1862.180;PD.VAH=1864.522
2021.11.12 15:30:00,trail,4,1,1858.234,1853.221,0.0,done,0.12897857142857075,1862.18,1853.35,1863.635,1860.409,1853.139,2021.11.12 15:15:00,9878.72,9987.36,PW.VAL=1778.213;PW.POC=1791.732;PW.VAH=1800.590;PD.VAL=1853.350;PD.POC=1862.180;PD.VAH=1864.522
2021.11.12 18:00:00,trail,4,1,1858.234,1862.051,0.0,done,0.12897857142857075,1864.522,1862.18,1864.812,1863.315,1853.221,2021.11.12 17:45:00,9878.72,10009.86,PW.VAL=1778.213;PW.POC=1791.732;PW.VAH=1800.590;PD.VAL=1853.350;PD.POC=1862.180;PD.VAH=1864.522
2021.11.14 23:05:00,ladder_refresh,4,1,1858.234,1862.051,0.0,PD=2021.11.14 00:00:00|PW=2021.11.07 00:00:00,0.12897857142857075,0.0,0.0,0.0,0.0,0.0,,9878.72,10040.18,PW.VAL=1778.213;PW.POC=1791.732;PW.VAH=1800.590;PD.VAL=1854.774;PD.POC=1858.248;PD.VAH=1866.111
2021.11.15 00:00:00,ladder_refresh,4,1,1858.234,1862.051,0.0,PD=2021.11.15 00:00:00|PW=2021.11.14 00:00:00,0.12897857142857075,0.0,0.0,0.0,0.0,0.0,,9878.72,10013.88,PW.VAL=1812.441;PW.POC=1825.181;PW.VAH=1856.371
2021.11.15 07:30:00,entry,6,1,1858.368,1856.179,0.0,no_tp|risk=100.7000|volume=0.4600|PD=2021.11.15 00:00:00|PW=2021.11.14 00:00:00,0.06943928571428486,0.0,0.0,0.0,0.0,0.0,,9941.69,9935.94,PW.VAL=1812.441;PW.POC=1825.181;PW.VAH=1856.371
2021.11.16 00:00:00,ladder_refresh,6,1,1858.368,1856.179,0.0,PD=2021.11.16 00:00:00|PW=2021.11.14 00:00:00,0.06943928571428486,0.0,0.0,0.0,0.0,0.0,,9941.69,10097.81,PW.VAL=1812.441;PW.POC=1825.181;PW.VAH=1856.371;PD.VAL=1859.197;PD.POC=1863.034;PD.VAH=1865.117
2021.11.16 00:45:00,trail,6,1,1858.368,1859.127,0.0,done,0.06943928571428486,1863.034,1859.197,1864.391,1862.722,1856.179,2021.11.16 00:30:00,9941.69,10194.23,PW.VAL=1812.441;PW.POC=1825.181;PW.VAH=1856.371;PD.VAL=1859.197;PD.POC=1863.034;PD.VAH=1865.117
