deal,time,time_msc,symbol,position_id,type,entry,reason,volume,price,profit,commission,swap,fee,comment
1,2026.03.05 00:00:00,1772668800000,,0,2,0,0,0.0,0.0,10000.0,0.0,0.0,0.0,
2,2026.03.05 13:45:01,1772718301039,XAUUSD,2,0,0,3,0.02,5131.366,0.0,-0.11,0.0,0.0,Safe LTA EM1-DoubleWick PD-VAL 
3,2026.03.05 15:08:39,1772723319213,XAUUSD,2,1,1,4,0.02,5079.844,-103.04,0.0,0.0,0.0,sl 5080.125
4,2026.03.10 02:00:01,1773108001258,XAUUSD,4,0,0,3,0.03,5185.406,0.0,-0.17,0.0,0.0,Safe LTA EM1-DoubleWick PW-POC 
5,2026.03.10 13:18:58,1773148738824,XAUUSD,4,1,1,5,0.03,5214.377,86.91,0.0,0.0,0.0,tp 5214.224
6,2026.03.10 20:00:01,1773172801092,XAUUSD,6,0,0,3,0.02,5198.682,0.0,-0.11,0.0,0.0,Safe LTA EM1-DoubleWick Demand(
7,2026.03.11 00:26:25,1773188785963,XAUUSD,6,1,1,5,0.02,5214.262,31.16,0.0,-1.07,0.0,tp 5214.224
8,2026.03.11 01:15:01,1773191701013,XAUUSD,8,0,0,3,0.18,5216.368,0.0,-0.99,0.0,0.0,Safe LTA EM1-DoubleWick PW-VAH 
9,2026.03.11 01:51:07,1773193867356,XAUUSD,8,1,1,4,0.18,5210.029,-114.1,0.0,0.0,0.0,sl 5210.034
10,2026.03.11 02:45:01,1773197101634,XAUUSD,10,0,0,3,0.12,5208.072,0.0,-0.66,0.0,0.0,Safe LTA EM1-DoubleWick PD-VAH 
11,2026.03.11 02:50:18,1773197418393,XAUUSD,10,1,1,5,0.12,5214.272,74.4,0.0,0.0,0.0,tp 5214.224
12,2026.03.11 08:00:01,1773216001122,XAUUSD,12,0,0,3,0.04,5195.486,0.0,-0.22,0.0,0.0,Safe LTA EM1-DoubleWick Demand(
13,2026.03.11 13:00:02,1773234002172,XAUUSD,12,1,1,4,0.04,5165.912,-118.29,0.0,0.0,0.0,sl 5165.925
14,2026.03.11 13:15:01,1773234901213,XAUUSD,14,0,0,3,0.06,5177.782,0.0,-0.33,0.0,0.0,Safe LTA EM1-DoubleWick Demand(
15,2026.03.11 13:45:47,1773236747083,XAUUSD,14,1,1,4,0.06,5160.554,-103.37,0.0,0.0,0.0,sl 5160.658
16,2026.03.23 00:15:01,1774224901104,XAUUSD,16,1,0,3,0.02,4436.837,0.0,-0.11,0.0,0.0,Safe LTA EM4-Continuation PD-VA
17,2026.03.23 06:28:19,1774247299117,XAUUSD,16,0,1,5,0.02,4256.801,360.07,0.0,0.0,0.0,tp 4256.813
18,2026.03.24 01:45:01,1774316701003,XAUUSD,18,1,0,3,0.02,4319.408,0.0,-0.11,0.0,0.0,Safe LTA EM1-DoubleWick PD-VAL 
19,2026.03.24 02:36:12,1774319772790,XAUUSD,18,0,1,4,0.02,4373.112,-107.4,0.0,0.0,0.0,sl 4373.065
20,2026.03.24 12:00:01,1774353601079,XAUUSD,20,1,0,3,0.04,4408.749,0.0,-0.22,0.0,0.0,Safe LTA EM1-DoubleWick PD-POC 
21,2026.03.24 20:23:44,1774383824596,XAUUSD,20,0,1,4,0.04,4434.492,-102.97,0.0,0.0,0.0,sl 4434.433
22,2026.03.27 03:15:01,1774581301002,XAUUSD,22,1,0,3,0.08,4429.701,0.0,-0.44,0.0,0.0,Safe LTA EM1-DoubleWick PD-POC 
23,2026.03.27 03:39:55,1774582795172,XAUUSD,22,0,1,4,0.08,4442.521,-102.56,0.0,0.0,0.0,sl 4442.484
24,2026.03.27 06:00:01,1774591201092,XAUUSD,24,1,0,3,0.05,4453.888,0.0,-0.28,0.0,0.0,Safe LTA EM1-DoubleWick PD-VAH 
25,2026.03.27 14:50:35,1774623035115,XAUUSD,24,0,1,4,0.05,4476.791,-114.52,0.0,0.0,0.0,sl 4476.723
26,2026.04.05 22:15:01,1775427301144,XAUUSD,26,1,0,3,0.03,4632.182,0.0,-0.17,0.0,0.0,Safe LTA EM4-Continuation PD-PO
27,2026.04.06 05:20:22,1775452822470,XAUUSD,26,0,1,4,0.03,4678.58,-139.19,0.0,0.0,0.0,sl 4678.549
28,2026.04.06 10:00:01,1775469601097,XAUUSD,28,1,0,3,0.07,4693.696,0.0,-0.39,0.0,0.0,Safe LTA EM1-DoubleWick PW-VAH 
29,2026.04.06 12:21:07,1775478067658,XAUUSD,28,0,1,5,0.07,4666.157,192.77,0.0,0.0,0.0,tp 4666.230
30,2026.04.06 12:30:01,1775478601117,XAUUSD,30,1,0,3,0.05,4666.63,0.0,-0.28,0.0,0.0,Safe LTA EM1-DoubleWick PW-POC 
31,2026.04.06 12:30:03,1775478603736,XAUUSD,30,0,1,5,0.05,4666.216,2.07,0.0,0.0,0.0,tp 4666.230
32,2026.04.06 13:30:01,1775482201098,XAUUSD,32,1,0,3,0.1,4670.157,0.0,-0.55,0.0,0.0,Safe LTA EM1-DoubleWick PW-POC 
33,2026.04.06 13:32:33,1775482353360,XAUUSD,32,0,1,5,0.1,4666.202,39.55,0.0,0.0,0.0,tp 4666.230
34,2026.04.06 13:45:01,1775483101214,XAUUSD,34,1,0,3,0.07,4666.832,0.0,-0.39,0.0,0.0,Safe LTA EM1-DoubleWick PW-POC 
35,2026.04.06 13:56:43,1775483803836,XAUUSD,34,0,1,4,0.07,4680.588,-96.3,0.0,0.0,0.0,sl 4680.535
36,2026.04.06 15:15:01,1775488501045,XAUUSD,36,1,0,3,0.04,4661.901,0.0,-0.22,0.0,0.0,Safe LTA EM1-DoubleWick PW-POC 
