time,event,position_id,dir,entry,sl,tp,note,buffer,broken,previous,close1,close2,old_sl,closed_bar,balance,equity,ladder
2025.09.05 03:15:00,entry,2,1,3554.034,3526.374,3637.014,fallback_3R|risk=110.6400|volume=0.0400|PD=2025.09.05 00:00:00|PW=2025.08.31 00:00:00,0.2135321428571404,0.0,0.0,0.0,0.0,0.0,,9999.78,9999.63,PW.VAL=3360.917;PW.POC=3376.164;PW.VAH=3405.855
2025.09.09 00:00:00,entry,4,1,3635.14,3629.649,3651.613,fallback_3R|risk=104.3300|volume=0.1900|PD=2025.09.09 00:00:00|PW=2025.09.07 00:00:00,0.1553250000000032,0.0,0.0,0.0,0.0,0.0,,10328.55,10327.85,PW.VAL=3498.270;PW.POC=3550.486;PW.VAH=3600.156
2025.09.09 03:15:00,entry,6,1,3648.466,3643.233,3664.165,fallback_3R|risk=109.9000|volume=0.2100|PD=2025.09.09 00:00:00|PW=2025.09.07 00:00:00,0.2538999999999971,0.0,0.0,0.0,0.0,0.0,,10640.68,10639.9,PW.VAL=3498.270;PW.POC=3550.486;PW.VAH=3600.156
2025.09.09 08:45:00,entry,8,1,3650.501,3641.523,3677.435,fallback_3R|risk=107.7300|volume=0.1200|PD=2025.09.09 00:00:00|PW=2025.09.07 00:00:00,0.334689285714288,0.0,0.0,0.0,0.0,0.0,,10529.7,10529.26,PW.VAL=3498.270;PW.POC=3550.486;PW.VAH=3600.156
2025.09.09 15:30:00,entry,10,1,3640.374,3625.609,3684.669,fallback_3R|risk=118.1200|volume=0.0800|PD=2025.09.09 00:00:00|PW=2025.09.07 00:00:00,0.5483035714285718,0.0,0.0,0.0,0.0,0.0,,10421.5,10421.21,PW.VAL=3498.270;PW.POC=3550.486;PW.VAH=3600.156
2025.09.10 07:15:00,entry,12,1,3647.146,3640.829,3666.097,fallback_3R|risk=107.3900|volume=0.1700|PD=2025.09.10 00:00:00|PW=2025.09.07 00:00:00,0.19547142857142522,0.0,0.0,0.0,0.0,0.0,,10299.23,10298.6,PW.VAL=3498.270;PW.POC=3550.486;PW.VAH=3600.156
2025.09.11 00:15:00,entry,14,1,3646.714,3643.18,3657.316,fallback_3R|risk=102.4900|volume=0.2900|PD=2025.09.11 00:00:00|PW=2025.09.07 00:00:00,0.14862857142856814,0.0,0.0,0.0,0.0,0.0,,10189.82,10188.74,PW.VAL=3498.270;PW.POC=3550.486;PW.VAH=3600.156
2025.09.11 01:15:00,entry,16,1,3646.331,3642.29,3658.454,fallback_3R|risk=101.0300|volume=0.2500|PD=2025.09.11 00:00:00|PW=2025.09.07 00:00:00,0.15234285714285697,0.0,0.0,0.0,0.0,0.0,,10085.37,10084.44,PW.VAL=3498.270;PW.POC=3550.486;PW.VAH=3600.156
2025.09.12 09:30:00,entry,18,1,3646.216,3637.278,3673.03,fallback_3R|risk=107.2500|volume=0.1200|PD=2025.09.12 00:00:00|PW=2025.09.07 00:00:00,0.22174642857142834,0.0,0.0,0.0,0.0,0.0,,9983.53,9983.09,PW.VAL=3498.270;PW.POC=3550.486;PW.VAH=3600.156
2025.09.15 00:15:00,entry,20,1,3641.42,3634.525,3647.2,aoi_target|risk=103.4200|volume=0.1500|PD=2025.09.15 00:00:00|PW=2025.09.14 00:00:00,0.13825714285714283,0.0,0.0,0.0,0.0,0.0,,9868.56,9868.01,PW.VAL=3628.656;PW.POC=3647.200;PW.VAH=3655.359
2025.09.15 01:30:00,entry,22,1,3631.959,3626.168,3647.2,aoi_target|risk=98.4400|volume=0.1700|PD=2025.09.15 00:00:00|PW=2025.09.14 00:00:00,0.1885607142857144,0.0,0.0,0.0,0.0,0.0,,9764.05,9763.42,PW.VAL=3628.656;PW.POC=3647.200;PW.VAH=3655.359
2025.09.15 13:30:00,entry,24,1,3653.85,3646.39,3655.359,aoi_target|risk=104.4400|volume=0.1400|PD=2025.09.15 00:00:00|PW=2025.09.14 00:00:00,0.21319285714285702,0.0,0.0,0.0,0.0,0.0,,10022.64,10022.12,PW.VAL=3628.656;PW.POC=3647.200;PW.VAH=3655.359
2025.09.15 14:15:00,entry,26,1,3660.104,3653.237,3680.705,fallback_3R|risk=103.0000|volume=0.1500|PD=2025.09.15 00:00:00|PW=2025.09.14 00:00:00,0.2721464285714303,0.0,0.0,0.0,0.0,0.0,,10043.2,10042.65,PW.VAL=3628.656;PW.POC=3647.200;PW.VAH=3655.359
2025.09.17 14:15:00,entry,28,1,3684.043,3675.749,3708.925,fallback_3R|risk=107.8200|volume=0.1300|PD=2025.09.17 00:00:00|PW=2025.09.14 00:00:00,0.26740357142857,0.0,0.0,0.0,0.0,0.0,,10351.63,10351.15,PW.VAL=3628.656;PW.POC=3647.200;PW.VAH=3655.359
2025.09.22 00:15:00,entry,30,1,3690.629,3685.333,3697.421,aoi_target|risk=105.9200|volume=0.2000|PD=2025.09.22 00:00:00|PW=2025.09.21 00:00:00,0.16196785714285594,0.0,0.0,0.0,0.0,0.0,,10239.86,10239.12,PW.VAL=3650.642;PW.POC=3680.353;PW.VAH=3697.421
2025.09.22 06:15:00,entry,32,1,3700.706,3695.134,3717.422,fallback_3R|risk=105.8600|volume=0.1900|PD=2025.09.22 00:00:00|PW=2025.09.21 00:00:00,0.1720928571428593,0.0,0.0,0.0,0.0,0.0,,10375.07,10374.37,PW.VAL=3650.642;PW.POC=3680.353;PW.VAH=3697.421
2025.09.23 00:00:00,entry,34,1,3747.946,3745.433,3755.485,fallback_3R|risk=108.0600|volume=0.4300|PD=2025.09.23 00:00:00|PW=2025.09.21 00:00:00,0.16634999999999991,0.0,0.0,0.0,0.0,0.0,,10690.44,10688.85,PW.VAL=3650.642;PW.POC=3680.353;PW.VAH=3697.421
2025.09.23 00:30:00,entry,36,1,3748.969,3744.559,3762.199,fallback_3R|risk=105.8400|volume=0.2400|PD=2025.09.23 00:00:00|PW=2025.09.21 00:00:00,0.1616035714285707,0.0,0.0,0.0,0.0,0.0,,10579.55,10578.66,PW.VAL=3650.642;PW.POC=3680.353;PW.VAH=3697.421
2025.09.24 02:45:00,entry,38,1,3755.333,3750.074,3771.11,fallback_3R|risk=105.1800|volume=0.2000|PD=2025.09.24 00:00:00|PW=2025.09.21 00:00:00,0.2511785714285728,0.0,0.0,0.0,0.0,0.0,,10471.93,10471.19,PW.VAL=3650.642;PW.POC=3680.353;PW.VAH=3697.421
2025.09.24 15:15:00,entry,40,1,3754.647,3736.074,3810.366,fallback_3R|risk=111.4400|volume=0.0600|PD=2025.09.24 00:00:00|PW=2025.09.21 00:00:00,0.30338571428571703,0.0,0.0,0.0,0.0,0.0,,10787.36,10787.14,PW.VAL=3650.642;PW.POC=3680.353;PW.VAH=3697.421
2025.09.26 13:00:00,entry,42,1,3752.209,3736.283,3799.987,fallback_3R|risk=111.4800|volume=0.0700|PD=2025.09.26 00:00:00|PW=2025.09.21 00:00:00,0.21623928571428258,0.0,0.0,0.0,0.0,0.0,,10675.48,10675.22,PW.VAL=3650.642;PW.POC=3680.353;PW.VAH=3697.421
2025.09.30 00:00:00,entry,44,1,3833.007,3827.746,3848.79,fallback_3R|risk=110.4800|volume=0.2100|PD=2025.09.30 00:00:00|PW=2025.09.28 00:00:00,0.15638214285714544,0.0,0.0,0.0,0.0,0.0,,11005.05,11004.27,PW.VAL=3732.486;PW.POC=3745.063;PW.VAH=3779.439
2025.09.30 09:00:00,entry,46,1,3816.483,3806.503,3846.423,fallback_3R|risk=119.7600|volume=0.1200|PD=2025.09.30 00:00:00|PW=2025.09.28 00:00:00,0.4768678571428576,0.0,0.0,0.0,0.0,0.0,,11335.85,11335.4,PW.VAL=3732.486;PW.POC=3745.063;PW.VAH=3779.439
2025.09.30 13:45:00,entry,48,1,3824.943,3808.376,3874.644,fallback_3R|risk=115.9700|volume=0.0700|PD=2025.09.30 00:00:00|PW=2025.09.28 00:00:00,0.3721214285714268,0.0,0.0,0.0,0.0,0.0,,11215.4,11215.14,PW.VAL=3732.486;PW.POC=3745.063;PW.VAH=3779.439
2025.10.01 08:00:00,entry,50,1,3879.354,3865.329,3921.429,fallback_3R|risk=126.2300|volume=0.0900|PD=2025.10.01 00:00:00|PW=2025.09.28 00:00:00,0.30501428571429057,0.0,0.0,0.0,0.0,0.0,,11559.1,11558.76,PW.VAL=3732.486;PW.POC=3745.063;PW.VAH=3779.439
2025.10.01 13:30:00,entry,52,1,3869.97,3863.012,3890.844,fallback_3R|risk=118.2900|volume=0.1700|PD=2025.10.01 00:00:00|PW=2025.09.28 00:00:00,0.3170249999999978,0.0,0.0,0.0,0.0,0.0,,11431.86,11431.23,PW.VAL=3732.486;PW.POC=3745.063;PW.VAH=3779.439
2025.10.02 00:00:00,entry,54,1,3863.592,3857.013,3883.329,fallback_3R|risk=118.4300|volume=0.1800|PD=2025.10.02 00:00:00|PW=2025.09.28 00:00:00,0.22559285714285937,0.0,0.0,0.0,0.0,0.0,,11312.47,11311.8,PW.VAL=3732.486;PW.POC=3745.063;PW.VAH=3779.439
2025.10.02 01:15:00,entry,56,1,3859.815,3852.334,3882.258,fallback_3R|risk=112.2200|volume=0.1500|PD=2025.10.02 00:00:00|PW=2025.09.28 00:00:00,0.23900714285714458,0.0,0.0,0.0,0.0,0.0,,11192.93,11192.37,PW.VAL=3732.486;PW.POC=3745.063;PW.VAH=3779.439
2025.10.02 15:00:00,entry,58,1,3839.947,3808.031,3935.695,fallback_3R|risk=127.6700|volume=0.0400|PD=2025.10.02 00:00:00|PW=2025.09.28 00:00:00,0.5157035714285745,0.0,0.0,0.0,0.0,0.0,,11529.71,11529.56,PW.VAL=3732.486;PW.POC=3745.063;PW.VAH=3779.439
2025.10.07 01:45:00,entry,60,1,3959.933,3955.125,3974.357,fallback_3R|risk=120.2000|volume=0.2500|PD=2025.10.07 00:00:00|PW=2025.10.05 00:00:00,0.35712499999999964,0.0,0.0,0.0,0.0,0.0,,11907.1,11906.17,PW.VAL=3828.227;PW.POC=3864.822;PW.VAH=3890.961
2025.10.08 01:30:00,entry,62,1,3994.167,3983.993,4024.689,fallback_3R|risk=132.2600|volume=0.1300|PD=2025.10.08 00:00:00|PW=2025.10.05 00:00:00,0.24543928571428233,0.0,0.0,0.0,0.0,0.0,,12267.68,12267.2,PW.VAL=3828.227;PW.POC=3864.822;PW.VAH=3890.961
2025.10.09 00:30:00,entry,64,1,4027.293,4007.636,4086.264,fallback_3R|risk=137.6000|volume=0.0700|PD=2025.10.09 00:00:00|PW=2025.10.05 00:00:00,0.4486678571428586,0.0,0.0,0.0,0.0,0.0,,12664.16,12663.9,PW.VAL=3828.227;PW.POC=3864.822;PW.VAH=3890.961
2025.10.09 07:15:00,entry,66,1,4027.522,4022.0,4044.088,fallback_3R|risk=127.0100|volume=0.2300|PD=2025.10.09 00:00:00|PW=2025.10.05 00:00:00,0.29608928571429133,0.0,0.0,0.0,0.0,0.0,,12525.13,12524.28,PW.VAL=3828.227;PW.POC=3864.822;PW.VAH=3890.961
