time,event,position_id,dir,entry,sl,tp,note,buffer,broken,previous,close1,close2,old_sl,closed_bar,balance,equity,ladder
2025.09.05 03:15:00,entry,2,1,3554.034,3526.374,3637.014,fallback_3R|risk=110.6400|volume=0.0400|PD=2025.09.05 00:00:00|PW=2025.08.31 00:00:00,0.2135321428571404,0.0,0.0,0.0,0.0,0.0,,9999.78,9999.63,PW.VAL=3360.917;PW.POC=3376.164;PW.VAH=3405.855
2025.10.09 12:00:00,entry,68,1,4044.567,4035.498,4071.774,fallback_3R|risk=136.0400|volume=0.1500|PD=2025.10.09 00:00:00|PW=2025.10.05 00:00:00,0.23576071428571402,0.0,0.0,0.0,0.0,0.0,,12905.68,12905.12,PW.VAL=3828.227;PW.POC=3864.822;PW.VAH=3890.961
2025.10.09 14:15:00,entry,70,1,4023.986,4011.448,4061.6,fallback_3R|risk=137.9200|volume=0.1100|PD=2025.10.09 00:00:00|PW=2025.10.05 00:00:00,0.4927928571428603,0.0,0.0,0.0,0.0,0.0,,12768.87,12768.46,PW.VAL=3828.227;PW.POC=3864.822;PW.VAH=3890.961
2025.10.13 05:30:00,entry,72,1,4071.468,4054.083,4123.623,fallback_3R|risk=139.0800|volume=0.0800|PD=2025.10.13 00:00:00|PW=2025.10.12 00:00:00,0.3378071428571421,0.0,0.0,0.0,0.0,0.0,,12630.46,12630.17,PW.VAL=3963.543;PW.POC=4038.860;PW.VAH=4051.185
2025.10.14 00:30:00,entry,74,1,4126.341,4118.982,4148.418,fallback_3R|risk=132.4600|volume=0.1800|PD=2025.10.14 00:00:00|PW=2025.10.12 00:00:00,0.28939642857142517,0.0,0.0,0.0,0.0,0.0,,13046.75,13046.08,PW.VAL=3963.543;PW.POC=4038.860;PW.VAH=4051.185
2025.10.14 06:00:00,entry,76,1,4121.283,4109.67,4156.122,fallback_3R|risk=139.3600|volume=0.1200|PD=2025.10.14 00:00:00|PW=2025.10.12 00:00:00,0.6391357142857162,0.0,0.0,0.0,0.0,0.0,,13443.82,13443.37,PW.VAL=3963.543;PW.POC=4038.860;PW.VAH=4051.185
2025.10.14 13:45:00,entry,78,1,4126.994,4103.683,4196.927,fallback_3R|risk=139.8600|volume=0.0600|PD=2025.10.14 00:00:00|PW=2025.10.12 00:00:00,0.5705428571428619,0.0,0.0,0.0,0.0,0.0,,13303.94,13303.72,PW.VAL=3963.543;PW.POC=4038.860;PW.VAH=4051.185
2025.10.16 00:15:00,entry,80,1,4215.049,4204.241,4247.473,fallback_3R|risk=140.5100|volume=0.1300|PD=2025.10.16 00:00:00|PW=2025.10.12 00:00:00,0.3185642857142869,0.0,0.0,0.0,0.0,0.0,,13719.79,13719.31,PW.VAL=3963.543;PW.POC=4038.860;PW.VAH=4051.185
2025.10.17 02:00:00,entry,82,1,4314.152,4276.333,4427.609,fallback_3R|risk=151.2800|volume=0.0400|PD=2025.10.17 00:00:00|PW=2025.10.12 00:00:00,1.0770928571428515,0.0,0.0,0.0,0.0,0.0,,13578.97,13578.82,PW.VAL=3963.543;PW.POC=4038.860;PW.VAH=4051.185
2025.10.17 14:45:00,entry,84,1,4259.176,4213.645,4395.769,fallback_3R|risk=136.5900|volume=0.0300|PD=2025.10.17 00:00:00|PW=2025.10.12 00:00:00,1.3688964285714227,0.0,0.0,0.0,0.0,0.0,,13427.36,13427.25,PW.VAL=3963.543;PW.POC=4038.860;PW.VAH=4051.185
2025.10.20 01:15:00,entry,86,1,4255.275,4227.941,4298.904,aoi_target|risk=136.6700|volume=0.0500|PD=2025.10.20 00:00:00|PW=2025.10.19 00:00:00,0.7115499999999981,0.0,0.0,0.0,0.0,0.0,,13290.47,13290.28,PW.VAL=4089.975;PW.POC=4127.698;PW.VAH=4298.904
2025.10.21 06:15:00,entry,88,1,4329.503,4316.307,4369.091,fallback_3R|risk=131.9600|volume=0.1000|PD=2025.10.21 00:00:00|PW=2025.10.19 00:00:00,0.40666071428571676,0.0,0.0,0.0,0.0,0.0,,13153.24,13152.87,PW.VAL=4089.975;PW.POC=4127.698;PW.VAH=4298.904
2025.10.21 08:45:00,entry,90,1,4272.202,4242.965,4298.904,aoi_target|risk=146.1800|volume=0.0500|PD=2025.10.21 00:00:00|PW=2025.10.19 00:00:00,0.8390785714285651,0.0,0.0,0.0,0.0,0.0,,13020.98,13020.8,PW.VAL=4089.975;PW.POC=4127.698;PW.VAH=4298.904
2025.10.24 00:00:00,entry,92,1,4121.864,4104.818,4127.698,aoi_target|risk=136.3700|volume=0.0800|PD=2025.10.24 00:00:00|PW=2025.10.19 00:00:00,0.4475642857142897,0.0,0.0,0.0,0.0,0.0,,12874.28,12873.99,PW.VAL=4089.975;PW.POC=4127.698;PW.VAH=4298.904
2025.10.24 00:15:00,entry,94,1,4128.601,4113.9,4298.904,aoi_target|risk=132.3100|volume=0.0900|PD=2025.10.24 00:00:00|PW=2025.10.19 00:00:00,0.45755357142857395,0.0,0.0,0.0,0.0,0.0,,12920.57,12920.24,PW.VAL=4089.975;PW.POC=4127.698;PW.VAH=4298.904
2025.10.24 02:45:00,entry,96,1,4114.435,4108.324,4127.698,aoi_target|risk=128.3400|volume=0.2100|PD=2025.10.24 00:00:00|PW=2025.10.19 00:00:00,0.5031607142857183,0.0,0.0,0.0,0.0,0.0,,12787.01,12786.23,PW.VAL=4089.975;PW.POC=4127.698;PW.VAH=4298.904
2025.10.29 14:00:00,entry,98,1,4012.37,4001.465,4113.353,aoi_target|risk=130.8600|volume=0.1200|PD=2025.10.29 00:00:00|PW=2025.10.26 00:00:00,0.45794285714285776,0.0,0.0,0.0,0.0,0.0,,12657.91,12657.47,PW.VAL=4010.162;PW.POC=4113.353;PW.VAH=4210.649
2025.10.29 19:00:00,entry,100,1,3969.548,3941.266,4010.162,aoi_target|risk=141.4100|volume=0.0500|PD=2025.10.29 00:00:00|PW=2025.10.26 00:00:00,0.6966357142857159,0.0,0.0,0.0,0.0,0.0,,12526.7,12526.52,PW.VAL=4010.162;PW.POC=4113.353;PW.VAH=4210.649
2025.10.30 04:30:00,entry,102,1,3959.484,3933.396,4010.162,aoi_target|risk=130.4400|volume=0.0500|PD=2025.10.30 00:00:00|PW=2025.10.26 00:00:00,0.6358214285714276,0.0,0.0,0.0,0.0,0.0,,12384.96,12384.78,PW.VAL=4010.162;PW.POC=4113.353;PW.VAH=4210.649
2025.10.30 23:30:00,entry,104,1,4028.186,4017.948,4113.353,aoi_target|risk=133.1000|volume=0.1300|PD=2025.10.30 00:00:00|PW=2025.10.26 00:00:00,0.44357857142857554,0.0,0.0,0.0,0.0,0.0,,12637.75,12637.27,PW.VAL=4010.162;PW.POC=4113.353;PW.VAH=4210.649
2025.10.31 05:45:00,entry,106,1,4006.79,3992.879,4010.162,aoi_target|risk=125.2000|volume=0.0900|PD=2025.10.31 00:00:00|PW=2025.10.26 00:00:00,0.5093392857142865,0.0,0.0,0.0,0.0,0.0,,12497.19,12496.86,PW.VAL=4010.162;PW.POC=4113.353;PW.VAH=4210.649
2025.10.31 06:15:00,entry,108,1,4009.786,4000.977,4010.162,aoi_target|risk=132.1300|volume=0.1500|PD=2025.10.31 00:00:00|PW=2025.10.26 00:00:00,0.4975500000000011,0.0,0.0,0.0,0.0,0.0,,12526.72,12526.17,PW.VAL=4010.162;PW.POC=4113.353;PW.VAH=4210.649
2025.10.31 07:15:00,entry,110,1,4015.784,4004.229,4113.353,aoi_target|risk=127.1000|volume=0.1100|PD=2025.10.31 00:00:00|PW=2025.10.26 00:00:00,0.42896428571428785,0.0,0.0,0.0,0.0,0.0,,12531.77,12531.37,PW.VAL=4010.162;PW.POC=4113.353;PW.VAH=4210.649
2025.10.31 12:30:00,entry,112,1,4019.521,4008.274,4113.353,aoi_target|risk=134.9600|volume=0.1200|PD=2025.10.31 00:00:00|PW=2025.10.26 00:00:00,0.3669678571428563,0.0,0.0,0.0,0.0,0.0,,12403.89,12403.45,PW.VAL=4010.162;PW.POC=4113.353;PW.VAH=4210.649
2025.11.03 03:15:00,entry,114,1,4007.793,3996.487,4029.28,aoi_target|risk=124.3600|volume=0.1100|PD=2025.11.03 00:00:00|PW=2025.11.02 00:00:00,0.606114285714284,0.0,0.0,0.0,0.0,0.0,,12268.25,12267.85,PW.VAL=3945.800;PW.POC=4003.193;PW.VAH=4029.280
2025.11.06 02:00:00,entry,116,1,3976.74,3967.034,4003.193,aoi_target|risk=126.1800|volume=0.1300|PD=2025.11.06 00:00:00|PW=2025.11.02 00:00:00,0.30299285714285784,0.0,0.0,0.0,0.0,0.0,,12143.11,12142.63,PW.VAL=3945.800;PW.POC=4003.193;PW.VAH=4029.280
2025.11.06 13:15:00,entry,118,1,4011.851,4002.326,4029.28,aoi_target|risk=133.3500|volume=0.1400|PD=2025.11.06 00:00:00|PW=2025.11.02 00:00:00,0.2722642857142838,0.0,0.0,0.0,0.0,0.0,,12486.39,12485.88,PW.VAL=3945.800;PW.POC=4003.193;PW.VAH=4029.280
2025.11.06 15:30:00,entry,120,1,3986.925,3977.294,4003.193,aoi_target|risk=125.2100|volume=0.1300|PD=2025.11.06 00:00:00|PW=2025.11.02 00:00:00,0.44223214285713897,0.0,0.0,0.0,0.0,0.0,,12351.97,12351.48,PW.VAL=3945.800;PW.POC=4003.193;PW.VAH=4029.280
2025.11.06 16:30:00,entry,122,1,3983.822,3975.617,4003.193,aoi_target|risk=123.0700|volume=0.1500|PD=2025.11.06 00:00:00|PW=2025.11.02 00:00:00,0.47185714285714087,0.0,0.0,0.0,0.0,0.0,,12225.91,12225.36,PW.VAL=3945.800;PW.POC=4003.193;PW.VAH=4029.280
2025.11.07 01:45:00,entry,124,1,4002.038,3994.351,4003.193,aoi_target|risk=122.9900|volume=0.1600|PD=2025.11.07 00:00:00|PW=2025.11.02 00:00:00,0.27641785714285527,0.0,0.0,0.0,0.0,0.0,,12101.88,12101.29,PW.VAL=3945.800;PW.POC=4003.193;PW.VAH=4029.280
2025.11.07 06:45:00,entry,126,1,4001.609,3994.167,4003.193,aoi_target|risk=126.5100|volume=0.1700|PD=2025.11.07 00:00:00|PW=2025.11.02 00:00:00,0.25177857142857,0.0,0.0,0.0,0.0,0.0,,12119.58,12118.95,PW.VAL=3945.800;PW.POC=4003.193;PW.VAH=4029.280
2025.11.07 07:00:00,entry,128,1,4006.852,3995.829,4029.28,aoi_target|risk=132.2700|volume=0.1200|PD=2025.11.07 00:00:00|PW=2025.11.02 00:00:00,0.26033214285714135,0.0,0.0,0.0,0.0,0.0,,12145.94,12145.5,PW.VAL=3945.800;PW.POC=4003.193;PW.VAH=4029.280
2025.11.07 12:00:00,entry,130,1,4003.052,3993.056,4003.193,aoi_target|risk=129.9500|volume=0.1300|PD=2025.11.07 00:00:00|PW=2025.11.02 00:00:00,0.2849428571428559,0.0,0.0,0.0,0.0,0.0,,12012.72,12012.24,PW.VAL=3945.800;PW.POC=4003.193;PW.VAH=4029.280
2025.11.07 14:15:00,entry,132,1,4003.032,3992.002,4003.193,aoi_target|risk=121.3300|volume=0.1100|PD=2025.11.07 00:00:00|PW=2025.11.02 00:00:00,0.35459285714286065,0.0,0.0,0.0,0.0,0.0,,12013.99,12013.59,PW.VAL=3945.800;PW.POC=4003.193;PW.VAH=4029.280
2025.11.07 15:00:00,entry,134,1,3993.45,3983.568,4003.193,aoi_target|risk=128.4700|volume=0.1300|PD=2025.11.07 00:00:00|PW=2025.11.02 00:00:00,0.3870821428571438,0.0,0.0,0.0,0.0,0.0,,12015.14,12014.66,PW.VAL=3945.800;PW.POC=4003.193;PW.VAH=4029.280
2025.11.07 16:45:00,entry,136,1,4020.951,3994.332,4029.28,aoi_target|risk=133.1000|volume=0.0500|PD=2025.11.07 00:00:00|PW=2025.11.02 00:00:00,0.5014714285714296,0.0,0.0,0.0,0.0,0.0,,12141.52,12141.33,PW.VAL=3945.800;PW.POC=4003.193;PW.VAH=4029.280
2025.11.07 20:45:00,entry,138,1,4001.216,3993.658,4003.193,aoi_target|risk=120.9300|volume=0.1600|PD=2025.11.07 00:00:00|PW=2025.11.02 00:00:00,0.317389285714283,0.0,0.0,0.0,0.0,0.0,,12007.47,12006.87,PW.VAL=3945.800;PW.POC=4003.193;PW.VAH=4029.280
2025.11.10 00:15:00,entry,140,1,4015.838,4004.222,4050.686,fallback_3R|risk=127.7800|volume=0.1100|PD=2025.11.10 00:00:00|PW=2025.11.09 00:00:00,0.2938214285714269,0.0,0.0,0.0,0.0,0.0,,12038.7,12038.29,PW.VAL=3971.852;PW.POC=3994.924;PW.VAH=4014.814
2025.11.11 00:30:00,entry,142,1,4125.084,4115.755,4153.071,fallback_3R|risk=130.6100|volume=0.1400|PD=2025.11.11 00:00:00|PW=2025.11.09 00:00:00,0.21675357142858373,0.0,0.0,0.0,0.0,0.0,,12421.26,12420.74,PW.VAL=3971.852;PW.POC=3994.924;PW.VAH=4014.814
2025.11.12 01:15:00,entry,144,1,4134.962,4127.143,4158.419,fallback_3R|risk=125.1000|volume=0.1600|PD=2025.11.12 00:00:00|PW=2025.11.09 00:00:00,0.270585714285718,0.0,0.0,0.0,0.0,0.0,,12289.66,12289.07,PW.VAL=3971.852;PW.POC=3994.924;PW.VAH=4014.814
2025.11.12 01:45:00,entry,146,1,4133.835,4125.727,4158.159,fallback_3R|risk=129.7300|volume=0.1600|PD=2025.11.12 00:00:00|PW=2025.11.09 00:00:00,0.29733928571428936,0.0,0.0,0.0,0.0,0.0,,12163.47,12162.88,PW.VAL=3971.852;PW.POC=3994.924;PW.VAH=4014.814
2025.11.13 01:45:00,entry,148,1,4188.507,4178.835,4217.523,fallback_3R|risk=125.7300|volume=0.1300|PD=2025.11.13 00:00:00|PW=2025.11.09 00:00:00,0.46189642857143554,0.0,0.0,0.0,0.0,0.0,,12032.72,12032.24,PW.VAL=3971.852;PW.POC=3994.924;PW.VAH=4014.814
2025.11.13 15:15:00,entry,150,1,4201.671,4183.754,4255.422,fallback_3R|risk=125.4200|volume=0.0700|PD=2025.11.13 00:00:00|PW=2025.11.09 00:00:00,0.6520071428571426,0.0,0.0,0.0,0.0,0.0,,12409.57,12409.31,PW.VAL=3971.852;PW.POC=3994.924;PW.VAH=4014.814
2025.11.14 02:00:00,entry,152,1,4190.21,4172.763,4242.551,fallback_3R|risk=139.5800|volume=0.0800|PD=2025.11.14 00:00:00|PW=2025.11.09 00:00:00,0.418864285714283,0.0,0.0,0.0,0.0,0.0,,12283.56,12283.26,PW.VAL=3971.852;PW.POC=3994.924;PW.VAH=4014.814
2025.11.19 08:30:00,entry,154,1,4088.041,4077.355,4130.421,aoi_target|risk=128.2300|volume=0.1200|PD=2025.11.19 00:00:00|PW=2025.11.16 00:00:00,0.3902178571428603,0.0,0.0,0.0,0.0,0.0,,12143.28,12142.84,PW.VAL=4068.212;PW.POC=4130.421;PW.VAH=4196.399
2025.11.19 15:15:00,entry,156,1,4129.893,4108.046,4130.421,aoi_target|risk=131.0800|volume=0.0600|PD=2025.11.19 00:00:00|PW=2025.11.16 00:00:00,0.5042035714285703,0.0,0.0,0.0,0.0,0.0,,12651.51,12651.29,PW.VAL=4068.212;PW.POC=4130.421;PW.VAH=4196.399
2025.11.19 17:00:00,entry,158,1,4074.848,4065.976,4130.421,aoi_target|risk=133.0800|volume=0.1500|PD=2025.11.19 00:00:00|PW=2025.11.16 00:00:00,0.6992321428571407,0.0,0.0,0.0,0.0,0.0,,12653.9,12653.35,PW.VAL=4068.212;PW.POC=4130.421;PW.VAH=4196.399
2025.11.19 17:30:00,entry,160,1,4072.204,4053.874,4130.421,aoi_target|risk=128.3100|volume=0.0700|PD=2025.11.19 00:00:00|PW=2025.11.16 00:00:00,0.740935714285711,0.0,0.0,0.0,0.0,0.0,,12520.13,12519.87,PW.VAL=4068.212;PW.POC=4130.421;PW.VAH=4196.399
2025.11.20 02:45:00,entry,162,1,4061.462,4038.708,4068.212,aoi_target|risk=136.5200|volume=0.0600|PD=2025.11.20 00:00:00|PW=2025.11.16 00:00:00,0.5409571428571407,0.0,0.0,0.0,0.0,0.0,,12380.17,12379.95,PW.VAL=4068.212;PW.POC=4130.421;PW.VAH=4196.399
2025.11.20 06:15:00,entry,164,1,4073.558,4063.569,4130.421,aoi_target|risk=129.8500|volume=0.1300|PD=2025.11.20 00:00:00|PW=2025.11.16 00:00:00,0.4343892857142854,0.0,0.0,0.0,0.0,0.0,,12420.04,12419.56,PW.VAL=4068.212;PW.POC=4130.421;PW.VAH=4196.399
2025.11.20 08:00:00,entry,166,1,4060.018,4053.034,4068.212,aoi_target|risk=125.7100|volume=0.1800|PD=2025.11.20 00:00:00|PW=2025.11.16 00:00:00,0.4569142857142863,0.0,0.0,0.0,0.0,0.0,,12288.87,12288.21,PW.VAL=4068.212;PW.POC=4130.421;PW.VAH=4196.399
