symbol,broker_symbol,candles,days,status
AUDUSD,AUDUSDm,4512,33,ok
USDCAD,USDCADm,4512,33,ok
EURUSD,EURUSDm,4512,33,ok
GBPUSD,GBPUSDm,4512,33,ok
