symbol,range_minutes,rr,month,date,opened_at,closed_at,direction,entry,stop_loss,take_profit,exit_price,result,r_multiple,pnl,range_high,range_low,range_atr
BTCUSD,15,1.3043478260869565,2025-12,2025-12-19,2025-12-20 00:15:00,2025-12-20 00:45:00,BUY,88129.71,87964.29,88345.475217,87964.29,loss,-1.0,-165.42,88129.71,87964.29,0.6842
BTCUSD,15,1.3043478260869565,2025-12,2025-12-20,2025-12-21 00:15:00,2025-12-21 01:00:00,BUY,88359.14,88259.08,88489.653043,88259.08,loss,-1.0,-100.06,88359.14,88259.08,1.0666
AUDUSD,15,1.3043478260869565,2025-12,2025-12-21,2025-12-22 00:15:00,2025-12-22 01:00:00,BUY,0.66134,0.66102,0.661757,0.661757,win,1.3043,41.74,0.66134,0.66102,0.8312
BTCUSD,15,1.3043478260869565,2025-12,2025-12-21,2025-12-22 00:15:00,2025-12-22 00:45:00,BUY,89456.29,88638.52,90522.946522,88638.52,loss,-1.0,-817.77,89456.29,88638.52,4.6378
EURGBP,15,1.3043478260869565,2025-12,2025-12-21,2025-12-22 00:15:00,2025-12-22 03:15:00,SELL,0.87495,0.87531,0.87448,0.87448,win,1.3043,46.96,0.87531,0.87495,1.3159
EURJPY,15,1.3043478260869565,2025-12,2025-12-21,2025-12-22 00:15:00,2025-12-22 00:45:00,SELL,184.499,184.633,184.324217,184.633,loss,-1.0,-13400.0,184.633,184.499,1.4543
GBPUSD,15,1.3043478260869565,2025-12,2025-12-21,2025-12-22 00:15:00,2025-12-22 02:00:00,BUY,1.33867,1.33782,1.339779,1.339779,win,1.3043,110.87,1.33867,1.33782,1.1453
NZDUSD,15,1.3043478260869565,2025-12,2025-12-21,2025-12-22 00:15:00,2025-12-22 01:00:00,BUY,0.57592,0.57553,0.576429,0.576429,win,1.3043,50.87,0.57592,0.57553,0.9698
US30,15,1.3043478260869565,2025-12,2025-12-21,2025-12-22 00:15:00,2025-12-22 05:00:00,SELL,48256.2,48285.7,48217.721739,48217.721739,win,1.3043,38.48,48285.7,48256.2,0.6604
USDCAD,15,1.3043478260869565,2025-12,2025-12-21,2025-12-22 00:15:00,2025-12-22 00:30:00,BUY,1.37927,1.37899,1.379635,1.379635,win,1.3043,36.52,1.37927,1.37899,0.4096
USDCHF,15,1.3043478260869565,2025-12,2025-12-21,2025-12-22 00:15:00,2025-12-22 07:00:00,SELL,0.7948,0.79547,0.793926,0.79499,timeout,-0.2836,-19.0,0.79547,0.7948,1.024
USDJPY,15,1.3043478260869565,2025-12,2025-12-21,2025-12-22 00:15:00,2025-12-22 00:30:00,SELL,157.526,157.654,157.359043,157.654,loss,-1.0,-12800.0,157.654,157.526,1.088
XAUUSD,15,1.3043478260869565,2025-12,2025-12-21,2025-12-22 00:15:00,2025-12-22 01:30:00,BUY,4365.037,4355.314,4377.719174,4377.719174,win,1.3043,1268.22,4365.037,4355.314,2.3193
EURUSD,15,1.3043478260869565,2025-12,2025-12-21,2025-12-22 00:45:00,2025-12-22 07:00:00,BUY,1.17156,1.17092,1.172395,1.1716,timeout,0.0625,4.0,1.17156,1.17092,1.3393
AUDUSD,15,1.3043478260869565,2025-12,2025-12-22,2025-12-23 00:15:00,2025-12-23 01:00:00,BUY,0.66621,0.66571,0.666862,0.66571,loss,-1.0,-50.0,0.66621,0.66571,2.682
BTCUSD,15,1.3043478260869565,2025-12,2025-12-22,2025-12-23 00:15:00,2025-12-23 00:30:00,BUY,88563.13,88435.06,88730.177826,88730.177826,win,1.3043,167.05,88563.13,88435.06,0.5356
EURUSD,15,1.3043478260869565,2025-12,2025-12-22,2025-12-23 00:15:00,2025-12-23 01:30:00,BUY,1.17673,1.17624,1.177369,1.177369,win,1.3043,63.91,1.17673,1.17624,1.6773
NZDUSD,15,1.3043478260869565,2025-12,2025-12-22,2025-12-23 00:15:00,2025-12-23 02:30:00,BUY,0.58033,0.5794,0.581543,0.581543,win,1.3043,121.3,0.58033,0.5794,4.3691
USDCAD,15,1.3043478260869565,2025-12,2025-12-22,2025-12-23 00:15:00,2025-12-23 01:30:00,SELL,1.37458,1.37491,1.37415,1.37415,win,1.3043,43.04,1.37491,1.37458,1.0572
USDCHF,15,1.3043478260869565,2025-12,2025-12-22,2025-12-23 00:15:00,2025-12-23 01:45:00,SELL,0.79105,0.7915,0.790463,0.790463,win,1.3043,58.7,0.7915,0.79105,2.6582
XAGUSD,15,1.3043478260869565,2025-12,2025-12-22,2025-12-23 00:15:00,2025-12-23 00:30:00,SELL,69.07,69.198,68.903043,69.198,loss,-1.0,-640.0,69.198,69.07,1.0541
XAUUSD,15,1.3043478260869565,2025-12,2025-12-22,2025-12-23 00:15:00,2025-12-23 01:00:00,BUY,4466.839,4458.105,4478.231174,4478.231174,win,1.3043,1139.22,4466.839,4458.105,1.6429
EURJPY,15,1.3043478260869565,2025-12,2025-12-22,2025-12-23 00:30:00,2025-12-23 01:45:00,SELL,184.377,184.552,184.148739,184.148739,win,1.3043,22826.09,184.552,184.377,2.3763
GBPUSD,15,1.3043478260869565,2025-12,2025-12-22,2025-12-23 00:30:00,2025-12-23 03:00:00,BUY,1.34758,1.34673,1.348689,1.348689,win,1.3043,110.87,1.34758,1.34673,2.474
US30,15,1.3043478260869565,2025-12,2025-12-22,2025-12-23 00:30:00,2025-12-23 02:00:00,BUY,48417.7,48404.3,48435.178261,48435.178261,win,1.3043,17.48,48417.7,48404.3,0.6869
USDJPY,15,1.3043478260869565,2025-12,2025-12-22,2025-12-23 00:30:00,2025-12-23 01:15:00,SELL,156.753,156.923,156.531261,156.531261,win,1.3043,22173.91,156.923,156.753,2.3992
EURGBP,15,1.3043478260869565,2025-12,2025-12-22,2025-12-23 00:45:00,2025-12-23 03:00:00,BUY,0.87339,0.87313,0.873729,0.87313,loss,-1.0,-26.0,0.87339,0.87313,1.4797
GBPJPY,15,1.3043478260869565,2025-12,2025-12-22,2025-12-23 00:45:00,2025-12-23 01:00:00,SELL,211.118,211.298,210.883217,210.883217,win,1.3043,23478.26,211.298,211.118,1.931
AUDUSD,15,1.3043478260869565,2025-12,2025-12-23,2025-12-24 00:15:00,2025-12-24 01:00:00,SELL,0.67011,0.67032,0.669836,0.669836,win,1.3043,27.39,0.67032,0.67011,1.3486
BTCUSD,15,1.3043478260869565,2025-12,2025-12-23,2025-12-24 00:15:00,2025-12-24 00:45:00,SELL,87323.26,87600.37,86961.812174,87600.37,loss,-1.0,-277.11,87600.37,87323.26,0.9247
EURJPY,15,1.3043478260869565,2025-12,2025-12-23,2025-12-24 00:15:00,2025-12-24 01:00:00,BUY,184.145,183.968,184.37587,183.968,loss,-1.0,-17700.0,184.145,183.968,2.2224
EURUSD,15,1.3043478260869565,2025-12,2025-12-23,2025-12-24 00:15:00,2025-12-24 00:45:00,SELL,1.17942,1.17984,1.178872,1.17984,loss,-1.0,-42.0,1.17984,1.17942,1.2838
GBPJPY,15,1.3043478260869565,2025-12,2025-12-23,2025-12-24 00:15:00,2025-12-24 00:45:00,BUY,210.952,210.731,211.240261,210.731,loss,-1.0,-22100.0,210.952,210.731,1.6199
GBPUSD,15,1.3043478260869565,2025-12,2025-12-23,2025-12-24 00:15:00,2025-12-24 01:15:00,SELL,1.35116,1.3517,1.350456,1.3517,loss,-1.0,-54.0,1.3517,1.35116,0.8289
NZDUSD,15,1.3043478260869565,2025-12,2025-12-23,2025-12-24 00:15:00,2025-12-24 00:30:00,SELL,0.58409,0.58438,0.583712,0.583712,win,1.3043,37.83,0.58438,0.58409,1.4448
USDCAD,15,1.3043478260869565,2025-12,2025-12-23,2025-12-24 00:15:00,2025-12-24 01:15:00,BUY,1.36862,1.36838,1.368933,1.36838,loss,-1.0,-24.0,1.36862,1.36838,0.8638
USDCHF,15,1.3043478260869565,2025-12,2025-12-23,2025-12-24 00:15:00,2025-12-24 00:45:00,BUY,0.78751,0.78706,0.788097,0.78706,loss,-1.0,-45.0,0.78751,0.78706,1.9149
USDJPY,15,1.3043478260869565,2025-12,2025-12-23,2025-12-24 00:15:00,2025-12-24 01:00:00,BUY,156.17,155.973,156.426957,155.973,loss,-1.0,-19700.0,156.17,155.973,2.7915
XAUUSD,15,1.3043478260869565,2025-12,2025-12-23,2025-12-24 00:15:00,2025-12-24 02:45:00,BUY,4512.669,4500.774,4528.184217,4500.774,loss,-1.0,-1189.5,4512.669,4500.774,1.764
US30,15,1.3043478260869565,2025-12,2025-12-23,2025-12-24 00:30:00,2025-12-24 01:15:00,SELL,48467.2,48484.5,48444.634783,48484.5,loss,-1.0,-17.3,48484.5,48467.2,0.8068
EURGBP,15,1.3043478260869565,2025-12,2025-12-23,2025-12-24 00:45:00,2025-12-24 01:15:00,BUY,0.87295,0.87272,0.87325,0.87272,loss,-1.0,-23.0,0.87295,0.87272,1.0557
BTCUSD,15,1.3043478260869565,2025-12,2025-12-24,2025-12-25 00:15:00,2025-12-25 00:30:00,BUY,87671.4,87493.6,87903.313043,87493.6,loss,-1.0,-177.8,87671.4,87493.6,1.1473
AUDUSD,15,1.3043478260869565,2025-12,2025-12-25,2025-12-26 00:15:00,2025-12-26 02:30:00,BUY,0.67091,0.67043,0.671536,0.671536,win,1.3043,62.61,0.67091,0.67043,1.92
BTCUSD,15,1.3043478260869565,2025-12,2025-12-25,2025-12-26 00:15:00,2025-12-26 01:15:00,SELL,86970.86,87269.53,86581.290435,87269.53,loss,-1.0,-298.67,87269.53,86970.86,1.4552
EURJPY,15,1.3043478260869565,2025-12,2025-12-25,2025-12-26 00:15:00,2025-12-26 00:45:00,BUY,184.063,183.944,184.218217,184.218217,win,1.3043,15521.74,184.063,183.944,0.8256
EURUSD,15,1.3043478260869565,2025-12,2025-12-25,2025-12-26 00:15:00,2025-12-26 02:45:00,BUY,1.17835,1.17764,1.179276,1.179276,win,1.3043,92.61,1.17835,1.17764,2.3388
GBPJPY,15,1.3043478260869565,2025-12,2025-12-25,2025-12-26 00:15:00,2025-12-26 00:45:00,BUY,211.084,210.853,211.385304,211.385304,win,1.3043,30130.43,211.084,210.853,1.2773
GBPUSD,15,1.3043478260869565,2025-12,2025-12-25,2025-12-26 00:15:00,2025-12-26 00:15:00,BUY,1.35098,1.35045,1.351671,1.351671,win,1.3043,69.13,1.35098,1.35045,0.9369
NZDUSD,15,1.3043478260869565,2025-12,2025-12-25,2025-12-26 00:15:00,2025-12-26 00:45:00,BUY,0.58381,0.5834,0.584345,0.5834,loss,-1.0,-41.0,0.58381,0.5834,1.6982
US30,15,1.3043478260869565,2025-12,2025-12-25,2025-12-26 00:15:00,2025-12-26 01:00:00,BUY,48815.5,48790.8,48847.717391,48790.8,loss,-1.0,-24.7,48815.5,48790.8,0.6537
USDCAD,15,1.3043478260869565,2025-12,2025-12-25,2025-12-26 00:15:00,2025-12-26 00:15:00,SELL,1.36725,1.36748,1.36695,1.36695,win,1.3043,30.0,1.36748,1.36725,0.6793
USDCHF,15,1.3043478260869565,2025-12,2025-12-25,2025-12-26 00:15:00,2025-12-26 07:00:00,SELL,0.78808,0.78871,0.787258,0.78871,loss,-1.0,-63.0,0.78871,0.78808,1.05
XAGUSD,15,1.3043478260869565,2025-12,2025-12-25,2025-12-26 00:15:00,2025-12-26 01:00:00,BUY,73.686,73.106,74.442522,74.442522,win,1.3043,3782.61,73.686,73.106,1.3751
XAUUSD,15,1.3043478260869565,2025-12,2025-12-25,2025-12-26 00:15:00,2025-12-26 01:00:00,BUY,4505.871,4492.341,4523.518826,4523.518826,win,1.3043,1764.78,4505.871,4492.341,1.6709
EURGBP,15,1.3043478260869565,2025-12,2025-12-25,2025-12-26 00:45:00,2025-12-26 05:15:00,BUY,0.87234,0.87177,0.873083,0.873083,win,1.3043,74.35,0.87234,0.87177,1.3618
USDJPY,15,1.3043478260869565,2025-12,2025-12-25,2025-12-26 00:45:00,2025-12-26 03:45:00,BUY,156.27,156.102,156.48913,156.102,loss,-1.0,-16800.0,156.27,156.102,1.4682
BTCUSD,15,1.3043478260869565,2025-12,2025-12-26,2025-12-27 00:15:00,2025-12-27 00:45:00,SELL,87193.9,87338.86,87004.821739,87338.86,loss,-1.0,-144.96,87338.86,87193.9,0.9967
BTCUSD,15,1.3043478260869565,2025-12,2025-12-27,2025-12-28 00:15:00,2025-12-28 05:15:00,SELL,87737.24,87891.03,87536.644348,87536.644348,win,1.3043,200.6,87891.03,87737.24,1.2145
AUDUSD,15,1.3043478260869565,2025-12,2025-12-28,2025-12-29 00:15:00,2025-12-29 00:30:00,SELL,0.67135,0.67174,0.670841,0.67174,loss,-1.0,-39.0,0.67174,0.67135,1.0623
EURGBP,15,1.3043478260869565,2025-12,2025-12-28,2025-12-29 00:15:00,2025-12-29 00:30:00,SELL,0.87195,0.87218,0.87165,0.87218,loss,-1.0,-23.0,0.87218,0.87195,0.574
GBPUSD,15,1.3043478260869565,2025-12,2025-12-28,2025-12-29 00:15:00,2025-12-29 04:45:00,BUY,1.35039,1.34963,1.351381,1.34963,loss,-1.0,-76.0,1.35039,1.34963,0.9172
NZDUSD,15,1.3043478260869565,2025-12,2025-12-28,2025-12-29 00:15:00,2025-12-29 02:30:00,BUY,0.5829,0.58247,0.583461,0.58247,loss,-1.0,-43.0,0.5829,0.58247,1.4299
XAGUSD,15,1.3043478260869565,2025-12,2025-12-28,2025-12-29 00:15:00,2025-12-29 00:15:00,SELL,80.759,81.87,79.30987,79.30987,win,1.3043,7245.65,81.87,80.759,1.422
XAUUSD,15,1.3043478260869565,2025-12,2025-12-28,2025-12-29 00:15:00,2025-12-29 00:15:00,SELL,4514.441,4528.008,4496.744913,4496.744913,win,1.3043,1769.61,4528.008,4514.441,1.4707
US30,15,1.3043478260869565,2025-12,2025-12-28,2025-12-29 00:30:00,2025-12-29 01:00:00,BUY,48786.7,48768.2,48810.830435,48810.830435,win,1.3043,24.13,48786.7,48768.2,0.6934
USDCAD,15,1.3043478260869565,2025-12,2025-12-28,2025-12-29 00:30:00,2025-12-29 02:00:00,SELL,1.36675,1.36731,1.36602,1.36602,win,1.3043,73.04,1.36731,1.36675,1.1546
EURJPY,15,1.3043478260869565,2025-12,2025-12-28,2025-12-29 02:00:00,2025-12-29 05:45:00,BUY,184.266,183.798,184.876435,183.798,loss,-1.0,-46800.0,184.266,183.798,4.5374
GBPJPY,15,1.3043478260869565,2025-12,2025-12-28,2025-12-29 02:00:00,2025-12-29 07:00:00,BUY,211.201,210.707,211.845348,210.707,loss,-1.0,-49400.0,211.201,210.707,3.4667
USDJPY,15,1.3043478260869565,2025-12,2025-12-28,2025-12-29 02:15:00,2025-12-29 07:00:00,BUY,156.483,156.052,157.045174,156.205,timeout,-0.645,-27800.0,156.483,156.052,4.8233
AUDUSD,15,1.3043478260869565,2025-12,2025-12-29,2025-12-30 00:15:00,2025-12-30 01:00:00,SELL,0.66938,0.66962,0.669067,0.66962,loss,-1.0,-24.0,0.66962,0.66938,1.0307
BTCUSD,15,1.3043478260869565,2025-12,2025-12-29,2025-12-30 00:15:00,2025-12-30 00:30:00,BUY,87230.76,87079.91,87427.52087,87079.91,loss,-1.0,-150.85,87230.76,87079.91,1.0076
EURGBP,15,1.3043478260869565,2025-12,2025-12-29,2025-12-30 00:15:00,2025-12-30 00:45:00,BUY,0.87152,0.87134,0.871755,0.871755,win,1.3043,23.48,0.87152,0.87134,0.6632
EURUSD,15,1.3043478260869565,2025-12,2025-12-29,2025-12-30 00:15:00,2025-12-30 00:30:00,BUY,1.17744,1.17712,1.177857,1.17712,loss,-1.0,-32.0,1.17744,1.17712,0.9199
US30,15,1.3043478260869565,2025-12,2025-12-29,2025-12-30 00:15:00,2025-12-30 00:45:00,BUY,48519.5,48506.2,48536.847826,48506.2,loss,-1.0,-13.3,48519.5,48506.2,0.4754
USDCAD,15,1.3043478260869565,2025-12,2025-12-29,2025-12-30 00:15:00,2025-12-30 00:45:00,BUY,1.369,1.36872,1.369365,1.369365,win,1.3043,36.52,1.369,1.36872,0.7951
USDCHF,15,1.3043478260869565,2025-12,2025-12-29,2025-12-30 00:15:00,2025-12-30 00:45:00,SELL,0.78836,0.78891,0.787643,0.78891,loss,-1.0,-55.0,0.78891,0.78836,2.3765
XAGUSD,15,1.3043478260869565,2025-12,2025-12-29,2025-12-30 00:15:00,2025-12-30 01:00:00,BUY,72.675,72.148,73.362391,72.148,loss,-1.0,-2635.0,72.675,72.148,1.0572
XAUUSD,15,1.3043478260869565,2025-12,2025-12-29,2025-12-30 00:15:00,2025-12-30 00:45:00,BUY,4347.488,4337.988,4359.879304,4337.988,loss,-1.0,-950.0,4347.488,4337.988,1.0615
EURJPY,15,1.3043478260869565,2025-12,2025-12-29,2025-12-30 00:30:00,2025-12-30 07:00:00,BUY,183.819,183.592,184.115087,183.702,timeout,-0.5154,-11700.0,183.819,183.592,2.0977
GBPJPY,15,1.3043478260869565,2025-12,2025-12-29,2025-12-30 00:30:00,2025-12-30 07:00:00,BUY,210.877,210.635,211.192652,210.74,timeout,-0.5661,-13700.0,210.877,210.635,1.9709
GBPUSD,15,1.3043478260869565,2025-12,2025-12-29,2025-12-30 00:30:00,2025-12-30 00:45:00,SELL,1.35073,1.35098,1.350404,1.350404,win,1.3043,32.61,1.35098,1.35073,0.4253
USDJPY,15,1.3043478260869565,2025-12,2025-12-29,2025-12-30 00:30:00,2025-12-30 07:00:00,BUY,156.114,155.921,156.365739,155.999,timeout,-0.5959,-11500.0,156.114,155.921,2.2976
BTCUSD,15,1.3043478260869565,2025-12,2025-12-30,2025-12-31 00:15:00,2025-12-31 01:15:00,SELL,88233.71,88408.89,88005.214348,88408.89,loss,-1.0,-175.18,88408.89,88233.71,1.1739
EURGBP,15,1.3043478260869565,2025-12,2025-12-30,2025-12-31 00:15:00,2025-12-31 02:00:00,BUY,0.87237,0.8721,0.872722,0.8721,loss,-1.0,-27.0,0.87237,0.8721,1.89
EURJPY,15,1.3043478260869565,2025-12,2025-12-30,2025-12-31 00:15:00,2025-12-31 06:00:00,BUY,183.719,183.636,183.827261,183.827261,win,1.3043,10826.09,183.719,183.636,1.2603
EURUSD,15,1.3043478260869565,2025-12,2025-12-30,2025-12-31 00:15:00,2025-12-31 00:45:00,BUY,1.17473,1.17444,1.175108,1.17444,loss,-1.0,-29.0,1.17473,1.17444,1.0769
GBPJPY,15,1.3043478260869565,2025-12,2025-12-30,2025-12-31 00:15:00,2025-12-31 00:45:00,BUY,210.607,210.491,210.758304,210.491,loss,-1.0,-11600.0,210.607,210.491,1.2889
GBPUSD,15,1.3043478260869565,2025-12,2025-12-30,2025-12-31 00:15:00,2025-12-31 04:30:00,SELL,1.34631,1.34671,1.345788,1.345788,win,1.3043,52.17,1.34671,1.34631,1.098
USDCAD,15,1.3043478260869565,2025-12,2025-12-30,2025-12-31 00:15:00,2025-12-31 00:30:00,SELL,1.36929,1.36953,1.368977,1.36953,loss,-1.0,-24.0,1.36953,1.36929,0.9282
USDCHF,15,1.3043478260869565,2025-12,2025-12-30,2025-12-31 00:15:00,2025-12-31 02:00:00,SELL,0.79169,0.79189,0.791429,0.79189,loss,-1.0,-20.0,0.79189,0.79169,1.12
USDJPY,15,1.3043478260869565,2025-12,2025-12-30,2025-12-31 00:15:00,2025-12-31 04:00:00,BUY,156.404,156.326,156.505739,156.505739,win,1.3043,10173.91,156.404,156.326,1.4898
XAGUSD,15,1.3043478260869565,2025-12,2025-12-30,2025-12-31 00:15:00,2025-12-31 00:15:00,SELL,74.985,75.387,74.460652,74.460652,win,1.3043,2621.74,75.387,74.985,0.5721
XAUUSD,15,1.3043478260869565,2025-12,2025-12-30,2025-12-31 00:15:00,2025-12-31 00:30:00,SELL,4338.895,4344.195,4331.981957,4344.195,loss,-1.0,-530.0,4344.195,4338.895,0.5059
NZDUSD,15,1.3043478260869565,2025-12,2025-12-30,2025-12-31 00:30:00,2025-12-31 00:30:00,SELL,0.57895,0.57914,0.578702,0.578702,win,1.3043,24.78,0.57914,0.57895,0.7893
US30,15,1.3043478260869565,2025-12,2025-12-30,2025-12-31 00:30:00,2025-12-31 00:45:00,SELL,48416.3,48435.2,48391.647826,48391.647826,win,1.3043,24.65,48435.2,48416.3,0.7015
AUDUSD,15,1.3043478260869565,2025-12,2025-12-30,2025-12-31 00:45:00,2025-12-31 01:15:00,SELL,0.66953,0.66992,0.669021,0.66992,loss,-1.0,-39.0,0.66992,0.66953,1.8571
BTCUSD,15,1.3043478260869565,2026-01,2025-12-31,2026-01-01 00:45:00,2026-01-01 02:15:00,BUY,87676.81,87489.56,87921.04913,87921.04913,win,1.3043,244.24,87676.81,87489.56,1.4101
AUDUSD,15,1.3043478260869565,2026-01,2026-01-01,2026-01-02 00:15:00,2026-01-02 00:45:00,BUY,0.668,0.66763,0.668483,0.668483,win,1.3043,48.26,0.668,0.66763,1.0951
BTCUSD,15,1.3043478260869565,2026-01,2026-01-01,2026-01-02 00:15:00,2026-01-02 00:30:00,SELL,88482.85,88774.64,88102.254348,88774.64,loss,-1.0,-291.79,88774.64,88482.85,1.8599
EURGBP,15,1.3043478260869565,2026-01,2026-01-01,2026-01-02 00:15:00,2026-01-02 00:30:00,BUY,0.87212,0.87199,0.87229,0.87199,loss,-1.0,-13.0,0.87212,0.87199,0.4375
EURJPY,15,1.3043478260869565,2026-01,2026-01-01,2026-01-02 00:15:00,2026-01-02 00:30:00,BUY,184.197,184.103,184.319609,184.103,loss,-1.0,-9400.0,184.197,184.103,1.0587
GBPUSD,15,1.3043478260869565,2026-01,2026-01-01,2026-01-02 00:15:00,2026-01-02 00:30:00,SELL,1.34724,1.34762,1.346744,1.34762,loss,-1.0,-38.0,1.34762,1.34724,0.5479
NZDUSD,15,1.3043478260869565,2026-01,2026-01-01,2026-01-02 00:15:00,2026-01-02 00:45:00,SELL,0.57534,0.57569,0.574883,0.57569,loss,-1.0,-35.0,0.57569,0.57534,1.0865
US30,15,1.3043478260869565,2026-01,2026-01-01,2026-01-02 00:15:00,2026-01-02 02:45:00,BUY,48183.5,48159.4,48214.934783,48214.934783,win,1.3043,31.43,48183.5,48159.4,0.5109
USDCAD,15,1.3043478260869565,2026-01,2026-01-01,2026-01-02 00:15:00,2026-01-02 00:45:00,SELL,1.37155,1.37184,1.371172,1.371172,win,1.3043,37.83,1.37184,1.37155,0.6711
XAGUSD,15,1.3043478260869565,2026-01,2026-01-01,2026-01-02 00:15:00,2026-01-02 00:15:00,SELL,72.594,73.013,72.047478,72.047478,win,1.3043,2732.61,73.013,72.594,0.8466
XAUUSD,15,1.3043478260869565,2026-01,2026-01-01,2026-01-02 00:15:00,2026-01-02 00:45:00,SELL,4344.492,4353.298,4333.005913,4353.298,loss,-1.0,-880.6,4353.298,4344.492,0.961
EURUSD,15,1.3043478260869565,2026-01,2026-01-01,2026-01-02 00:45:00,2026-01-02 01:00:00,BUY,1.1753,1.17495,1.175757,1.175757,win,1.3043,45.65,1.1753,1.17495,1.0
GBPJPY,15,1.3043478260869565,2026-01,2026-01-01,2026-01-02 00:45:00,2026-01-02 01:45:00,SELL,211.089,211.214,210.925957,211.214,loss,-1.0,-12500.0,211.214,211.089,0.8438
USDCHF,15,1.3043478260869565,2026-01,2026-01-01,2026-01-02 00:45:00,2026-01-02 01:00:00,SELL,0.79175,0.79215,0.791228,0.791228,win,1.3043,52.17,0.79215,0.79175,0.9492
USDJPY,15,1.3043478260869565,2026-01,2026-01-01,2026-01-02 00:45:00,2026-01-02 04:00:00,SELL,156.641,156.764,156.480565,156.764,loss,-1.0,-12300.0,156.764,156.641,1.269
BTCUSD,15,1.3043478260869565,2026-01,2026-01-02,2026-01-03 00:15:00,2026-01-03 00:45:00,SELL,89933.37,90093.15,89724.961304,90093.15,loss,-1.0,-159.78,90093.15,89933.37,0.7945
BTCUSD,15,1.3043478260869565,2026-01,2026-01-03,2026-01-04 06:00:00,2026-01-04 07:00:00,BUY,91585.66,90581.29,92895.707826,91279.93,timeout,-0.3044,-305.73,91585.66,90581.29,6.8406
AUDUSD,15,1.3043478260869565,2026-01,2026-01-04,2026-01-05 00:15:00,2026-01-05 00:30:00,BUY,0.66858,0.66803,0.669297,0.66803,loss,-1.0,-55.0,0.66858,0.66803,0.9255
EURJPY,15,1.3043478260869565,2026-01,2026-01-04,2026-01-05 00:15:00,2026-01-05 01:45:00,BUY,183.966,183.701,184.311652,183.701,loss,-1.0,-26500.0,183.966,183.701,3.056
EURUSD,15,1.3043478260869565,2026-01,2026-01-04,2026-01-05 00:15:00,2026-01-05 00:45:00,BUY,1.17099,1.17039,1.171773,1.17039,loss,-1.0,-60.0,1.17099,1.17039,1.12
GBPJPY,15,1.3043478260869565,2026-01,2026-01-04,2026-01-05 00:15:00,2026-01-05 02:15:00,BUY,211.231,210.909,211.651,210.909,loss,-1.0,-32200.0,211.231,210.909,2.8281
