variant,start_date,end_date,net_profit,return_pct,realized_dd_amount,realized_dd_pct,sharpe_ratio,recovery_factor,paths,block_days,probability_profit_pct,probability_loss_pct,probability_10pct_dd_pct,probability_20pct_dd_pct,probability_ruin_pct,return_p05_pct,return_p50_pct,return_p95_pct,max_dd_p50_pct,max_dd_p95_pct
current,2025-09-01,2026-08-31,40890.89,408.9089,2239.920000000002,9.085481206984394,5.187199634220994,18.25551358977105,10000,5,100.0,0.0,27.71,0.16,0.0,183.26446095138252,392.8356861797404,792.2385024195204,8.43440637397355,13.731010890480079
dynamic-only,2025-09-01,2026-08-31,37678.69,376.7869,2500.140000000003,7.437753947887482,5.397488134672746,15.070632044605485,10000,5,100.0,0.0,14.219999999999999,0.0,0.0,173.41243070636486,356.52817673537874,706.8098794984104,7.438511532435756,11.92114491106722
best-session,2025-09-01,2026-08-30,23815.71,238.15709999999999,2274.3499999999876,8.457253563287573,4.185695736757571,10.47143579484254,10000,5,100.0,0.0,37.25,0.33,0.0,106.70048929002158,232.29491738875032,450.1798823442472,9.162654207902564,14.749871029296639
best-session-dynamic,2025-09-01,2026-08-30,22846.06,228.4606,2571.3600000000115,10.041350827543777,4.263075846287969,8.884815817310646,10000,5,100.0,0.0,29.69,0.22999999999999998,0.0,103.15128279199536,223.69484920122477,426.1459746460224,8.609994690054705,13.81456270640591
