return_pct,annualized_return_pct,daily_profit_factor,positive_active_day_pct,max_drawdown_pct,sharpe,recovery_factor,trades,win_rate_pct,profit_factor,average_trade_pct,strategy,cost_mode,win_rate_basis
86.70277925768961,18.56705162176028,1.1685388735897184,45.49295774647887,38.24794153222205,0.7075641126919963,2.266861320749685,122.0,49.18032786885246,1.4579298192202568,0.6643697353922464,Best 1 / Mean,broker,closed trades
46.13311217953597,10.902116504722633,1.1128251573275163,44.50704225352113,42.65261145634722,0.48942448324053384,1.0816011166573205,122.0,46.72131147540984,1.2984715661210657,0.463242190508856,Best 1 / Mean,paper,closed trades
127.44259145181287,25.125793106679374,1.2651391962231056,47.85591766723842,20.657870591728145,0.9795898817354305,6.169202720383176,96.0,45.83333333333333,1.7659327132782092,1.002644174700017,Best 1 / Sharpe,broker,closed trades
87.33488783335994,18.67641719619425,1.2040547692395664,47.16981132075472,21.839121348657308,0.7784459597494715,3.999011060888188,96.0,43.75,1.5646271589519527,0.8008407570360822,Best 1 / Sharpe,paper,closed trades
160.40883689556486,29.832020398225943,1.2406174772182763,49.12126537785589,26.252729351084923,1.1200834743878836,6.110177526701078,123.94999878048898,49.12126537785589,1.2406174772182763,,Best 50 / Mean,broker,positive active days; ensemble has no single trade ledger
103.2329484850047,21.342818641038207,1.1801103034352067,46.92442882249561,27.954058905375835,0.8629746014833257,3.692950237904522,123.94999878048898,46.92442882249561,1.1801103034352067,,Best 50 / Mean,paper,positive active days; ensemble has no single trade ledger
125.10708227214482,24.773994248594448,1.2160633543456347,49.029982363315696,25.54793462519791,0.9957968288257774,4.896954846156206,112.3399995213747,49.029982363315696,1.2160633543456347,,Best 50 / Sharpe,broker,positive active days; ensemble has no single trade ledger
79.80918355467293,17.356492525800416,1.1593571974525474,47.266313932980594,27.90099098967902,0.7546009376941054,2.8604426123859006,112.3399995213747,47.266313932980594,1.1593571974525474,,Best 50 / Sharpe,paper,positive active days; ensemble has no single trade ledger
375.104332305171,52.972469478989304,1.187416782434633,50.48543689320388,53.06101144624576,1.1422658118670546,7.069302338595185,1.0,100.0,,,Buy and hold,broker,single holding period
374.15507321606924,52.889037132074556,1.1872238025755715,50.48543689320388,53.06101144624576,1.1411063730299,7.051412383933023,1.0,100.0,,,Buy and hold,paper,single holding period
