date_utc,best1_mean_broker,best1_mean_paper,best50_mean_broker,best50_mean_paper,best1_sharpe_broker,best1_sharpe_paper,best50_sharpe_broker,best50_sharpe_paper,buyhold_gross,buyhold_broker,buyhold_paper
2023-01-01 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0042702569067780615,0.004136878085904218,0.0031368780859042183
2023-01-02 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037374007070642328,0.0037374007070642328,0.0037374007070642328
2023-01-03 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00019022958127338507,-0.00019022958127338507,-0.00019022958127338507
2023-01-04 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01046567969309061,0.01046567969309061,0.01046567969309061
2023-01-05 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0013663140683380644,-0.0013663140683380644,-0.0013663140683380644
2023-01-06 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007570528890948535,0.007570528890948535,0.007570528890948535
2023-01-07 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00029515799431289617,-0.00029515799431289617,-0.00029515799431289617
2023-01-08 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01055190509396154,0.01055190509396154,0.01055190509396154
2023-01-09 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002942984394782147,0.002942984394782147,0.002942984394782147
2023-01-10 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015740720869504767,0.015740720869504767,0.015740720869504767
2023-01-11 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027564856737931902,0.027564856737931902,0.027564856737931902
2023-01-12 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04948401573032645,0.04948401573032645,0.04948401573032645
2023-01-13 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055168732739287914,0.055168732739287914,0.055168732739287914
2023-01-14 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05131336417741953,0.05131336417741953,0.05131336417741953
2023-01-15 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004486648290391185,-0.004486648290391185,-0.004486648290391185
2023-01-16 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015043794659764445,0.015043794659764445,0.015043794659764445
2023-01-17 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0023483583992600907,-0.0023483583992600907,-0.0023483583992600907
2023-01-18 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.022592953522819738,-0.022592953522819738,-0.022592953522819738
