rule_id,frequency,p,q,band_pct,delay,hold
4486,M30,30,192,0.05,0,12
4487,M30,30,192,0.05,0,infinity
4488,M30,30,192,0.05,2,6
4489,M30,30,192,0.05,2,12
4490,M30,30,192,0.05,2,infinity
4491,M30,30,192,0.05,3,6
4492,M30,30,192,0.05,3,12
4493,M30,30,192,0.05,3,infinity
4494,M30,30,192,0.05,4,6
4495,M30,30,192,0.05,4,12
4496,M30,30,192,0.05,4,infinity
4497,M30,30,192,0.05,5,6
4498,M30,30,192,0.05,5,12
4499,M30,30,192,0.05,5,infinity
4500,M30,48,96,0.0,0,6
4501,M30,48,96,0.0,0,12
4502,M30,48,96,0.0,0,infinity
4503,M30,48,96,0.0,2,6
4504,M30,48,96,0.0,2,12
4505,M30,48,96,0.0,2,infinity
4506,M30,48,96,0.0,3,6
4507,M30,48,96,0.0,3,12
4508,M30,48,96,0.0,3,infinity
4509,M30,48,96,0.0,4,6
4510,M30,48,96,0.0,4,12
4511,M30,48,96,0.0,4,infinity
4512,M30,48,96,0.0,5,6
4513,M30,48,96,0.0,5,12
4514,M30,48,96,0.0,5,infinity
4515,M30,48,96,0.01,0,6
4516,M30,48,96,0.01,0,12
4517,M30,48,96,0.01,0,infinity
4518,M30,48,96,0.01,2,6
4519,M30,48,96,0.01,2,12
4520,M30,48,96,0.01,2,infinity
4521,M30,48,96,0.01,3,6
4522,M30,48,96,0.01,3,12
4523,M30,48,96,0.01,3,infinity
4524,M30,48,96,0.01,4,6
4525,M30,48,96,0.01,4,12
4526,M30,48,96,0.01,4,infinity
4527,M30,48,96,0.01,5,6
4528,M30,48,96,0.01,5,12
4529,M30,48,96,0.01,5,infinity
4530,M30,48,96,0.05,0,6
4531,M30,48,96,0.05,0,12
4532,M30,48,96,0.05,0,infinity
4533,M30,48,96,0.05,2,6
4534,M30,48,96,0.05,2,12
4535,M30,48,96,0.05,2,infinity
4536,M30,48,96,0.05,3,6
4537,M30,48,96,0.05,3,12
4538,M30,48,96,0.05,3,infinity
4539,M30,48,96,0.05,4,6
4540,M30,48,96,0.05,4,12
4541,M30,48,96,0.05,4,infinity
4542,M30,48,96,0.05,5,6
4543,M30,48,96,0.05,5,12
4544,M30,48,96,0.05,5,infinity
4545,M30,48,144,0.0,0,6
4546,M30,48,144,0.0,0,12
4547,M30,48,144,0.0,0,infinity
4548,M30,48,144,0.0,2,6
4549,M30,48,144,0.0,2,12
4550,M30,48,144,0.0,2,infinity
4551,M30,48,144,0.0,3,6
4552,M30,48,144,0.0,3,12
4553,M30,48,144,0.0,3,infinity
4554,M30,48,144,0.0,4,6
4555,M30,48,144,0.0,4,12
4556,M30,48,144,0.0,4,infinity
4557,M30,48,144,0.0,5,6
4558,M30,48,144,0.0,5,12
4559,M30,48,144,0.0,5,infinity
4560,M30,48,144,0.01,0,6
4561,M30,48,144,0.01,0,12
4562,M30,48,144,0.01,0,infinity
4563,M30,48,144,0.01,2,6
4564,M30,48,144,0.01,2,12
4565,M30,48,144,0.01,2,infinity
4566,M30,48,144,0.01,3,6
4567,M30,48,144,0.01,3,12
4568,M30,48,144,0.01,3,infinity
4569,M30,48,144,0.01,4,6
4570,M30,48,144,0.01,4,12
4571,M30,48,144,0.01,4,infinity
4572,M30,48,144,0.01,5,6
4573,M30,48,144,0.01,5,12
4574,M30,48,144,0.01,5,infinity
4575,M30,48,144,0.05,0,6
4576,M30,48,144,0.05,0,12
4577,M30,48,144,0.05,0,infinity
4578,M30,48,144,0.05,2,6
4579,M30,48,144,0.05,2,12
4580,M30,48,144,0.05,2,infinity
4581,M30,48,144,0.05,3,6
4582,M30,48,144,0.05,3,12
4583,M30,48,144,0.05,3,infinity
4584,M30,48,144,0.05,4,6
4585,M30,48,144,0.05,4,12
4586,M30,48,144,0.05,4,infinity
4587,M30,48,144,0.05,5,6
4588,M30,48,144,0.05,5,12
4589,M30,48,144,0.05,5,infinity
4590,M30,48,168,0.0,0,6
4591,M30,48,168,0.0,0,12
4592,M30,48,168,0.0,0,infinity
4593,M30,48,168,0.0,2,6
4594,M30,48,168,0.0,2,12
4595,M30,48,168,0.0,2,infinity
4596,M30,48,168,0.0,3,6
4597,M30,48,168,0.0,3,12
4598,M30,48,168,0.0,3,infinity
4599,M30,48,168,0.0,4,6
4600,M30,48,168,0.0,4,12
4601,M30,48,168,0.0,4,infinity
4602,M30,48,168,0.0,5,6
4603,M30,48,168,0.0,5,12
4604,M30,48,168,0.0,5,infinity
4605,M30,48,168,0.01,0,6
4606,M30,48,168,0.01,0,12
4607,M30,48,168,0.01,0,infinity
4608,M30,48,168,0.01,2,6
4609,M30,48,168,0.01,2,12
4610,M30,48,168,0.01,2,infinity
4611,M30,48,168,0.01,3,6
4612,M30,48,168,0.01,3,12
4613,M30,48,168,0.01,3,infinity
4614,M30,48,168,0.01,4,6
4615,M30,48,168,0.01,4,12
4616,M30,48,168,0.01,4,infinity
4617,M30,48,168,0.01,5,6
4618,M30,48,168,0.01,5,12
4619,M30,48,168,0.01,5,infinity
4620,M30,48,168,0.05,0,6
4621,M30,48,168,0.05,0,12
4622,M30,48,168,0.05,0,infinity
4623,M30,48,168,0.05,2,6
4624,M30,48,168,0.05,2,12
4625,M30,48,168,0.05,2,infinity
4626,M30,48,168,0.05,3,6
4627,M30,48,168,0.05,3,12
4628,M30,48,168,0.05,3,infinity
4629,M30,48,168,0.05,4,6
4630,M30,48,168,0.05,4,12
4631,M30,48,168,0.05,4,infinity
4632,M30,48,168,0.05,5,6
4633,M30,48,168,0.05,5,12
4634,M30,48,168,0.05,5,infinity
4635,M30,48,192,0.0,0,6
4636,M30,48,192,0.0,0,12
4637,M30,48,192,0.0,0,infinity
4638,M30,48,192,0.0,2,6
4639,M30,48,192,0.0,2,12
4640,M30,48,192,0.0,2,infinity
4641,M30,48,192,0.0,3,6
4642,M30,48,192,0.0,3,12
4643,M30,48,192,0.0,3,infinity
4644,M30,48,192,0.0,4,6
4645,M30,48,192,0.0,4,12
4646,M30,48,192,0.0,4,infinity
4647,M30,48,192,0.0,5,6
4648,M30,48,192,0.0,5,12
4649,M30,48,192,0.0,5,infinity
4650,M30,48,192,0.01,0,6
4651,M30,48,192,0.01,0,12
4652,M30,48,192,0.01,0,infinity
4653,M30,48,192,0.01,2,6
4654,M30,48,192,0.01,2,12
4655,M30,48,192,0.01,2,infinity
4656,M30,48,192,0.01,3,6
4657,M30,48,192,0.01,3,12
4658,M30,48,192,0.01,3,infinity
4659,M30,48,192,0.01,4,6
4660,M30,48,192,0.01,4,12
4661,M30,48,192,0.01,4,infinity
4662,M30,48,192,0.01,5,6
4663,M30,48,192,0.01,5,12
4664,M30,48,192,0.01,5,infinity
4665,M30,48,192,0.05,0,6
4666,M30,48,192,0.05,0,12
4667,M30,48,192,0.05,0,infinity
4668,M30,48,192,0.05,2,6
4669,M30,48,192,0.05,2,12
4670,M30,48,192,0.05,2,infinity
4671,M30,48,192,0.05,3,6
4672,M30,48,192,0.05,3,12
4673,M30,48,192,0.05,3,infinity
4674,M30,48,192,0.05,4,6
4675,M30,48,192,0.05,4,12
4676,M30,48,192,0.05,4,infinity
4677,M30,48,192,0.05,5,6
4678,M30,48,192,0.05,5,12
4679,M30,48,192,0.05,5,infinity
4680,M30,96,144,0.0,0,6
4681,M30,96,144,0.0,0,12
4682,M30,96,144,0.0,0,infinity
4683,M30,96,144,0.0,2,6
4684,M30,96,144,0.0,2,12
4685,M30,96,144,0.0,2,infinity
4686,M30,96,144,0.0,3,6
4687,M30,96,144,0.0,3,12
4688,M30,96,144,0.0,3,infinity
4689,M30,96,144,0.0,4,6
4690,M30,96,144,0.0,4,12
4691,M30,96,144,0.0,4,infinity
4692,M30,96,144,0.0,5,6
4693,M30,96,144,0.0,5,12
4694,M30,96,144,0.0,5,infinity
4695,M30,96,144,0.01,0,6
4696,M30,96,144,0.01,0,12
4697,M30,96,144,0.01,0,infinity
4698,M30,96,144,0.01,2,6
4699,M30,96,144,0.01,2,12
4700,M30,96,144,0.01,2,infinity
4701,M30,96,144,0.01,3,6
4702,M30,96,144,0.01,3,12
4703,M30,96,144,0.01,3,infinity
4704,M30,96,144,0.01,4,6
4705,M30,96,144,0.01,4,12
4706,M30,96,144,0.01,4,infinity
4707,M30,96,144,0.01,5,6
4708,M30,96,144,0.01,5,12
4709,M30,96,144,0.01,5,infinity
4710,M30,96,144,0.05,0,6
4711,M30,96,144,0.05,0,12
4712,M30,96,144,0.05,0,infinity
4713,M30,96,144,0.05,2,6
4714,M30,96,144,0.05,2,12
4715,M30,96,144,0.05,2,infinity
4716,M30,96,144,0.05,3,6
4717,M30,96,144,0.05,3,12
4718,M30,96,144,0.05,3,infinity
4719,M30,96,144,0.05,4,6
4720,M30,96,144,0.05,4,12
4721,M30,96,144,0.05,4,infinity
4722,M30,96,144,0.05,5,6
4723,M30,96,144,0.05,5,12
4724,M30,96,144,0.05,5,infinity
4725,M30,96,168,0.0,0,6
4726,M30,96,168,0.0,0,12
4727,M30,96,168,0.0,0,infinity
4728,M30,96,168,0.0,2,6
4729,M30,96,168,0.0,2,12
4730,M30,96,168,0.0,2,infinity
4731,M30,96,168,0.0,3,6
4732,M30,96,168,0.0,3,12
4733,M30,96,168,0.0,3,infinity
4734,M30,96,168,0.0,4,6
4735,M30,96,168,0.0,4,12
4736,M30,96,168,0.0,4,infinity
4737,M30,96,168,0.0,5,6
4738,M30,96,168,0.0,5,12
4739,M30,96,168,0.0,5,infinity
4740,M30,96,168,0.01,0,6
4741,M30,96,168,0.01,0,12
4742,M30,96,168,0.01,0,infinity
4743,M30,96,168,0.01,2,6
4744,M30,96,168,0.01,2,12
4745,M30,96,168,0.01,2,infinity
4746,M30,96,168,0.01,3,6
4747,M30,96,168,0.01,3,12
4748,M30,96,168,0.01,3,infinity
4749,M30,96,168,0.01,4,6
4750,M30,96,168,0.01,4,12
4751,M30,96,168,0.01,4,infinity
4752,M30,96,168,0.01,5,6
4753,M30,96,168,0.01,5,12
4754,M30,96,168,0.01,5,infinity
4755,M30,96,168,0.05,0,6
4756,M30,96,168,0.05,0,12
4757,M30,96,168,0.05,0,infinity
4758,M30,96,168,0.05,2,6
4759,M30,96,168,0.05,2,12
4760,M30,96,168,0.05,2,infinity
4761,M30,96,168,0.05,3,6
4762,M30,96,168,0.05,3,12
4763,M30,96,168,0.05,3,infinity
4764,M30,96,168,0.05,4,6
4765,M30,96,168,0.05,4,12
4766,M30,96,168,0.05,4,infinity
4767,M30,96,168,0.05,5,6
4768,M30,96,168,0.05,5,12
4769,M30,96,168,0.05,5,infinity
4770,M30,96,192,0.0,0,6
4771,M30,96,192,0.0,0,12
4772,M30,96,192,0.0,0,infinity
4773,M30,96,192,0.0,2,6
4774,M30,96,192,0.0,2,12
4775,M30,96,192,0.0,2,infinity
4776,M30,96,192,0.0,3,6
4777,M30,96,192,0.0,3,12
4778,M30,96,192,0.0,3,infinity
4779,M30,96,192,0.0,4,6
4780,M30,96,192,0.0,4,12
4781,M30,96,192,0.0,4,infinity
4782,M30,96,192,0.0,5,6
4783,M30,96,192,0.0,5,12
4784,M30,96,192,0.0,5,infinity
4785,M30,96,192,0.01,0,6
4786,M30,96,192,0.01,0,12
4787,M30,96,192,0.01,0,infinity
4788,M30,96,192,0.01,2,6
4789,M30,96,192,0.01,2,12
4790,M30,96,192,0.01,2,infinity
4791,M30,96,192,0.01,3,6
4792,M30,96,192,0.01,3,12
4793,M30,96,192,0.01,3,infinity
4794,M30,96,192,0.01,4,6
4795,M30,96,192,0.01,4,12
4796,M30,96,192,0.01,4,infinity
4797,M30,96,192,0.01,5,6
4798,M30,96,192,0.01,5,12
4799,M30,96,192,0.01,5,infinity
4800,M30,96,192,0.05,0,6
4801,M30,96,192,0.05,0,12
4802,M30,96,192,0.05,0,infinity
4803,M30,96,192,0.05,2,6
4804,M30,96,192,0.05,2,12
4805,M30,96,192,0.05,2,infinity
4806,M30,96,192,0.05,3,6
4807,M30,96,192,0.05,3,12
4808,M30,96,192,0.05,3,infinity
4809,M30,96,192,0.05,4,6
4810,M30,96,192,0.05,4,12
4811,M30,96,192,0.05,4,infinity
4812,M30,96,192,0.05,5,6
4813,M30,96,192,0.05,5,12
4814,M30,96,192,0.05,5,infinity
4815,M30,144,168,0.0,0,6
4816,M30,144,168,0.0,0,12
4817,M30,144,168,0.0,0,infinity
4818,M30,144,168,0.0,2,6
4819,M30,144,168,0.0,2,12
4820,M30,144,168,0.0,2,infinity
4821,M30,144,168,0.0,3,6
4822,M30,144,168,0.0,3,12
4823,M30,144,168,0.0,3,infinity
4824,M30,144,168,0.0,4,6
4825,M30,144,168,0.0,4,12
4826,M30,144,168,0.0,4,infinity
4827,M30,144,168,0.0,5,6
4828,M30,144,168,0.0,5,12
4829,M30,144,168,0.0,5,infinity
4830,M30,144,168,0.01,0,6
4831,M30,144,168,0.01,0,12
4832,M30,144,168,0.01,0,infinity
4833,M30,144,168,0.01,2,6
4834,M30,144,168,0.01,2,12
4835,M30,144,168,0.01,2,infinity
4836,M30,144,168,0.01,3,6
4837,M30,144,168,0.01,3,12
4838,M30,144,168,0.01,3,infinity
4839,M30,144,168,0.01,4,6
4840,M30,144,168,0.01,4,12
4841,M30,144,168,0.01,4,infinity
4842,M30,144,168,0.01,5,6
4843,M30,144,168,0.01,5,12
4844,M30,144,168,0.01,5,infinity
4845,M30,144,168,0.05,0,6
4846,M30,144,168,0.05,0,12
4847,M30,144,168,0.05,0,infinity
4848,M30,144,168,0.05,2,6
4849,M30,144,168,0.05,2,12
4850,M30,144,168,0.05,2,infinity
4851,M30,144,168,0.05,3,6
4852,M30,144,168,0.05,3,12
4853,M30,144,168,0.05,3,infinity
4854,M30,144,168,0.05,4,6
4855,M30,144,168,0.05,4,12
4856,M30,144,168,0.05,4,infinity
4857,M30,144,168,0.05,5,6
4858,M30,144,168,0.05,5,12
4859,M30,144,168,0.05,5,infinity
4860,M30,144,192,0.0,0,6
4861,M30,144,192,0.0,0,12
4862,M30,144,192,0.0,0,infinity
4863,M30,144,192,0.0,2,6
4864,M30,144,192,0.0,2,12
4865,M30,144,192,0.0,2,infinity
4866,M30,144,192,0.0,3,6
4867,M30,144,192,0.0,3,12
4868,M30,144,192,0.0,3,infinity
4869,M30,144,192,0.0,4,6
4870,M30,144,192,0.0,4,12
4871,M30,144,192,0.0,4,infinity
4872,M30,144,192,0.0,5,6
4873,M30,144,192,0.0,5,12
4874,M30,144,192,0.0,5,infinity
4875,M30,144,192,0.01,0,6
4876,M30,144,192,0.01,0,12
4877,M30,144,192,0.01,0,infinity
4878,M30,144,192,0.01,2,6
4879,M30,144,192,0.01,2,12
4880,M30,144,192,0.01,2,infinity
4881,M30,144,192,0.01,3,6
4882,M30,144,192,0.01,3,12
4883,M30,144,192,0.01,3,infinity
4884,M30,144,192,0.01,4,6
4885,M30,144,192,0.01,4,12
4886,M30,144,192,0.01,4,infinity
4887,M30,144,192,0.01,5,6
4888,M30,144,192,0.01,5,12
4889,M30,144,192,0.01,5,infinity
4890,M30,144,192,0.05,0,6
4891,M30,144,192,0.05,0,12
4892,M30,144,192,0.05,0,infinity
4893,M30,144,192,0.05,2,6
4894,M30,144,192,0.05,2,12
4895,M30,144,192,0.05,2,infinity
4896,M30,144,192,0.05,3,6
4897,M30,144,192,0.05,3,12
4898,M30,144,192,0.05,3,infinity
4899,M30,144,192,0.05,4,6
4900,M30,144,192,0.05,4,12
4901,M30,144,192,0.05,4,infinity
4902,M30,144,192,0.05,5,6
4903,M30,144,192,0.05,5,12
4904,M30,144,192,0.05,5,infinity
4905,M30,168,192,0.0,0,6
4906,M30,168,192,0.0,0,12
4907,M30,168,192,0.0,0,infinity
4908,M30,168,192,0.0,2,6
4909,M30,168,192,0.0,2,12
4910,M30,168,192,0.0,2,infinity
4911,M30,168,192,0.0,3,6
4912,M30,168,192,0.0,3,12
4913,M30,168,192,0.0,3,infinity
4914,M30,168,192,0.0,4,6
4915,M30,168,192,0.0,4,12
4916,M30,168,192,0.0,4,infinity
4917,M30,168,192,0.0,5,6
4918,M30,168,192,0.0,5,12
4919,M30,168,192,0.0,5,infinity
4920,M30,168,192,0.01,0,6
4921,M30,168,192,0.01,0,12
4922,M30,168,192,0.01,0,infinity
4923,M30,168,192,0.01,2,6
4924,M30,168,192,0.01,2,12
4925,M30,168,192,0.01,2,infinity
4926,M30,168,192,0.01,3,6
4927,M30,168,192,0.01,3,12
4928,M30,168,192,0.01,3,infinity
4929,M30,168,192,0.01,4,6
4930,M30,168,192,0.01,4,12
4931,M30,168,192,0.01,4,infinity
4932,M30,168,192,0.01,5,6
4933,M30,168,192,0.01,5,12
4934,M30,168,192,0.01,5,infinity
4935,M30,168,192,0.05,0,6
4936,M30,168,192,0.05,0,12
4937,M30,168,192,0.05,0,infinity
4938,M30,168,192,0.05,2,6
4939,M30,168,192,0.05,2,12
4940,M30,168,192,0.05,2,infinity
4941,M30,168,192,0.05,3,6
4942,M30,168,192,0.05,3,12
4943,M30,168,192,0.05,3,infinity
4944,M30,168,192,0.05,4,6
4945,M30,168,192,0.05,4,12
4946,M30,168,192,0.05,4,infinity
4947,M30,168,192,0.05,5,6
4948,M30,168,192,0.05,5,12
4949,M30,168,192,0.05,5,infinity
4950,H1,2,6,0.0,0,6
4951,H1,2,6,0.0,0,12
4952,H1,2,6,0.0,0,infinity
4953,H1,2,6,0.0,2,6
4954,H1,2,6,0.0,2,12
4955,H1,2,6,0.0,2,infinity
4956,H1,2,6,0.0,3,6
4957,H1,2,6,0.0,3,12
4958,H1,2,6,0.0,3,infinity
4959,H1,2,6,0.0,4,6
4960,H1,2,6,0.0,4,12
4961,H1,2,6,0.0,4,infinity
4962,H1,2,6,0.0,5,6
4963,H1,2,6,0.0,5,12
4964,H1,2,6,0.0,5,infinity
4965,H1,2,6,0.01,0,6
4966,H1,2,6,0.01,0,12
4967,H1,2,6,0.01,0,infinity
4968,H1,2,6,0.01,2,6
4969,H1,2,6,0.01,2,12
4970,H1,2,6,0.01,2,infinity
4971,H1,2,6,0.01,3,6
4972,H1,2,6,0.01,3,12
4973,H1,2,6,0.01,3,infinity
4974,H1,2,6,0.01,4,6
4975,H1,2,6,0.01,4,12
4976,H1,2,6,0.01,4,infinity
4977,H1,2,6,0.01,5,6
4978,H1,2,6,0.01,5,12
4979,H1,2,6,0.01,5,infinity
4980,H1,2,6,0.05,0,6
4981,H1,2,6,0.05,0,12
4982,H1,2,6,0.05,0,infinity
4983,H1,2,6,0.05,2,6
4984,H1,2,6,0.05,2,12
4985,H1,2,6,0.05,2,infinity
4986,H1,2,6,0.05,3,6
4987,H1,2,6,0.05,3,12
4988,H1,2,6,0.05,3,infinity
4989,H1,2,6,0.05,4,6
4990,H1,2,6,0.05,4,12
4991,H1,2,6,0.05,4,infinity
4992,H1,2,6,0.05,5,6
4993,H1,2,6,0.05,5,12
4994,H1,2,6,0.05,5,infinity
4995,H1,2,12,0.0,0,6
4996,H1,2,12,0.0,0,12
4997,H1,2,12,0.0,0,infinity
4998,H1,2,12,0.0,2,6
4999,H1,2,12,0.0,2,12
5000,H1,2,12,0.0,2,infinity
5001,H1,2,12,0.0,3,6
5002,H1,2,12,0.0,3,12
5003,H1,2,12,0.0,3,infinity
5004,H1,2,12,0.0,4,6
5005,H1,2,12,0.0,4,12
5006,H1,2,12,0.0,4,infinity
5007,H1,2,12,0.0,5,6
5008,H1,2,12,0.0,5,12
5009,H1,2,12,0.0,5,infinity
5010,H1,2,12,0.01,0,6
5011,H1,2,12,0.01,0,12
5012,H1,2,12,0.01,0,infinity
5013,H1,2,12,0.01,2,6
5014,H1,2,12,0.01,2,12
5015,H1,2,12,0.01,2,infinity
5016,H1,2,12,0.01,3,6
5017,H1,2,12,0.01,3,12
5018,H1,2,12,0.01,3,infinity
5019,H1,2,12,0.01,4,6
5020,H1,2,12,0.01,4,12
5021,H1,2,12,0.01,4,infinity
5022,H1,2,12,0.01,5,6
5023,H1,2,12,0.01,5,12
5024,H1,2,12,0.01,5,infinity
5025,H1,2,12,0.05,0,6
5026,H1,2,12,0.05,0,12
5027,H1,2,12,0.05,0,infinity
5028,H1,2,12,0.05,2,6
5029,H1,2,12,0.05,2,12
5030,H1,2,12,0.05,2,infinity
5031,H1,2,12,0.05,3,6
5032,H1,2,12,0.05,3,12
5033,H1,2,12,0.05,3,infinity
5034,H1,2,12,0.05,4,6
5035,H1,2,12,0.05,4,12
5036,H1,2,12,0.05,4,infinity
5037,H1,2,12,0.05,5,6
5038,H1,2,12,0.05,5,12
5039,H1,2,12,0.05,5,infinity
5040,H1,2,18,0.0,0,6
5041,H1,2,18,0.0,0,12
5042,H1,2,18,0.0,0,infinity
5043,H1,2,18,0.0,2,6
5044,H1,2,18,0.0,2,12
5045,H1,2,18,0.0,2,infinity
5046,H1,2,18,0.0,3,6
5047,H1,2,18,0.0,3,12
5048,H1,2,18,0.0,3,infinity
5049,H1,2,18,0.0,4,6
5050,H1,2,18,0.0,4,12
5051,H1,2,18,0.0,4,infinity
5052,H1,2,18,0.0,5,6
5053,H1,2,18,0.0,5,12
5054,H1,2,18,0.0,5,infinity
5055,H1,2,18,0.01,0,6
5056,H1,2,18,0.01,0,12
5057,H1,2,18,0.01,0,infinity
5058,H1,2,18,0.01,2,6
5059,H1,2,18,0.01,2,12
5060,H1,2,18,0.01,2,infinity
5061,H1,2,18,0.01,3,6
5062,H1,2,18,0.01,3,12
5063,H1,2,18,0.01,3,infinity
5064,H1,2,18,0.01,4,6
5065,H1,2,18,0.01,4,12
5066,H1,2,18,0.01,4,infinity
5067,H1,2,18,0.01,5,6
5068,H1,2,18,0.01,5,12
5069,H1,2,18,0.01,5,infinity
5070,H1,2,18,0.05,0,6
5071,H1,2,18,0.05,0,12
5072,H1,2,18,0.05,0,infinity
5073,H1,2,18,0.05,2,6
5074,H1,2,18,0.05,2,12
5075,H1,2,18,0.05,2,infinity
5076,H1,2,18,0.05,3,6
5077,H1,2,18,0.05,3,12
5078,H1,2,18,0.05,3,infinity
5079,H1,2,18,0.05,4,6
5080,H1,2,18,0.05,4,12
5081,H1,2,18,0.05,4,infinity
5082,H1,2,18,0.05,5,6
5083,H1,2,18,0.05,5,12
5084,H1,2,18,0.05,5,infinity
5085,H1,2,24,0.0,0,6
5086,H1,2,24,0.0,0,12
5087,H1,2,24,0.0,0,infinity
5088,H1,2,24,0.0,2,6
5089,H1,2,24,0.0,2,12
5090,H1,2,24,0.0,2,infinity
5091,H1,2,24,0.0,3,6
5092,H1,2,24,0.0,3,12
5093,H1,2,24,0.0,3,infinity
5094,H1,2,24,0.0,4,6
5095,H1,2,24,0.0,4,12
5096,H1,2,24,0.0,4,infinity
5097,H1,2,24,0.0,5,6
5098,H1,2,24,0.0,5,12
5099,H1,2,24,0.0,5,infinity
5100,H1,2,24,0.01,0,6
5101,H1,2,24,0.01,0,12
5102,H1,2,24,0.01,0,infinity
5103,H1,2,24,0.01,2,6
5104,H1,2,24,0.01,2,12
5105,H1,2,24,0.01,2,infinity
5106,H1,2,24,0.01,3,6
5107,H1,2,24,0.01,3,12
5108,H1,2,24,0.01,3,infinity
5109,H1,2,24,0.01,4,6
5110,H1,2,24,0.01,4,12
5111,H1,2,24,0.01,4,infinity
5112,H1,2,24,0.01,5,6
5113,H1,2,24,0.01,5,12
5114,H1,2,24,0.01,5,infinity
5115,H1,2,24,0.05,0,6
5116,H1,2,24,0.05,0,12
5117,H1,2,24,0.05,0,infinity
5118,H1,2,24,0.05,2,6
5119,H1,2,24,0.05,2,12
5120,H1,2,24,0.05,2,infinity
5121,H1,2,24,0.05,3,6
5122,H1,2,24,0.05,3,12
5123,H1,2,24,0.05,3,infinity
5124,H1,2,24,0.05,4,6
5125,H1,2,24,0.05,4,12
5126,H1,2,24,0.05,4,infinity
5127,H1,2,24,0.05,5,6
5128,H1,2,24,0.05,5,12
5129,H1,2,24,0.05,5,infinity
5130,H1,2,30,0.0,0,6
5131,H1,2,30,0.0,0,12
5132,H1,2,30,0.0,0,infinity
5133,H1,2,30,0.0,2,6
5134,H1,2,30,0.0,2,12
5135,H1,2,30,0.0,2,infinity
5136,H1,2,30,0.0,3,6
5137,H1,2,30,0.0,3,12
5138,H1,2,30,0.0,3,infinity
5139,H1,2,30,0.0,4,6
5140,H1,2,30,0.0,4,12
5141,H1,2,30,0.0,4,infinity
5142,H1,2,30,0.0,5,6
5143,H1,2,30,0.0,5,12
5144,H1,2,30,0.0,5,infinity
5145,H1,2,30,0.01,0,6
5146,H1,2,30,0.01,0,12
5147,H1,2,30,0.01,0,infinity
5148,H1,2,30,0.01,2,6
5149,H1,2,30,0.01,2,12
5150,H1,2,30,0.01,2,infinity
5151,H1,2,30,0.01,3,6
5152,H1,2,30,0.01,3,12
5153,H1,2,30,0.01,3,infinity
5154,H1,2,30,0.01,4,6
5155,H1,2,30,0.01,4,12
5156,H1,2,30,0.01,4,infinity
5157,H1,2,30,0.01,5,6
5158,H1,2,30,0.01,5,12
5159,H1,2,30,0.01,5,infinity
5160,H1,2,30,0.05,0,6
5161,H1,2,30,0.05,0,12
5162,H1,2,30,0.05,0,infinity
5163,H1,2,30,0.05,2,6
5164,H1,2,30,0.05,2,12
5165,H1,2,30,0.05,2,infinity
5166,H1,2,30,0.05,3,6
5167,H1,2,30,0.05,3,12
5168,H1,2,30,0.05,3,infinity
5169,H1,2,30,0.05,4,6
5170,H1,2,30,0.05,4,12
5171,H1,2,30,0.05,4,infinity
5172,H1,2,30,0.05,5,6
5173,H1,2,30,0.05,5,12
5174,H1,2,30,0.05,5,infinity
5175,H1,2,48,0.0,0,6
5176,H1,2,48,0.0,0,12
5177,H1,2,48,0.0,0,infinity
5178,H1,2,48,0.0,2,6
5179,H1,2,48,0.0,2,12
5180,H1,2,48,0.0,2,infinity
5181,H1,2,48,0.0,3,6
5182,H1,2,48,0.0,3,12
5183,H1,2,48,0.0,3,infinity
5184,H1,2,48,0.0,4,6
5185,H1,2,48,0.0,4,12
5186,H1,2,48,0.0,4,infinity
5187,H1,2,48,0.0,5,6
5188,H1,2,48,0.0,5,12
5189,H1,2,48,0.0,5,infinity
5190,H1,2,48,0.01,0,6
5191,H1,2,48,0.01,0,12
5192,H1,2,48,0.01,0,infinity
5193,H1,2,48,0.01,2,6
5194,H1,2,48,0.01,2,12
5195,H1,2,48,0.01,2,infinity
5196,H1,2,48,0.01,3,6
5197,H1,2,48,0.01,3,12
5198,H1,2,48,0.01,3,infinity
5199,H1,2,48,0.01,4,6
5200,H1,2,48,0.01,4,12
5201,H1,2,48,0.01,4,infinity
5202,H1,2,48,0.01,5,6
5203,H1,2,48,0.01,5,12
5204,H1,2,48,0.01,5,infinity
5205,H1,2,48,0.05,0,6
5206,H1,2,48,0.05,0,12
5207,H1,2,48,0.05,0,infinity
5208,H1,2,48,0.05,2,6
5209,H1,2,48,0.05,2,12
5210,H1,2,48,0.05,2,infinity
5211,H1,2,48,0.05,3,6
5212,H1,2,48,0.05,3,12
5213,H1,2,48,0.05,3,infinity
5214,H1,2,48,0.05,4,6
5215,H1,2,48,0.05,4,12
5216,H1,2,48,0.05,4,infinity
5217,H1,2,48,0.05,5,6
5218,H1,2,48,0.05,5,12
5219,H1,2,48,0.05,5,infinity
5220,H1,2,96,0.0,0,6
5221,H1,2,96,0.0,0,12
5222,H1,2,96,0.0,0,infinity
5223,H1,2,96,0.0,2,6
5224,H1,2,96,0.0,2,12
5225,H1,2,96,0.0,2,infinity
5226,H1,2,96,0.0,3,6
5227,H1,2,96,0.0,3,12
5228,H1,2,96,0.0,3,infinity
5229,H1,2,96,0.0,4,6
5230,H1,2,96,0.0,4,12
5231,H1,2,96,0.0,4,infinity
5232,H1,2,96,0.0,5,6
5233,H1,2,96,0.0,5,12
