strategy,cost_mode,year,return_pct,annualized_return_pct,daily_profit_factor,positive_active_day_pct,max_drawdown_pct,sharpe,recovery_factor,trades,win_rate_pct,profit_factor,average_trade_pct
Best 1 / Mean,broker,2023,53.66444374803756,53.7096657532891,1.4814031409457291,43.005181347150256,9.237939302977571,1.7062833769002932,5.8091357810437705,44,45.45454545454545,2.798957835196096,1.0678654403812942
Best 1 / Mean,broker,2024,65.17571857905648,65.00594578504743,1.337423191243541,47.257383966244724,18.480320223941682,1.50897254821427,3.526763486198677,44,54.54545454545454,1.8860040499851964,1.3513312086261893
Best 1 / Mean,broker,2025,-3.086186694782804,-3.088267539800755,1.0008861400450784,47.8494623655914,22.95317510761369,0.0042229674772041965,-0.13445576397659684,25,52.0,1.0100047453164704,0.020720749972499876
Best 1 / Mean,broker,2026,-24.099347817169306,-33.93086075659476,0.709443254611836,41.48936170212766,29.13591552958791,-1.2135336498237181,-0.8271354230381434,9,33.33333333333333,0.1901863492086234,-2.8788403986430766
Best 1 / Mean,paper,2023,40.71988586864238,40.752814424996934,1.3681412578350844,39.37823834196891,9.871055409445662,1.3781344172190118,4.125180558674336,44,40.909090909090914,2.2292105933991118,0.8659317105416099
Best 1 / Mean,paper,2024,51.261460488909535,51.133240285358326,1.2767469765729498,47.257383966244724,19.533217566418728,1.276602196970879,2.62432240436607,44,54.54545454545454,1.7122464887972586,1.1488311138037859
Best 1 / Mean,paper,2025,-7.904870402546256,-7.910064681619108,0.960184022681709,47.8494623655914,24.705028411481166,-0.19501390747729413,-0.31997009964467904,25,48.0,0.9174613029580727,-0.17912078338025245
Best 1 / Mean,paper,2026,-25.453337162083923,-35.69443331672751,0.6931693539571597,41.48936170212766,30.330422944451783,-1.302589742745281,-0.8392015241165633,9,33.33333333333333,0.16521163955766197,-3.072888604956745
Best 1 / Sharpe,broker,2023,29.93869427544493,29.96200457064207,1.5438845290227163,46.017699115044245,8.188586285028432,1.3728146632690512,3.656149331928421,20,50.0,4.103439373477272,1.4215562635465153
Best 1 / Sharpe,broker,2024,61.39633196113432,61.23809141087311,1.357481950231184,50.73170731707317,20.657870591728155,1.4886083284386422,2.9720552120080903,38,47.368421052631575,1.9356953693349872,1.477131489346332
Best 1 / Sharpe,broker,2025,13.103607084775708,13.113146466269876,1.148038280240041,47.82608695652174,14.293147128416939,0.6346254632897899,0.9167754985690839,27,40.74074074074074,1.4246104913055098,0.5557017740654293
Best 1 / Sharpe,broker,2026,-4.112238366268132,-6.116670171207171,0.9395070488036485,43.20987654320987,13.60718634754875,-0.25135423898661624,-0.3022107775432153,11,45.45454545454545,0.8436396037064077,-0.3011117267868989
Best 1 / Sharpe,paper,2023,24.718943837076417,24.73781477698124,1.444689065319967,43.36283185840708,8.372025684690577,1.1731510052543728,2.952564261989601,20,45.0,3.154829838813208,1.218915858970795
Best 1 / Sharpe,paper,2024,49.58473563655269,49.461350686851254,1.299089450268351,50.24390243902439,21.839121348657308,1.2788443987505094,2.2704546966401287,38,47.368421052631575,1.7582663780123646,1.2743800453954002
Best 1 / Sharpe,paper,2025,7.050884575599903,7.055880455760727,1.0911374314100046,47.82608695652174,14.46438954902205,0.40416284739465314,0.4874650638869595,27,37.03703703703704,1.2478868109972714,0.35479134791358796
Best 1 / Sharpe,paper,2026,-6.19873362360182,-9.170426087137871,0.899623422524533,43.20987654320987,14.981843479923306,-0.43095762142133087,-0.4137497252530068,11,45.45454545454545,0.7536495985475037,-0.50031023842219
