symbol,range_minutes,rr,month,date,opened_at,closed_at,direction,entry,stop_loss,take_profit,exit_price,result,r_multiple,spread_r,spread_points,pnl,range_high,range_low,range_atr
XAGUSD,15,1.3043478260869565,2026-05,2026-05-27,2026-05-27 23:15:00,2026-05-27 23:45:00,SELL,74.576,74.694,74.422087,74.422087,win,1.3018,0.0025,30.0,769.57,74.694,74.576,0.8441
XAUUSD,15,1.3043478260869565,2026-05,2026-05-27,2026-05-27 23:15:00,2026-05-27 23:45:00,SELL,4451.578,4457.516,4443.832783,4443.832783,win,1.3039,0.0005,280.0,774.52,4457.516,4451.578,1.1814
BTCUSD,15,1.3043478260869565,2026-05,2026-05-28,2026-05-28 23:15:00,2026-05-29 00:00:00,BUY,73492.12,73375.91,73643.698261,73643.698261,win,1.3042,0.0001,1400.0,151.58,73492.12,73375.91,0.6621
XAGUSD,15,1.3043478260869565,2026-05,2026-05-28,2026-05-28 23:15:00,2026-05-28 23:45:00,BUY,75.727,75.565,75.938304,75.565,loss,-1.0019,0.0019,30.0,-810.0,75.727,75.565,1.3027
XAUUSD,15,1.3043478260869565,2026-05,2026-05-28,2026-05-28 23:15:00,2026-05-28 23:30:00,BUY,4495.513,4491.018,4501.376043,4491.018,loss,-1.0006,0.0006,280.0,-449.5,4495.513,4491.018,1.0316
BTCUSD,15,1.3043478260869565,2026-05,2026-05-29,2026-05-29 23:15:00,2026-05-30 00:00:00,SELL,73272.88,73417.77,73083.893043,73417.77,loss,-1.0001,0.0001,1400.0,-144.89,73417.77,73272.88,0.7584
BTCUSD,15,1.3043478260869565,2026-05,2026-05-30,2026-05-30 23:15:00,2026-05-31 00:15:00,SELL,73723.53,73895.1,73499.743043,73895.1,loss,-1.0001,0.0001,1400.0,-171.57,73895.1,73723.53,2.1081
BTCUSD,15,1.3043478260869565,2026-05,2026-05-31,2026-05-31 23:15:00,2026-05-31 23:30:00,SELL,73823.7,74107.22,73453.891304,73453.891304,win,1.3043,0.0,1400.0,369.81,74107.22,73823.7,2.1457
US30,15,1.3043478260869565,2026-05,2026-05-31,2026-05-31 23:15:00,2026-06-01 00:00:00,BUY,51099.5,51072.9,51134.195652,51134.195652,win,1.2179,0.0865,23.0,34.7,51099.5,51072.9,0.5676
XAGUSD,15,1.3043478260869565,2026-05,2026-05-31,2026-05-31 23:15:00,2026-05-31 23:45:00,BUY,75.304,75.035,75.65487,75.65487,win,1.3032,0.0011,30.0,1754.35,75.304,75.035,1.1685
XAUUSD,15,1.3043478260869565,2026-05,2026-05-31,2026-05-31 23:15:00,2026-06-01 01:00:00,BUY,4543.22,4534.929,4554.034348,4534.929,loss,-1.0003,0.0003,280.0,-829.1,4543.22,4534.929,1.1962
XAGUSD,15,1.3043478260869565,2026-06,2026-06-01,2026-06-01 23:15:00,2026-06-02 00:00:00,BUY,74.995,74.867,75.161957,74.867,loss,-1.0023,0.0023,30.0,-640.0,74.995,74.867,1.009
XAUUSD,15,1.3043478260869565,2026-06,2026-06-01,2026-06-01 23:15:00,2026-06-01 23:30:00,BUY,4487.733,4481.712,4495.586478,4481.712,loss,-1.0005,0.0005,280.0,-602.1,4487.733,4481.712,1.6344
US30,15,1.3043478260869565,2026-06,2026-06-02,2026-06-02 23:15:00,2026-06-02 23:15:00,SELL,51335.0,51382.6,51272.913043,51272.913043,win,1.256,0.0483,23.0,62.09,51382.6,51335.0,1.3924
XAGUSD,15,1.3043478260869565,2026-06,2026-06-02,2026-06-02 23:15:00,2026-06-03 00:15:00,SELL,74.601,75.001,74.079261,75.001,loss,-1.0008,0.0007,30.0,-2000.0,75.001,74.601,2.2108
XAUUSD,15,1.3043478260869565,2026-06,2026-06-02,2026-06-02 23:15:00,2026-06-03 00:30:00,SELL,4474.231,4488.57,4455.527957,4488.57,loss,-1.0002,0.0002,280.0,-1433.9,4488.57,4474.231,2.888
BTCUSD,15,1.3043478260869565,2026-06,2026-06-03,2026-06-03 23:15:00,2026-06-04 00:15:00,SELL,64308.05,64897.58,63539.097826,63539.097826,win,1.3043,0.0,1400.0,768.95,64897.58,64308.05,1.4632
US30,15,1.3043478260869565,2026-06,2026-06-03,2026-06-03 23:15:00,2026-06-04 00:30:00,SELL,50788.1,50833.6,50728.752174,50833.6,loss,-1.0462,0.0462,21.0,-45.5,50833.6,50788.1,0.8624
XAUUSD,15,1.3043478260869565,2026-06,2026-06-03,2026-06-03 23:15:00,2026-06-03 23:45:00,BUY,4450.354,4445.389,4456.830087,4456.830087,win,1.3038,0.0006,280.0,647.61,4450.354,4445.389,0.7019
XAGUSD,15,1.3043478260869565,2026-06,2026-06-03,2026-06-03 23:30:00,2026-06-04 00:30:00,BUY,73.199,73.006,73.450739,73.006,loss,-1.0016,0.0016,30.0,-965.0,73.199,73.006,0.8518
BTCUSD,15,1.3043478260869565,2026-06,2026-06-04,2026-06-04 23:15:00,2026-06-04 23:45:00,SELL,63532.98,63781.17,63209.253913,63781.17,loss,-1.0,0.0,1008.0,-248.19,63781.17,63532.98,0.7646
XAGUSD,15,1.3043478260869565,2026-06,2026-06-04,2026-06-04 23:30:00,2026-06-05 00:45:00,SELL,73.792,74.124,73.358957,73.358957,win,1.3034,0.0009,30.0,2165.22,74.124,73.792,2.5894
XAUUSD,15,1.3043478260869565,2026-06,2026-06-04,2026-06-04 23:30:00,2026-06-05 00:15:00,SELL,4464.23,4473.877,4451.646957,4451.646957,win,1.3041,0.0003,280.0,1258.3,4473.877,4464.23,2.0873
BTCUSD,15,1.3043478260869565,2026-06,2026-06-05,2026-06-05 23:15:00,2026-06-05 23:30:00,SELL,61275.99,61759.79,60644.946522,60644.946522,win,1.3043,0.0,1008.0,631.04,61759.79,61275.99,0.9553
BTCUSD,15,1.3043478260869565,2026-06,2026-06-06,2026-06-06 23:30:00,2026-06-07 01:00:00,BUY,60732.77,60511.48,61021.40913,61021.40913,win,1.3043,0.0,1008.0,288.64,60732.77,60511.48,1.2993
BTCUSD,15,1.3043478260869565,2026-06,2026-06-07,2026-06-07 23:15:00,2026-06-07 23:45:00,BUY,63036.77,62762.28,63394.800435,63394.800435,win,1.3043,0.0,1008.0,358.03,63036.77,62762.28,0.5165
XAGUSD,15,1.3043478260869565,2026-06,2026-06-07,2026-06-07 23:15:00,2026-06-08 00:15:00,BUY,67.803,67.336,68.41213,68.41213,win,1.3037,0.0006,30.0,3045.65,67.803,67.336,1.2005
XAUUSD,15,1.3043478260869565,2026-06,2026-06-07,2026-06-07 23:15:00,2026-06-08 01:15:00,BUY,4334.071,4317.463,4355.733609,4317.463,loss,-1.0002,0.0002,260.0,-1660.8,4334.071,4317.463,1.5337
US30,15,1.3043478260869565,2026-06,2026-06-07,2026-06-07 23:30:00,2026-06-08 01:30:00,BUY,50820.2,50729.2,50938.895652,50729.2,loss,-1.0231,0.0231,21.0,-91.0,50820.2,50729.2,0.9142
XAGUSD,15,1.3043478260869565,2026-06,2026-06-08,2026-06-08 23:15:00,2026-06-08 23:30:00,SELL,68.063,68.147,67.953435,67.953435,win,1.3008,0.0036,30.0,547.83,68.147,68.063,0.5394
XAUUSD,15,1.3043478260869565,2026-06,2026-06-08,2026-06-08 23:15:00,2026-06-08 23:30:00,SELL,4325.184,4328.918,4320.313565,4320.313565,win,1.3037,0.0007,260.0,487.04,4328.918,4325.184,0.7189
US30,15,1.3043478260869565,2026-06,2026-06-08,2026-06-08 23:30:00,2026-06-08 23:45:00,BUY,50859.7,50833.3,50894.134783,50833.3,loss,-1.0795,0.0795,21.0,-26.4,50859.7,50833.3,0.4413
BTCUSD,15,1.3043478260869565,2026-06,2026-06-09,2026-06-09 23:15:00,2026-06-09 23:30:00,BUY,61765.05,61598.26,61982.602174,61598.26,loss,-1.0001,0.0001,1000.0,-166.79,61765.05,61598.26,0.7522
US30,15,1.3043478260869565,2026-06,2026-06-09,2026-06-09 23:15:00,2026-06-09 23:45:00,SELL,50778.3,50814.7,50730.821739,50814.7,loss,-1.0577,0.0577,21.0,-36.4,50814.7,50778.3,0.4387
XAGUSD,15,1.3043478260869565,2026-06,2026-06-09,2026-06-09 23:15:00,2026-06-10 00:30:00,SELL,64.862,65.139,64.500696,64.500696,win,1.3033,0.0011,30.0,1806.52,65.139,64.862,1.1791
XAUUSD,15,1.3043478260869565,2026-06,2026-06-09,2026-06-09 23:15:00,2026-06-09 23:30:00,SELL,4235.582,4247.167,4220.47113,4220.47113,win,1.3041,0.0002,260.0,1511.09,4247.167,4235.582,1.4087
XAUUSD,15,1.3043478260869565,2026-06,2026-06-10,2026-06-10 23:15:00,2026-06-11 01:15:00,BUY,4053.897,4023.761,4093.204826,4093.204826,win,1.3043,0.0001,260.0,3930.78,4053.897,4023.761,2.2137
XAGUSD,15,1.3043478260869565,2026-06,2026-06-10,2026-06-11 00:15:00,2026-06-11 06:00:00,BUY,62.833,61.49,64.584739,63.796,timeout,0.7168,0.0002,30.0,4815.0,62.833,61.49,3.1264
XAGUSD,15,1.3043478260869565,2026-06,2026-06-11,2026-06-11 23:15:00,2026-06-12 01:00:00,SELL,67.492,67.899,66.96113,66.96113,win,1.3036,0.0007,30.0,2654.35,67.899,67.492,1.1888
XAUUSD,15,1.3043478260869565,2026-06,2026-06-11,2026-06-11 23:15:00,2026-06-12 01:00:00,SELL,4221.006,4245.907,4188.526435,4188.526435,win,1.3042,0.0001,260.0,3247.96,4245.907,4221.006,1.8403
BTCUSD,15,1.3043478260869565,2026-06,2026-06-11,2026-06-11 23:30:00,2026-06-11 23:30:00,BUY,63440.0,63289.91,63635.769565,63635.769565,win,1.3043,0.0001,1000.0,195.77,63440.0,63289.91,0.8975
BTCUSD,15,1.3043478260869565,2026-06,2026-06-12,2026-06-12 23:15:00,2026-06-12 23:30:00,SELL,63403.7,63481.65,63302.026087,63481.65,loss,-1.0001,0.0001,1000.0,-77.95,63481.65,63403.7,0.6054
BTCUSD,15,1.3043478260869565,2026-06,2026-06-13,2026-06-13 23:15:00,2026-06-13 23:15:00,BUY,64451.51,64408.06,64508.183913,64508.183913,win,1.3041,0.0002,1000.0,56.67,64451.51,64408.06,0.3575
BTCUSD,15,1.3043478260869565,2026-06,2026-06-14,2026-06-14 23:15:00,2026-06-15 06:00:00,BUY,65596.87,65214.06,66096.187391,65847.46,timeout,0.6546,0.0,1000.0,250.59,65596.87,65214.06,1.2255
US30,15,1.3043478260869565,2026-06,2026-06-14,2026-06-14 23:15:00,2026-06-14 23:30:00,SELL,51554.0,51594.6,51501.043478,51594.6,loss,-1.0517,0.0517,21.0,-40.6,51594.6,51554.0,0.5316
XAGUSD,15,1.3043478260869565,2026-06,2026-06-14,2026-06-14 23:15:00,2026-06-14 23:45:00,SELL,69.83,70.091,69.489565,70.091,loss,-1.0011,0.0011,30.0,-1305.0,70.091,69.83,0.7236
XAUUSD,15,1.3043478260869565,2026-06,2026-06-14,2026-06-14 23:15:00,2026-06-14 23:45:00,SELL,4282.154,4288.33,4274.098348,4288.33,loss,-1.0005,0.0005,280.0,-617.6,4288.33,4282.154,0.4368
