1784554500;1784555842;1;0.75;28978.17;-0.47;-98.96
1784640900;1784645290;-1;0.91;29001.02;-0.57;-98.99
1784727300;1784728623;1;0.72;29010.98;-0.45;73.76
1784813700;1784817247;-1;0.63;28621.41;-0.39;73.12
1784900100;1784900767;1;0.68;28465.74;-0.43;-100.78
1785159300;1785159812;-1;0.74;28407.56;-0.46;73.67
1785245700;1785246197;-1;0.53;27750.26;-0.33;74.03
1785332100;1785333039;1;0.62;27834.76;-0.39;-98.79
1785418500;1785419104;1;0.57;27755.09;-0.36;74.13
1785504900;1785505239;1;0.61;28568.39;-0.38;-98.77
1785764100;1785764235;-1;0.62;28275.01;-0.39;-98.63
1785850500;1785851405;1;0.72;29280.29;-0.45;72.89
1785936900;1785940222;1;0.79;29910.2;-0.49;-97.56
1786023300;1786023925;-1;0.71;29242.2;-0.44;-97.27
1786109700;1786111923;1;0.44;29708.94;-0.28;-94.43
1786368900;1786370782;-1;0.85;29651.45;-0.53;-95.15
1786455300;1786455966;-1;0.92;29651.2;-0.58;83.69
1786541700;1786564500;-1;0.5;29796.16;-0.31;9.76
1786628100;1786628224;1;0.85;29865.2;-0.53;71.08
1786714500;1786717649;-1;1.18;30127.62;-0.74;72.12
1786973700;1786987037;-1;0.9;30125.65;-0.56;72.22
1787060100;1787061327;-1;0.93;29618.94;-0.58;73.0
1787146500;1787147314;-1;0.53;29607.25;-0.33;73.27
1787232900;1787240388;1;0.78;29339.49;-0.49;-98.57
1787319300;1787320385;-1;0.87;29297.1;-0.54;73.07
1787578500;1787579062;-1;0.68;29057.3;-0.43;82.33
1787664900;1787666635;1;0.9;29321.55;-0.56;-99.68
1787751300;1787774100;1;0.64;29207.76;-0.4;23.35
1787837700;1787838306;-1;0.82;29421.15;-0.51;-98.81
1787924100;1787924466;-1;1.08;29564.65;-0.68;-97.47
1788183300;1788206100;1;0.89;29434.45;-0.56;53.18
1788269700;1788273084;-1;1.02;29072.55;-0.64;-96.84
1788356100;1788358713;1;1.0;29059.5;-0.63;72.0
1788442500;1788443429;1;0.62;29232.26;-0.39;72.06
1788528900;1788551700;1;0.57;29612.75;-0.36;-31.64
1788788100;1788794840;1;1.58;29616.76;-0.99;-97.57
1788874500;1788874922;-1;0.9;29594.5;-0.56;72.44
1788960900;1788962336;1;1.02;29475.25;-0.64;72.66
1789047300;1789051097;-1;0.55;29098.9;-0.34;-97.49
1789133700;1789156500;1;0.47;29426.0;-0.29;-4.0
1789392900;1789393686;1;0.72;28915.0;-0.45;72.0
1789479300;1789482858;-1;0.87;29107.75;-0.54;73.2
1789565700;1789570768;1;0.88;29128.0;-0.55;74.03
1789652100;1789662268;-1;0.86;29365.26;-0.54;-99.32
1789738500;1789740311;1;1.09;29546.25;-0.68;-98.65
