starting_balance,ending_balance,net_profit,return_pct,trades,wins,losses,win_rate,net_r,avg_r,avg_spread_r,max_drawdown_pct,timeframe
300.0,366.4,66.4,22.13,11,4,7,36.36,5.0,0.4544,0.0001,19.69,H4
