entry_time,exit_time,direction,entry_price,exit_price,entry_atr,exit_reason,gross_log_return,net_log_return
2024-01-05T00:00:00+00:00,2024-02-08T00:00:00+00:00,long,144.605,149.03621595172856,1.4770719839095223,atr_target,0.030183449216393876,0.03007195773597178
2024-03-01T00:00:00+00:00,2024-03-08T00:00:00+00:00,short,150.094,147.4428030066971,0.883732331100966,atr_target,0.01782144013991223,0.017710747221711145
2024-03-22T00:00:00+00:00,2024-04-16T00:00:00+00:00,long,151.435,154.62048718083872,1.0618290602795726,atr_target,0.020817154734265358,0.020707534559667454
2024-05-06T00:00:00+00:00,2024-05-23T00:00:00+00:00,short,154.242,156.79559270542305,1.7023951369487114,atr_stop,-0.01642020219210451,-0.016528467841669434
2024-05-30T00:00:00+00:00,2024-05-31T00:00:00+00:00,long,156.987,157.244,1.083262459983985,macd_reverse,0.0016357396775198863,0.0015275206826749336
2024-05-31T00:00:00+00:00,2024-06-20T00:00:00+00:00,short,157.244,158.8396155692634,1.063743712842272,atr_stop,-0.010096246971549578,-0.01020402021004236
2024-06-20T00:00:00+00:00,2024-07-12T00:00:00+00:00,long,158.934,157.89,1.0632772403805935,macd_reverse,-0.006590433671308144,-0.00669818447823608
2024-07-12T00:00:00+00:00,2024-07-24T00:00:00+00:00,short,157.89,154.20327633210883,1.2289078892970562,atr_target,0.023626879840348045,0.02351797091819867
2024-08-30T00:00:00+00:00,2024-09-04T00:00:00+00:00,long,146.18,143.3274277783761,1.9017148144159408,atr_stop,-0.019707021427767597,-0.019818065872065787
2024-09-17T00:00:00+00:00,2024-09-18T00:00:00+00:00,short,142.007,142.699,1.8350121180273973,macd_reverse,-0.004861164588845499,-0.004973210250440226
2024-09-18T00:00:00+00:00,2024-10-04T00:00:00+00:00,long,142.699,148.3086051859335,1.869868395311155,atr_target,0.03855775623959716,0.03844571057800231
2024-11-22T00:00:00+00:00,2024-11-29T00:00:00+00:00,short,154.747,150.18581451916887,1.5203951602770445,atr_target,0.029918234347189935,0.029808284634423407
2024-12-18T00:00:00+00:00,2025-01-15T00:00:00+00:00,long,154.662,156.22,1.4363987071504853,macd_reverse,0.010023179492995152,0.009914385971508479
2025-01-15T00:00:00+00:00,2025-02-05T00:00:00+00:00,short,156.22,152.3947850080953,1.2750716639682316,atr_target,0.024790846622078498,0.024681475971117552
2025-03-18T00:00:00+00:00,2025-04-03T00:00:00+00:00,long,149.441,147.31317194920692,1.418552033862064,atr_stop,-0.014340924034803144,-0.014451072853095007
2025-04-08T00:00:00+00:00,2025-04-22T00:00:00+00:00,short,145.848,140.40099218234198,1.8156692725526815,atr_target,0.038062425108625494,0.03794969128099236
2025-05-02T00:00:00+00:00,2025-05-26T00:00:00+00:00,long,144.957,142.2325214035225,1.8163190643183293,atr_stop,-0.018973953642238285,-0.01908534437072099
2025-05-27T00:00:00+00:00,2025-05-28T00:00:00+00:00,short,144.135,145.717,1.6374667456212608,macd_reverse,-0.010916024103154353,-0.011027198959048213
2025-05-28T00:00:00+00:00,2025-06-02T00:00:00+00:00,long,145.717,143.20320703288468,1.675861978076886,atr_stop,-0.017401734743686635,-0.01751290959958052
2025-06-03T00:00:00+00:00,2025-06-09T00:00:00+00:00,short,143.818,144.56,1.6855441471223986,macd_reverse,-0.0051460349780466244,-0.00525753937405988
2025-06-09T00:00:00+00:00,2025-07-02T00:00:00+00:00,long,144.56,143.522,1.6203661595679621,macd_reverse,-0.007206312730560747,-0.007317817126574006
2025-07-02T00:00:00+00:00,2025-07-07T00:00:00+00:00,short,143.522,145.49380470681345,1.314536471208968,atr_stop,-0.013645172816993815,-0.013715172816993816
2025-07-08T00:00:00+00:00,2025-07-31T00:00:00+00:00,long,146.871,150.8695129493596,1.3328376497865326,atr_target,0.026860660081511244,0.026790660081511243
2025-08-06T00:00:00+00:00,2025-09-25T00:00:00+00:00,short,147.201,149.3824453851236,1.4542969234157381,atr_stop,-0.014710765276081299,-0.0147807652760813
2025-09-25T00:00:00+00:00,2025-09-30T00:00:00+00:00,long,149.875,148.18495918238617,1.126693878409218,atr_stop,-0.01134039563354435,-0.011410395633544351
2025-10-03T00:00:00+00:00,2025-10-06T00:00:00+00:00,short,147.488,149.1195955514823,1.0877303676548609,atr_stop,-0.011001822160273723,-0.011071822160273723
2025-10-07T00:00:00+00:00,2025-10-16T00:00:00+00:00,long,152.058,150.15559873367087,1.2682675108860793,atr_stop,-0.012589945673203057,-0.012659945673203058
2025-12-01T00:00:00+00:00,2025-12-19T00:00:00+00:00,short,155.562,157.1833025074084,1.0808683382722604,atr_stop,-0.010368290226882668,-0.010438290226882668
