time,balance,drawdown_pct,symbol,r_multiple
,10000.0,0.0,START,0.0
2025-07-23T08:05:00+00:00,9600.0,4.0,USDSGD,-1.0
2025-07-23T11:35:00+00:00,9216.0,7.84,USDSGD,-1.0
2025-07-24T00:00:00+00:00,8847.36,11.53,USDSGD,-1.0
2025-07-24T03:50:00+00:00,8493.47,15.07,USDSGD,-1.0
2025-07-24T14:45:00+00:00,9172.94,8.27,EURJPY,2.0
2025-07-25T02:00:00+00:00,9295.24,7.05,USDSGD,0.3333
2025-07-25T03:55:00+00:00,9729.03,2.71,USDSGD,1.1667
2025-07-25T16:30:00+00:00,10364.8,0.0,EURJPY,1.6337
2025-07-28T00:10:00+00:00,9950.21,4.0,USDSGD,-1.0
2025-07-28T12:20:00+00:00,9552.2,7.84,USDSGD,-1.0
2025-07-29T01:15:00+00:00,9997.98,3.54,USDSGD,1.1667
2025-07-29T16:55:00+00:00,10464.57,0.0,USDSGD,1.1667
2025-07-29T17:00:00+00:00,10045.98,4.0,EURJPY,-1.0
2025-07-30T05:35:00+00:00,10514.81,0.0,USDSGD,1.1667
2025-07-30T13:05:00+00:00,10094.22,4.0,EURJPY,-1.0
2025-07-30T15:05:00+00:00,9690.45,7.84,USDSGD,-1.0
2025-07-31T05:20:00+00:00,9819.64,6.61,USDSGD,0.3333
2025-07-31T10:20:00+00:00,10408.82,1.01,USDSGD,1.5
2025-07-31T13:30:00+00:00,9992.47,4.97,EURJPY,-1.0
2025-07-31T14:50:00+00:00,9592.77,8.77,EURJPY,-1.0
2025-08-01T01:10:00+00:00,9720.66,7.55,USDSGD,0.3333
2025-08-01T03:25:00+00:00,9331.83,11.25,USDSGD,-1.0
2025-08-01T14:00:00+00:00,8958.56,14.8,EURJPY,-1.0
2025-08-01T15:50:00+00:00,8600.22,18.21,EURJPY,-1.0
2025-08-04T01:00:00+00:00,8505.31,19.11,USDSGD,-0.2759
2025-08-04T11:15:00+00:00,8165.09,22.35,USDSGD,-1.0
2025-08-04T16:35:00+00:00,7838.49,25.45,EURJPY,-1.0
2025-08-05T00:15:00+00:00,7524.95,28.43,USDSGD,-1.0
2025-08-05T05:55:00+00:00,7625.27,27.48,USDSGD,0.3333
2025-08-05T13:50:00+00:00,7320.26,30.38,EURJPY,-1.0
2025-08-06T01:20:00+00:00,7322.96,30.36,USDSGD,0.0092
2025-08-06T11:30:00+00:00,7030.04,33.14,USDSGD,-1.0
2025-08-06T15:20:00+00:00,7123.76,32.25,EURJPY,0.3333
2025-08-07T01:50:00+00:00,6838.81,34.96,USDSGD,-1.0
2025-08-07T03:20:00+00:00,6929.99,34.09,USDSGD,0.3333
2025-08-07T13:20:00+00:00,7484.39,28.82,EURJPY,2.0
2025-08-08T01:45:00+00:00,7185.01,31.67,USDSGD,-1.0
2025-08-08T07:15:00+00:00,6897.61,34.4,USDSGD,-1.0
2025-08-08T15:40:00+00:00,6621.71,37.02,EURJPY,-1.0
