starting_balance,ending_balance,net_profit,return_pct,trades,wins,losses,win_rate,net_r,avg_spread_r,max_drawdown_pct,month,bot
300.0,275.07,-24.93,-8.31,5,2,3,40.0,-1.61,0.0622,10.29,2026-05,Grid
300.0,166.65,-133.35,-44.45,15,3,12,20.0,-11.31,0.1208,45.33,2026-05,NewsPulse
300.0,416.78,116.78,38.93,13,11,2,84.62,6.87,0.0713,5.62,2026-06,Grid
300.0,49.66,-250.34,-83.45,94,38,56,40.43,-33.5,0.1047,86.35,2026-06,NewsPulse
