cost_mode,symbol,leg,return_pct,annualized_return_pct,profit_factor,win_rate_pct,max_drawdown_pct,sharpe,recovery_factor,trades,average_trade_bps,days
gross,EURUSD,Tokyo pre-fix,-11.476435150933122,-3.037174467682539,0.714903175379973,44.17670682730924,12.675122780874704,-1.7528556714657186,-0.9054298999177932,996,-1.2177571058434995,996
gross,EURUSD,Tokyo post-fix,-2.3203444525035604,-0.45545458355725554,0.9656804923976813,49.151234567901234,3.7485438257001014,-0.2048637130447525,-0.6189988860728335,1296,-0.17224440811752595,1296
gross,EURUSD,ECB pre-fix,7.821147009891963,1.4750095630906548,1.0640579968069304,50.848765432098766,5.4245973976373545,0.3630046446993834,1.441793083722381,1296,0.6174720496180768,1296
gross,EURUSD,London post-fix,-1.476821568700179,-0.3749810123672265,0.9844841003559831,49.19839679358717,5.605688278729282,-0.09013735463308664,-0.26345053368450067,998,-0.12491315605183294,998
gross,GBPUSD,Tokyo pre-fix,-9.944099922979795,-2.751539520817702,0.7390792289771916,44.397463002114165,10.35241709768382,-1.5770707170468883,-0.9605582763086914,946,-1.1009839758566933,946
gross,GBPUSD,Tokyo post-fix,-2.402923533833179,-0.47182376138988913,0.9663144634893943,50.15432098765432,4.492567094170552,-0.1949483205730906,-0.5348664768860448,1296,-0.17725741996260116,1296
gross,GBPUSD,ECB pre-fix,5.061279889257519,0.9639183045918623,1.0385686825093479,49.26754047802621,6.759004222427,0.2148245129138216,0.7488203473025988,1297,0.4314326182207974,1297
gross,GBPUSD,London post-fix,-3.7990946196276845,-1.0253634369242524,0.9573687242980742,49.736008447729674,7.490768262891601,-0.24946085679607533,-0.5071702242409447,947,-0.3798115544439187,947
gross,USDJPY,Tokyo pre-fix,21.524286637647233,5.250473570369766,1.366836062286439,57.291666666666664,5.694022279096256,1.731006268036894,3.7801549735178637,960,2.0484891783669643,960
gross,USDJPY,Tokyo post-fix,1.8291563956457109,0.35307741068860726,1.0200019812750618,49.151234567901234,9.694853962621764,0.10520047944199727,0.1886729189215198,1296,0.17438342712977017,1296
gross,USDJPY,ECB pre-fix,7.695520351425351,1.4520091091748772,1.058913444006653,53.85802469135802,6.4156182701161075,0.30550684071718903,1.199497854676145,1296,0.6249163629596892,1296
gross,USDJPY,London post-fix,-0.8057168169751879,-0.2116914428719653,0.9926675614365351,47.81704781704782,8.900821232418343,-0.03734792493150187,-0.09052162670570517,962,-0.05592041151075019,962
gross,AUDUSD,Tokyo pre-fix,-0.6356692522534146,-0.16284895525012227,0.9918148921050166,49.39148073022312,9.06690403425282,-0.04688745694113626,-0.07010874382832248,986,-0.05022844591001719,986
gross,AUDUSD,Tokyo post-fix,20.154629107952044,3.6346771083794,1.1432359804371126,53.086419753086425,4.802537196213253,0.8056938559963702,4.196662781465544,1296,1.4580762254482889,1296
gross,AUDUSD,ECB pre-fix,14.480994506563974,2.6624387774682545,1.0976143287849955,51.349267540478024,7.676265951555605,0.5376994598294246,1.8864633661669032,1297,1.0949144650636788,1297
gross,AUDUSD,London post-fix,-4.752871519482954,-1.2355879023357341,0.9586105126553701,49.03748733535968,9.336501472550129,-0.2315630635286887,-0.5090634359622477,987,-0.44661045782266123,987
gross,NZDUSD,Tokyo pre-fix,-4.11889072409904,-1.0575005409508953,0.9406056715462395,48.946840521564695,11.63193420988894,-0.3575124097380037,-0.35410196187297444,997,-0.4056588584274056,997
gross,NZDUSD,Tokyo post-fix,9.774622424725706,1.8299146024946933,1.0718198588681216,51.388888888888886,6.818007027720608,0.41929949548481577,1.4336480418667965,1296,0.7611092537869046,1296
gross,NZDUSD,ECB pre-fix,8.966534166307975,1.6824150410436893,1.060114545137587,50.73245952197378,7.006574759138829,0.3446998477687658,1.2797314628824488,1297,0.7164439857774421,1297
gross,NZDUSD,London post-fix,-13.390624760991793,-3.5614644465935466,0.8770425576246461,48.348348348348345,15.519782471171538,-0.740902980616088,-0.8628100803516595,999,-1.394395924842297,999
gross,USDCHF,Tokyo pre-fix,4.614121662158366,1.165486414185585,1.1258352015489619,53.21100917431193,5.464440805267001,0.6313151445645728,0.8443904557829524,981,0.46671209632195787,981
gross,USDCHF,Tokyo post-fix,-4.499030755628879,-0.891792389720577,0.9320202104247809,47.87644787644788,4.84618968583006,-0.4120369457377108,-0.9283645600550365,1295,-0.3465616728766597,1295
gross,USDCHF,ECB pre-fix,4.1855369218112015,0.7998502667188101,1.0337593602920074,51.11796453353894,7.512761208017837,0.19299562067422962,0.5571236468083498,1297,0.35998337911432443,1297
gross,USDCHF,London post-fix,21.81390775346905,5.183292401641995,1.2755596145003567,53.760162601626014,3.9681045146236604,1.368847450683161,5.497311795361798,984,2.0333109647582805,984
gross,USDCAD,Tokyo pre-fix,14.059404610374058,3.36717674549476,1.5934756601177367,56.743256743256744,1.0157672908318482,2.31145287666996,13.841166906310113,1001,1.318349218987644,1001
gross,USDCAD,Tokyo post-fix,5.420693084156219,1.0317341588833298,1.0995811312824382,50.07716049382716,2.6354751398652287,0.5674090040952886,2.0568181434006694,1296,0.4140316346582819,1296
gross,USDCAD,ECB pre-fix,17.349402338817242,3.1572497583058405,1.1994935413665075,50.57825751734772,3.152063031839003,1.0360423834276815,5.504141942458272,1297,1.2519555198282173,1297
gross,USDCAD,London post-fix,12.541459631201231,3.0130117656430317,1.1775373930006918,52.14356929212363,2.8681035092812723,0.9386291475358953,4.37273605733429,1003,1.1985652989443973,1003
half_spread,EURUSD,Tokyo pre-fix,-13.787720630672077,-3.684049911560149,0.6642593744122219,42.46987951807229,14.674497922605301,-2.1358735711365706,-0.9395701783726998,996,-1.4833491703076656,996
half_spread,EURUSD,Tokyo post-fix,-5.704451086194165,-1.1355956330703993,0.9138733879056228,48.2253086419753,5.8393451410164054,-0.5283834550177358,-0.9768991125606321,1296,-0.4442963902014696,1296
half_spread,EURUSD,ECB pre-fix,4.3722262365157265,0.8355658406031705,1.0375467295288074,50.231481481481474,6.295843020144698,0.21551708369252998,0.6944623972557752,1296,0.3666151445287681,1296
half_spread,EURUSD,London post-fix,-3.882800992152291,-0.9949851639443716,0.9544365875965471,48.69739478957916,6.408031870290776,-0.2688860114749582,-0.6059272286322294,998,-0.3726355118482515,998
half_spread,GBPUSD,Tokyo pre-fix,-12.08388959379992,-3.3725117290376185,0.6890382861861171,43.551797040169134,12.400354547504232,-1.9422172450374655,-0.9744793624656477,946,-1.3551612508349309,946
half_spread,GBPUSD,Tokyo post-fix,-5.696765477578759,-1.1340288520276331,0.9180454331280263,49.30555555555556,7.24293996473021,-0.4862547368841661,-0.786526673604833,1296,-0.4421552351269775,1296
half_spread,GBPUSD,ECB pre-fix,1.9590549486668754,0.3776645933548154,1.0177178157425286,48.88203546646107,7.886931866681834,0.09975205367859788,0.2483925285246673,1297,0.2003411560003542,1297
half_spread,GBPUSD,London post-fix,-5.839333304258716,-1.5883327517539598,0.9328269685351759,49.63041182682154,8.093077844779728,-0.39811083948247467,-0.7215219495294064,947,-0.6061563871382668,947
half_spread,USDJPY,Tokyo pre-fix,2.549349310293634,0.6630044852100608,1.0435500210681614,52.604166666666664,9.825991743928963,0.23653792290495274,0.2594495677109399,960,0.27984535022861773,960
half_spread,USDJPY,Tokyo post-fix,-0.9445409769460276,-0.18436346320989572,0.9956163933105352,48.91975308641975,10.423615932299423,-0.023347948068469116,-0.09061548152586855,1296,-0.03870415415104361,1296
