cost_mode,symbol,leg,return_pct,annualized_return_pct,profit_factor,win_rate_pct,max_drawdown_pct,sharpe,recovery_factor,trades,average_trade_bps,days
half_spread,USDJPY,ECB pre-fix,4.76740617968658,0.9096896824540666,1.038498496851053,53.54938271604939,6.6268813051841065,0.20152378838132168,0.7194041903175649,1296,0.41221043506082117,1296
half_spread,USDJPY,London post-fix,-16.305374211385008,-4.555633549297843,0.785968939818077,43.86694386694387,16.556000302106355,-1.226693898802494,-0.9848619179664148,962,-1.8223440214912494,962
half_spread,AUDUSD,Tokyo pre-fix,-5.999654504959248,-1.5688688347223165,0.9046377809655344,47.5659229208925,11.078802468236793,-0.5722605471889626,-0.5415435939182425,986,-0.6130352396966374,986
half_spread,AUDUSD,Tokyo post-fix,11.486096216751383,2.136695904942984,1.0842354918312476,52.31481481481482,6.654027129308626,0.48651456801428133,1.7261871635838708,1296,0.8802164417032085,1296
half_spread,AUDUSD,ECB pre-fix,6.602167898507355,1.249943360939473,1.0474616752193457,50.03855050115652,8.491355755715446,0.26772409928188856,0.7775163458513091,1297,0.5450925387586458,1297
half_spread,AUDUSD,London post-fix,-9.643554494258792,-2.5559054252336453,0.9113842025039564,47.61904761904761,12.071219610322292,-0.5083939471623361,-0.7988881658662257,987,-0.9806260701298735,987
half_spread,NZDUSD,Tokyo pre-fix,-12.106977953169887,-3.209215445988336,0.8245923710045191,46.238716148445334,16.38880100811474,-1.1262315368892974,-0.7387348194157246,997,-1.2780812293067356,997
half_spread,NZDUSD,Tokyo post-fix,-2.358137675487527,-0.46294473342976616,0.9870960676595512,49.92283950617284,11.62119226462871,-0.07846868837602308,-0.20291701761659717,1296,-0.14256389499185948,1296
half_spread,NZDUSD,ECB pre-fix,-1.076918336983083,-0.2101530294619045,0.9976287653709446,49.498843484965306,7.90681888496726,-0.014017015794720323,-0.13620121475535005,1297,-0.02913238781619982,1297
half_spread,NZDUSD,London post-fix,-19.554637087497344,-5.340889691275179,0.8183037106532467,47.247247247247245,20.44099020186112,-1.1326933083081552,-0.9566384453193919,999,-2.1332346282363988,999
half_spread,USDCHF,Tokyo pre-fix,-13.509054544578476,-3.6594829267977165,0.6847808886187061,44.64831804281346,15.195361055769151,-2.002540698697958,-0.8890249132612453,981,-1.4724951049986432,981
half_spread,USDCHF,Tokyo post-fix,-8.79623813051336,-1.7757553644762756,0.8671430607235524,46.64092664092664,8.796238130513355,-0.8346982257716601,-1.0000000000000004,1295,-0.7020653951718535,1295
half_spread,USDCHF,ECB pre-fix,-0.5018756567811331,-0.09770944149071312,1.00046272403162,50.26985350809561,8.560696728071227,0.002688288553209777,-0.05862556199841091,1297,0.005012188143223598,1297
half_spread,USDCHF,London post-fix,0.6441079087874437,0.1645607451216217,1.0112308755157635,48.78048780487805,4.624865476605877,0.06274992534715605,0.13927062571777662,984,0.0927782983129509,984
half_spread,USDCAD,Tokyo pre-fix,2.62606594353478,0.6547099069342366,1.0978584457333147,50.94905094905094,2.3601676784109515,0.4634633054729318,1.1126607518423657,1001,0.26300617701999907,1001
half_spread,USDCAD,Tokyo post-fix,1.059520916415104,0.20514433630099715,1.0203767073153536,49.074074074074076,5.181296352685083,0.12060326307773349,0.2044895416696311,1296,0.08803051427330973,1296
half_spread,USDCAD,ECB pre-fix,12.496716255421084,2.3142657863169815,1.1438581157268692,49.80724749421743,3.4884675083004524,0.7667361153318794,3.58229400895563,1297,0.9263008786992357,1297
half_spread,USDCAD,London post-fix,1.2367016629846113,0.3092883576403833,1.0197007229460509,50.24925224327019,4.208027541648329,0.11221154190096057,0.2938910572101869,1003,0.1429730765469467,1003
full_spread,EURUSD,Tokyo pre-fix,-16.038592264442634,-4.326590237855931,0.6173404833812823,41.365461847389554,16.628035911276008,-2.518906596904389,-0.9645512163926918,996,-1.748925003251831,996
full_spread,EURUSD,Tokyo post-fix,-8.971194787172951,-1.8110642763724636,0.8649181674847245,47.53086419753087,8.971194787172942,-0.8516788623648859,-1.000000000000001,1296,-0.7163279076751163,1296
full_spread,EURUSD,ECB pre-fix,1.0337459718959854,0.20017440163391892,1.011704144762517,49.614197530864196,7.538741206876287,0.06805360259653581,0.13712448053702628,1296,0.11577632405740784,1296
full_spread,EURUSD,London post-fix,-6.229946765140435,-1.6111099779916493,0.9253328590888089,48.296593186372746,7.642841035670111,-0.4475912830572711,-0.8151349394897108,998,-0.6203410793467439,998
full_spread,GBPUSD,Tokyo pre-fix,-14.17277279489937,-3.989499815177984,0.6425049107624103,41.86046511627907,14.401446929434181,-2.307481162554429,-0.9841214472646189,946,-1.6093228583924086,946
full_spread,GBPUSD,Tokyo post-fix,-8.879312835260336,-1.7918008751714545,0.8722730277524708,48.2253086419753,9.955576311356818,-0.7773551397614861,-0.8918934030098554,1296,-0.7070311335965266,1296
full_spread,GBPUSD,ECB pre-fix,-1.0514652319135465,-0.2051648158582376,0.997310976313102,48.342328450269854,9.822059693868423,-0.015301843963888877,-0.1070513990634714,1297,-0.03073425890072602,1297
full_spread,GBPUSD,London post-fix,-7.836247498199815,-2.14808437765971,0.9089101888474974,48.89123548046462,8.691444513642853,-0.5467314737487348,-0.9016047316299786,947,-0.8324886432173232,947
full_spread,USDJPY,Tokyo pre-fix,-13.457506705914641,-3.722962501175167,0.8002818708704752,47.39583333333333,20.009296818216693,-1.2461496358384174,-0.6725627006373743,960,-1.4875194226402304,960
full_spread,USDJPY,Tokyo post-fix,-3.642612397708158,-0.7189112582052578,0.9718438159320314,48.2253086419753,11.181456470009966,-0.1518735599221363,-0.32577262250924915,1296,-0.2517798947545736,1296
full_spread,USDJPY,ECB pre-fix,1.9189818392937332,0.3702841749913576,1.0184601897360386,53.00925925925925,6.891020551278504,0.09754126071471426,0.27847570980436287,1296,0.1995162953993309,1296
full_spread,USDJPY,London post-fix,-29.37878714800675,-8.70900839016299,0.6237465341520867,39.397089397089395,29.517395465435193,-2.4197797103277057,-0.9953041819834426,962,-3.5874905919871205,962
full_spread,AUDUSD,Tokyo pre-fix,-11.073760783189604,-2.9549997122365723,0.8253460710650486,45.740365111561864,13.064948933895526,-1.0974091667835562,-0.8475931164537497,986,-1.1757702066287887,986
full_spread,AUDUSD,Tokyo post-fix,3.443573563820175,0.660484602691407,1.0282013342391743,51.157407407407405,9.234920172667959,0.16718890858230417,0.3728861213128743,1296,0.30244924309330296,1296
full_spread,AUDUSD,ECB pre-fix,-0.7338312803658802,-0.14300277373640458,0.9996059071944192,49.190439475713184,9.299205700474268,-0.002277830620942452,-0.07891332915976407,1297,-0.004637789688044976,1297
full_spread,AUDUSD,London post-fix,-14.282851402646674,-3.8584972493699987,0.8665429922073798,46.707193515704155,15.824384972377203,-0.7851162649356744,-0.902584930003826,987,-1.514579600736704,987
full_spread,NZDUSD,Tokyo pre-fix,-19.42878766453064,-5.313907827715937,0.7234728253641233,43.329989969909725,22.194988499366797,-1.8934126941167742,-0.8753682240062852,997,-2.150311781803172,997
full_spread,NZDUSD,Tokyo post-fix,-13.148341805315681,-2.703830088655421,0.9092091363258737,48.53395061728395,18.509807975480854,-0.5747816229069626,-0.7103445817878135,1296,-1.0459546846305678,1296
full_spread,NZDUSD,ECB pre-fix,-10.192983429661773,-2.0671392787384497,0.9389434579886401,48.650732459521976,11.329595919581214,-0.3723264407493035,-0.8996775791486961,1297,-0.7744201829746219,1297
full_spread,NZDUSD,London post-fix,-25.278805831935774,-7.087121601863952,0.7637995340813301,44.94494494494494,25.762817240491664,-1.5221045053470843,-0.9812127919071224,999,-2.871765980066779,999
full_spread,USDCHF,Tokyo pre-fix,-28.487268216013746,-8.252573163923085,0.4259616683630347,36.493374108053004,28.554843587758505,-4.535561030213584,-0.9976334882894008,981,-3.410182335576957,981
full_spread,USDCHF,Tokyo post-fix,-12.899823439078242,-2.6517769525358617,0.8069349672786642,45.32818532818533,12.89982343907825,-1.256546534849349,-0.9999999999999993,1295,-1.0575225232465029,1295
full_spread,USDCHF,ECB pre-fix,-4.9781109250846445,-0.987219062826663,0.9682117546490072,49.65304548959136,9.86306231693691,-0.18773216828166495,-0.5047226475023079,1297,-0.3499125684143266,1297
full_spread,USDCHF,London post-fix,-16.840417251880588,-4.612880145572228,0.8024322729625174,44.81707317073171,17.376085783950025,-1.2458127865612367,-0.9691720829000382,984,-1.8462347387760658,984
full_spread,USDCAD,Tokyo pre-fix,-7.6596232981779995,-1.986159553435253,0.7561927710157446,44.55544455544456,8.094869430189211,-1.3926843758342906,-0.9462318526858514,1001,-0.7919973470055369,1001
full_spread,USDCAD,Tokyo post-fix,-3.121006316896335,-0.6146375452802216,0.9470424143273158,47.0679012345679,8.123891679909667,-0.3256916938333492,-0.3841762593431131,1296,-0.23793450945413733,1296
full_spread,USDCAD,ECB pre-fix,7.844952466646742,1.478216575596738,1.0909546085172726,49.34464148033925,4.002208928833562,0.4972288144130572,1.9601556555752182,1297,0.6006822508658912,1297
full_spread,USDCAD,London post-fix,-8.930946275022182,-2.323054209130305,0.8829507483326778,48.25523429710867,9.897478285324867,-0.7165458674805494,-0.902345629620044,1003,-0.912279666889544,1003
