period,cost_mode,symbol,strategy,return_pct,annualized_return_pct,profit_factor,win_rate_pct,max_drawdown_pct,sharpe,recovery_factor,trades,average_trade_bps,days
5y,gross,EURUSD,Tokyo,-13.53048677706684,-2.787219774948219,0.8665162358382443,46.989528795811516,13.971572654663799,-1.0879510841037112,-0.9684297617384023,2292,-0.6265771511083941,1296
5y,gross,EURUSD,Europe,6.228821055229951,1.180948713001958,1.0329117290462442,50.13077593722755,9.506755613389428,0.24803400136876405,0.6551994506366826,2294,0.29449888690727904,1297
5y,gross,EURUSD,All,-8.144455531081935,-1.6357920774686414,0.975690721175863,48.56083733100741,11.463263775354537,-0.24672826934081812,-0.7104831303447906,4586,-0.16583828691128238,1298
5y,gross,GBPUSD,Tokyo,-12.108074339535806,-2.4783163486353352,0.8824158617669893,47.72524531668154,13.246668615337331,-0.915792526780019,-0.9140467457241866,2242,-0.5670189373023921,1296
5y,gross,GBPUSD,Europe,1.0699024576727538,0.20698594392026087,1.008711404587383,49.465240641711226,8.339715561823958,0.06434307684732539,0.12829004175758224,2244,0.08907600881193552,1297
5y,gross,GBPUSD,All,-11.167716466798588,-2.2728370186812556,0.9682621491765637,48.59563085153812,14.795098745600466,-0.30444383509732437,-0.7548254093349304,4486,-0.23882521035621482,1298
5y,gross,USDJPY,Tokyo,23.747155898942584,4.23005349449647,1.1316075129411223,52.61524822695035,12.057035755360769,0.8778598934454401,1.9695683400776336,2256,0.9718752361668739,1296
5y,gross,USDJPY,Europe,6.827799432824985,1.2915458311168704,1.0358615082414246,51.28432240921169,10.926717020056586,0.23770393784376673,0.6248719922271425,2258,0.33485215700726995,1297
5y,gross,USDJPY,All,32.19636350754764,5.5684492176578155,1.078123199185967,51.94949047408064,14.95556650325497,0.7362257299567142,2.15280133323872,4514,0.6532225749479139,1298
5y,gross,AUDUSD,Tokyo,19.39084307555366,3.5062529811445478,1.0956248752416338,51.48992112182296,10.031264573459097,0.6873438478613886,1.9330407381396664,2282,0.8063722789280042,1296
5y,gross,AUDUSD,Europe,9.039859923440646,1.695705872030371,1.0388637650183377,50.350262697022764,8.69549236461694,0.2819561597692327,1.0396029970913412,2284,0.4287651222927429,1297
5y,gross,AUDUSD,All,30.183608050998544,5.254461844007835,1.063441480787907,50.91984231274639,11.714571394216689,0.6547039983504997,2.576586631748196,4566,0.6174860008388809,1298
5y,gross,NZDUSD,Tokyo,5.253125684258929,1.0004881010982236,1.0283276069662939,50.32708242477104,13.676881671411124,0.2153587093550413,0.3840879675986064,2293,0.25379664677527475,1296
5y,gross,NZDUSD,Europe,-5.624765538960243,-1.1184978145539977,0.9826864562519383,49.69512195121951,11.242674780506945,-0.13094350188869885,-0.5003049228741112,2296,-0.20199202062896876,1297
5y,gross,NZDUSD,All,-0.6671158579077754,-0.1298666460750755,1.0024969518016393,50.01089561996077,14.081133870688456,0.02696696747560814,-0.04737657237223317,4589,0.025753330070079034,1298
5y,gross,USDCHF,Tokyo,-0.09249984615315336,-0.018006678774786122,1.0008834837749712,50.17574692442882,7.063603638637595,0.006441635380386665,-0.01309527698400054,2276,0.003975043987946598,1295
5y,gross,USDCHF,Europe,26.912473838391538,4.739457652712566,1.117001544416161,52.25778167470408,7.004892099427451,0.8473066150310533,3.8419540881423777,2281,1.0818397334648955,1297
5y,gross,USDCHF,All,26.795079995341876,4.716905333539041,1.079049393967256,51.21790651744569,8.452577245470527,0.7633928351018385,3.1700485209644813,4557,0.5434987123436457,1298
5y,gross,USDCAD,Tokyo,20.242214867918364,3.6493618449768226,1.2438572508229457,52.982150631258165,2.975544516795947,1.566697508087324,6.802860704539245,2297,0.8081204034496148,1296
5y,gross,USDCAD,Europe,32.06673026059592,5.55273754297608,1.1895228238841697,51.26086956521739,4.207916539207879,1.3296112312798536,7.620571834495637,2300,1.2286727408949687,1297
5y,gross,USDCAD,All,58.79996156897991,9.394142170653044,1.2078861845734175,52.120948444637804,5.426234412723085,1.9254199450036074,10.83623689959091,4597,1.0185337982993676,1298
5y,half_spread,EURUSD,Tokyo,-18.705657937588455,-3.946824087444625,0.8147924170049166,45.724258289703315,18.754410618627137,-1.5547306153673615,-0.9974004685068449,2292,-0.8958219438601831,1296
5y,half_spread,EURUSD,Europe,0.31966040067285956,0.062028438934347147,1.0049596738513769,49.5640802092415,10.318806007787007,0.038166444162931114,0.030978429135273045,2294,0.0450056610657055,1297
5y,half_spread,EURUSD,All,-18.445792118027384,-3.8813260674787435,0.9388769678778283,47.64500654164849,19.749612447164232,-0.633872776027215,-0.9339824853462348,4586,-0.4252029892810316,1298
5y,half_spread,GBPUSD,Tokyo,-17.092264220650357,-3.579082299277679,0.8331028153664274,46.877787689562886,17.46242666382689,-1.3362926741788068,-0.9788023480182558,2242,-0.8273932774372915,1296
5y,half_spread,GBPUSD,Europe,-3.994674103658068,-0.7889425102937043,0.9864639348648525,49.19786096256685,10.39381523081534,-0.09814268199446688,-0.3843318372463224,2244,-0.140012308060374,1297
5y,half_spread,GBPUSD,All,-20.40415807175729,-4.333831824025504,0.9368055830643857,48.038341506910385,22.01226343530601,-0.6182818543024815,-0.9269450246098072,4486,-0.48354956471285926,1298
5y,half_spread,USDJPY,Tokyo,1.5807286844663937,0.3054253925780379,1.0124061034767657,50.48758865248227,16.962860679887005,0.08711364969875927,0.09318762408634741,2256,0.09684882643604632,1296
5y,half_spread,USDJPY,Europe,-12.315311449473018,-2.521149381582597,0.944765905320205,49.42426926483614,15.793697047684708,-0.38106502370935363,-0.7797611548638888,2258,-0.5398008081646402,1297
5y,half_spread,USDJPY,All,-10.929254425669813,-2.2219601548812387,0.9747881436783499,49.95569339831635,22.067096581950864,-0.25139460106939254,-0.4952737839833935,4514,-0.22161702977315836,1298
5y,half_spread,AUDUSD,Tokyo,4.797315622679868,0.9152906184631274,1.026975882427873,50.26292725679229,12.948862919443616,0.20091237397753722,0.37048161313657635,2282,0.23501654781177644,1296
5y,half_spread,AUDUSD,Europe,-3.6780702548464577,-0.7254583615958498,0.9898949595927166,48.992994746059544,9.82675683881704,-0.07356819379147585,-0.37429136745478164,2284,-0.11422631718398486,1297
5y,half_spread,AUDUSD,All,0.9427967288845117,0.18234771177500755,1.0060267011887012,49.627682873412176,15.376109169456342,0.06351237100606227,0.06131568906634177,4566,0.06031862760802723,1298
5y,half_spread,NZDUSD,Tokyo,-14.179616420180746,-2.9295523996060613,0.9323994944411447,48.320976886175316,22.271099525730765,-0.5376225980765112,-0.6366823696242937,2293,-0.6362886147092304,1296
5y,half_spread,NZDUSD,Europe,-20.420967951954673,-4.341025404436892,0.9215976496185484,48.5191637630662,20.780425958499716,-0.6164766883430968,-0.9827020867010661,2296,-0.9446368033997272,1297
5y,half_spread,NZDUSD,All,-31.704969447260208,-7.135975858775895,0.926331691330795,48.420135105687514,34.02235819834928,-0.8304739687589027,-0.9318862984870487,4589,-0.7905634983948657,1298
5y,half_spread,USDCHF,Tokyo,-21.117004068169777,-4.510960301683601,0.794002749318624,45.782073813708266,21.20753037535563,-1.728018228478124,-0.995731407401823,2276,-1.034135494178919,1295
5y,half_spread,USDCHF,Europe,0.13899963120870507,0.026991757207547255,1.004409569571366,49.62735642262165,9.968700826281118,0.032994517230091946,0.013943605453807134,2281,0.04287358770789333,1297
5y,half_spread,USDCHF,All,-21.007356994738156,-4.475015525071477,0.9328675126099486,47.70682466535001,21.007356994738156,-0.6988868821728762,-0.9999999999999999,4557,-0.4950400990102073,1298
5y,half_spread,USDCAD,Tokyo,3.7134105779004867,0.7114877224704459,1.0455237603198444,49.891162385720506,5.361920277606325,0.32063086603374497,0.6925523666230696,2297,0.16428242476936372,1296
5y,half_spread,USDCAD,Europe,13.88796501615496,2.5588951852566275,1.086038424527925,50.0,5.465480820899204,0.633455543267722,2.541032613827753,2300,0.584701841499781,1297
5y,half_spread,USDCAD,All,18.11709275602046,3.285450225427976,1.071998266602611,49.945616706547746,8.696975529463892,0.7106846867864366,2.0831486411158453,4597,0.3746293158896508,1298
5y,full_spread,EURUSD,Tokyo,-23.57093369845198,-5.092556645658099,0.7662713889189641,44.85165794066317,23.57093369845199,-2.020696668164291,-0.9999999999999996,2292,-1.165048111512118,1296
5y,full_spread,EURUSD,Europe,-5.260602616980358,-1.0444794913778475,0.9777819258515389,49.0409764603313,11.755641565974672,-0.1716298475753593,-0.44749600329824246,2294,-0.2044700441192894,1297
5y,full_spread,EURUSD,All,-27.591563160444863,-6.075521697699997,0.9035120493140317,46.94723070213694,28.08839023026144,-1.0208348077005869,-0.9823120134068306,4586,-0.6845496190133938,1298
5y,full_spread,GBPUSD,Tokyo,-21.79364079626992,-4.667383400912812,0.7866855459962849,45.53969669937556,21.819899888291506,-1.756384939541325,-0.9987965530476299,2242,-1.0877483377253867,1296
5y,full_spread,GBPUSD,Europe,-8.805317312183094,-1.774941486148233,0.9647245677858778,48.57397504456328,12.576484120735254,-0.2605848023449145,-0.7001414089702133,2244,-0.3690860422999317,1297
5y,full_spread,GBPUSD,All,-28.679958882464067,-6.351292695680025,0.9064216089079954,47.05751226036558,28.83793792407684,-0.9320779633030689,-0.9945218329400427,4486,-0.7282569888768087,1298
5y,full_spread,USDJPY,Tokyo,-16.60991429593075,-3.4702598165429146,0.9063827458053881,47.87234042553192,22.59388028899869,-0.7046574601549612,-0.7351510268919311,2256,-0.7776265023654914,1296
5y,full_spread,USDJPY,Europe,-28.023578898688033,-6.189198388359334,0.8622666359199729,47.20992028343667,28.371444730183526,-1.0005747512620464,-0.9877388749567128,2258,-1.4139029365164204,1297
5y,full_spread,USDJPY,All,-39.97880075689416,-9.4352910536362,0.8819882314420099,47.540983606557376,40.015264568796084,-1.242105522287815,-0.9990887524474757,4514,-1.095905675673599,1298
5y,full_spread,AUDUSD,Tokyo,-8.011520318220029,-1.6106324036155066,0.9626362493686466,48.81682734443471,16.014811477771307,-0.28566287808662943,-0.5002569233699745,2282,-0.33625556734753076,1296
5y,full_spread,AUDUSD,Europe,-14.911870651691755,-3.088810113971953,0.9432865805100634,48.117338003502624,15.247622401539484,-0.4288700033095648,-0.9779800587261507,2284,-0.6571389138145891,1297
5y,full_spread,AUDUSD,All,-21.728723422824817,-4.645002637063379,0.9517412256851097,48.46692947875602,25.462307254747472,-0.5278948817604102,-0.8533682044376978,4566,-0.49676751726666374,1298
5y,full_spread,NZDUSD,Tokyo,-30.022566059084816,-6.706164760827922,0.845727460129239,46.27126035761012,33.52549414436139,-1.287310922384414,-0.8955144980058191,2293,-1.5261308843170425,1296
5y,full_spread,NZDUSD,Europe,-32.89512477193197,-7.457918250824427,0.8645537772669412,47.038327526132406,33.14835263389616,-1.0991996950084875,-0.9923607708424926,2296,-1.6869848394620197,1297
5y,full_spread,NZDUSD,All,-53.04173026614512,-13.649551805860167,0.856226097929622,46.65504467204184,53.33100381078823,-1.6827806044029492,-0.9945758841204374,4589,-1.6066104399964645,1298
5y,full_spread,USDCHF,Tokyo,-37.712284352609565,-8.800634020842244,0.6351060734855187,41.520210896309315,37.71228435260958,-3.4149020915932073,-0.9999999999999996,2276,-2.0715643843608156,1295
5y,full_spread,USDCHF,Europe,-20.98019352591953,-4.472006194226776,0.9032670820301959,47.56685664182376,23.28663767978253,-0.7815297869823151,-0.9009541787191777,2281,-0.9954106024502546,1297
5y,full_spread,USDCHF,All,-50.78036763830654,-12.857452309243723,0.808058307410696,44.5468509984639,50.78036763830649,-2.1583487522372087,-1.0000000000000009,4557,-1.5328971084033896,1298
5y,full_spread,USDCAD,Tokyo,-10.541572288087737,-2.1427464013434103,0.8786547027009474,45.973008271658685,13.710098834313856,-0.9349287308500385,-0.768891049983106,2297,-0.47938723056382426,1296
5y,full_spread,USDCAD,Europe,-1.7866222984726903,-0.34965660128287307,0.9917028895982665,48.869565217391305,8.21217241111788,-0.06439254063861481,-0.21755781649858064,2300,-0.059100707181370324,1297
5y,full_spread,USDCAD,All,-12.139856505451831,-2.481392972822597,0.9514059953078755,47.42223189036328,18.213315173251853,-0.5115054994619315,-0.666537441974346,4597,-0.2691068294805865,1298
3y,gross,EURUSD,Tokyo,-7.597054020075096,-2.5364207935331,0.8673157688835008,45.9499263622975,8.055294568325522,-1.0496920877766436,-0.9431131233794617,1358,-0.5745021611050615,775
3y,gross,EURUSD,Europe,-0.701975565144437,-0.22879805510046905,0.9965557121351757,50.405305821665436,9.506755613389451,-0.027099865263134258,-0.07383965610263134,1357,-0.02788600629049921,775
3y,gross,EURUSD,All,-8.245700122327781,-2.7559090753655995,0.9515009265650178,48.1767955801105,11.463263775354537,-0.49833953120846686,-0.7193152215563283,2715,-0.30129474965630976,776
3y,gross,GBPUSD,Tokyo,-3.8682418171725885,-1.2745835626844562,0.9287896488245729,48.51258581235698,5.641854455274942,-0.5655548379950109,-0.6856330392493402,1311,-0.29446291134363217,775
3y,gross,GBPUSD,Europe,-2.1775043019716938,-0.7133064831402948,0.983509136252881,48.854961832061065,8.339715561823958,-0.13123302399737782,-0.26110054783396686,1310,-0.14208458086502435,775
3y,gross,GBPUSD,All,-5.9615149871646835,-1.9762737259817444,0.9657547069614981,48.683708508202976,12.180558089845873,-0.361916438151322,-0.4894287226571667,2621,-0.2183028148434505,776
3y,gross,USDJPY,Tokyo,16.204137239479223,5.004409396172907,1.1622971851291313,52.9500756429652,3.9138341082226913,1.0618170500392479,4.140220763428747,1322,1.1622881568660621,775
3y,gross,USDJPY,Europe,15.167817569184402,4.698994692560904,1.1292670424206628,53.444360333081,6.665308506813583,0.8103829717976119,2.275636237044267,1321,1.1098556330632465,775
3y,gross,USDJPY,All,33.82976878380811,9.92513807443608,1.1442945859868134,53.19712447975785,7.114919165321476,1.3139184996936535,4.754765022306415,2643,1.1360818140951505,776
3y,gross,AUDUSD,Tokyo,5.7113108871934255,1.8224082514613198,1.0565757815573764,51.48367952522255,6.927597865185808,0.40979159031567,0.8244287555857199,1348,0.4371252398549527,775
3y,gross,AUDUSD,Europe,2.0755661693819794,0.6702212680769754,1.0196774024423119,50.33407572383074,6.977122919305123,0.14342022492320242,0.2974816687891593,1347,0.19131871596170472,775
3y,gross,AUDUSD,All,7.9054190931782164,2.50157575453599,1.0360225331857411,50.90909090909091,11.119382513065712,0.3689105535010132,0.7109584622967181,2695,0.31426758208715866,776
3y,gross,NZDUSD,Tokyo,-3.9848615956853988,-1.3135428491366652,0.9688247571311193,50.14705882352941,9.493346728348918,-0.2451722513348071,-0.4197530870526253,1360,-0.2711754715306594,775
3y,gross,NZDUSD,Europe,-4.106350633218046,-1.3541627898230741,0.9741315785095895,50.294117647058826,11.242674780506945,-0.20481784676037273,-0.3652467685303698,1360,-0.269682149472391,775
3y,gross,NZDUSD,All,-7.927579839536163,-2.6465488795202154,0.9717177523126149,50.220588235294116,11.566020243521036,-0.3187198927903076,-0.685419848195145,2720,-0.27042881050152523,776
3y,gross,USDCHF,Tokyo,-6.216841914147758,-2.0654163583245513,0.9032017175765725,47.88104089219331,7.0636036386376055,-0.7432125131865388,-0.8801232674129538,1345,-0.4680642993828933,775
3y,gross,USDCHF,Europe,12.504949538392413,3.9056187712298596,1.1028532008513545,51.6728624535316,7.004892099427462,0.7620099822341507,1.7851737558405063,1345,0.9095463598282841,775
3y,gross,USDCHF,All,5.510694679998838,1.7572478752055434,1.0322753562541456,49.77695167286245,8.452577245470504,0.3237855232313306,0.6519543708342757,2690,0.2207410302226954,776
3y,gross,USDCAD,Tokyo,3.423023791789659,1.1004195254628173,1.0828572196175859,50.69699192956713,2.975544516795958,0.533210125607249,1.1503856764594949,1363,0.2514012618982797,775
3y,gross,USDCAD,Europe,6.789046017488971,2.158799510903892,1.0874600923866506,51.06382978723404,4.207916539207912,0.6503313249965299,1.6133984489071935,1363,0.49512906966259235,775
3y,gross,USDCAD,All,10.444460469692823,3.278675641777596,1.0858539687045297,50.88041085840058,5.426234412723108,0.8165913928503442,1.924808195754183,2726,0.373265165780436,776
3y,half_spread,EURUSD,Tokyo,-11.013450168425589,-3.723067129527221,0.8098397049811277,44.992636229749635,11.430044093869274,-1.5546936765114228,-0.9635527280540297,1358,-0.8519019268979351,775
3y,half_spread,EURUSD,Europe,-4.041091903976366,-1.332339175951009,0.9659591245277716,49.81577008106117,10.318806007787018,-0.2698512109712115,-0.3916239825544529,1357,-0.27994284362069255,775
3y,half_spread,EURUSD,All,-14.60947842929724,-4.999515659373351,0.9108776517818419,47.40331491712707,16.740037816285902,-0.9367918090689963,-0.8727267279578125,2715,-0.5660277184238216,776
3y,half_spread,GBPUSD,Tokyo,-7.3053936604157705,-2.43649656240809,0.8662302554916511,47.82608695652174,7.917211871441088,-1.0976113680946247,-0.9227230215687087,1311,-0.5721753405299587,775
3y,half_spread,GBPUSD,Europe,-5.210478350575547,-1.7249305405847501,0.9562418344809668,48.396946564885496,10.39381523081534,-0.3521147649161109,-0.5013056548405482,1310,-0.3824986199040988,775
3y,half_spread,GBPUSD,All,-12.135226055891037,-4.114201456945548,0.9266527960786611,48.11140785959557,15.214421621886064,-0.7904611207697134,-0.7976133669409042,2621,-0.4773731642537753,776
3y,half_spread,USDJPY,Tokyo,2.4195234507016985,0.780397885431442,1.0271584438693362,50.22692889561271,6.600780338782175,0.18928620027448906,0.36655112373396953,1322,0.20700093920227863,775
3y,half_spread,USDJPY,Europe,1.5210525674816282,0.49207037019081057,1.0171375895559078,51.551854655563965,8.434316186486079,0.1131753259801895,0.18034094689486996,1321,0.15480903256895392,775
3y,half_spread,USDJPY,All,3.977378241751047,1.274653197115014,1.021725327022009,50.88914112750662,11.917015557177269,0.20882459070222434,0.33375623474415866,2643,0.18091485949640576,776
