period,cost_mode,symbol,strategy,return_pct,annualized_return_pct,profit_factor,win_rate_pct,max_drawdown_pct,sharpe,recovery_factor,trades,average_trade_bps,days
3y,half_spread,AUDUSD,Tokyo,-1.9070420240817392,-0.6241294275823333,0.9852705336554051,50.14836795252226,9.17596778427111,-0.11066922599638174,-0.20783006969037918,1348,-0.11776408345054792,775
3y,half_spread,AUDUSD,Europe,-5.121912299597497,-1.6950827438633231,0.96482885089735,48.92353377876763,7.75288602999451,-0.26327614424456813,-0.6606458910632437,1347,-0.351516543324158,775
3y,half_spread,AUDUSD,All,-6.931277303689308,-2.3056921836396946,0.9739175176445427,49.53617810760667,12.638947149613223,-0.276104161978934,-0.5484062257433697,2695,-0.23459694558403688,776
3y,half_spread,NZDUSD,Tokyo,-16.297113015613302,-5.620389445712504,0.8609843369217213,47.647058823529406,17.066544177639987,-1.1543653933948876,-0.9549158192767129,1360,-1.2801538579515792,775
3y,half_spread,NZDUSD,Europe,-14.184918359906082,-4.8524826347206975,0.8997613541514133,49.04411764705882,16.85979182229971,-0.8240696908020843,-0.8413459969976801,1360,-1.0861180846045304,775
3y,half_spread,NZDUSD,All,-28.170299199233018,-10.187692692227898,0.8819462692944808,48.345588235294116,29.468151227389903,-1.3892679990947023,-0.9559574668209736,2720,-1.183135971278055,776
3y,half_spread,USDCHF,Tokyo,-12.706429363979657,-4.322522915026085,0.8042805064013823,45.72490706319702,13.139136672682328,-1.5868456203022192,-0.9670672952506602,1345,-1.00116612643456,775
3y,half_spread,USDCHF,Europe,4.7347106047736895,1.515579344386865,1.041476511404216,50.78066914498142,7.976389549123331,0.31517205317880953,0.5935906935856803,1345,0.3774145721924117,775
3y,half_spread,USDCHF,All,-8.573331417790394,-2.8688068296465894,0.956119533245663,48.25278810408922,11.872679287091659,-0.4621815334711775,-0.7221058710068571,2690,-0.3118757771210741,776
3y,half_spread,USDCAD,Tokyo,-3.148862386966736,-1.0349622002592758,0.9294251821561853,48.42259721203228,4.960004256616768,-0.4877249191897883,-0.6348507428730683,1363,-0.2302918102334146,775
3y,half_spread,USDCAD,Europe,0.020566614125649647,0.006687002758256733,1.0024901358158342,49.816581071166546,5.465480820899204,0.01881260905548674,0.0037630017924508864,1363,0.014692580886722739,775
3y,half_spread,USDCAD,All,-3.1289433872175607,-1.0270260477974222,0.9764717010470348,49.11958914159941,8.696975529463879,-0.23466646550354317,-0.3597737370442438,2726,-0.10779961467334594,776
3y,full_spread,EURUSD,Tokyo,-14.303415191757185,-4.89522335872674,0.7563685240766473,44.10898379970545,14.680810102414931,-2.0582938526889234,-0.9742933184187386,1358,-1.1292815239703382,775
3y,full_spread,EURUSD,Europe,-7.267830290899364,-2.423642602837962,0.9363075942493211,49.37361827560796,11.755641565974685,-0.5125662662007414,-0.6182419096491714,1357,-0.531984942569064,775
3y,full_spread,EURUSD,All,-20.531697540716916,-7.191286534562473,0.8720579499457826,46.74033149171271,22.245359059120506,-1.3750830280324968,-0.922965436797434,2715,-0.830743232640125,776
3y,full_spread,GBPUSD,Tokyo,-10.619529225401982,-3.5846919459653286,0.8080452914321634,45.766590389016024,11.185968884219877,-1.6290042318995668,-0.9493615917690442,1311,-0.8498668950073883,775
3y,full_spread,GBPUSD,Europe,-8.149328128001136,-2.7262171813545613,0.9297553043322989,47.862595419847324,12.576484120735243,-0.5729963680697222,-0.6479814270639506,1310,-0.6228981517832444,775
3y,full_spread,GBPUSD,All,-17.903437071176135,-6.205429692989692,0.88920335671479,46.814193056085465,19.933436842526795,-1.2191599949142493,-0.8981610754137602,2621,-0.7364258215149699,776
3y,full_spread,USDJPY,Tokyo,-9.725446825825461,-3.272141897747516,0.9087800962401901,47.12556732223903,10.530011390959249,-0.6858553830944201,-0.9235931913782579,1322,-0.7475395535158539,775
3y,full_spread,USDJPY,Europe,-10.504228140655842,-3.5442672608679096,0.916220023073721,49.129447388342165,13.696808541577976,-0.588415173788033,-0.7669106353329865,1321,-0.7994902176595544,775
3y,full_spread,USDJPY,All,-19.20809184419843,-6.692096713692805,0.9127813266043399,48.12712826333711,20.3745675926152,-0.905531672601742,-0.9427484415011802,2643,-0.7735050576149187,776
3y,full_spread,AUDUSD,Tokyo,-8.975922634612338,-3.0117317176289617,0.9187028654578206,48.44213649851632,11.625725751825843,-0.6311872868597733,-0.7720741763758405,1348,-0.6725822587919152,775
3y,full_spread,AUDUSD,Europe,-11.811488518415944,-4.004671421353769,0.9129648121463877,47.95842613214551,12.811271372127697,-0.6699969170570256,-0.9219606840983098,1347,-0.8942846628744019,775
3y,full_spread,AUDUSD,All,-19.727221081619152,-6.887220141087738,0.9155252456061459,48.20037105751391,21.39068446532265,-0.9212632272360768,-0.9222342143188448,2695,-0.7833923286617146,776
3y,full_spread,NZDUSD,Tokyo,-27.029422523963387,-9.7388304390739,0.7651414994413214,45.36764705882353,27.64144701838872,-2.0613558247948585,-0.9778584495226252,1360,-2.2889081056553087,775
3y,full_spread,NZDUSD,Europe,-23.203374811238035,-8.226414215084365,0.8311081211190013,47.279411764705884,24.54353865681287,-1.4424303992829468,-0.9453964701539553,1360,-1.9023934779566494,775
3y,full_spread,NZDUSD,All,-43.961059117653,-17.14398425768445,0.8005080213054889,46.32352941176471,44.80370589555554,-2.4579684704546563,-0.9811924759111026,2720,-2.095650791805979,776
3y,full_spread,USDCHF,Tokyo,-18.746351376896804,-6.52738519363765,0.7165477109799612,43.49442379182156,19.022177370248304,-2.4236462351357084,-0.9854997675616826,1345,-1.53415811956654,775
3y,full_spread,USDCHF,Europe,-2.4981535514966486,-0.8192470583527909,0.9834967862308927,49.814126394052046,9.716133429444163,-0.13216006141797784,-0.25711396098432976,1345,-0.1546077729534764,775
3y,full_spread,USDCHF,All,-20.776192285695466,-7.284109370813914,0.8857455630269211,46.6542750929368,22.195983972003987,-1.247227548492971,-0.9360338479204474,2690,-0.8443829462600082,776
3y,full_spread,USDCAD,Tokyo,-9.302698089401943,-3.1250860171620163,0.7974832374395261,44.754218635363166,9.722319160405435,-1.5111027768147283,-0.9568394058989118,1363,-0.7119123638510457,775
3y,full_spread,USDCAD,Europe,-6.318455495925683,-2.099932374843429,0.924221022878297,49.00953778429934,8.21217241111788,-0.6138298888011321,-0.7694012229177718,1363,-0.4656719992420437,775
3y,full_spread,USDCAD,All,-15.033366746628433,-5.152919319446077,0.8781026617290484,46.88187820983126,15.801633991516962,-1.2847943178384573,-0.9513805189196908,2726,-0.5887921815465447,776
1y,gross,EURUSD,Tokyo,-3.417407213899498,-3.3265986840652593,0.8054456259608987,46.15384615384615,4.111055703696187,-1.6175105710041957,-0.8312724176485762,442,-0.7814097322470174,259
1y,gross,EURUSD,Europe,0.022113340622546416,0.021515618477665786,1.0032609755020117,49.887133182844245,5.075354584027469,0.02466488393692987,0.004357004078520701,443,0.023413222644490223,259
1y,gross,EURUSD,All,-3.3960495761746228,-3.3057988038687416,0.9324017547250305,48.0225988700565,8.003109947066944,-0.7312677973336854,-0.4243412371735864,885,-0.37854355256686156,259
1y,gross,GBPUSD,Tokyo,-3.397149845406199,-3.3068703363874423,0.7975160450194909,49.494949494949495,3.8802565854141657,-1.6266265902326684,-0.8754961870758861,396,-0.8664658793029842,259
1y,gross,GBPUSD,Europe,-3.5650842685311863,-3.4704225359207093,0.8969362609420186,47.72727272727273,8.072586993675046,-0.8317649915913088,-0.4416284731678291,396,-0.892483463343136,259
1y,gross,GBPUSD,All,-6.841122859220379,-6.6625304989204865,0.8640553000412314,48.61111111111111,10.31648416827531,-1.4604183964608861,-0.6631254163368785,792,-0.8794746713230601,259
1y,gross,USDJPY,Tokyo,-0.841006644542743,-0.8183700009067086,0.9674730156733228,50.61425061425061,3.9138341082226913,-0.22562799587325646,-0.21488050369223544,407,-0.1933782992230066,259
1y,gross,USDJPY,Europe,-3.1687861076120636,-3.084478042634348,0.8955161262302597,49.50980392156863,6.280369653996775,-0.6735864307621291,-0.5045540759842813,408,-0.7627240817426486,259
1y,gross,USDJPY,All,-3.9831430504384415,-3.877605600555582,0.9277708852178626,50.061349693251536,7.11491916532151,-0.6584870911912928,-0.5598296983966439,815,-0.47840048237394395,259
1y,gross,AUDUSD,Tokyo,0.12525743366391756,0.1218700356129473,1.0069656882073135,50.69124423963134,5.506965830491262,0.05038083097481276,0.022745271628595465,434,0.04984650235320265,259
1y,gross,AUDUSD,Europe,-1.0685050598396286,-1.0397772111660775,0.976365047908819,48.8479262672811,6.977122919305135,-0.17384363929488314,-0.15314407846867106,434,-0.21599074773865443,259
1y,gross,AUDUSD,All,-0.9445860081922348,-0.9191743524106732,0.9898037368916167,49.76958525345622,11.119382513065702,-0.09799280400195318,-0.08494950210430391,868,-0.08307212269272589,259
1y,gross,NZDUSD,Tokyo,0.35153510253495324,0.34201792509226464,1.0133313272549114,52.13483146067416,4.106450177711252,0.10190572441301406,0.08560559298709984,445,0.1027453501761723,259
1y,gross,NZDUSD,Europe,-1.3339110404488475,-1.2980944161902626,0.9734766733831757,49.10313901345291,5.302706238793576,-0.22529399777205245,-0.2515528826941632,446,-0.26665411053104815,259
1y,gross,NZDUSD,All,-0.9870651034576594,-0.9605162066859889,0.990749259261261,50.617283950617285,7.831241832894509,-0.10394478324618076,-0.12604196429122785,891,-0.08216167504876633,259
1y,gross,USDCHF,Tokyo,-4.195991576822506,-4.084935310017882,0.8007618289139818,46.51162790697674,5.421242243451008,-1.6668674260695955,-0.7739907918505883,430,-0.9889759774909737,259
1y,gross,USDCHF,Europe,1.8427603669624,1.792512338471312,1.051478313283555,48.95591647331787,5.182764455547428,0.38979716574477297,0.3555554922026181,431,0.4524361160271116,259
1y,gross,USDCHF,All,-2.4305532796388727,-2.3656459409972133,0.9611207447249471,47.73519163763066,8.452577245470527,-0.395853082486859,-0.2875517382513517,861,-0.2674328737670541,259
1y,gross,USDCAD,Tokyo,-1.9432013116877607,-1.891182176337454,0.8439102290107741,48.214285714285715,2.975544516795958,-1.340566201163855,-0.6530573818402098,448,-0.4355260307263501,259
1y,gross,USDCAD,Europe,-1.696751794020318,-1.6512743900168987,0.9267773032067943,47.88418708240535,4.2079165392079005,-0.5852761594622364,-0.40322848093838737,449,-0.3725198203760141,259
