entry_utc,exit_utc,session,exit_reason,net_r,equity_return,risk_pct
2021-11-24T08:00:00+00:00,2021-11-24T08:30:00+00:00,Europe,stop,-1.0263306614892458,-0.0076042921459240865,0.7409202931626306
2021-11-25T08:00:00+00:00,2021-11-25T10:00:00+00:00,Europe,stop,-1.0375490334570778,-0.00539233386086572,0.5197184602349489
2021-11-26T08:00:00+00:00,2021-11-26T08:30:00+00:00,Europe,stop,-1.026749864295037,-0.007430840024805353,0.7237244710918314
2021-11-30T08:00:00+00:00,2021-11-30T12:00:00+00:00,Europe,stop,-1.0254215621186213,-0.007878861278959681,0.7683533846002987
2021-11-30T14:30:00+00:00,2021-11-30T15:30:00+00:00,US,stop,-1.0210250130401557,-0.009466401482688213,0.9271468731702768
2021-12-17T08:00:00+00:00,2021-12-17T08:30:00+00:00,Europe,stop,-1.034208608533367,-0.005847686965180862,0.5654262512350955
2021-12-23T08:00:00+00:00,2021-12-23T11:00:00+00:00,Europe,stop,-1.0427544866063223,-0.004725921114935545,0.4532151312353692
2021-12-28T08:00:00+00:00,2021-12-28T14:00:00+00:00,Europe,stop,-1.0463298970672568,-0.004357773330044634,0.4164817752277723
2021-12-30T14:30:00+00:00,2021-12-31T00:00:00+00:00,US,session-close,5.402101326990447,0.03390034976089184,0.6275400572646791
2021-12-31T08:00:00+00:00,2021-12-31T08:00:00+00:00,Europe,stop,-1.0399637308579952,-0.005012857542784692,0.4820223430916156
2022-01-04T08:00:00+00:00,2022-01-04T08:30:00+00:00,Europe,stop,-1.034183048050206,-0.005863226709836224,0.5669428367531686
2022-01-04T14:30:00+00:00,2022-01-05T00:00:00+00:00,US,session-close,1.6235281641526316,0.013329024045934086,0.8209912424211566
2022-01-05T14:30:00+00:00,2022-01-05T15:00:00+00:00,US,stop,-1.0251647994983402,-0.007806013889173141,0.7614399063441292
2022-01-11T08:00:00+00:00,2022-01-11T09:30:00+00:00,Europe,stop,-1.0337585252085966,-0.005923595829315904,0.5730154271879512
2022-01-12T14:30:00+00:00,2022-01-13T00:00:00+00:00,US,session-close,0.5311151424373051,0.0035347740219488135,0.665538174213527
2022-01-13T08:00:00+00:00,2022-01-13T08:00:00+00:00,Europe,stop,-1.0414911760978773,-0.004809358079272021,0.4617761714785807
2022-01-14T08:00:00+00:00,2022-01-14T08:30:00+00:00,Europe,stop,-1.0393545686908836,-0.005059707448727566,0.48681245083672525
2022-01-18T14:30:00+00:00,2022-01-18T14:30:00+00:00,US,stop,-1.0179595020178298,-0.010179595020178298,1.0
2022-01-19T14:30:00+00:00,2022-01-20T00:00:00+00:00,US,session-close,5.106234309528038,0.03386211689545955,0.6631524298106363
2022-01-20T08:00:00+00:00,2022-01-20T09:30:00+00:00,Europe,stop,-1.0340187648139176,-0.005784300601912129,0.5593999643665145
2022-01-20T14:30:00+00:00,2022-01-20T14:30:00+00:00,US,stop,-1.0271141889605264,-0.007186229478111692,0.6996524393635721
2022-01-25T14:30:00+00:00,2022-01-26T00:00:00+00:00,US,session-close,3.306838549127211,0.021624670826778238,0.653937907929788
2022-02-04T08:00:00+00:00,2022-02-04T13:30:00+00:00,Europe,stop,-1.0427498392861736,-0.004723262812176648,0.4529622191464457
2022-02-09T14:30:00+00:00,2022-02-10T00:00:00+00:00,US,session-close,1.4697669992385078,0.008237075016384762,0.5604340702065309
2022-02-10T08:00:00+00:00,2022-02-10T08:00:00+00:00,Europe,stop,-1.053840392792331,-0.003733876070744592,0.35431134508433926
2022-02-15T08:00:00+00:00,2022-02-15T08:00:00+00:00,Europe,stop,-1.027919590818566,-0.006869573186709875,0.6682986926282248
2022-02-16T08:00:00+00:00,2022-02-16T12:30:00+00:00,Europe,stop,-1.03507983783578,-0.005566222653771254,0.5377578086545977
2022-02-16T14:30:00+00:00,2022-02-17T00:00:00+00:00,US,session-close,3.659655064659899,0.026677181166883914,0.7289534312809093
2022-02-17T08:00:00+00:00,2022-02-17T14:30:00+00:00,Europe,session-close,5.367515543542492,0.043744753427760866,0.8149907172674881
2022-02-17T14:30:00+00:00,2022-02-18T00:00:00+00:00,US,session-close,1.3578054453640187,0.013578054453640187,1.0
2022-02-23T14:30:00+00:00,2022-02-24T00:00:00+00:00,US,session-close,2.7918627851308666,0.022872001195522525,0.8192380126034888
2022-02-24T08:00:00+00:00,2022-02-24T08:00:00+00:00,Europe,stop,-1.0126675177176494,-0.010126675177176494,1.0
2022-02-24T14:30:00+00:00,2022-02-24T14:30:00+00:00,US,stop,-1.008572919767868,-0.010085729197678679,1.0
2022-02-25T08:00:00+00:00,2022-02-25T11:00:00+00:00,Europe,stop,-1.010848594745186,-0.01010848594745186,1.0
2022-03-01T08:00:00+00:00,2022-03-01T14:30:00+00:00,Europe,session-close,3.405598724722979,0.026073647768579032,0.7656112735566031
2022-03-01T14:30:00+00:00,2022-03-02T00:00:00+00:00,US,session-close,5.012338555750817,0.05012338555750817,1.0
2022-03-02T08:00:00+00:00,2022-03-02T08:00:00+00:00,Europe,stop,-1.0146641408020078,-0.01014664140802008,1.0
2022-03-03T08:00:00+00:00,2022-03-03T09:00:00+00:00,Europe,stop,-1.0180047444565534,-0.010180047444565535,1.0
2022-03-04T08:00:00+00:00,2022-03-04T14:30:00+00:00,Europe,session-close,3.479270888055277,0.03479270888055277,1.0
2022-03-08T08:00:00+00:00,2022-03-08T08:00:00+00:00,Europe,stop,-1.0106937637418414,-0.010106937637418415,1.0
2022-03-08T14:30:00+00:00,2022-03-09T00:00:00+00:00,US,session-close,3.440561659631573,0.03440561659631573,1.0
